,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowD,SlowK,MACD_Hist,MACD,MACD_Signal,ADX,CCI,Aroon Up,Aroon Down,Real Middle Band,Real Lower Band,Real Upper Band,Chaikin A/D,OBV
2003-10-07,16.65,16.8,16.42,16.8,5.14759138195,4254900,0.0000,1.0,5.5329,5.3757,42.0522,54.9916,67.3563,-0.0472,-0.2038,-0.1566,14.0307,-71.1695,0.0000,70.0000,5.5329,4.6367,6.4291,-497544175.7742,-101838078.0000
2003-10-06,16.81,16.98,16.51,16.65,5.10163074461,3141900,0.0000,1.0,5.5933,5.3997,41.1019,39.1449,56.5294,-0.0655,-0.2103,-0.1448,14.3123,-77.3632,5.0000,75.0000,5.5933,4.6477,6.5388,-510308868.7742,-114602771.0000
2003-10-03,16.8,17.2,16.51,16.78,5.14146329697,7190100,0.0000,1.0,5.6375,5.4311,41.6644,23.7217,41.0891,-0.0824,-0.2108,-0.1284,14.6599,-81.2918,10.0000,80.0000,5.6375,4.7054,6.5697,-506498481.4336,-105177076.0000
2003-10-02,16.0,16.58,15.95,16.35,5.00970946994,7146900,0.0000,1.0,5.6666,5.4616,39.0427,12.5890,19.8163,-0.1047,-0.2125,-0.1078,15.0259,-121.6667,15.0000,85.0000,5.6666,4.7624,6.5709,-501809288.1726,-126747365.0000
2003-10-01,16.02,16.29,15.96,16.1,4.9331084077,7310200,0.0000,1.0,5.6893,5.5092,37.4911,7.9436,10.2597,-0.1165,-0.1981,-0.0817,15.0087,-147.2585,20.0000,90.0000,5.6893,4.8305,6.5482,-507594870.9199,-148188054.0000
2003-09-30,15.81,16.51,15.75,15.97,4.89327585534,8507400,0.0000,1.0,5.7132,5.5698,36.6951,5.8504,7.6910,-0.1166,-0.1691,-0.0526,14.7929,-170.5731,25.0000,95.0000,5.7132,4.9154,6.5110,-504272054.4041,-170118643.0000
2003-09-29,16.01,16.58,15.7,15.95,4.88714777036,16208300,0.0000,1.0,5.7445,5.6410,36.5770,6.6439,5.8801,-0.1021,-0.1256,-0.0234,14.5658,-202.7033,30.0000,100.0000,5.7445,5.0333,6.4556,-493525870.4035,-195640830.0000
2003-09-26,17.48,17.53,16.63,16.86,5.16597563689,7465900,0.0000,1.0,5.7785,5.7204,39.7836,8.9600,3.9802,-0.0696,-0.0675,0.0021,14.3266,-162.7432,35.0000,100.0000,5.7785,5.1782,6.3788,-472528765.2888,-147015955.0000
2003-09-25,17.92,18.24,17.45,17.53,5.37126648367,6139800,0.0000,1.0,5.7949,5.7788,42.3824,18.7658,10.0715,-0.0404,-0.0208,0.0195,14.4937,-114.0965,40.0000,100.0000,5.7949,5.2467,6.3430,-461578784.4896,-124618267.0000
2003-09-24,18.83,19.0,17.75,17.78,5.4478675459,13338900,0.0000,1.0,5.8084,5.8217,43.3871,33.0580,12.8284,-0.0115,0.0181,0.0296,15.0893,-78.9726,45.0000,0.0000,5.8084,5.2901,6.3266,-446889903.8577,-106198877.0000
2003-09-23,19.09,19.35,18.84,19.24,5.89521774933,5241100,0.0000,1.0,5.8097,5.8610,49.9572,54.1303,33.3976,0.0273,0.0598,0.0325,15.8805,17.6821,50.0000,5.0000,5.8097,5.2952,6.3243,-408794025.4501,-66182198.0000
2003-09-22,19.45,19.49,18.899,19.06,5.84006498452,6129200,0.0000,1.0,5.7932,5.8574,49.0537,67.4987,52.9481,0.0409,0.0666,0.0257,16.0614,21.5951,55.0000,10.0000,5.7932,5.2695,6.3168,-417734720.9014,-81905490.0000
2003-09-19,20.234,20.36,19.66,19.84,6.07906029869,5400800,0.0000,1.0,5.7809,5.8592,52.9927,67.4681,76.0451,0.0645,0.0799,0.0154,16.2134,97.4021,60.0000,15.0000,5.7809,5.2508,6.3111,-409365411.7462,-63517900.0000
2003-09-18,19.74,20.01,19.52,20.0,6.12808497851,5029100,0.0000,1.0,5.7547,5.8361,53.8351,54.4955,73.5028,0.0721,0.0714,-0.0007,15.8603,98.8978,65.0000,0.0000,5.7547,5.2345,6.2750,-401495678.9752,-47315509.0000
2003-09-17,19.74,20.23,19.58,19.85,6.08212434118,7523200,0.0000,1.0,5.7187,5.8053,53.1721,40.3639,52.8565,0.0732,0.0545,-0.0187,15.6473,116.1039,70.0000,0.0000,5.7187,5.2072,6.2303,-415967163.1383,-62402801.0000
2003-09-16,19.07,19.679,19.07,19.62,6.01165136392,5172800,0.0000,1.0,5.6889,5.7762,52.1715,35.4940,37.1272,0.0738,0.0368,-0.0370,15.3826,89.5836,75.0000,0.0000,5.6889,5.1963,6.1815,-412147694.4001,-84972389.0000
2003-09-15,19.51,19.613,18.96,19.03,5.83087285706,4966900,0.0000,1.0,5.6431,5.7514,49.5443,41.2182,31.1081,0.0763,0.0209,-0.0554,15.3513,76.3484,80.0000,0.0000,5.6431,5.1103,6.1758,-424659238.6886,-100490781.0000
2003-09-12,18.91,19.77,18.7,19.35,5.92892221671,9686700,0.0000,1.0,5.5989,5.7431,50.9874,54.8134,38.2467,0.0932,0.0187,-0.0745,15.3484,94.3780,85.0000,5.0000,5.5989,4.9944,6.2035,-412953182.0339,-85590089.0000
2003-09-11,19.58,20.15,18.3,19.07,5.84312902701,21772800,0.0000,1.0,5.5507,5.7235,49.7712,69.1517,54.2998,0.1034,0.0056,-0.0978,15.3453,95.5642,90.0000,10.0000,5.5507,4.9064,6.1950,-419199742.3607,-114650174.0000
2003-09-10,20.15,20.69,19.16,19.32,5.91973008924,11505200,0.0000,1.0,5.5156,5.7109,50.8413,71.6871,71.8936,0.1211,-0.0025,-0.1236,15.3421,151.9446,95.0000,15.0000,5.5156,4.8625,6.1687,-408254502.4847,-49331807.0000
2003-09-09,19.0,21.47,18.74,20.74,6.35482412272,20745300,0.0000,1.0,5.4750,5.6889,57.5135,59.2558,81.2618,0.1334,-0.0205,-0.1539,14.8403,220.0020,100.0000,0.0000,5.4750,4.8265,6.1235,-380957865.7385,-14816225.0000
2003-09-08,18.98,19.76,18.75,19.54,5.98713902401,12572600,0.0000,1.0,5.4076,5.6188,52.5100,40.9843,61.9059,0.0997,-0.0876,-0.1873,14.3121,152.9256,100.0000,0.0000,5.4076,4.8677,5.9475,-409910082.7207,-77052093.0000
2003-09-05,17.86,19.1,17.65,18.68,5.72363136993,9989500,0.0000,1.0,5.3457,5.5801,48.3704,33.2859,34.5997,0.0777,-0.1344,-0.2122,14.4389,84.4864,0.0000,5.0000,5.3457,4.8020,5.8894,-431196355.1669,-114769874.0000
2003-09-04,17.73,18.25,17.6,17.83,5.46318775835,6167200,0.0000,1.0,5.3552,5.5650,43.7679,36.7069,26.4472,0.0662,-0.1655,-0.2316,14.8857,31.4921,0.0000,10.0000,5.3552,4.7797,5.9307,-443803786.7873,-144738359.0000
2003-09-03,18.28,18.33,17.57,17.66,5.41109903603,7083100,0.0000,1.0,5.3819,5.5757,42.7991,42.9515,38.8109,0.0720,-0.1761,-0.2482,15.5360,19.7586,0.0000,15.0000,5.3819,4.7429,6.0208,-438395629.7118,-163239949.0000
2003-09-02,18.49,18.65,17.92,18.01,5.51834052315,5928800,0.0000,1.0,5.4238,5.5930,44.2917,41.4274,44.8625,0.0843,-0.1819,-0.2662,16.2205,30.3391,5.0000,20.0000,5.4238,4.6809,6.1668,-422179067.0550,-141990660.0000
2003-08-29,17.9,18.25,17.83,18.17,5.56736520298,4440700,0.0000,1.0,5.4614,5.6008,44.9728,40.1969,45.1811,0.0898,-0.1975,-0.2872,17.0295,14.9520,10.0000,25.0000,5.4614,4.6322,6.2905,-408778361.5067,-124204269.0000
2003-08-28,18.59,18.69,17.72,17.93,5.49382818324,6902600,0.0000,1.0,5.4851,5.6044,43.7399,40.4872,34.2385,0.0902,-0.2195,-0.3097,17.7664,11.7620,15.0000,30.0000,5.4851,4.6188,6.3514,-417025371.4595,-137526362.0000
2003-08-27,17.99,18.6,17.8,18.41,5.64090222272,4731800,0.0000,1.0,5.5029,5.6160,45.6846,51.6666,41.1710,0.0952,-0.2370,-0.3322,18.5421,16.7773,20.0000,35.0000,5.5029,4.6222,6.3836,-405283841.6149,-116818573.0000
2003-08-26,17.93,18.2,17.38,17.87,5.4754439283,6408200,0.0000,1.0,5.5098,5.6134,42.9749,64.4810,46.0520,0.0852,-0.2708,-0.3560,19.3151,-9.0827,25.0000,40.0000,5.5098,4.6227,6.3968,-412736422.4144,-131013965.0000
2003-08-25,18.61,18.61,17.996,18.16,5.56430116049,3616900,0.0000,1.0,5.5282,5.6279,44.0973,79.1473,67.7769,0.0842,-0.2932,-0.3773,19.9377,9.8735,30.0000,45.0000,5.5282,4.6295,6.4268,-416487561.9260,-111789375.0000
2003-08-22,19.22,19.48,18.25,18.26,5.59494158538,8353300,0.0000,1.0,5.5626,5.6346,44.4778,82.9439,79.6142,0.0719,-0.3265,-0.3984,20.8556,22.3528,35.0000,50.0000,5.5626,4.6098,6.5154,-411433329.8669,-100938681.0000
2003-08-21,18.11,18.3,17.8,18.131,5.55541543727,5372900,0.0000,1.0,5.6055,5.6388,43.8844,77.6217,90.0507,0.0489,-0.3674,-0.4163,21.9326,-8.9564,0.0000,55.0000,5.6055,4.5766,6.6345,-386780920.7044,-125998568.0000
2003-08-20,17.65,17.98,17.26,17.65,5.40803499354,7252900,0.0000,1.0,5.6453,5.6476,41.6762,64.1000,79.1667,0.0183,-0.4103,-0.4286,22.5100,-32.3951,5.0000,60.0000,5.6453,4.5668,6.7239,-392003376.5879,-142117259.0000
2003-08-19,17.0,18.0,16.99,17.9,5.48463605577,11699800,0.0000,1.0,5.7054,5.6728,42.5020,51.2597,63.6477,-0.0109,-0.4440,-0.4331,22.9549,-38.2377,10.0000,65.0000,5.7054,4.5550,6.8558,-393816600.6717,-120358570.0000
2003-08-18,16.41,16.63,16.12,16.63,5.09550265963,5980700,0.0000,1.0,5.7573,5.6926,36.4223,42.6479,49.4857,-0.0580,-0.4884,-0.4304,23.4232,-88.9693,15.0000,70.0000,5.7573,4.5587,6.9559,-421965609.9989,-155457952.0000
2003-08-15,16.1,16.25,16.0,16.15,4.94842862015,1814300,0.0000,1.0,5.8234,5.7554,33.9133,34.8542,40.6457,-0.0824,-0.4984,-0.4159,23.1914,-115.8320,20.0000,75.0000,5.8234,4.6324,7.0143,-439907700.9989,-173400043.0000
2003-08-14,16.22,16.46,16.02,16.2,4.9637488326,12730800,0.0000,1.0,5.9017,5.8404,34.0462,26.7166,37.8122,-0.0935,-0.4888,-0.3953,22.7263,-131.7111,0.0000,80.0000,5.9017,4.7457,7.0576,-440996280.3992,-167957146.0000
2003-08-13,16.74,17.05,16.32,16.78,5.14146329697,5779600,0.0000,1.0,5.9905,5.9326,35.5836,18.1670,26.1047,-0.0991,-0.4711,-0.3719,22.2425,-129.2824,0.0000,85.0000,5.9905,4.8638,7.1173,-434052211.3096,-129764766.0000
2003-08-12,16.55,16.71,16.28,16.67,5.10775882959,6368000,0.0000,1.0,6.0883,6.0159,35.0553,14.5161,16.2329,-0.1125,-0.4597,-0.3472,21.8194,-151.6787,0.0000,90.0000,6.0883,4.9342,7.2423,-438565047.3229,-147103557.0000
2003-08-11,15.75,16.55,15.645,16.34,5.00664542745,13964600,0.0000,1.0,6.1921,6.1115,33.5007,20.4825,12.1635,-0.1160,-0.4350,-0.3190,21.1920,-190.9376,0.0000,95.0000,6.1921,5.0359,7.3484,-454114806.6244,-166207547.0000
2003-08-08,16.55,16.62,15.26,15.5,4.74926585835,31396500,0.0000,1.0,6.3132,6.2278,29.4149,35.5979,15.1519,-0.0969,-0.3870,-0.2900,20.4470,-241.1654,5.0000,100.0000,6.3132,5.1719,7.4544,-476566168.8524,-208101326.0000
2003-08-07,19.52,19.8,19.04,19.3,5.91360200427,8669500,0.0000,1.0,6.4500,6.3835,39.9685,51.9636,34.1323,-0.0279,-0.2937,-0.2658,19.6629,-88.7031,10.0000,65.0000,6.4500,5.4434,7.4566,-415620052.8514,-113911874.0000
2003-08-06,20.13,20.398,19.08,19.57,5.99633115148,8548900,0.0000,1.0,6.5266,6.4329,40.9605,58.0241,57.5094,-0.0302,-0.2890,-0.2588,20.0086,-78.2200,0.0000,70.0000,6.5266,5.4633,7.5898,-407406846.7462,-87903388.0000
2003-08-05,20.99,21.47,20.23,20.4,6.25064667808,8862400,0.0000,1.0,6.6150,6.4789,44.1613,48.2846,64.2490,-0.0360,-0.2873,-0.2512,20.3884,-38.7196,5.0000,75.0000,6.6150,5.4533,7.7766,-400829775.2703,-62256701.0000
2003-08-04,19.7,20.82,19.577,20.46,6.26903093302,11907100,0.0000,1.0,6.6819,6.5029,44.3996,33.2217,52.3137,-0.0645,-0.3067,-0.2422,21.2691,-58.6370,10.0000,80.0000,6.6819,5.4592,7.9046,-381532624.1404,-35669515.0000
2003-08-01,19.1,19.88,18.91,19.72,6.04229178881,6396300,0.0000,1.0,6.7522,6.5275,40.6475,21.5083,28.2911,-0.1028,-0.3290,-0.2261,21.8709,-91.8462,15.0000,85.0000,6.7522,5.4722,8.0323,-396562576.2614,-71390797.0000
2003-07-31,19.3,19.58,18.89,19.09,5.84925711199,7480000,0.0000,1.0,6.8103,6.5786,37.2211,21.8804,19.0603,-0.1291,-0.3295,-0.2004,21.9888,-112.9164,20.0000,90.0000,6.8103,5.5593,8.0613,-409421110.7973,-90579687.0000
2003-07-30,19.0,19.22,18.74,18.86,5.77878413474,6572700,0.0000,1.0,6.8821,6.6554,35.9384,25.1494,17.1735,-0.1376,-0.3057,-0.1681,21.9378,-136.0688,25.0000,95.0000,6.8821,5.6969,8.0674,-399989811.4918,-113019675.0000
2003-07-29,18.559,20.16,18.36,19.07,5.84312902701,23289900,0.0000,1.0,6.9586,6.7476,36.5868,32.3338,29.4075,-0.1300,-0.2637,-0.1337,21.6725,-148.0293,30.0000,100.0000,6.9586,5.8750,8.0422,-390130766.4918,-93301585.0000
2003-07-28,21.23,21.28,20.32,20.41,6.25371072057,5864600,0.0000,1.0,7.0174,6.8428,41.0796,32.5375,28.8672,-0.1116,-0.2128,-0.1013,21.3932,-107.9094,35.0000,95.0000,7.0174,6.0623,7.9726,-375380503.8794,-23431920.0000
2003-07-25,20.77,21.18,20.0,21.06,6.45287348238,8350700,0.0000,1.0,7.0503,6.9049,43.5436,32.3044,38.7266,-0.1132,-0.1866,-0.0734,21.8354,-119.8182,40.0000,100.0000,7.0503,6.1595,7.9411,-361085548.6915,-5838129.0000
2003-07-24,21.96,22.12,20.55,20.73,6.35176008023,9306900,0.0000,1.0,7.0796,6.9524,41.8617,25.2041,30.0187,-0.1256,-0.1707,-0.0451,22.2453,-115.5260,45.0000,85.0000,7.0796,6.2318,7.9274,-381042295.9630,-30890216.0000
2003-07-23,21.26,21.7,20.63,21.57,6.60913964933,5044400,0.0000,1.0,7.1134,7.0157,45.1116,19.3051,28.1679,-0.1240,-0.1376,-0.0136,22.9096,-123.7266,50.0000,90.0000,7.1134,6.3332,7.8937,-359523805.4792,-2969530.0000
2003-07-22,21.53,21.69,21.17,21.29,6.52334645963,4853700,0.0000,1.0,7.1321,7.0584,43.7282,15.1124,17.4258,-0.1369,-0.1196,0.0173,23.3850,-131.9116,55.0000,95.0000,7.1321,6.3839,7.8804,-370979773.2549,-18102722.0000
2003-07-21,21.38,21.45,20.44,20.94,6.4161049725,8209500,0.0000,1.0,7.1559,7.1148,41.9920,13.6559,12.3217,-0.1377,-0.0861,0.0516,24.1110,-183.0489,60.0000,100.0000,7.1559,6.4580,7.8538,-363139185.2548,-32663814.0000
2003-07-18,21.57,21.64,20.47,21.26,6.51415433216,10673600,0.0000,1.0,7.1978,7.1883,43.1483,15.1311,15.5897,-0.1172,-0.0312,0.0860,24.7514,-204.0191,65.0000,100.0000,7.1978,6.5875,7.8082,-362895338.8480,-8035327.0000
2003-07-17,22.46,22.75,21.7,22.0,6.74089347637,7114700,0.0000,1.0,7.2388,7.2593,45.9265,16.6385,13.0562,-0.0860,0.0293,0.1153,25.4374,-145.7473,0.0000,100.0000,7.2388,6.7134,7.7641,-374116296.9934,23985456.0000
2003-07-16,23.89,24.0,22.6,23.16,7.09632240512,7337300,0.0000,1.0,7.2921,7.3139,50.7973,22.8224,16.7476,-0.0537,0.0831,0.1368,26.6729,-55.5529,5.0000,25.0000,7.2921,6.7632,7.8209,-364968830.2795,45329545.0000
2003-07-15,24.6,24.71,23.22,23.45,7.18517963731,9528800,0.0000,1.0,7.3132,7.3368,52.1099,34.9324,20.1117,-0.0359,0.1143,0.1502,27.7506,-9.4062,10.0000,30.0000,7.3132,6.7835,7.8429,-360566452.6795,67341433.0000
2003-07-14,25.05,25.203,24.12,24.24,7.42723899396,5786200,0.0000,1.0,7.3212,7.3527,55.8441,51.8758,31.6080,-0.0157,0.1435,0.1592,28.5631,60.2494,15.0000,35.0000,7.3212,6.7947,7.8477,-340805394.5932,95927818.0000
2003-07-11,24.59,24.74,24.22,24.43,7.48545580125,4125000,0.0000,1.0,7.3094,7.3449,56.7737,70.7344,53.0776,-0.0092,0.1540,0.1631,28.9084,60.0720,0.0000,40.0000,7.3094,6.7823,7.8364,-327293582.7621,113286409.0000
2003-07-10,24.55,24.87,23.871,24.3,7.44562324889,5371400,0.0000,1.0,7.3250,7.3301,56.3009,79.3022,70.9417,-0.0062,0.1591,0.1654,29.4525,38.9163,5.0000,45.0000,7.3250,6.7608,7.8892,-324913776.4153,100911416.0000
2003-07-09,24.76,25.75,24.715,25.34,7.76428366778,6294600,0.0000,1.0,7.3486,7.3179,61.4055,80.3702,88.1840,0.0006,0.1675,0.1670,30.0253,103.9247,10.0000,50.0000,7.3486,6.7294,7.9678,-322639401.1084,117025607.0000
2003-07-08,24.36,25.1,24.3,24.77,7.58963324589,5023800,0.0000,1.0,7.3560,7.2709,59.4933,76.0024,78.7810,-0.0235,0.1433,0.1668,30.1409,57.2741,15.0000,55.0000,7.3560,6.7141,7.9978,-326562120.7703,98141817.0000
2003-07-07,23.83,25.18,23.82,25.05,7.67542643559,6935000,0.0000,1.0,7.3664,7.2374,60.9014,74.0558,74.1454,-0.0445,0.1281,0.1727,30.4928,47.8018,0.0000,60.0000,7.3664,6.7033,8.0295,-329199614.3702,113213209.0000
2003-07-03,23.23,24.12,23.18,23.51,7.20356389224,3507600,0.0000,1.0,7.3772,7.1912,55.3837,68.9437,75.0809,-0.0857,0.0982,0.1838,30.8632,-34.4667,5.0000,65.0000,7.3772,6.6876,8.0669,-346027179.0026,92408220.0000
2003-07-02,24.07,24.38,23.45,23.78,7.28629303945,7056900,0.0000,1.0,7.4241,7.1899,56.7168,57.3431,72.9412,-0.0987,0.1065,0.2052,31.6475,-23.1046,10.0000,70.0000,7.4241,6.6642,8.1841,-342892729.7256,102931014.0000
2003-07-01,22.62,23.88,22.41,23.85,7.30774133688,8141800,0.0000,1.0,7.4555,7.1798,57.0551,43.6334,58.8091,-0.1227,0.1072,0.2299,32.3250,-55.8553,15.0000,75.0000,7.4555,6.6695,8.2415,-336746400.6603,124101703.0000
2003-06-30,22.86,23.31,22.6,22.91,7.01972134289,4534400,0.0000,1.0,7.4767,7.1663,53.5186,33.4983,40.2791,-0.1562,0.1043,0.2606,33.2288,-87.6684,20.0000,80.0000,7.4767,6.6850,8.2684,-360174833.0886,99676316.0000
2003-06-27,23.24,23.45,22.45,22.557,6.91156064302,5909200,0.0000,1.0,7.5044,7.1818,52.1117,26.2656,31.8121,-0.1711,0.1285,0.2996,34.4068,-105.1516,25.0000,85.0000,7.5044,6.7403,8.2685,-358450484.6804,86073123.0000
2003-06-26,23.01,23.28,22.29,22.97,7.03810559782,8004500,0.0000,1.0,7.5598,7.2102,53.9259,23.5842,28.4036,-0.1740,0.1685,0.3424,35.6468,-115.8662,30.0000,90.0000,7.5598,6.8153,8.3042,-344516598.1549,103800714.0000
2003-06-25,22.85,23.78,22.76,22.94,7.02891347036,8838500,0.0000,1.0,7.5788,7.2283,53.8149,25.0949,18.5810,-0.1818,0.2042,0.3859,37.0169,-105.6011,35.0000,95.0000,7.5788,6.8700,8.2875,-353491335.7203,79787227.0000
2003-06-24,22.714,23.2,22.06,22.79,6.98295283302,8406800,0.0000,1.0,7.5745,7.2493,53.2805,37.3289,23.7678,-0.1837,0.2477,0.4314,38.2415,-130.7279,40.0000,0.0000,7.5745,6.8516,8.2974,-336334256.5445,53271741.0000
2003-06-23,23.66,23.78,22.37,22.84,6.99827304546,6123200,0.0000,1.0,7.5734,7.2774,53.4765,49.8010,32.9358,-0.1730,0.3043,0.4773,39.7407,-104.1235,45.0000,5.0000,7.5734,6.8469,8.2999,-343413663.4219,78492128.0000
2003-06-20,24.11,24.2,23.3,23.68,7.25565261456,7815400,0.0000,1.0,7.5432,7.3067,56.8110,58.9141,55.2830,-0.1500,0.3706,0.5205,41.1797,-48.3717,50.0000,10.0000,7.5432,6.6854,8.4010,-337290466.7549,96861718.0000
2003-06-19,25.59,25.724,23.8,23.93,7.33225367679,9921100,0.0000,1.0,7.5018,7.3121,57.8305,52.3081,61.1843,-0.1345,0.4236,0.5580,42.2587,1.6805,55.0000,0.0000,7.5018,6.5215,8.4822,-333643281.9549,120307906.0000
2003-06-18,24.3,25.97,24.1,25.48,7.80718026263,9350600,0.0000,1.0,7.4556,7.3100,64.6661,38.9813,60.2751,-0.1144,0.4772,0.5917,43.1462,39.2219,60.0000,0.0000,7.4556,6.3663,8.5449,-307902062.4954,150071191.0000
2003-06-17,24.52,24.7,23.8,24.54,7.51916026864,8332100,0.0000,1.0,7.3747,7.2577,62.0841,24.3519,35.4649,-0.1298,0.4905,0.6203,43.9299,12.8514,65.0000,0.0000,7.3747,6.1679,8.5815,-321252912.0412,122019406.0000
2003-06-16,23.75,24.27,22.18,23.97,7.34450984675,15873900,0.0000,1.0,7.3035,7.2301,60.4178,21.3020,21.2038,-0.1232,0.5295,0.6527,45.1359,-11.3701,70.0000,5.0000,7.3035,5.9769,8.6300,-337361630.3314,97023119.0000
2003-06-13,24.35,25.05,23.3,23.47,7.19130772229,15223400,0.0000,1.0,7.2619,7.2181,58.9132,25.4270,16.3870,-0.0940,0.5895,0.6835,46.5449,7.8960,75.0000,10.0000,7.2619,5.8919,8.6320,-371312011.7858,49401443.0000
2003-06-12,26.02,26.3,25.37,25.45,7.79798813516,8722400,0.0000,1.0,7.2250,7.2209,68.7439,32.9219,26.3153,-0.0340,0.6730,0.7070,47.4641,64.8283,80.0000,15.0000,7.2250,5.8103,8.6397,-334514897.7462,95071620.0000
2003-06-11,25.66,26.07,25.2,25.84,7.91748579224,7865300,0.0000,1.0,7.1470,7.1602,70.9596,43.0367,33.5786,-0.0075,0.7081,0.7155,47.1478,71.1126,85.0000,20.0000,7.1470,5.6958,8.5983,-312849593.2095,121238806.0000
2003-06-10,25.45,25.84,25.17,25.82,7.91135770726,4694200,0.0000,1.0,7.0634,7.0805,70.9139,55.0915,38.8716,0.0130,0.7303,0.7174,46.8647,76.2820,90.0000,25.0000,7.0634,5.6065,8.5202,-323969494.4512,97642918.0000
2003-06-09,25.6,26.26,25.06,25.45,7.79798813516,6004900,0.0000,1.0,6.9860,6.9930,70.0872,67.6775,56.6597,0.0346,0.7488,0.7141,46.6160,85.2998,95.0000,0.0000,6.9860,5.5534,8.4187,-337211334.6898,83560326.0000
2003-06-06,27.61,27.75,25.56,25.76,7.89297345233,11490300,0.0000,1.0,6.9235,6.9083,71.7096,71.9616,69.7430,0.0675,0.7730,0.7055,46.3542,121.7939,100.0000,0.0000,6.9235,5.5295,8.3176,-330906193.1897,101575016.0000
2003-06-05,25.49,26.66,25.15,26.57,8.14116089396,10036700,0.0000,1.0,6.7749,6.8046,76.0814,73.8014,76.6299,0.0943,0.7829,0.6886,45.7575,132.3443,85.0000,5.0000,6.7749,5.2035,8.3463,-302731362.6970,136045898.0000
2003-06-04,25.16,25.85,24.76,25.83,7.91442174975,9796700,0.0000,1.0,6.6137,6.6639,74.7451,75.3661,69.5118,0.0939,0.7590,0.6650,45.3319,132.0862,90.0000,10.0000,6.6137,4.9761,8.2513,-329252165.1610,105935814.0000
2003-06-03,24.44,25.98,24.14,25.23,7.7305792004,13306700,0.0000,1.0,6.4679,6.5323,73.6095,81.9666,75.2625,0.0989,0.7404,0.6415,45.0505,142.4529,95.0000,15.0000,6.4679,4.8003,8.1354,-357563714.9314,76545729.0000
2003-06-02,26.85,26.876,24.56,24.72,7.57431303344,13051200,0.0000,1.0,6.3309,6.4061,72.6150,87.1338,81.3241,0.1079,0.7247,0.6168,44.7543,167.4375,100.0000,0.0000,6.3309,4.6508,8.0111,-364940251.4536,36625649.0000
2003-05-30,26.5,26.63,25.85,26.17,8.01859919439,17852600,0.0000,1.0,6.1958,6.2832,80.8428,88.3855,89.3132,0.1202,0.7101,0.5898,44.1795,201.2955,100.0000,0.0000,6.1958,4.5027,7.8889,-331196492.5235,75779229.0000
2003-05-29,22.65,24.98,22.6,24.21,7.41804686649,19147800,0.0000,1.0,6.0158,6.1005,77.5808,83.9584,90.7641,0.0760,0.6358,0.5598,42.6968,131.1434,100.0000,5.0000,6.0158,4.3714,7.6602,-321583558.9102,22221456.0000
2003-05-28,22.65,22.9,22.1,22.66,6.94312028066,10296300,0.0000,1.0,5.8635,5.9618,74.2921,74.9695,85.0794,0.0521,0.5929,0.5408,41.3538,96.6174,100.0000,10.0000,5.8635,4.2027,7.5243,-341857689.8516,-35221915.0000
2003-05-27,20.65,22.8,20.25,22.72,6.96150453559,13978400,0.0000,1.0,5.7368,5.8585,74.6950,62.8490,76.0317,0.0500,0.5778,0.5278,40.3054,85.5582,100.0000,0.0000,5.7368,4.0386,7.4350,-354213243.4521,-4333031.0000
2003-05-23,21.0,21.4,20.78,20.87,6.39465667508,7230100,0.0000,1.0,5.6026,5.7424,69.9156,47.0899,63.7973,0.0331,0.5483,0.5153,39.2223,69.3151,55.0000,0.0000,5.6026,3.8886,7.3166,-393517195.5339,-46268210.0000
2003-05-22,20.94,21.17,20.45,20.98,6.42836114246,7406800,0.0000,1.0,5.4905,5.6738,70.6696,36.1598,48.7179,0.0534,0.5605,0.5070,38.4007,72.3180,60.0000,5.0000,5.4905,3.7063,7.2746,-378124087.2107,-24577921.0000
2003-05-21,20.21,20.92,20.1,20.91,6.40691284504,7545600,0.0000,1.0,5.3846,5.5943,70.4771,36.3936,28.7546,0.0707,0.5643,0.4937,37.5947,74.9509,65.0000,10.0000,5.3846,3.5844,7.1847,-388617048.2100,-46798309.0000
2003-05-20,20.09,20.35,20.0,20.2,6.1893658283,7367700,0.0000,1.0,5.2864,5.5088,68.4844,51.1669,31.0068,0.0873,0.5633,0.4760,36.8101,72.9830,70.0000,15.0000,5.2864,3.5059,7.0669,-410701719.4294,-69435097.0000
2003-05-19,20.98,21.181,19.81,19.89,6.09438051113,10170700,0.0000,1.0,5.1942,5.4372,67.5766,66.1320,49.4195,0.1217,0.5758,0.4542,36.1347,85.8557,75.0000,20.0000,5.1942,3.4192,6.9691,-413859303.4300,-91538185.0000
2003-05-16,20.8,21.63,20.77,21.26,6.51415433216,8574300,0.0000,1.0,5.1039,5.3680,76.8728,75.5433,73.0743,0.1695,0.5932,0.4237,35.4237,124.4732,80.0000,0.0000,5.1039,3.3377,6.8701,-386908075.3302,-61026101.0000
2003-05-15,20.66,21.1,20.55,21.06,6.45287348238,9213800,0.0000,1.0,4.9873,5.2473,76.4230,79.5051,75.9022,0.1826,0.5640,0.3814,33.8821,140.0831,85.0000,5.0000,4.9873,3.3029,6.6718,-390497315.3767,-86748988.0000
2003-05-14,20.45,20.7,20.1,20.36,6.23839050813,8046500,0.0000,1.0,4.8701,5.1204,74.7929,80.8882,77.6533,0.1890,0.5248,0.3357,32.3629,148.5242,90.0000,0.0000,4.8701,3.2868,6.4535,-414118136.1426,-114390374.0000
