,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowK,SlowD,MACD_Hist,MACD,MACD_Signal,ADX,CCI,Aroon Down,Aroon Up,Real Middle Band,Real Upper Band,Real Lower Band,Chaikin A/D,OBV
2017-11-28,188.83,189.1,186.5,186.69,186.69,13378145,0.0000,1.0,186.2900,185.5416,55.5454,41.1073,65.1554,-0.0024,2.5539,2.5562,13.8837,35.6764,60.0000,85.0000,186.2900,191.4868,181.0932,137063882.1686,747939004.0000
2017-11-27,190.49,191.4503,187.55,188.03,188.03,14952763,0.0000,1.0,186.0345,185.4207,57.3407,65.8569,80.1571,0.2362,2.7930,2.5568,14.3059,86.9865,0.0000,90.0000,186.0345,191.6158,180.4532,148486759.8224,761317149.0000
2017-11-24,189.39,191.7,188.7,191.19,191.19,9887763,0.0000,1.0,185.4405,185.1460,61.8168,88.5020,86.6262,0.4234,2.9211,2.4978,14.5995,126.5580,0.0000,95.0000,185.4405,192.4035,178.4775,159759125.8068,776269912.0000
2017-11-22,191.54,191.75,189.37,189.84,189.84,14417615,0.0000,1.0,184.3970,184.5098,60.5676,86.1124,83.5988,0.3285,2.7205,2.3919,14.7428,117.7806,5.0000,100.0000,184.3970,193.5207,175.2733,153233202.2268,766382149.0000
2017-11-21,190.35,191.56,188.8,190.9,190.9,19639467,0.0000,1.0,183.4160,183.9488,62.0827,85.2641,76.6622,0.2524,2.5622,2.3098,14.7977,117.2010,10.0000,100.0000,183.4160,194.0774,172.7546,161956465.0839,780799764.0000
2017-11-20,187.6,190.0,186.611,188.0,188.0,25992271,0.0000,1.0,182.5560,183.2171,59.4460,79.4199,62.7973,-0.0317,2.2150,2.2467,14.8755,86.7703,15.0000,40.0000,182.5560,193.4365,171.6755,151709786.6492,761160297.0000
2017-11-17,185.92,186.5,184.67,185.13,185.13,13418863,0.0000,1.0,181.8125,182.7136,56.6091,65.3027,46.6136,-0.2197,2.0349,2.2546,15.1199,51.3693,20.0000,45.0000,181.8125,193.1269,170.4981,156395911.6362,735168026.0000
2017-11-16,183.31,186.27,183.12,185.43,185.43,18381931,0.0000,1.0,181.4220,182.4592,57.0051,43.6692,37.1656,-0.2418,2.0677,2.3095,15.7653,48.7521,25.0000,50.0000,181.4220,192.7904,170.0536,163068679.5761,748586889.0000
2017-11-15,179.37,181.88,176.736,181.48,181.48,16536376,0.0000,1.0,181.0470,182.1465,52.8824,30.8689,38.9165,-0.3211,2.0489,2.3700,16.4711,-14.6127,30.0000,55.0000,181.0470,192.3565,169.7375,154490445.1094,730204958.0000
2017-11-14,184.3,184.38,181.15,181.79,181.79,14462614,0.0000,1.0,180.9535,182.2167,53.2632,36.9589,45.1904,-0.0530,2.3973,2.4503,16.9320,19.3491,35.0000,60.0000,180.9535,192.2781,169.6289,140525822.7641,746741334.0000
2017-11-13,186.77,187.88,184.0,184.54,184.54,17173912,0.0000,1.0,180.6300,182.2616,56.7041,48.9217,50.4983,0.3120,2.7755,2.4635,17.6984,62.6827,40.0000,65.0000,180.6300,192.2073,169.0527,149257122.2378,761203948.0000
2017-11-10,187.03,187.17,185.4,186.41,186.41,15030991,0.0000,1.0,180.3810,182.0218,59.1736,49.6908,53.7925,0.5524,2.9379,2.3855,18.1181,81.2359,45.0000,70.0000,180.3810,191.8247,168.9373,161650666.9801,778377860.0000
2017-11-09,184.21,185.13,181.05,185.13,185.13,19648355,0.0000,1.0,179.9830,181.5598,57.9837,52.8824,56.7539,0.6646,2.9121,2.2474,18.3596,53.9566,50.0000,75.0000,179.9830,191.1095,168.8565,159527645.6524,763346869.0000
2017-11-08,187.98,188.15,185.1,185.9,185.9,13944586,0.0000,1.0,179.7530,181.1840,58.9659,58.8044,58.3969,0.8858,2.9670,2.0813,18.8433,96.0269,55.0000,80.0000,179.7530,190.6319,168.8741,139879290.6524,782995224.0000
2017-11-07,189.58,189.86,187.0,188.51,188.51,17780967,0.0000,1.0,179.6925,180.6876,62.3675,58.5748,60.5249,1.0558,2.9156,1.8598,18.7484,132.8530,60.0000,85.0000,179.6925,190.4467,168.9383,146508683.9967,796939810.0000
2017-11-06,184.07,188.25,184.0,187.84,187.84,19873148,0.0000,1.0,179.4230,179.8642,61.8305,57.8116,69.1046,0.9460,2.5419,1.5959,18.3365,118.1262,65.0000,90.0000,179.4230,189.5305,169.3155,145513944.5841,779158843.0000
2017-11-03,186.51,186.93,182.06,183.21,183.21,19697343,0.0000,1.0,179.1355,179.0247,57.8854,65.1883,81.2134,0.7367,2.0961,1.3594,18.0620,85.0285,70.0000,95.0000,179.1355,188.5740,169.6970,129475145.1394,759285695.0000
2017-11-02,190.99,191.22,183.31,184.81,184.81,41215971,0.0000,1.0,178.9350,178.5841,59.9185,84.3139,90.2043,0.7928,1.9680,1.1752,17.9066,140.6597,75.0000,100.0000,178.9350,188.1873,169.6827,139869841.5480,778983038.0000
2017-11-01,187.88,188.88,183.58,186.08,186.08,28483511,0.0000,1.0,178.6390,177.9287,61.5487,94.1380,83.6305,0.6360,1.6129,0.9770,17.5471,159.0462,80.0000,100.0000,178.6390,187.4906,169.7874,165453965.1397,820199009.0000
2017-10-31,183.57,185.12,181.811,184.89,184.89,21211678,0.0000,1.0,178.2705,177.0707,60.5944,92.1609,63.9294,0.1890,1.0070,0.8180,17.3978,134.1189,85.0000,100.0000,178.2705,186.4397,170.1013,167066239.3472,791715498.0000
2017-10-30,178.43,181.9,177.59,181.58,181.58,20207867,0.0000,1.0,177.9540,176.2476,57.8287,64.5927,37.0070,-0.4305,0.3402,0.7707,17.6465,61.5466,90.0000,35.0000,177.9540,185.5427,170.3653,148803298.6938,770503820.0000
2017-10-27,173.19,177.0,171.11,176.15,176.15,19712550,0.0000,1.0,177.5555,175.6863,52.6494,35.0347,17.6325,-1.0572,-0.1789,0.8784,18.3013,-68.8398,95.0000,40.0000,177.5555,185.1777,169.9333,131596135.8423,750295953.0000
2017-10-26,170.62,171.45,168.58,170.32,170.32,13527415,0.0000,1.0,177.3835,175.6375,45.8685,11.3936,11.7757,-1.4286,-0.2859,1.1427,18.8346,-169.1440,100.0000,45.0000,177.3835,185.2753,169.4917,117573116.4026,730583403.0000
2017-10-25,174.69,175.44,169.3,170.22,170.22,17368460,0.0000,1.0,177.3795,176.1972,45.7419,6.4691,17.5506,-1.3246,0.1753,1.4998,18.3771,-135.5972,100.0000,50.0000,177.3795,185.2856,169.4734,114697951.5420,717055988.0000
2017-10-24,174.0,175.98,173.26,173.7,173.7,11943954,0.0000,1.0,177.4180,176.8264,49.5755,17.4643,30.1096,-1.0595,0.7715,1.8310,17.9816,-71.6349,0.0000,55.0000,177.4180,185.1907,169.6453,126861531.0208,734424448.0000
2017-10-23,177.8,178.01,173.05,173.13,173.13,17610931,0.0000,1.0,177.0840,177.1555,48.9092,28.7183,34.3706,-0.9289,1.1669,2.0958,18.0863,-49.7410,5.0000,60.0000,177.0840,185.9625,168.2055,134941264.6090,722480494.0000
2017-10-20,179.02,179.52,177.08,177.32,177.32,11953220,0.0000,1.0,176.9070,177.5793,53.8809,44.1461,32.7148,-0.6154,1.7127,2.3281,18.1966,18.6478,10.0000,65.0000,176.9070,186.2240,167.5900,151984101.0606,740091425.0000
2017-10-19,177.001,179.61,175.45,177.93,177.93,13528945,0.0000,1.0,176.9480,177.6066,54.6493,30.2474,21.4407,-0.5241,1.9578,2.4819,18.9310,13.3164,15.0000,70.0000,176.9480,186.2792,167.6168,161585867.9459,752044645.0000
2017-10-18,177.09,180.0,176.28,179.61,179.61,21752927,0.0000,1.0,176.9210,177.5725,56.7672,23.7510,19.3518,-0.4329,2.1801,2.6129,19.7040,32.6113,20.0000,75.0000,176.9210,186.2438,167.5982,158984147.7536,765573590.0000
2017-10-17,179.58,180.12,175.3,175.32,175.32,20121683,0.0000,1.0,176.8380,177.3580,52.2809,10.3235,27.9016,-0.4602,2.2610,2.7212,20.6522,-0.2957,25.0000,80.0000,176.8380,186.0928,167.5832,141792318.3504,743820663.0000
2017-10-16,180.0,180.05,178.51,179.56,179.56,12850335,0.0000,1.0,177.0755,177.5726,57.9246,23.9809,49.4798,-0.0681,2.7682,2.8362,21.6504,43.2883,30.0000,85.0000,177.0755,186.4058,167.7452,161747016.4292,763942346.0000
2017-10-13,180.96,181.4,177.97,178.45,178.45,18102139,0.0000,1.0,177.0965,177.3634,56.7639,49.4006,71.8246,0.0903,2.9435,2.8532,22.3472,41.4411,35.0000,90.0000,177.0965,186.4509,167.7421,157074167.3383,751092011.0000
2017-10-12,184.04,184.39,180.348,180.53,180.53,15441222,0.0000,1.0,177.0090,177.2490,59.6956,75.0579,84.5127,0.4069,3.2376,2.8306,23.0806,91.3282,40.0000,95.0000,177.0090,186.3439,167.6741,170109818.4549,769194150.0000
2017-10-11,183.0,184.7,182.601,184.69,184.69,11958885,0.0000,1.0,176.8375,176.9036,66.1912,91.0153,89.0825,0.6251,3.3540,2.7289,23.4319,143.4886,45.0000,100.0000,176.8375,186.0323,167.6427,184160490.0323,784635372.0000
2017-10-10,181.65,184.46,181.36,183.12,183.12,13194898,0.0000,1.0,176.5515,176.0840,64.8187,87.4647,88.1753,0.4576,3.0303,2.5726,23.3661,136.8240,50.0000,100.0000,176.5515,185.0835,168.0195,172315553.4363,772676487.0000
2017-10-09,178.97,183.132,178.75,182.09,182.09,15011614,0.0000,1.0,176.1610,175.3433,63.9054,88.7676,89.3860,0.2746,2.7329,2.4582,23.3256,114.6973,55.0000,100.0000,176.1610,184.1525,168.1695,170527857.5783,759481589.0000
2017-10-06,177.85,179.87,177.61,179.2,179.2,8749276,0.0000,1.0,175.7595,174.6332,61.2223,88.2937,89.4693,0.0288,2.4184,2.3896,23.4411,71.2325,60.0000,35.0000,175.7595,183.3140,168.2050,162655495.8777,744469975.0000
2017-10-05,179.0,179.73,176.03,178.89,178.89,11895266,0.0000,1.0,175.2495,174.1525,60.9263,91.0968,86.4157,-0.1064,2.2760,2.3824,23.9853,62.5751,65.0000,40.0000,175.2495,183.1742,167.3248,159093843.7007,735720699.0000
2017-10-04,178.06,180.0,177.3,178.71,178.71,11420594,0.0000,1.0,174.8290,173.6538,60.7611,89.0173,74.8747,-0.3162,2.0928,2.4090,24.5772,77.8858,70.0000,45.0000,174.8290,182.8286,166.8294,152599671.4521,723825433.0000
2017-10-03,176.06,178.78,173.61,178.56,178.56,16706188,0.0000,1.0,174.3005,173.1215,60.6293,79.1330,58.8069,-0.6412,1.8468,2.4880,24.9791,52.2327,75.0000,50.0000,174.3005,182.5958,166.0052,152092089.4965,712404839.0000
2017-10-02,174.57,175.13,172.57,173.61,173.61,12556527,0.0000,1.0,173.8685,172.5491,55.9961,56.4739,39.7777,-1.1270,1.5213,2.6483,25.5561,-3.8283,80.0000,55.0000,173.8685,182.1313,165.6057,136807704.7305,695698651.0000
2017-09-29,171.11,173.54,170.74,172.71,172.71,13401803,0.0000,1.0,173.7400,172.4374,55.0831,40.8137,26.7424,-1.3424,1.5877,2.9301,26.6666,-28.4100,85.0000,60.0000,173.7400,182.0944,165.3856,139162053.5430,683142124.0000
2017-09-28,170.91,171.88,169.567,170.24,170.24,13956972,0.0000,1.0,173.6915,172.4087,52.5143,22.0455,20.7264,-1.5247,1.7410,3.2656,28.0621,-60.3103,90.0000,65.0000,173.6915,182.0804,165.3026,133705605.1788,669740321.0000
2017-09-27,169.84,171.95,169.45,170.99,170.99,19444188,0.0000,1.0,173.7420,172.6370,53.3951,17.3679,24.9492,-1.4841,2.1628,3.6468,29.2662,-56.5639,0.0000,70.0000,173.7420,182.0590,165.4250,139540621.1424,683697293.0000
2017-09-26,170.01,171.9,166.79,167.02,167.02,23696220,0.0000,1.0,173.5630,172.8103,49.1019,22.7657,33.4158,-1.4245,2.5933,4.0178,30.5337,-90.2152,5.0000,75.0000,173.5630,182.2549,164.8711,135029569.5264,664253105.0000
2017-09-25,176.48,177.0,167.5,169.59,169.59,34033654,0.0000,1.0,173.6270,173.4198,52.0507,34.7140,43.8551,-0.8646,3.5093,4.3740,31.8604,-40.9775,10.0000,80.0000,173.6270,182.1423,165.1117,156592666.0039,687949325.0000
2017-09-22,176.2,178.42,175.68,178.14,178.14,12749689,0.0000,1.0,173.7345,173.8230,64.2447,42.7679,56.7558,-0.2243,4.3658,4.5901,33.3505,66.9750,15.0000,85.0000,173.7345,182.0961,165.3729,175651512.2439,721982979.0000
2017-09-21,178.05,178.861,175.3,177.39,177.39,14578768,0.0000,1.0,173.5775,173.3686,63.5327,54.0834,69.4041,-0.1213,4.5249,4.6462,33.9777,66.5777,20.0000,90.0000,173.5775,181.7173,165.4377,165507599.0979,709233290.0000
2017-09-20,180.02,180.5,176.151,177.95,177.95,15396680,0.0000,1.0,173.4980,172.9453,64.4429,73.4160,77.0986,0.0620,4.7385,4.6765,34.6380,90.8417,25.0000,95.0000,173.4980,181.5175,165.4785,162973407.1878,723812058.0000
2017-09-19,180.69,180.87,179.25,180.07,180.07,14751937,0.0000,1.0,173.3235,172.4184,67.9436,80.7129,78.7165,0.2242,4.8852,4.6610,35.1737,142.6997,30.0000,100.0000,173.3235,181.0960,165.5510,165632157.8615,739208738.0000
2017-09-18,178.89,180.29,177.75,179.98,179.98,22919809,0.0000,1.0,172.7825,171.6130,67.8732,77.1669,81.7599,0.1806,4.7856,4.6050,35.1195,149.0356,0.0000,100.0000,172.7825,180.0939,165.4711,165450035.1825,724456801.0000
2017-09-15,177.9,179.75,176.7,176.7,176.7,26108517,0.0000,1.0,172.1585,170.7323,65.2301,78.2698,88.6251,0.0381,4.5979,4.5598,35.1198,131.7869,0.0000,95.0000,172.1585,179.0228,165.2942,148124825.2298,701536992.0000
2017-09-14,177.54,179.93,176.02,177.1,177.1,22827671,0.0000,1.0,171.5195,170.1041,65.8578,89.8429,88.2677,0.0752,4.6255,4.5503,35.1724,147.9122,0.0000,100.0000,171.5195,178.9313,164.1077,174233342.2298,727645509.0000
2017-09-13,175.75,179.1,175.56,178.97,178.97,22060679,0.0000,1.0,170.6395,169.3677,68.7981,97.7627,79.8947,0.0213,4.5528,4.5315,35.2278,161.0881,0.0000,100.0000,170.6395,179.2710,162.0080,184450330.5290,750473180.0000
2017-09-12,174.89,175.62,173.37,175.31,175.31,15629672,0.0000,1.0,169.5785,168.3569,65.9734,77.1975,60.1337,-0.3229,4.2033,4.5262,35.3613,104.1287,0.0000,40.0000,169.5785,179.0309,160.1261,164009927.3877,728412501.0000
2017-09-11,171.5,174.2,171.5,174.06,174.06,18052841,0.0000,1.0,168.5435,167.6250,64.9437,64.7240,50.3402,-0.5383,4.0687,4.6069,35.8374,77.9005,0.0000,45.0000,168.5435,179.6478,157.4392,152687098.3389,712782829.0000
2017-09-08,169.99,171.22,168.92,169.0,169.0,12188409,0.0000,1.0,167.4255,166.9476,60.3268,38.4795,46.8448,-0.7765,3.9650,4.7415,36.4864,31.3086,5.0000,50.0000,167.4255,180.4239,154.4271,136506403.8129,694729988.0000
2017-09-07,169.26,170.97,168.0,170.48,170.48,15141851,0.0000,1.0,166.5640,166.7316,62.6183,47.8171,57.7044,-0.6455,4.2902,4.9356,37.5005,37.2073,10.0000,55.0000,166.5640,181.2103,151.9177,147846923.4912,706918397.0000
2017-09-06,170.17,171.11,167.0,168.14,168.14,19988321,0.0000,1.0,165.9145,166.3370,60.3565,54.2379,64.2736,-0.6049,4.4921,5.0970,38.5968,29.9758,15.0000,60.0000,165.9145,180.9553,150.8737,137701373.4946,691776546.0000
2017-09-05,169.47,171.93,168.738,169.92,169.92,14943593,0.0000,1.0,165.3825,166.1473,63.1163,71.0582,62.6963,-0.3255,4.9228,5.2482,39.7507,47.7835,20.0000,65.0000,165.3825,180.8183,149.9467,146601282.8449,711764867.0000
2017-09-01,171.99,172.386,170.65,171.04,171.04,11140426,0.0000,1.0,164.8285,165.7501,64.8898,67.5246,49.1447,-0.1100,5.2196,5.3296,40.7003,62.9662,25.0000,70.0000,164.8285,180.3681,149.2889,150477628.3976,726708460.0000
2017-08-31,172.54,172.9,170.25,171.74,171.74,16305445,0.0000,1.0,163.9430,165.1933,65.9909,49.5060,35.9886,0.0515,5.4086,5.3571,41.3971,70.7754,30.0000,75.0000,163.9430,179.9764,147.9096,156612563.4529,737848886.0000
2017-08-30,169.15,172.39,169.15,171.25,171.25,17264095,0.0000,1.0,163.0220,164.5042,65.6027,30.4033,35.5395,0.1556,5.4998,5.3442,42.1307,71.4410,35.0000,80.0000,163.0220,179.2728,146.7712,154582074.0755,721543441.0000
2017-08-29,165.15,169.23,164.35,167.41,167.41,19466550,0.0000,1.0,162.0550,163.7941,62.4089,28.0565,50.8073,0.2808,5.5861,5.3053,42.9467,44.9602,40.0000,85.0000,162.0550,178.5324,145.5776,149466786.6681,704279346.0000
2017-08-28,171.15,171.34,167.06,168.3,168.3,24319256,0.0000,1.0,161.4210,163.4134,63.7114,48.1587,72.4781,0.7709,6.0060,5.2351,44.0863,67.1498,45.0000,90.0000,161.4210,178.0009,144.8411,144520368.2255,723745896.0000
2017-08-25,174.8,174.94,171.11,171.74,171.74,24082098,0.0000,1.0,160.7535,162.8991,68.9993,76.2069,88.2671,1.3216,6.3640,5.0424,44.8843,109.8244,50.0000,95.0000,160.7535,177.2465,144.2605,154748092.7114,748065152.0000
2017-08-24,177.0,177.0,174.3,175.0,175.0,20331241,0.0000,1.0,160.0445,161.9685,74.5713,93.0687,93.7274,1.6661,6.3781,4.7120,45.0587,158.8008,55.0000,100.0000,160.0445,175.7896,144.2994,170907620.6122,772147250.0000
2017-08-23,172.9,176.23,172.75,175.8,175.8,21874220,0.0000,1.0,159.0020,160.5967,76.0021,95.5258,91.5678,1.6759,5.9714,4.2955,44.6522,193.1049,60.0000,100.0000,159.0020,173.3469,144.6571,180696736.6493,792478491.0000
2017-08-22,170.02,174.77,169.64,174.46,174.46,24381625,0.0000,1.0,158.0015,158.9964,75.2463,92.5876,88.7578,1.4075,5.2840,3.8765,44.2703,225.4004,65.0000,100.0000,158.0015,170.1424,145.8606,164228214.6952,770604271.0000
2017-08-21,168.29,170.6,166.98,169.25,169.25,22254365,0.0000,1.0,156.9005,157.3686,71.9878,86.5900,87.6969,0.9415,4.4661,3.5247,43.9556,228.1757,70.0000,100.0000,156.9005,166.6248,147.1762,142793296.8103,746222646.0000
2017-08-18,165.36,169.5,164.1,167.5,167.5,31405199,0.0000,1.0,156.0510,156.1179,70.7595,87.0959,86.1375,0.5985,3.8878,3.2893,43.8944,248.9944,75.0000,100.0000,156.0510,164.1430,147.9590,137137491.3406,723968281.0000
2017-08-17,166.12,168.0,163.51,163.92,163.92,56610614,0.0000,1.0,155.2705,154.9198,68.0356,89.4049,77.8150,0.1316,3.2713,3.1396,43.9066,266.4533,80.0000,100.0000,155.2705,161.6180,148.9230,128995402.7110,692563082.0000
2017-08-16,160.0,160.35,158.535,159.5,159.5,21119649,0.0000,1.0,154.6800,153.9724,64.1148,81.9116,58.8696,-0.3055,2.8013,3.1067,44.0251,159.0204,85.0000,30.0000,154.6800,159.7723,149.5877,175267329.9671,635952468.0000
2017-08-15,155.74,158.32,154.0,157.75,157.75,18564323,0.0000,1.0,154.3625,153.3906,62.3791,62.1284,44.5813,-0.5724,2.6107,3.1831,44.7900,89.4870,90.0000,35.0000,154.3625,158.9831,149.7419,173929170.3886,614832819.0000
2017-08-14,154.77,155.08,153.1,154.61,154.61,14571597,0.0000,1.0,154.1625,152.9317,58.9986,32.5689,41.7959,-0.8186,2.5076,3.3262,45.8010,8.0995,95.0000,40.0000,154.1625,158.5179,149.8071,160263765.9581,596268496.0000
2017-08-11,150.51,152.57,147.5,151.7,151.7,22327427,0.0000,1.0,153.9935,152.7550,55.4763,39.0467,59.1337,-0.8716,2.6593,3.5309,47.2249,-120.7466,100.0000,45.0000,153.9935,158.5251,149.4619,152609997.8369,581696899.0000
2017-08-10,156.2,156.5,151.25,151.77,151.77,18252160,0.0000,1.0,154.0000,152.8661,55.5854,53.7722,70.3185,-0.6383,3.1105,3.7488,49.0337,-28.9343,0.0000,50.0000,154.0000,158.5188,149.4812,137945238.0913,604024326.0000
2017-08-09,156.05,157.71,155.2,157.49,157.49,11022555,0.0000,1.0,153.8875,152.9815,65.6028,84.5821,72.4613,-0.2743,3.6340,3.9083,50.2565,101.7382,0.0000,55.0000,153.8875,158.7236,149.0514,152581732.1103,622276486.0000
2017-08-08,158.56,159.84,156.8,157.5,157.5,15447059,0.0000,1.0,153.4630,152.5069,65.6224,72.6012,56.1570,-0.3099,3.6670,3.9769,50.6855,155.0002,0.0000,60.0000,153.4630,158.4479,148.4781,143491417.8275,633299041.0000
2017-08-07,154.83,158.99,154.37,158.84,158.84,15906365,0.0000,1.0,152.8785,151.9813,68.2227,60.2006,43.4486,-0.3996,3.6547,4.0544,50.7444,149.9470,0.0000,65.0000,152.8785,158.5298,147.2272,151824699.6564,648746100.0000
2017-08-04,154.32,154.32,152.16,153.33,153.33,10035631,0.0000,1.0,152.1270,151.2593,62.4033,35.6693,35.0921,-0.7048,3.4495,4.1543,50.8786,36.4742,0.0000,70.0000,152.1270,158.3734,145.8806,136951215.5006,632839735.0000
2017-08-03,152.1,153.8,149.6,153.32,153.32,12360035,0.0000,1.0,151.5820,151.0414,62.3914,34.4759,39.9624,-0.6322,3.6983,4.3305,51.4714,18.1947,0.0000,75.0000,151.5820,159.0884,144.0756,136114912.9172,622804104.0000
2017-08-02,155.47,155.75,149.1,151.91,151.91,19089316,0.0000,1.0,151.0260,150.8015,60.7300,35.1313,45.2935,-0.5253,3.9632,4.4885,52.1520,24.7084,0.0000,80.0000,151.0260,159.5178,142.5342,126580028.7744,610444069.0000
2017-08-01,156.25,156.61,153.8,154.73,154.73,11990894,0.0000,1.0,150.6740,150.6848,66.2944,50.2800,56.3320,-0.2327,4.3872,4.6199,52.8685,76.9022,0.0000,85.0000,150.6740,159.5643,141.7837,129536719.8240,629533385.0000
2017-07-31,158.9,159.39,153.5,154.95,154.95,17660855,0.0000,1.0,149.9870,150.2590,66.7476,50.4692,58.3856,-0.1007,4.5774,4.6781,52.3819,94.7072,5.0000,90.0000,149.9870,159.6107,140.3633,133590580.7849,641524279.0000
2017-07-28,153.96,158.96,152.82,157.56,157.56,14226158,0.0000,1.0,149.2845,149.7653,72.3204,68.2467,59.6952,0.0280,4.7312,4.7032,51.8697,108.5155,0.0000,95.0000,149.2845,159.3954,139.1736,142555938.4164,659185134.0000
2017-07-27,157.85,160.39,151.33,154.15,154.15,25971950,0.0000,1.0,148.4470,148.9448,69.1204,56.4409,47.2560,-0.1033,4.5929,4.6962,51.3589,99.9795,5.0000,100.0000,148.4470,158.4515,138.4425,134817279.1787,644958976.0000
2017-07-26,152.53,156.0,152.36,155.79,155.79,14313363,0.0000,1.0,147.9370,148.3968,72.9749,54.3982,38.8736,-0.0252,4.6968,4.7221,50.8213,101.2265,10.0000,75.0000,147.9370,157.7650,138.1090,144621260.3045,670930926.0000
2017-07-25,152.36,152.75,150.85,152.44,152.44,8460318,0.0000,1.0,147.2240,147.6186,69.6955,30.9290,34.4242,-0.1342,4.5941,4.7284,50.5611,72.5455,15.0000,80.0000,147.2240,156.7336,137.7144,131959439.1891,656617563.0000
2017-07-24,152.77,153.23,151.6,152.26,152.26,10628109,0.0000,1.0,146.7385,147.1111,69.5067,31.2936,44.8124,-0.0246,4.7374,4.7619,50.5640,85.9851,20.0000,85.0000,146.7385,156.1240,137.3530,126259856.5365,648157245.0000
2017-07-21,151.79,152.15,150.31,151.89,151.89,11437037,0.0000,1.0,146.2760,146.5691,69.1309,41.0501,59.5601,0.1015,4.8696,4.7681,50.3551,83.0469,25.0000,90.0000,146.2760,155.4365,137.1155,128281153.3402,637529136.0000
2017-07-20,153.96,154.12,151.84,152.11,152.11,16571122,0.0000,1.0,145.7950,146.0090,69.6155,62.0936,74.8960,0.2625,5.0052,4.7427,50.2261,115.3302,30.0000,95.0000,145.7950,154.7334,136.8566,120076322.4488,648966173.0000
2017-07-19,155.14,156.41,152.64,153.15,153.15,16896075,0.0000,1.0,145.3540,145.3668,71.8778,75.5366,83.7831,0.4060,5.0831,4.6771,49.6567,161.8471,35.0000,100.0000,145.3540,153.8626,136.8454,132722705.0278,665537295.0000
2017-07-18,151.08,154.6,150.48,153.75,153.75,15313034,0.0000,1.0,144.6155,144.5475,73.1812,87.0578,90.3718,0.4271,5.0027,4.5756,48.8239,177.1228,0.0000,100.0000,144.6155,152.8488,136.3822,145047428.1710,682433370.0000
2017-07-17,153.53,153.7,150.42,151.23,151.23,15275841,0.0000,1.0,143.9015,143.5788,71.0894,88.7550,93.4665,0.2974,4.7661,4.4688,48.0616,198.9174,0.0000,100.0000,143.9015,151.2741,136.5289,136052879.0739,667120336.0000
2017-07-14,150.12,152.25,149.69,151.83,151.83,11438003,0.0000,1.0,143.0835,142.7735,72.3661,95.3027,94.2464,0.2571,4.6515,4.3944,47.3182,231.7531,0.0000,100.0000,143.0835,150.6499,135.5171,143783944.9459,682396177.0000
2017-07-13,149.52,150.0,148.0,149.52,149.52,11671262,0.0000,1.0,142.2460,141.8201,70.4233,96.3417,88.1027,0.0463,4.3765,4.3302,46.6336,197.1095,5.0000,100.0000,142.2460,149.4541,135.0379,136099036.6803,670958174.0000
2017-07-12,147.38,149.3,146.85,149.0,149.0,14940777,0.0000,1.0,141.6035,141.0096,69.9719,91.0947,77.5739,-0.1216,4.1970,4.3186,46.0761,194.4580,10.0000,100.0000,141.6035,148.3815,134.8255,130029980.4403,659286912.0000
2017-07-11,144.29,145.87,143.26,145.81,145.81,12856565,0.0000,1.0,140.9835,140.1685,67.0398,76.8718,71.0028,-0.3892,3.9598,4.3490,45.5425,119.3952,15.0000,100.0000,140.9835,147.1858,134.7812,118748169.2362,644346135.0000
2017-07-10,143.0,144.16,142.25,143.81,143.81,10169612,0.0000,1.0,140.6470,139.5747,65.0045,64.7551,68.8690,-0.5221,3.9242,4.4463,45.2657,82.9861,20.0000,0.0000,140.6470,146.4850,134.8090,106482710.6730,631489570.0000
2017-07-07,142.65,143.379,141.831,142.43,142.43,8024725,0.0000,1.0,140.4285,139.1289,63.5282,71.3813,68.6126,-0.5514,4.0254,4.5768,45.1354,62.2754,25.0000,5.0000,140.4285,146.1014,134.7556,100040181.6049,621319958.0000
2017-07-06,143.01,143.62,141.83,142.2,142.2,11914236,0.0000,1.0,140.4240,138.7814,63.2830,70.4707,59.8921,-0.4782,4.2364,4.7146,45.0745,67.8572,0.0000,10.0000,140.4240,146.0906,134.7574,101854557.4124,613295233.0000
2017-07-05,141.16,145.0,140.33,144.87,144.87,16984797,0.0000,1.0,139.5960,138.4215,68.3516,63.9858,53.4689,-0.3666,4.4676,4.8342,45.0105,87.6471,5.0000,15.0000,139.5960,148.1078,131.0842,108843355.0660,625209469.0000
2017-07-03,141.75,142.49,139.495,140.99,140.99,6975712,0.0000,1.0,138.5835,137.7427,64.4171,45.2199,49.7305,-0.4999,4.4259,4.9258,44.9430,43.6792,0.0000,20.0000,138.5835,148.9586,128.2084,92804178.4558,608224672.0000
2017-06-30,141.03,142.38,139.92,140.9,140.9,12271061,0.0000,1.0,137.8025,137.4009,64.3193,51.2011,54.7627,-0.3475,4.7033,5.0508,45.1059,48.8528,0.0000,25.0000,137.8025,149.5908,126.0142,92815824.0517,601248960.0000
2017-06-29,143.16,143.56,137.52,140.81,140.81,24130279,0.0000,1.0,136.9640,137.0326,64.2260,52.7704,58.7494,-0.1396,4.9981,5.1377,45.1767,46.7673,0.0000,30.0000,136.9640,150.0644,123.8636,95309942.1412,588977899.0000
