,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowK,SlowD,MACD,MACD_Hist,MACD_Signal,ADX,CCI,Aroon Up,Aroon Down,Real Lower Band,Real Upper Band,Real Middle Band,Chaikin A/D,OBV
2021-03-31,121.65,123.52,121.15,122.15,122.15,118323826,0.0000,1.0,121.4033,122.3895,46.9796,47.5907,41.9784,-1.5189,0.3105,-1.8294,22.6060,43.5572,45.0000,15.0000,117.4487,125.3578,121.4033,77048507686.0376,94380354424.0000
2021-03-30,120.11,120.4031,118.86,119.9,119.9,85671919,0.0000,1.0,121.3988,122.4148,43.6366,38.4054,35.2792,-1.6982,0.2089,-1.9071,23.1058,-85.4538,0.0000,20.0000,117.4474,125.3501,121.3988,77066980182.0797,94262030598.0000
2021-03-29,121.65,122.58,120.7299,121.39,121.39,80819203,0.0000,1.0,121.6598,122.6795,45.4390,39.9391,32.0060,-1.6732,0.2861,-1.9593,23.0421,-9.6776,5.0000,25.0000,117.4572,125.8623,121.6598,77037171839.5802,94347702517.0000
2021-03-26,120.35,121.48,118.92,121.21,121.21,94071234,0.0000,1.0,121.9798,122.8152,45.1791,27.4932,30.3209,-1.7686,0.2622,-2.0308,23.2134,-55.0770,10.0000,30.0000,117.0045,126.9550,121.9798,77060319829.2400,94266883314.0000
2021-03-25,119.54,121.66,119.0,120.59,120.59,98844681,0.0000,1.0,121.9823,122.9842,44.3112,28.5856,32.2382,-1.8464,0.2500,-2.0964,23.1755,-64.9754,15.0000,35.0000,117.0085,126.9560,121.9823,76986091746.1619,94172812080.0000
2021-03-24,122.82,122.9,120.065,120.09,120.09,88530485,0.0000,1.0,122.0023,123.2362,43.6274,34.8838,30.5330,-1.8557,0.3032,-2.1589,23.1452,-47.9633,20.0000,40.0000,117.0479,126.9566,122.0023,76966768725.8160,94073967399.0000
2021-03-23,123.33,124.24,122.14,122.54,122.54,95467142,0.0000,1.0,122.2653,123.5674,46.2721,33.2451,28.9775,-1.7897,0.4450,-2.2347,23.2388,22.2511,25.0000,45.0000,117.1879,127.3426,122.2653,77053737826.6009,94162497884.0000
2021-03-22,120.33,123.87,120.26,123.39,123.39,111912284,0.0000,1.0,122.4313,123.6755,47.2155,23.4701,36.3407,-1.9289,0.4170,-2.3459,23.5915,2.7628,0.0000,50.0000,117.1173,127.7452,122.4313,77112836533.5532,94257965026.0000
2021-03-19,119.9,121.43,119.675,119.99,119.99,185549522,0.0000,1.0,122.5618,123.7056,42.7828,30.2171,56.1635,-2.1650,0.2852,-2.4502,23.8983,-77.5115,0.0000,55.0000,117.0360,128.0875,122.5618,77030684856.9327,94146052742.0000
2021-03-18,122.88,123.18,120.32,120.53,120.53,121469755,0.0000,1.0,123.0558,124.0967,43.3318,55.3350,73.6682,-2.0887,0.4328,-2.5215,23.7842,-53.0523,5.0000,60.0000,116.8174,129.2941,123.0558,77149626858.2148,94331602264.0000
2021-03-17,124.05,125.8599,122.336,124.76,124.76,111932636,0.0000,1.0,123.5148,124.4721,47.9070,82.9385,83.0908,-2.0159,0.6138,-2.6297,23.7342,21.3758,0.0000,65.0000,116.7580,130.2715,123.5148,77253258397.4456,94453072019.0000
2021-03-16,125.7,127.22,124.715,125.57,125.57,115227936,0.0000,1.0,123.8188,124.4418,48.8452,82.7312,77.8907,-2.3243,0.4588,-2.7831,23.9056,46.2244,0.0000,70.0000,116.3551,131.2824,123.8188,77211199881.7875,94565004655.0000
2021-03-15,121.41,124.0,120.42,123.99,123.99,92590555,0.0000,1.0,124.1998,124.3230,46.9189,83.6027,70.8107,-2.7667,0.1311,-2.8978,24.3694,-28.8199,5.0000,75.0000,115.7100,132.6895,124.1998,77247769226.7455,94449776719.0000
2021-03-12,120.4,121.17,119.16,121.03,121.03,88105050,0.0000,1.0,124.7688,124.3581,43.1059,67.3383,54.4465,-3.1302,-0.1996,-2.9306,24.2801,-74.8410,0.0000,80.0000,114.9847,134.5528,124.7688,77155695937.4159,94357186164.0000
2021-03-11,122.54,123.21,121.26,121.96,121.96,103026514,0.0000,1.0,125.4738,124.7084,44.0504,61.4912,41.6719,-3.2473,-0.3666,-2.8807,23.6121,-53.5813,0.0000,85.0000,114.8712,136.0763,125.4738,77079864227.7144,94445291214.0000
2021-03-10,121.69,122.17,119.45,119.98,119.98,111943326,0.0000,1.0,126.1453,124.9977,41.4559,34.5099,26.8058,-3.4441,-0.6551,-2.7890,23.1244,-82.5746,0.0000,90.0000,114.8400,137.4505,126.1453,77108922988.0734,94342264700.0000
2021-03-09,119.03,122.06,118.79,121.085,121.085,129525780,0.0000,1.0,126.9468,125.5259,42.5008,29.0147,22.8649,-3.4437,-0.8184,-2.6252,22.3907,-86.7605,5.0000,95.0000,115.2378,138.6557,126.9468,77177241341.4411,94454208026.0000
2021-03-08,120.93,121.0,116.21,116.36,116.36,154376610,0.0000,1.0,127.7380,125.9934,35.9421,16.8929,23.1403,-3.5055,-1.0849,-2.4206,21.5954,-129.4140,10.0000,100.0000,115.5899,139.8861,127.7380,77124955705.4778,94324682246.0000
2021-03-05,120.98,121.935,117.57,121.42,121.42,153766601,0.0000,1.0,128.7580,127.0074,40.6606,22.6872,36.7432,-3.0524,-0.9029,-2.1494,20.5416,-111.0907,15.0000,100.0000,117.1907,140.3253,128.7580,77269663634.2669,94479058856.0000
2021-03-04,121.75,123.6,118.62,120.13,120.13,178154975,0.0000,1.0,129.5462,127.5956,38.7119,29.8409,49.1645,-2.9448,-1.0211,-1.9237,19.5486,-117.0546,20.0000,65.0000,117.9381,141.1543,129.5462,77152181019.2990,94325292255.0000
2021-03-03,124.81,125.71,121.84,122.06,122.06,112966340,0.0000,1.0,130.2267,128.3814,40.6072,57.7015,55.3251,-2.6333,-0.9649,-1.6684,18.5946,-98.2912,25.0000,70.0000,119.3327,141.1207,130.2267,77222298238.3753,94503447230.0000
2021-03-02,128.41,128.72,125.01,125.12,125.12,102260945,0.0000,1.0,130.8631,129.0468,43.8402,59.9512,47.5277,-2.3940,-0.9668,-1.4272,17.8884,-65.9942,30.0000,75.0000,120.4765,141.2497,130.8631,77322420860.1324,94616413570.0000
2021-03-01,123.75,127.93,122.79,127.79,127.79,116307892,0.0000,1.0,131.3041,129.4602,46.9379,48.3225,42.1674,-2.3652,-1.1798,-1.1855,17.4771,-74.9923,35.0000,80.0000,121.1848,141.4233,131.3041,77418617813.7847,94718674515.0000
2021-02-26,122.59,124.85,121.2,121.26,121.26,163424672,0.0000,1.0,131.5027,129.6360,36.5158,34.3095,38.7653,-2.5660,-1.6755,-0.8905,16.8955,-143.2074,0.0000,85.0000,121.5120,141.4934,131.5027,77308645760.2594,94602366623.0000
2021-02-25,124.68,126.4585,120.54,120.99,120.99,144766924,0.0000,1.0,132.2839,130.5177,36.0222,43.8701,36.9355,-2.1201,-1.6484,-0.4717,15.6692,-165.9734,0.0000,90.0000,123.2184,141.3494,132.2839,77466697566.3306,94438941951.0000
2021-02-24,124.94,125.56,122.23,125.35,125.35,111039904,0.0000,1.0,133.3268,131.5206,40.9007,38.1163,28.7632,-1.4925,-1.4329,-0.0596,14.3782,-167.3988,5.0000,95.0000,124.9235,141.7301,133.3268,77589450427.3755,94583708875.0000
2021-02-23,123.76,126.71,118.39,125.86,125.86,158273022,0.0000,1.0,134.2066,132.1701,41.5256,28.8200,24.1061,-1.1138,-1.4125,0.2987,13.1676,-211.8397,0.0000,100.0000,125.6452,142.7680,134.2066,77492415556.3124,94694748779.0000
2021-02-22,128.01,129.72,125.6,126.0,126.0,102886922,0.0000,1.0,135.0489,132.8343,41.6918,19.3532,20.2432,-0.6661,-1.3179,0.6518,11.8931,-177.8798,5.0000,100.0000,126.6242,143.4736,135.0489,77366481973.9038,94853021801.0000
2021-02-19,130.24,130.71,128.8,129.87,129.87,87668834,0.0000,1.0,135.6920,133.5537,46.5860,24.1451,21.1449,-0.0993,-1.0805,0.9812,11.2813,-142.4203,10.0000,95.0000,128.2185,143.1654,135.6920,77449390852.7970,94955908723.0000
2021-02-18,129.2,129.995,127.41,129.71,129.71,96856748,0.0000,1.0,136.0317,133.9415,46.3386,17.2312,22.1045,0.2316,-1.0198,1.2514,11.0518,-185.9107,15.0000,100.0000,129.0460,143.0175,136.0317,77438833872.7865,94868239889.0000
2021-02-17,131.25,132.22,129.47,130.84,130.84,97372199,0.0000,1.0,136.1378,134.3869,47.8249,22.0585,27.6848,0.6669,-0.8395,1.5063,10.6742,-145.1046,20.0000,0.0000,129.4828,142.7929,136.1378,77363334318.7362,94965096637.0000
2021-02-16,135.49,136.01,132.79,133.19,133.19,80576316,0.0000,1.0,135.9778,134.7603,51.0606,27.0238,33.6682,1.0976,-0.6185,1.7162,10.5570,-49.5548,25.0000,5.0000,128.6962,143.2593,135.9778,77363688399.4598,95062468836.0000
2021-02-12,134.35,135.53,133.6921,135.37,135.37,60145130,0.0000,1.0,135.6658,134.9256,54.2982,33.9719,44.0151,1.3923,-0.4786,1.8708,10.9416,-16.9983,30.0000,10.0000,127.4573,143.8742,135.6658,77424245754.9630,95143045152.0000
2021-02-11,135.9,136.39,133.77,135.13,135.13,64280029,0.0000,1.0,135.3331,134.8788,53.9931,40.0087,58.8705,1.5261,-0.4644,1.9905,11.4962,-4.6662,35.0000,15.0000,126.5824,144.0839,135.3331,77374572599.2815,95082900022.0000
2021-02-10,136.48,136.99,134.4,135.39,135.39,72647988,0.0000,1.0,135.1113,134.8523,54.3666,58.0645,76.3422,1.6991,-0.4075,2.1066,12.0928,10.1936,40.0000,0.0000,126.1294,144.0932,135.1113,77372119163.0601,95147180051.0000
2021-02-09,136.62,137.877,135.85,136.01,136.01,75986989,0.0000,1.0,134.7722,134.7957,55.2322,78.5382,81.6155,1.8688,-0.3397,2.2084,12.6382,33.0295,45.0000,5.0000,125.3563,144.1881,134.7722,77389229306.9520,95219828039.0000
2021-02-08,136.03,136.96,134.92,136.91,136.91,71297214,0.0000,1.0,134.4110,134.6679,56.4721,92.4237,73.8193,1.9950,-0.2983,2.2933,12.9808,32.4941,50.0000,10.0000,124.6644,144.1576,134.4110,77453220323.3422,95295815028.0000
2021-02-05,137.35,137.42,135.86,136.76,136.76,75693830,0.2050,1.0,134.1582,134.4319,56.3168,73.8844,53.3982,2.0355,-0.3324,2.3679,13.4732,43.0898,55.0000,15.0000,124.4216,143.8947,134.1582,77385418070.8128,95224517814.0000
2021-02-04,136.3,137.4,134.59,137.39,137.184363889,84183061,0.0000,1.0,133.8564,134.1869,56.8620,55.1498,36.9453,2.0728,-0.3782,2.4510,13.8462,41.1972,60.0000,0.0000,124.0870,143.6257,133.8564,77373772866.1974,95300211644.0000
2021-02-03,135.76,135.77,133.61,133.94,133.739527617,89880937,0.0000,1.0,133.3177,133.8713,53.3820,31.1602,25.2519,2.0471,-0.4984,2.5456,14.2689,14.7156,65.0000,5.0000,123.1612,143.4741,133.3177,77290188972.8510,95216028583.0000
2021-02-02,135.73,136.31,134.61,134.99,134.787956047,82266419,0.0000,1.0,133.1714,133.8852,54.6568,24.5259,26.6395,2.3353,-0.3349,2.6702,14.9307,31.3102,70.0000,10.0000,122.9593,143.3834,133.1714,77352606290.1543,95305909520.0000
2021-02-01,133.75,135.38,130.93,134.14,133.93922827,106239823,0.0000,1.0,132.8928,133.7902,53.8085,20.0697,38.7464,2.5624,-0.1915,2.7539,15.4872,6.8356,75.0000,15.0000,122.5690,143.2166,132.8928,77398094780.7069,95223643101.0000
2021-01-29,135.83,136.74,130.21,131.96,131.762491147,177523812,0.0000,1.0,132.8204,133.7745,51.6023,35.3230,59.8375,2.9014,0.0996,2.8018,16.1922,-0.9522,80.0000,20.0000,122.5067,143.1342,132.8204,77351062769.1614,95117403278.0000
2021-01-28,139.52,141.99,136.7,137.09,136.884812908,142621128,0.0000,1.0,132.9083,133.9863,57.7707,60.8465,78.1005,3.5135,0.7366,2.7769,16.9344,85.8270,85.0000,25.0000,122.6021,143.2144,132.9083,77433435992.8354,95294927090.0000
2021-01-27,143.43,144.3,140.41,142.06,141.847374147,140843759,0.0000,1.0,132.7974,133.6812,64.9124,83.3430,86.7086,3.7221,1.1294,2.5927,16.7745,150.7589,90.0000,30.0000,122.6178,142.9770,132.7974,77555027918.6104,95437548218.0000
2021-01-26,143.6,144.3,141.37,143.16,142.945727741,98390555,0.0000,1.0,132.5293,132.8216,66.6446,90.1119,88.2256,3.4290,1.1186,2.3103,15.9427,184.3771,95.0000,35.0000,123.0596,141.9991,132.5293,77576389825.4812,95578391977.0000
2021-01-25,143.07,145.09,136.54,142.92,142.706086957,157611713,0.0000,1.0,131.9707,131.7559,66.4591,86.6709,79.3945,2.8931,0.8624,2.0307,14.8820,203.8457,100.0000,40.0000,123.7949,140.1464,131.9707,77554562569.2089,95480001422.0000
2021-01-22,136.28,139.85,135.02,139.07,138.861849378,114459360,0.0000,1.0,131.3736,130.6032,63.3527,87.8940,63.7206,2.1914,0.3763,1.8151,13.7655,170.4755,100.0000,45.0000,124.8423,137.9049,131.3736,77476954930.3755,95322389709.0000
2021-01-21,133.8,139.67,133.59,136.87,136.66514219,120529544,0.0000,1.0,131.0146,129.7339,61.4127,63.6186,41.3961,1.6554,-0.0656,1.7210,13.0957,168.2693,100.0000,0.0000,125.4516,136.5776,131.0146,77399463810.8494,95207930349.0000
2021-01-20,128.66,132.49,128.55,132.03,131.832386376,104319489,0.0000,1.0,130.5833,129.0043,56.6123,39.6493,32.5758,1.1708,-0.5666,1.7374,12.4097,7.2707,30.0000,5.0000,125.5247,135.6418,130.5833,77389948320.5195,95087400805.0000
2021-01-19,127.78,128.71,126.938,127.83,127.638672654,90757329,0.0000,1.0,130.3149,128.7066,51.6541,20.9206,35.3675,1.0274,-0.8517,1.8790,12.5803,-86.4243,35.0000,10.0000,124.9876,135.6422,130.3149,77309987696.9745,94983081316.0000
2021-01-15,128.78,130.2242,127.0,127.14,126.949705399,111598531,0.0000,1.0,130.3583,128.8190,50.7762,37.1576,45.0746,1.2563,-0.8356,2.0920,13.1046,-80.1573,40.0000,15.0000,125.1054,135.6113,130.3583,77309373087.4826,94892323987.0000
2021-01-14,130.8,131.0,128.76,128.91,128.717056182,90221755,0.0000,1.0,130.3918,129.0157,53.1272,48.0243,50.3200,1.6004,-0.7004,2.3009,13.6668,-33.6993,45.0000,20.0000,125.2182,135.5654,130.3918,77411280039.6134,95003922518.0000
2021-01-13,128.76,131.45,128.49,130.89,130.694092651,88636831,0.0000,1.0,130.3404,129.0472,55.8767,50.0419,53.6760,1.8364,-0.6395,2.4760,14.2168,-6.3223,50.0000,0.0000,125.0815,135.5993,130.3404,77489418523.8635,95094144273.0000
2021-01-12,128.5,129.69,126.86,128.8,128.607220823,90440255,0.0000,1.0,129.8856,128.8738,53.4615,52.8939,51.9914,1.9096,-0.7263,2.6359,14.7958,-41.8261,55.0000,0.0000,123.3978,136.3733,129.8856,77434319953.2630,95005507442.0000
2021-01-11,129.19,130.17,128.5,128.98,128.786951411,100620880,0.0000,1.0,129.5665,128.9019,53.7020,58.0922,44.5707,2.1877,-0.6297,2.8174,15.4635,-12.2722,60.0000,0.0000,122.2804,136.8527,129.5665,77400764381.6156,95095947697.0000
2021-01-08,132.43,132.63,130.23,132.05,131.852356441,105158245,0.0000,1.0,129.2800,128.9140,57.9241,44.9880,31.8322,2.4925,-0.4823,2.9749,16.1245,44.3937,65.0000,5.0000,121.4623,137.0977,129.2800,77443543318.6447,95196568577.0000
2021-01-07,128.36,131.63,127.86,130.92,130.724047749,109578157,0.0000,1.0,128.7672,128.6047,56.7346,30.6318,25.5073,2.5333,-0.5622,3.0954,16.5274,21.6861,70.0000,10.0000,120.3681,137.1663,128.7672,77389211558.7360,95091410332.0000
2021-01-06,127.72,131.0499,126.382,126.6,126.410513635,155087970,0.0000,1.0,128.4407,128.3816,51.7845,19.8768,24.1209,2.6633,-0.5727,3.2360,17.0989,-12.1311,75.0000,15.0000,119.8654,137.0160,128.4407,77320906872.0324,94981832175.0000
2021-01-05,128.89,131.74,128.43,131.01,130.813913043,97664898,0.0000,1.0,128.2984,128.5891,58.2475,26.0134,30.2182,3.2297,-0.1495,3.3792,17.7857,32.7851,80.0000,20.0000,119.5015,137.0953,128.2984,77461509022.9613,95136920145.0000
2021-01-04,133.52,133.6116,126.76,129.41,129.216307816,143301887,0.0000,1.0,127.8611,128.3549,56.3707,26.4726,42.5634,3.4572,0.0407,3.4165,18.1743,30.4624,85.0000,25.0000,118.7440,136.9782,127.8611,77406922901.7711,95039255247.0000
2020-12-31,134.08,134.74,131.72,132.69,132.491398532,99116586,0.0000,1.0,127.5381,128.2642,61.7789,38.1685,59.3184,3.8601,0.4538,3.4064,18.5833,84.9489,90.0000,30.0000,118.1813,136.8948,127.5381,77439374768.1880,95182557134.0000
2020-12-30,135.58,135.99,133.4,133.72,133.519856898,96452124,0.0000,1.0,127.0583,127.8192,63.5992,63.0491,73.4458,3.9847,0.6918,3.2929,18.1187,117.4575,95.0000,0.0000,117.7830,136.3336,127.0583,77474820434.7178,95281673720.0000
2020-12-29,138.05,138.789,134.3409,134.87,134.668135655,121047324,0.0000,1.0,126.5091,127.2192,65.6509,76.7378,77.2388,3.9811,0.8611,3.1200,17.2800,162.4230,100.0000,0.0000,117.5334,135.4849,126.5091,77547438829.1978,95378125844.0000
2020-12-28,133.99,137.34,133.51,136.69,136.485411602,123124632,0.0000,1.0,125.7193,126.4351,68.9975,80.5505,76.4917,3.8016,0.8970,2.9047,16.1958,182.7868,100.0000,0.0000,116.9774,134.4612,125.7193,77639689076.1692,95499173168.0000
2020-12-24,131.32,133.46,131.1,131.97,131.77247618,54930064,0.0000,1.0,124.7158,125.3771,64.5447,74.4280,73.9253,3.3323,0.6518,2.6804,15.1970,143.5708,90.0000,0.0000,116.5597,132.8719,124.7158,77558356094.6779,95376048536.0000
2020-12-23,132.16,132.43,130.78,130.96,130.76398788,88223692,0.0000,1.0,123.9200,124.7039,63.4783,74.4967,74.8776,3.1645,0.6471,2.5175,14.5709,150.7917,95.0000,0.0000,115.5697,132.2703,123.9200,77572786874.2147,95321118472.0000
2020-12-22,131.61,134.405,129.65,131.88,131.682610886,169351825,0.0000,1.0,123.1317,124.0660,65.1746,72.8511,77.4966,3.0071,0.6514,2.3557,14.0364,186.1248,100.0000,5.0000,114.5412,131.7221,123.1317,77641761760.6991,95409342164.0000
2020-12-21,125.02,128.31,123.449,128.23,128.038073961,121251553,0.0000,1.0,122.2315,123.2643,61.2744,77.2850,84.6778,2.6690,0.4761,2.1928,13.4738,96.1246,90.0000,10.0000,113.6409,130.8222,122.2315,77652268340.8043,95239990339.0000
2020-12-18,128.96,129.1,126.12,126.655,126.465431315,192541496,0.0000,1.0,121.6878,122.7618,59.4110,82.3538,83.4754,2.5696,0.4958,2.0738,13.7123,115.0338,95.0000,15.0000,113.2611,130.1145,121.6878,77535007787.2670,95118738786.0000
2020-12-17,128.9,129.58,128.045,128.7,128.507370496,94359811,0.0000,1.0,121.2877,122.3719,63.1597,94.3947,74.5586,2.5655,0.6156,1.9499,13.4150,153.5721,100.0000,20.0000,113.0485,129.5269,121.2877,77658415256.1676,95311280282.0000
2020-12-16,127.41,128.37,126.56,127.81,127.618702588,98208591,0.0000,1.0,120.7550,121.7261,62.1729,73.6776,56.4654,2.3150,0.5190,1.7960,12.6618,145.3302,100.0000,25.0000,113.0945,128.4155,120.7550,77672246498.8163,95216920471.0000
2020-12-15,124.34,127.9,124.13,127.88,127.688597817,157572262,0.0000,1.0,120.3346,121.1058,62.2976,55.6036,43.9061,2.0521,0.3859,1.6662,12.0350,144.6721,100.0000,30.0000,113.3324,127.3368,120.3346,77634807864.7058,95315129062.0000
2020-12-14,122.6,123.35,121.54,121.78,121.597727887,79075988,0.0000,1.0,119.9562,120.4129,54.7919,40.1149,42.5230,1.6797,0.1099,1.5697,11.4403,54.7472,85.0000,35.0000,113.8201,126.0923,119.9562,77478907456.9159,95157556800.0000
2020-12-11,122.43,122.76,120.55,122.41,122.226784945,86939786,0.0000,1.0,119.8304,120.2882,55.8834,35.9997,49.4964,1.8000,0.2577,1.5423,11.5300,52.0841,90.0000,40.0000,113.7310,125.9297,119.8304,77537013017.1628,95236632788.0000
2020-12-10,120.5,123.87,120.15,123.24,123.055542657,81312170,0.0000,1.0,119.6706,120.0841,57.3124,51.4545,64.7628,1.8633,0.3855,1.4778,11.7304,71.7837,95.0000,45.0000,113.6640,125.6772,119.6706,77477610719.9728,95323572574.0000
2020-12-09,124.53,125.95,121.0,121.78,121.597727887,115089193,0.0000,1.0,119.4834,119.7713,55.4069,61.0351,75.2730,1.8327,0.4512,1.3814,11.9414,94.6409,100.0000,50.0000,113.6805,125.2863,119.4834,77423839768.8290,95242260404.0000
2020-12-08,124.37,124.98,123.09,124.38,124.193836382,82225512,0.0000,1.0,119.1933,119.5791,59.9330,81.7988,84.0665,1.9153,0.6467,1.2686,11.9939,142.4585,100.0000,55.0000,113.2636,125.1230,119.1933,77502658428.2529,95357349597.0000
2020-12-07,122.31,124.57,122.25,123.75,123.564779323,86711990,0.0000,1.0,118.7909,119.0933,59.1651,82.9851,87.6125,1.7286,0.6216,1.1070,11.6107,149.0370,100.0000,60.0000,113.1900,124.3918,118.7909,77472639590.5110,95275124085.0000
2020-12-04,122.6,122.8608,121.52,122.25,122.067024422,78260421,0.0000,1.0,118.5383,118.6226,57.3148,87.4156,89.4520,1.5292,0.5777,0.9516,11.2675,128.5642,95.0000,65.0000,113.3835,123.6931,118.5383,77447224007.2248,95188412095.0000
2020-12-03,123.52,123.78,122.21,122.94,122.755991677,78967630,0.0000,1.0,118.3673,118.2600,58.4726,92.4369,86.4163,1.4050,0.5979,0.8071,11.1630,181.9677,100.0000,0.0000,113.4717,123.2630,118.3673,77440266487.7248,95266672516.0000
2020-12-02,122.02,123.37,120.89,123.08,122.895782134,89004195,0.0000,1.0,117.9585,117.7868,58.7012,88.5034,77.2686,1.1558,0.4982,0.6577,10.9136,179.1931,95.0000,0.0000,113.2346,122.6824,117.9585,77445799251.5922,95345640146.0000
2020-12-01,121.01,123.4693,120.01,122.72,122.536320958,125920963,0.0000,1.0,117.3180,117.2490,58.3030,78.3086,64.8317,0.8068,0.2737,0.5331,10.7103,156.6642,100.0000,0.0000,112.0077,122.6282,117.3180,77377610553.8439,95256635951.0000
2020-11-30,116.97,120.97,116.81,119.05,118.871813967,169410176,0.0000,1.0,116.6121,116.6924,54.0085,64.9939,48.7619,0.3861,-0.0786,0.4647,10.4963,62.7446,30.0000,5.0000,110.5628,122.6615,116.6121,77306239689.1688,95130714988.0000
2020-11-27,116.57,117.49,116.22,116.59,116.41549593,46691331,0.0000,1.0,116.0940,116.4630,50.7805,51.1927,32.6315,0.2167,-0.2677,0.4844,10.6273,11.8632,35.0000,10.0000,109.1926,122.9954,116.0940,77293208137.1500,94961304812.0000
2020-11-25,115.55,116.75,115.17,116.03,115.8563341,76499234,0.0000,1.0,116.0207,116.4680,50.0219,30.0991,22.0010,0.2474,-0.3039,0.5513,11.0397,-4.9154,40.0000,15.0000,109.1033,122.9380,116.0207,77312693495.7389,94914613481.0000
2020-11-24,113.91,115.85,112.59,115.17,114.99762129,113226248,0.0000,1.0,115.7700,116.5324,48.8722,16.6028,18.8110,0.3400,-0.2873,0.6272,11.3423,-33.3666,45.0000,20.0000,108.4929,123.0471,115.7700,77305915082.5702,94838114247.0000
2020-11-23,117.18,117.6202,113.75,113.85,113.679596977,127959318,0.0000,1.0,115.8313,116.6940,47.0978,19.3012,25.9149,0.5406,-0.1585,0.6991,11.5008,-23.3789,50.0000,25.0000,108.5606,123.1021,115.8313,77239924324.5556,94724887999.0000
2020-11-20,118.64,118.77,117.29,117.34,117.16437338,73604287,0.0000,1.0,115.8813,117.0113,51.5955,20.5292,37.2484,0.9229,0.1842,0.7387,11.8445,40.4272,55.0000,30.0000,108.6569,123.1058,115.8813,77361271099.6861,94852847317.0000
2020-11-19,117.59,119.06,116.81,118.64,118.462427627,74112972,0.0000,1.0,115.7566,116.9952,53.4001,37.9144,54.8547,1.0427,0.3501,0.6926,12.1348,52.8019,60.0000,35.0000,108.5389,122.9743,115.7566,77429902124.0853,94926451604.0000
2020-11-18,118.61,119.82,118.0,118.03,117.853340634,76322111,0.0000,1.0,115.6024,116.8407,52.6621,53.3017,66.6432,1.0483,0.4432,0.6051,12.4404,68.1006,65.0000,40.0000,108.4915,122.7132,115.6024,77383457995.0066,94852338632.0000
2020-11-17,119.55,120.6741,118.96,119.39,119.211305078,74270973,0.0000,1.0,115.5344,116.7341,54.4899,73.3480,70.8862,1.1022,0.6079,0.4943,12.5526,97.6149,70.0000,45.0000,108.4852,122.5836,115.5344,77457263992.4595,94928660743.0000
2020-11-16,118.92,120.99,118.146,120.3,120.119943051,91183018,0.0000,1.0,115.4304,116.4734,55.7193,73.2800,65.5042,1.0167,0.6743,0.3423,12.4992,108.1340,75.0000,50.0000,108.5417,122.3191,115.4304,77494271657.1303,95002931716.0000
2020-11-13,119.44,119.6717,117.87,119.26,119.081499653,81688586,0.0000,1.0,115.2048,116.0895,54.6074,66.0305,59.3899,0.8002,0.6264,0.1738,12.4431,92.7879,80.0000,55.0000,108.6581,121.7514,115.2048,77447333563.5000,94911748698.0000
2020-11-12,119.62,120.53,118.57,119.21,119.03157449,103350674,0.0000,1.0,115.1825,115.7746,54.5553,57.2022,58.5713,0.6180,0.6009,0.0172,12.5568,104.2993,85.0000,60.0000,108.6859,121.6792,115.1825,77402977708.6508,94830060112.0000
2020-11-11,117.19,119.63,116.44,119.49,119.311155405,112294954,0.0000,1.0,115.2470,115.4317,54.8906,54.9371,66.9644,0.3816,0.5147,-0.1331,12.5631,79.0043,0.0000,65.0000,108.5755,121.9185,115.2470,77438834064.9473,94933410786.0000
2020-11-10,115.55,117.59,114.13,115.97,115.796423904,138023390,0.0000,1.0,115.3215,115.0234,51.3173,63.5746,78.5082,0.0458,0.3075,-0.2617,12.6824,6.1988,0.0000,70.0000,108.4403,122.2026,115.3215,77336395721.3021,94821115832.0000
2020-11-09,120.5,121.99,116.05,116.32,116.145900047,154515315,0.0000,1.0,115.5672,114.9420,51.7042,82.3816,80.3240,-0.0256,0.3130,-0.3386,13.0703,50.4188,5.0000,75.0000,108.2959,122.8384,115.5672,77327619667.5952,94959139222.0000
2020-11-06,118.32,119.2,116.13,118.69,118.512352791,114457922,0.2050,1.0,115.9598,114.8153,54.3395,89.5685,66.9102,-0.1520,0.2649,-0.4169,13.1889,39.2571,10.0000,80.0000,107.8107,124.1090,115.9598,77468088135.7865,95113654537.0000
2020-11-05,117.95,119.62,116.8686,119.03,118.646918312,126387074,0.0000,1.0,115.8639,114.4261,54.4895,69.0220,43.6040,-0.5520,-0.0689,-0.4831,13.6788,49.1700,15.0000,85.0000,107.7924,123.9354,115.8639,77391658578.7342,95228112459.0000
2020-11-04,114.14,115.59,112.35,114.95,114.580049231,138235482,0.0000,1.0,115.6616,113.9818,50.5713,42.1403,31.1264,-1.0682,-0.6023,-0.4659,14.1155,-41.5648,20.0000,90.0000,107.6768,123.6463,115.6616,77319475454.4728,95101725385.0000
2020-11-03,109.66,111.49,108.73,110.44,110.084564046,107624448,0.0000,1.0,115.6680,113.9189,45.6582,19.6497,26.1519,-1.2975,-0.9822,-0.3153,14.5718,-136.2745,25.0000,95.0000,107.6866,123.6495,115.6680,77235851520.9088,94963489903.0000
2020-11-02,109.11,110.68,107.32,108.77,108.419938711,122866899,0.0000,1.0,115.8036,114.3225,43.6893,31.5892,34.4452,-1.1135,-1.0438,-0.0697,14.3619,-180.0445,30.0000,100.0000,108.1195,123.4877,115.8036,77210115239.8509,94855865455.0000
