,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowD,SlowK,MACD_Signal,MACD_Hist,MACD,ADX,CCI,Aroon Down,Aroon Up,Real Upper Band,Real Middle Band,Real Lower Band,Chaikin A/D,OBV
2018-05-03,10.9,11.06,10.83,10.93,10.93,33310596,0.0000,1.0,10.2960,10.5401,52.8807,68.6181,54.1136,-0.0555,0.1549,0.0993,17.0317,94.5537,5.0000,80.0000,11.3304,10.2960,9.2616,-2486843394.0707,1518490662.0000
2018-05-02,11.1,11.16,10.97,10.97,10.97,29267302,0.0000,1.0,10.2505,10.4990,53.3011,78.3849,69.5185,-0.0943,0.1727,0.0784,17.9211,124.2285,0.0000,85.0000,11.2487,10.2505,9.2523,-2482498533.7229,1551801258.0000
2018-05-01,10.83,11.15,10.77,11.13,11.13,43441602,0.0000,1.0,10.1905,10.4495,54.9612,76.9783,82.2222,-0.1374,0.1839,0.0465,18.6790,144.8138,5.0000,90.0000,11.1521,10.1905,9.2289,-2453231231.7229,1581068560.0000
2018-04-30,11.06,11.14,10.87,10.88,10.88,50608764,0.0000,1.0,10.1115,10.3778,52.7780,63.9914,83.4140,-0.1834,0.1722,-0.0112,19.4884,167.0802,10.0000,95.0000,11.0089,10.1115,9.2141,-2492100033.5124,1537626958.0000
2018-04-27,11.2,11.36,11.02,11.11,11.11,74347782,0.0000,1.0,10.0440,10.3250,55.1129,41.9473,65.2987,-0.2264,0.1672,-0.0593,20.2189,254.1602,15.0000,100.0000,10.9022,10.0440,9.1858,-2445240066.8457,1588235722.0000
2018-04-26,10.87,11.19,10.61,11.04,11.04,145284090,0.0000,1.0,9.9910,10.2423,54.5313,25.1652,43.2616,-0.2682,0.1251,-0.1431,20.8050,277.0132,20.0000,100.0000,10.6967,9.9910,9.2853,-2410252875.3163,1513887940.0000
2018-04-25,10.06,10.09,9.56,9.71,9.71,90577981,0.0000,1.0,9.9295,10.1584,40.6514,16.8254,17.2815,-0.2995,0.0585,-0.2410,21.5976,-57.9839,25.0000,75.0000,10.4486,9.9295,9.4104,-2480390022.2129,1368603850.0000
2018-04-24,10.19,10.35,9.95,10.09,10.09,44992223,0.0000,1.0,9.9440,10.2056,44.3240,22.9461,14.9524,-0.3141,0.0872,-0.2270,21.5900,57.9450,30.0000,0.0000,10.4538,9.9440,9.4342,-2441082596.4959,1459181831.0000
2018-04-23,10.09,10.19,9.97,10.04,10.04,42971272,0.0000,1.0,9.9615,10.2177,43.6881,39.4707,18.2424,-0.3359,0.0915,-0.2444,22.0306,27.0173,35.0000,0.0000,10.5125,9.9615,9.4105,-2427584929.5959,1414189608.0000
2018-04-20,10.05,10.14,9.95,9.99,9.99,39011902,0.0000,1.0,9.9910,10.2364,43.0703,59.8587,35.6435,-0.3588,0.1007,-0.2581,22.2302,2.3895,40.0000,0.0000,10.6142,9.9910,9.3678,-2411959012.5050,1371218336.0000
2018-04-19,10.18,10.33,9.99,10.11,10.11,57841640,0.0000,1.0,10.0370,10.2624,44.1752,73.7253,64.5263,-0.3839,0.1172,-0.2667,22.3574,17.4592,45.0000,0.0000,10.7778,10.0370,9.2962,-2389373174.5050,1410230238.0000
2018-04-18,10.51,10.65,10.33,10.36,10.36,42449590,0.0000,1.0,10.0945,10.2784,46.5379,77.7441,79.4062,-0.4132,0.1272,-0.2860,22.5344,59.9127,50.0000,0.0000,11.0075,10.0945,9.1815,-2372360927.4462,1468071878.0000
2018-04-17,10.28,10.53,10.2,10.52,10.52,45360314,0.0000,1.0,10.1320,10.2698,48.1022,73.6034,77.2433,-0.4451,0.1131,-0.3319,23.1051,41.6177,55.0000,0.0000,11.1420,10.1320,9.1220,-2337870635.5712,1510521468.0000
2018-04-16,10.0,10.17,9.9,10.09,10.09,28875069,0.0000,1.0,10.1775,10.2435,43.2304,72.6795,76.5826,-0.4733,0.0713,-0.4020,23.5226,-22.0914,60.0000,5.0000,11.3259,10.1775,9.0291,-2380481839.6318,1465161154.0000
2018-04-13,10.2,10.22,9.88,9.93,9.93,38935658,0.0000,1.0,10.2465,10.2596,41.2820,65.9287,66.9841,-0.4912,0.0493,-0.4419,23.3712,-32.5831,65.0000,10.0000,11.5241,10.2465,8.9689,-2392245756.6318,1436286085.0000
2018-04-12,9.98,10.1,9.82,10.08,10.08,47784419,0.0000,1.0,10.3230,10.2943,42.5837,62.7577,74.4718,-0.5035,0.0335,-0.4700,23.2118,-38.2151,70.0000,15.0000,11.6953,10.3230,8.9507,-2364761762.7494,1475221743.0000
2018-04-11,9.87,10.03,9.79,9.82,9.82,29169324,0.0000,1.0,10.3870,10.3169,39.4392,57.4740,56.3300,-0.5118,-0.0025,-0.5143,22.8431,-55.0474,75.0000,0.0000,11.8258,10.3870,8.9482,-2405719836.1780,1427437324.0000
2018-04-10,9.75,10.04,9.71,9.98,9.98,43036502,0.0000,1.0,10.4780,10.3692,40.7437,60.7220,57.4713,-0.5112,-0.0258,-0.5370,22.3382,-57.6179,80.0000,5.0000,11.9902,10.4780,8.9658,-2383842843.1780,1456606648.0000
2018-04-09,9.75,9.84,9.52,9.53,9.53,38382608,0.0000,1.0,10.5550,10.4102,34.9993,60.2832,58.6207,-0.5048,-0.0696,-0.5744,21.8068,-89.3820,85.0000,10.0000,12.1140,10.5550,8.9960,-2411229708.0871,1413570146.0000
2018-04-06,9.83,10.1,9.5,9.61,9.61,51087146,0.0000,1.0,10.6635,10.5028,35.5818,50.2465,66.0742,-0.4874,-0.0805,-0.5679,20.9273,-89.4551,90.0000,0.0000,12.2241,10.6635,9.1029,-2375246013.0871,1451952754.0000
2018-04-05,10.05,10.2,9.91,10.02,10.02,65758791,0.0000,1.0,10.7815,10.5968,38.7197,32.9956,56.1548,-0.4672,-0.0923,-0.5595,20.0015,-71.2608,95.0000,0.0000,12.3624,10.7815,9.2006,-2342890820.6204,1503039900.0000
2018-04-04,9.08,9.81,9.04,9.77,9.77,67356888,0.0000,1.0,10.8925,10.6575,35.4207,17.0490,28.5107,-0.4442,-0.1383,-0.5824,19.3274,-125.7350,100.0000,5.0000,12.5537,10.8925,9.2313,-2327018008.9997,1437281109.0000
2018-04-03,9.63,9.77,9.3,9.55,9.55,54891576,0.0000,1.0,10.9920,10.7509,32.3773,10.9164,14.3214,-0.4096,-0.1682,-0.5778,17.9776,-147.0445,100.0000,10.0000,12.6102,10.9920,9.3738,-2387376778.7659,1369924221.0000
2018-04-02,9.99,10.14,9.51,9.53,9.53,64824596,0.0000,1.0,11.1100,10.8774,32.1010,9.2213,8.3149,-0.3676,-0.1735,-0.5410,16.7352,-155.9821,100.0000,15.0000,12.6316,11.1100,9.5884,-2390880496.3830,1315032645.0000
2018-03-29,9.94,10.08,9.81,10.05,10.05,48681415,0.0000,1.0,11.2240,11.0192,35.7050,9.9469,10.1130,-0.3242,-0.1600,-0.4842,15.5798,-159.0110,95.0000,20.0000,12.5886,11.2240,9.8594,-2330171747.7480,1379857241.0000
2018-03-28,9.99,10.17,9.79,9.81,9.81,64832148,0.0000,1.0,11.3165,11.1212,32.3761,10.0507,9.2360,-0.2842,-0.1734,-0.4576,14.5965,-200.3862,100.0000,25.0000,12.5985,11.3165,10.0345,-2368035070.5258,1331175826.0000
2018-03-27,10.51,10.59,9.9,10.0,10.0,68157322,0.0000,1.0,11.4315,11.2592,33.6879,12.1948,10.4919,-0.2409,-0.1516,-0.3925,13.5615,-208.7649,100.0000,0.0000,12.5552,11.4315,10.3078,-2310027359.1574,1396007974.0000
2018-03-26,10.71,10.8,10.18,10.44,10.44,75239343,0.0000,1.0,11.5580,11.3918,36.9847,15.0021,10.4243,-0.2030,-0.1201,-0.3230,12.5566,-189.7306,100.0000,5.0000,12.5730,11.5580,10.5430,-2261625782.6647,1464165296.0000
2018-03-23,10.91,10.97,10.57,10.63,10.63,54661263,0.0000,1.0,11.6570,11.4920,38.5315,20.9837,15.6683,-0.1729,-0.1016,-0.2745,11.7217,-172.6084,100.0000,10.0000,12.6002,11.6570,10.7138,-2249490404.7614,1539404639.0000
2018-03-22,11.1,11.26,10.85,10.91,10.91,59569610,0.0000,1.0,11.7290,11.5827,40.9280,25.6868,18.9139,-0.1475,-0.0804,-0.2280,11.1847,-147.0972,100.0000,15.0000,12.5609,11.7290,10.8971,-2211227520.6614,1594065902.0000
2018-03-21,11.16,11.34,11.11,11.26,11.26,44453537,0.0000,1.0,11.7755,11.6535,44.1920,31.9117,28.3688,-0.1274,-0.0663,-0.1937,10.8907,-123.0180,95.0000,20.0000,12.5183,11.7755,11.0327,-2169092918.4663,1653635512.0000
2018-03-20,11.41,11.52,11.0,11.11,11.11,64277926,0.0000,1.0,11.7985,11.6949,42.3191,33.0231,29.7776,-0.1109,-0.0719,-0.1828,10.8519,-149.2178,100.0000,25.0000,12.5036,11.7985,11.0934,-2182622255.8141,1609181975.0000
2018-03-19,11.41,11.74,11.35,11.43,11.43,53034019,0.0000,1.0,11.8440,11.7565,45.4074,32.7798,37.5887,-0.0929,-0.0581,-0.1510,10.8110,-94.7079,80.0000,30.0000,12.4795,11.8440,11.2085,-2145538836.9680,1673459901.0000
2018-03-16,11.49,11.55,11.32,11.47,11.47,36335291,0.0000,1.0,11.8635,11.7909,45.8043,26.0091,31.7031,-0.0784,-0.0624,-0.1407,11.1456,-121.7773,85.0000,35.0000,12.4703,11.8635,11.2567,-2114262364.2244,1726493920.0000
2018-03-15,11.43,11.55,11.19,11.46,11.46,62979274,0.0000,1.0,11.8995,11.8246,45.6916,20.5738,29.0476,-0.0628,-0.0669,-0.1297,11.2576,-147.3854,90.0000,40.0000,12.4939,11.8995,11.3051,-2125320931.0505,1690158629.0000
2018-03-14,11.7,11.72,11.26,11.36,11.36,79249146,0.0000,1.0,11.9365,11.8630,44.5966,16.8518,17.2767,-0.0460,-0.0666,-0.1126,11.3754,-157.1865,95.0000,45.0000,12.5086,11.9365,11.3644,-2156810568.0505,1627179355.0000
2018-03-13,11.5,12.04,11.1,11.64,11.64,173734863,0.0000,1.0,11.9575,11.9160,47.1239,23.1966,15.3971,-0.0294,-0.0497,-0.0791,11.5701,-123.0704,100.0000,50.0000,12.4713,11.9575,11.4437,-2112017572.4853,1706428501.0000
2018-03-12,11.76,11.82,11.48,11.52,11.52,83266830,0.0000,1.0,11.9595,11.9450,45.8751,31.6761,17.8817,-0.0170,-0.0467,-0.0636,11.7750,-120.5046,0.0000,55.0000,12.4686,11.9595,11.4504,-2137892977.6129,1532693638.0000
2018-03-09,12.03,12.04,11.58,11.7,11.7,88671179,0.0000,1.0,11.9490,11.9898,47.4728,38.6891,36.3111,-0.0053,-0.0255,-0.0308,12.3690,-54.7932,5.0000,60.0000,12.5008,11.9490,11.3972,-2074218342.9070,1615960468.0000
2018-03-08,12.4,12.59,11.74,11.97,11.97,75412079,0.0000,1.0,11.9250,12.0203,49.9520,35.9959,40.8356,0.0011,-0.0078,-0.0067,12.9418,43.4087,10.0000,65.0000,12.5543,11.9250,11.2957,-2031810387.7331,1704631647.0000
2018-03-07,11.58,12.82,11.55,12.24,12.24,127603194,0.0000,1.0,11.9065,12.0256,52.5595,31.1599,38.9205,0.0030,-0.0064,-0.0034,13.3786,75.8775,15.0000,70.0000,12.5510,11.9065,11.2620,-1997209551.4861,1780043726.0000
