,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowD,SlowK,MACD_Signal,MACD_Hist,MACD,ADX,CCI,Aroon Down,Aroon Up,Real Upper Band,Real Middle Band,Real Lower Band,Chaikin A/D,OBV
2008-01-23,6.65,7.59,6.6,7.56,7.56,45996900,0.0000,1.0,6.7385,6.9950,46.7237,78.5293,89.5673,-0.7720,0.2616,-0.5104,47.2161,58.6539,55.0000,0.0000,8.0673,6.7385,5.4097,-933335498.0138,-747763000.0000
2008-01-22,6.57,7.09,6.57,6.8301,6.8301,28519600,0.0000,1.0,6.7500,6.9355,39.5113,69.9234,72.8640,-0.8374,0.2053,-0.6321,48.5493,5.9430,60.0000,0.0000,8.1106,6.7500,5.3894,-976544707.1048,-793759900.0000
2008-01-18,6.82,7.15,6.8,7.07,7.07,60464000,0.0000,1.0,6.8070,6.9466,41.2551,71.4649,73.1565,-0.8887,0.1847,-0.7040,49.2275,17.3861,65.0000,5.0000,8.2681,6.8070,5.3459,-976555676.1817,-765240300.0000
2008-01-17,6.71,6.92,6.22,6.34,6.34,40337800,0.0000,1.0,6.8525,6.9336,32.6638,73.5761,63.7497,-0.9349,0.1249,-0.8100,50.1174,-36.4952,70.0000,10.0000,8.3977,6.8525,5.3073,-1009378990.4674,-825704300.0000
2008-01-16,5.85,6.91,5.8,6.57,6.57,52425800,0.0000,1.0,6.9195,6.9961,34.1591,76.9361,77.4886,-0.9662,0.1071,-0.8591,50.6925,-47.3788,75.0000,0.0000,8.4861,6.9195,5.3529,-982871293.3245,-785366500.0000
2008-01-15,6.34,6.35,6.01,6.12,6.12,30309700,0.0000,1.0,6.9885,7.0410,28.0358,67.0869,79.4901,-0.9929,0.0602,-0.9327,51.2822,-77.0388,80.0000,0.0000,8.6081,6.9885,5.3689,-1003180387.0182,-837792300.0000
2008-01-14,6.48,6.54,6.25,6.41,6.41,30007200,0.0000,1.0,7.1040,7.1379,29.7284,47.5607,73.8296,-1.0080,0.0407,-0.9673,50.9550,-65.5517,85.0000,0.0000,8.7876,7.1040,5.4204,-992482845.8418,-807482600.0000
2008-01-11,6.05,6.44,6.02,6.25,6.25,41432000,0.0000,1.0,7.2255,7.2146,27.4320,24.9131,47.9409,-1.0182,-0.0087,-1.0268,50.7347,-88.4242,90.0000,0.0000,9.0371,7.2255,5.4139,-995587038.9452,-837489800.0000
2008-01-10,5.51,6.0,5.42,5.96,5.96,55612700,0.0000,1.0,7.3615,7.3161,23.1052,10.6989,20.9116,-1.0160,-0.0557,-1.0717,50.3194,-139.3179,95.0000,0.0000,9.2658,7.3615,5.4572,-999532943.7071,-878921800.0000
2008-01-09,5.97,6.06,5.31,5.53,5.53,50976000,0.0000,1.0,7.5170,7.4588,16.0548,5.4772,5.8867,-1.0021,-0.0817,-1.0837,49.0176,-174.5236,100.0000,5.0000,9.4458,7.5170,5.5882,-1047474926.4657,-934534500.0000
2008-01-08,6.18,6.38,5.97,6.0,6.0,37271600,0.0000,1.0,7.6995,7.6619,17.7442,6.3922,5.2985,-0.9816,-0.0580,-1.0396,47.6472,-158.8731,100.0000,10.0000,9.5300,7.6995,5.8690,-1026404846.4657,-883558500.0000
2008-01-07,6.3,6.41,6.02,6.08,6.08,32111500,0.0000,1.0,7.8520,7.8368,18.0513,10.6933,5.2464,-0.9671,-0.0489,-1.0161,46.4188,-172.3517,100.0000,15.0000,9.5969,7.8520,6.1071,-994587626.9535,-846286900.0000
2008-01-04,6.53,6.64,6.1,6.25,6.25,51476400,0.0000,1.0,8.0015,8.0217,18.7049,15.0922,8.6317,-0.9549,-0.0244,-0.9793,45.1439,-173.6437,100.0000,20.0000,9.6214,8.0015,6.3816,-972356588.4920,-814175400.0000
2008-01-03,7.16,7.18,6.75,6.77,6.77,34787400,0.0000,1.0,8.1345,8.2082,20.9045,17.1827,18.2016,-0.9488,0.0133,-0.9355,43.8303,-132.1603,100.0000,0.0000,9.5853,8.1345,6.6837,-949478188.4920,-762699000.0000
2008-01-02,7.28,7.4,7.02,7.14,7.14,46057300,0.0000,1.0,8.2585,8.3596,22.7096,16.2656,18.4433,-0.9521,0.0332,-0.9190,42.7078,-113.8391,100.0000,0.0000,9.6441,8.2585,6.8729,-917926825.7013,-727911600.0000
2007-12-31,7.26,7.6,7.26,7.5,7.5,19668800,0.0000,1.0,8.3845,8.4880,24.6795,19.4551,14.9032,-0.9604,0.0383,-0.9221,41.6543,-97.2417,100.0000,0.0000,9.7984,8.3845,6.9706,-900958346.7539,-681854300.0000
2007-12-28,7.51,7.58,7.3,7.32,7.32,18345200,0.0000,1.0,8.4975,8.5920,21.4428,26.6108,15.4503,-0.9700,0.0206,-0.9494,40.6682,-112.6294,100.0000,0.0000,9.9705,8.4975,7.0245,-909057264.4010,-701523100.0000
2007-12-27,7.74,7.78,7.51,7.53,7.53,16497600,0.0000,1.0,8.6385,8.7259,22.5151,32.7478,28.0117,-0.9751,0.0231,-0.9520,39.6511,-104.7129,100.0000,0.0000,10.1723,8.6385,7.1047,-893332807.2581,-683177900.0000
2007-12-26,7.795,7.88,7.68,7.77,7.77,12431200,0.0000,1.0,8.7795,8.8518,23.8078,33.5401,36.3703,-0.9809,0.0179,-0.9630,38.6913,-100.3403,80.0000,5.0000,10.3960,8.7795,7.1630,-879279296.1470,-666680300.0000
2007-12-24,7.78,7.88,7.68,7.77,7.77,9193800,0.0000,1.0,8.8985,8.9657,23.8078,28.7662,33.8615,-0.9854,-0.0020,-0.9873,37.7743,-113.3913,85.0000,0.0000,10.5503,8.8985,7.2467,-878036176.1470,-666680300.0000
2007-12-21,8.05,8.05,7.66,7.79,7.79,26836400,0.0000,1.0,9.0235,9.0915,23.9111,21.3204,30.3885,-0.9849,-0.0192,-1.0041,36.8091,-121.8931,90.0000,0.0000,10.6930,9.0235,7.3540,-877116796.1470,-657486500.0000
2007-12-20,8.01,8.11,7.9107,7.97,7.97,25323100,0.0000,1.0,9.1730,9.2285,24.8318,11.8065,22.0487,-0.9801,-0.0328,-1.0129,35.7931,-115.5475,95.0000,0.0000,10.9081,9.1730,7.4379,-868171329.4804,-630650100.0000
2007-12-19,7.7,8.04,7.54,7.98,7.98,45774200,0.0000,1.0,9.3160,9.3610,24.8824,8.9001,11.5239,-0.9719,-0.0559,-1.0278,34.8537,-135.3415,100.0000,0.0000,11.1017,9.3160,7.5303,-857917570.4738,-605327000.0000
2007-12-18,8.05,8.1,7.62,7.68,7.68,39257600,0.0000,1.0,9.4810,9.5064,20.2540,12.0658,1.8469,-0.9579,-0.0749,-1.0328,33.7422,-146.3733,100.0000,0.0000,11.3503,9.4810,7.6117,-892705962.4738,-651101200.0000
2007-12-17,8.41,8.42,7.93,7.95,7.95,29907600,0.0000,1.0,9.7005,9.6986,21.3804,22.5613,13.3296,-0.9392,-0.0544,-0.9936,32.6110,-131.4345,100.0000,0.0000,11.6988,9.7005,7.7022,-863262762.4738,-611843600.0000
2007-12-14,8.69,8.85,8.42,8.43,8.43,26747600,0.0000,1.0,9.9350,9.8827,23.5965,30.1231,21.0210,-0.9256,-0.0311,-0.9567,31.5750,-103.9039,100.0000,5.0000,12.1460,9.9350,7.7240,-835796599.2085,-581936000.0000
2007-12-13,8.86,9.01,8.42,8.84,8.84,45747100,0.0000,1.0,10.1485,10.0356,25.7635,35.0209,33.3333,-0.9178,-0.0267,-0.9445,30.7591,-97.2241,100.0000,10.0000,12.5531,10.1485,7.7439,-810293073.6271,-555188400.0000
2007-12-12,9.24,9.39,8.83,8.97,8.97,39039600,0.0000,1.0,10.3205,10.1614,26.4965,33.4245,36.0148,-0.9112,-0.0458,-0.9569,29.9002,-83.8481,85.0000,15.0000,12.8165,10.3205,7.8245,-829677438.0339,-509441300.0000
2007-12-11,9.31,9.53,9.04,9.07,9.07,39730000,0.0000,1.0,10.4920,10.2869,27.0590,26.4060,35.7145,-0.8997,-0.0724,-0.9722,29.2468,-80.5125,90.0000,20.0000,13.0635,10.4920,7.9205,-810157638.0339,-470401700.0000
2007-12-10,9.13,9.34,9.05,9.18,9.18,23950700,0.0000,1.0,10.6360,10.4149,27.6730,17.1475,28.5441,-0.8816,-0.1060,-0.9876,28.6982,-88.6116,95.0000,25.0000,13.1954,10.6360,8.0766,-775292535.9931,-430671700.0000
2007-12-07,9.08,9.08,8.79,9.05,9.05,27084300,0.0000,1.0,10.7955,10.5449,25.7823,8.9759,14.9594,-0.8551,-0.1490,-1.0041,27.8193,-109.3384,100.0000,0.0000,13.3696,10.7955,8.2214,-772814877.3724,-454622400.0000
2007-12-06,8.91,9.13,8.86,9.07,9.07,30085200,0.0000,1.0,10.9685,10.7023,25.8812,5.7252,7.9390,-0.8179,-0.1796,-0.9974,26.4635,-116.8335,95.0000,0.0000,13.5150,10.9685,8.4220,-794295529.0965,-427538100.0000
2007-12-05,9.27,9.49,8.83,8.91,8.91,70387700,0.0000,1.0,11.1655,10.8741,23.6559,7.6486,4.0294,-0.7730,-0.2034,-0.9764,25.0720,-125.0156,100.0000,0.0000,13.7037,11.1655,8.6273,-811009529.0965,-457623300.0000
2007-12-04,9.64,9.64,9.22,9.25,9.25,28688300,0.0000,1.0,11.3915,11.0809,25.1822,13.9592,5.2071,-0.7221,-0.1969,-0.9190,23.6072,-122.7391,100.0000,5.0000,13.8907,11.3915,8.8923,-757685513.9450,-387235600.0000
2007-12-03,9.84,9.9,9.62,9.66,9.66,23784900,0.0000,1.0,11.6000,11.2736,27.1920,20.5021,13.7093,-0.6729,-0.1942,-0.8671,22.2619,-117.8137,100.0000,10.0000,14.0450,11.6000,9.1550,-733095542.5165,-358547300.0000
2007-11-30,10.29,10.3,9.65,9.76,9.76,35613300,0.0000,1.0,11.7755,11.4434,27.7043,21.3922,22.9611,-0.6244,-0.2055,-0.8299,21.0696,-124.1315,100.0000,15.0000,14.1409,11.7755,9.4101,-716106328.2307,-334762400.0000
2007-11-29,10.3,10.39,10.0,10.14,10.14,50739100,0.0000,1.0,11.9275,11.6207,29.7262,16.6540,24.8358,-0.5730,-0.2076,-0.7805,19.8320,-127.0204,90.0000,20.0000,14.1411,11.9275,9.7139,-692546760.5384,-299149100.0000
2007-11-28,10.24,10.49,10.15,10.35,10.35,15045700,0.0000,1.0,12.0745,11.7765,30.9106,10.9562,16.3796,-0.5211,-0.2238,-0.7449,18.7371,-139.8853,95.0000,25.0000,14.1817,12.0745,9.9673,-678235732.3333,-248410000.0000
2007-11-27,10.33,10.36,9.8,10.15,10.15,37828400,0.0000,1.0,12.2070,11.9267,28.3270,8.3311,8.7468,-0.4652,-0.2448,-0.7099,17.6778,-189.4197,100.0000,30.0000,14.1936,12.2070,10.2204,-680890855.8627,-263455700.0000
2007-11-26,10.92,10.92,10.21,10.27,10.27,26668300,0.0000,1.0,12.3435,12.1137,28.9439,7.7287,7.7424,-0.4040,-0.2307,-0.6346,16.3785,-198.9362,100.0000,35.0000,14.1088,12.3435,10.5782,-690347955.8627,-225627300.0000
2007-11-23,11.0,11.02,10.6,10.78,10.78,10338800,0.0000,1.0,12.4745,12.3078,31.7345,12.1346,8.5040,-0.3463,-0.1952,-0.5415,15.2587,-207.9214,95.0000,40.0000,13.9737,12.4745,10.9753,-668186974.1726,-198959000.0000
2007-11-21,11.08,11.5,10.52,10.83,10.83,34573300,0.0000,1.0,12.5730,12.4686,32.0220,24.4216,6.9398,-0.2975,-0.1692,-0.4667,14.3416,-245.5331,100.0000,45.0000,13.8574,12.5730,11.2886,-666710002.7440,-188620200.0000
2007-11-20,12.23,12.25,11.18,11.28,11.28,43147400,0.0000,1.0,12.6875,12.6411,34.7112,39.4220,20.9600,-0.2552,-0.1144,-0.3695,13.3762,-207.7114,100.0000,0.0000,13.7120,12.6875,11.6630,-654009606.8256,-154046900.0000
2007-11-19,12.54,12.61,12.03,12.07,12.07,18317700,0.0000,1.0,12.8100,12.7843,40.3644,47.3090,45.3651,-0.2266,-0.0593,-0.2859,12.8511,-118.4674,75.0000,0.0000,13.7104,12.8100,11.9096,-618927141.4051,-110899500.0000
2007-11-16,12.89,13.27,12.35,12.64,12.64,28141300,0.0000,1.0,12.8940,12.8595,45.4368,38.5715,51.9410,-0.2117,-0.0438,-0.2555,13.1226,-31.9091,80.0000,0.0000,13.8158,12.8940,11.9722,-603136020.7154,-92581800.0000
2007-11-15,12.24,12.92,12.16,12.7,12.7,22450700,0.0000,1.0,12.9520,12.8826,46.0150,26.9527,44.6208,-0.2008,-0.0702,-0.2710,13.7912,-66.6667,85.0000,0.0000,13.9457,12.9520,11.9583,-592735975.0632,-64440500.0000
2007-11-14,12.45,12.57,12.22,12.28,12.28,16327500,0.0000,1.0,13.0445,12.9019,41.0239,17.2088,19.1527,-0.1833,-0.1097,-0.2929,14.0236,-107.8091,90.0000,5.0000,14.2492,13.0445,11.8398,-602188901.3790,-86891200.0000
2007-11-13,12.11,12.45,12.01,12.4,12.4,14464500,0.0000,1.0,13.1360,12.9673,42.0798,19.0508,17.0847,-0.1558,-0.1181,-0.2739,13.7352,-123.7349,95.0000,10.0000,14.3721,13.1360,11.8999,-591459401.3790,-70563700.0000
2007-11-12,12.32,12.43,11.92,11.95,11.95,17279000,0.0000,1.0,13.2140,13.0270,36.2323,26.9908,15.3891,-0.1263,-0.1315,-0.2578,13.2360,-158.1785,100.0000,15.0000,14.4514,13.2140,11.9766,-602636515.0154,-85028200.0000
2007-11-09,12.18,12.65,12.08,12.37,12.37,17228600,0.0000,1.0,13.3155,13.1404,39.7946,41.9188,24.6786,-0.0934,-0.0943,-0.1878,12.6785,-137.1308,95.0000,20.0000,14.4503,13.3155,12.1807,-587390338.5448,-67749200.0000
2007-11-08,13.04,13.39,12.05,12.51,12.51,28899600,0.0000,1.0,13.3940,13.2215,41.0734,60.5589,40.9048,-0.0699,-0.0685,-0.1384,12.2483,-110.9510,100.0000,25.0000,14.4721,13.3940,12.3159,-587692594.6852,-50520600.0000
2007-11-07,13.14,13.45,13.0,13.01,13.01,18291100,0.0000,1.0,13.4585,13.2964,46.0995,67.7386,60.1732,-0.0527,-0.0349,-0.0876,11.7955,-48.9319,55.0000,30.0000,14.4696,13.4585,12.4474,-578634511.1031,-21621000.0000
2007-11-06,13.45,13.8,13.34,13.43,13.43,18324100,0.0000,1.0,13.5090,13.3265,51.0883,67.9414,80.5986,-0.0440,-0.0284,-0.0724,12.4106,0.4700,60.0000,35.0000,14.5263,13.5090,12.4917,-561156348.8809,-3329900.0000
2007-11-05,13.06,13.56,12.96,13.42,13.42,21880600,0.0000,1.0,13.5270,13.3156,50.9683,56.1079,62.4439,-0.0369,-0.0578,-0.0947,12.5369,-31.4683,65.0000,40.0000,14.5508,13.5270,12.5032,-550002548.8809,-21654000.0000
2007-11-02,12.96,13.22,12.68,13.17,13.17,14414800,0.0000,1.0,13.5375,13.3047,47.9340,51.7575,60.7817,-0.0225,-0.0984,-0.1208,13.0063,-77.5883,70.0000,45.0000,14.5610,13.5375,12.5140,-561672202.2142,-43534600.0000
2007-11-01,12.99,13.04,12.75,12.8,12.8,13239100,0.0000,1.0,13.5605,13.3188,42.9720,41.9701,45.0979,0.0021,-0.1290,-0.1269,13.3447,-113.6632,75.0000,50.0000,14.5705,13.5605,12.5505,-573417594.8068,-57949400.0000
2007-10-31,13.08,13.14,12.95,13.08,13.08,10160200,0.0000,1.0,13.5880,13.3735,46.1328,33.6960,49.3928,0.0344,-0.1295,-0.0952,13.3858,-92.6353,80.0000,55.0000,14.5421,13.5880,12.6339,-564743701.7033,-44710300.0000
2007-10-30,12.9,13.15,12.9,13.0,13.0,10554100,0.0000,1.0,13.5955,13.4043,45.0354,22.5054,31.4197,0.0668,-0.1485,-0.0818,13.7192,-100.7335,85.0000,60.0000,14.5357,13.5955,12.6553,-568486933.2823,-54870500.0000
2007-10-29,12.98,13.15,12.86,12.88,12.88,9567600,0.0000,1.0,13.6055,13.4469,43.3922,16.5852,20.2754,0.1039,-0.1592,-0.0553,14.0701,-113.3292,90.0000,65.0000,14.5242,13.6055,12.6868,-566376113.2823,-65424600.0000
2007-10-26,12.94,13.09,12.76,12.89,12.89,12883400,0.0000,1.0,13.6230,13.5066,43.4951,15.4986,15.8212,0.1437,-0.1523,-0.0086,14.4394,-131.9703,95.0000,70.0000,14.4981,13.6230,12.7479,-558128182.2478,-55857000.0000
2007-10-25,13.22,13.22,12.55,12.75,12.75,22462000,0.0000,1.0,13.6385,13.5715,41.6541,16.3627,13.6592,0.1818,-0.1315,0.0502,14.7354,-157.5680,100.0000,75.0000,14.4710,13.6385,12.8060,-555395339.8236,-68740400.0000
2007-10-24,13.5,13.58,12.9,13.12,13.12,28084300,0.0000,1.0,13.6650,13.6580,45.3651,25.0201,17.0154,0.2147,-0.0759,0.1388,15.0469,-102.8454,25.0000,80.0000,14.4121,13.6650,12.9179,-546343489.0773,-46278400.0000
2007-10-23,13.75,13.85,13.52,13.73,13.73,14955500,0.0000,1.0,13.6965,13.7146,52.7217,36.7057,18.4135,0.2336,-0.0215,0.2122,15.8308,0.4755,30.0000,85.0000,14.4009,13.6965,12.9921,-536431383.1949,-18194100.0000
2007-10-22,13.6,13.9,13.5,13.75,13.75,17900600,0.0000,1.0,13.7005,13.7130,52.9894,52.2166,39.6315,0.2390,0.0016,0.2406,15.6718,4.6244,35.0000,90.0000,14.4065,13.7005,12.9945,-540510155.9222,-3238600.0000
2007-10-19,14.49,14.5,13.62,13.8,13.8,45753200,0.0000,1.0,13.6870,13.7091,53.6361,58.8105,52.0721,0.2386,0.0327,0.2714,15.5045,65.9706,40.0000,95.0000,14.3990,13.6870,12.9750,-544985305.9222,14662000.0000
2007-10-18,14.02,14.73,13.95,14.55,14.55,43934900,0.0000,1.0,13.6590,13.6995,64.9278,61.5493,64.9462,0.2304,0.0711,0.3016,15.1133,169.3092,45.0000,100.0000,14.3947,13.6590,12.9233,-517949324.1040,60415200.0000
2007-10-17,14.37,14.47,13.98,14.11,14.11,23021100,0.0000,1.0,13.5990,13.6100,60.2657,59.4592,59.4131,0.2126,0.0467,0.2594,14.0627,139.8128,50.0000,100.0000,14.2212,13.5990,12.9768,-541606577.9502,16480300.0000
2007-10-16,13.9,14.24,13.84,13.96,13.96,19924600,0.0000,1.0,13.5485,13.5573,58.4781,62.5407,60.2887,0.2010,0.0456,0.2466,13.2295,114.7059,55.0000,100.0000,14.1605,13.5485,12.9365,-530800755.5012,-6540800.0000
2007-10-15,13.9,14.06,13.81,13.98,13.98,13329800,0.0000,1.0,13.5155,13.5149,58.8133,68.6332,58.6758,0.1896,0.0523,0.2419,12.6176,113.2012,0.0000,90.0000,14.1060,13.5155,12.9250,-522830915.5012,13383800.0000
2007-10-12,13.71,14.15,13.71,13.94,13.94,16004200,0.0000,1.0,13.4585,13.4660,58.3598,78.0917,68.6576,0.1765,0.0539,0.2304,12.1967,123.1315,0.0000,95.0000,14.0780,13.4585,12.8390,-527629643.5012,54000.0000
2007-10-11,14.03,14.23,13.62,13.8,13.8,28395300,0.0000,1.0,13.3960,13.4161,56.7777,81.9735,78.5663,0.1630,0.0534,0.2164,11.7537,124.7888,5.0000,100.0000,14.0592,13.3960,12.7328,-528357107.1376,-15950200.0000
2007-10-10,13.84,14.06,13.69,14.02,14.02,32143000,0.0000,1.0,13.3425,13.3757,60.1919,81.9541,87.0512,0.1496,0.0600,0.2097,11.2873,151.7318,10.0000,100.0000,14.0386,13.3425,12.6464,-516719689.1048,12445100.0000
2007-10-09,13.67,13.82,13.5,13.79,13.79,15169700,0.0000,1.0,13.2830,13.3079,57.6634,75.6482,80.3030,0.1346,0.0410,0.1756,10.9965,115.7704,15.0000,55.0000,13.9396,13.2830,12.6264,-541912851.2669,-19697900.0000
2007-10-08,13.55,13.84,13.52,13.63,13.63,9863100,0.0000,1.0,13.2420,13.2571,55.8085,65.6232,78.5082,0.1244,0.0286,0.1530,10.9909,117.7840,20.0000,60.0000,13.8685,13.2420,12.6155,-554238232.5169,-34867600.0000
2007-10-05,13.41,13.9,13.37,13.63,13.63,21874300,0.0000,1.0,13.2075,13.2179,55.8085,48.3226,68.1333,0.1172,0.0210,0.1383,10.9531,122.0044,0.0000,65.0000,13.8206,13.2075,12.5944,-551156013.7669,-34867600.0000
2007-10-04,13.26,13.42,13.13,13.35,13.35,16187200,0.0000,1.0,13.1565,13.1745,52.5230,30.6658,50.2281,0.1120,0.0054,0.1174,10.9133,39.9017,5.0000,70.0000,13.7899,13.1565,12.5231,-550743291.1254,-56741900.0000
2007-10-03,12.97,13.29,12.8,13.23,13.23,32015100,0.0000,1.0,13.1360,13.1560,51.0411,17.9319,26.6063,0.1106,0.0069,0.1176,11.4802,-8.1191,10.0000,75.0000,13.7696,13.1360,12.5024,-559115980.7806,-72929100.0000
2007-10-02,13.08,13.22,13.0,13.2,13.2,19151900,0.0000,1.0,13.1195,13.1482,50.6755,20.4840,15.1630,0.1089,0.0194,0.1283,11.8884,2.7952,15.0000,80.0000,13.7596,13.1195,12.4794,-583290648.1275,-104944200.0000
2007-10-01,13.25,13.45,13.15,13.23,13.23,18374300,0.0000,1.0,13.1180,13.1428,51.0376,35.7271,12.0263,0.1040,0.0391,0.1432,12.4306,36.9725,20.0000,85.0000,13.7575,13.1180,12.4785,-598960384.4912,-85792300.0000
2007-09-28,13.25,13.39,13.12,13.2,13.2,16158400,0.0000,1.0,13.1065,13.1336,50.7029,60.6458,34.2628,0.0943,0.0628,0.1570,12.7826,31.1896,0.0000,90.0000,13.7458,13.1065,12.4672,-590385711.1578,-104166600.0000
2007-09-27,13.76,13.77,13.22,13.28,13.28,29042300,0.0000,1.0,13.0675,13.1266,51.5963,76.4413,60.8921,0.0786,0.0970,0.1755,13.2314,81.0723,0.0000,95.0000,13.7711,13.0675,12.3639,-583802659.3060,-88008200.0000
2007-09-26,13.9,13.92,13.69,13.75,13.75,16308800,0.0000,1.0,13.0185,13.1104,57.2240,82.4006,86.7825,0.0543,0.1341,0.1884,13.5632,169.8216,0.0000,100.0000,13.7894,13.0185,12.2476,-561096861.1242,-58965900.0000
2007-09-25,13.4,13.9,13.34,13.81,13.81,21341200,0.0000,1.0,12.9140,13.0431,57.9911,75.8641,81.6493,0.0208,0.1334,0.1542,13.1846,165.4600,5.0000,100.0000,13.8155,12.9140,12.0125,-553297000.2546,-42657100.0000
2007-09-24,13.34,13.55,13.25,13.48,13.48,28916500,0.0000,1.0,12.8225,12.9624,54.8271,74.0769,78.7701,-0.0125,0.1148,0.1022,12.8079,121.6565,10.0000,100.0000,13.7130,12.8225,11.9320,-567778528.8260,-63998300.0000
2007-09-21,13.43,13.48,13.19,13.24,13.24,15336800,0.0000,1.0,12.7550,12.9079,52.3474,69.5789,67.1729,-0.0412,0.1093,0.0680,12.8129,103.3716,15.0000,90.0000,13.6406,12.7550,11.8694,-583200662.1594,-92914800.0000
2007-09-20,13.09,13.52,13.05,13.35,13.35,22660400,0.0000,1.0,12.6960,12.8729,53.6292,65.1932,76.2878,-0.0686,0.1163,0.0478,12.9032,109.3862,20.0000,95.0000,13.6015,12.6960,11.7905,-573152413.8835,-77578000.0000
2007-09-19,13.41,13.53,13.01,13.1,13.1,28029800,0.0000,1.0,12.6290,12.8227,51.0408,50.9503,65.2759,-0.0976,0.1077,0.0101,12.9983,100.4765,25.0000,100.0000,13.5293,12.6290,11.7287,-579420184.0963,-100238400.0000
2007-09-18,12.92,13.36,12.85,13.3,13.3,28627000,0.0000,1.0,12.5825,12.7935,53.3020,40.3849,54.0160,-0.1246,0.1118,-0.0128,13.0984,100.7320,30.0000,50.0000,13.4767,12.5825,11.6883,-561093007.1732,-72208600.0000
2007-09-17,12.85,12.96,12.7,12.84,12.84,14869000,0.0000,1.0,12.5225,12.7402,48.2971,38.0546,33.5591,-0.1525,0.0905,-0.0621,13.3915,52.1749,35.0000,55.0000,13.3762,12.5225,11.6688,-582984242.4673,-100835600.0000
2007-09-14,12.6,12.79,12.57,12.69,12.69,12684000,0.0000,1.0,12.4750,12.7297,46.5215,43.9639,33.5796,-0.1751,0.0979,-0.0773,14.0130,33.0730,0.0000,60.0000,13.3580,12.4750,11.5920,-584128011.6981,-115704600.0000
2007-09-13,12.91,12.92,12.65,12.73,12.73,14591400,0.0000,1.0,12.4225,12.7339,46.9298,45.2514,47.0250,-0.1996,0.1193,-0.0803,14.4458,51.9989,5.0000,65.0000,13.3706,12.4225,11.4744,-585281102.6072,-103020600.0000
2007-09-12,12.95,13.13,12.76,12.83,12.83,19090300,0.0000,1.0,12.3835,12.7343,47.9288,42.3931,51.2869,-0.2294,0.1424,-0.0870,14.9949,79.7359,10.0000,70.0000,13.3419,12.3835,11.4251,-579336458.1627,-88429200.0000
2007-09-11,13.06,13.09,12.86,12.97,12.97,20305100,0.0000,1.0,12.3690,12.7242,49.3253,40.8476,37.4422,-0.2651,0.1605,-0.1046,15.7006,95.5613,15.0000,75.0000,13.3085,12.3690,11.4295,-567469514.9195,-69338900.0000
2007-09-10,12.92,13.11,12.68,12.94,12.94,32134000,0.0000,1.0,12.3625,12.6984,49.0230,52.5937,38.4502,-0.3052,0.1655,-0.1397,16.4949,85.9779,20.0000,80.0000,13.2870,12.3625,11.4380,-566586684.4847,-89644000.0000
2007-09-07,12.75,12.81,12.55,12.61,12.61,13349800,0.0000,1.0,12.3660,12.6729,45.6330,67.5941,46.6505,-0.3466,0.1672,-0.1794,17.3310,43.7378,25.0000,85.0000,13.2997,12.3660,11.4323,-573312405.4149,-121778000.0000
2007-09-06,12.95,13.1,12.75,12.94,12.94,12501300,0.0000,1.0,12.3895,12.6796,48.7103,79.7984,72.6804,-0.3883,0.1945,-0.1939,17.9389,79.4114,30.0000,0.0000,13.3691,12.3895,11.4099,-566124051.5688,-108428200.0000
2007-09-05,13.15,13.23,12.75,12.9,12.9,18668800,0.0000,1.0,12.4135,12.6521,48.3089,84.6747,83.4513,-0.4370,0.1938,-0.2431,18.7892,78.3001,35.0000,5.0000,13.4666,12.4135,11.3604,-567195591.5688,-120929500.0000
2007-09-04,13.17,13.44,13.06,13.17,13.17,29039800,0.0000,1.0,12.4000,12.6261,50.8613,75.1717,83.2634,-0.4854,0.1870,-0.2984,19.6844,124.9921,40.0000,10.0000,13.4346,12.4000,11.3654,-560194791.5688,-102260700.0000
2007-08-31,12.72,13.04,12.56,13.0,13.0,27658300,0.0000,1.0,12.3800,12.5688,49.2577,61.0590,87.3094,-0.5322,0.1400,-0.3921,20.4878,80.0109,45.0000,15.0000,13.3687,12.3800,11.3913,-547967507.3583,-131300500.0000
2007-08-30,12.13,12.78,12.02,12.42,12.42,30309800,0.0000,1.0,12.3725,12.5234,43.2554,40.3788,54.9423,-0.5672,0.0784,-0.4887,21.3767,3.2484,50.0000,20.0000,13.3444,12.3725,11.4006,-571016090.6916,-158958800.0000
2007-08-29,11.76,12.32,11.73,12.3,12.3,24718800,0.0000,1.0,12.4215,12.5343,41.9047,35.8149,40.9254,-0.5868,0.0409,-0.5459,22.0146,-45.1699,55.0000,0.0000,13.4919,12.4215,11.3511,-572611343.3232,-189268600.0000
2007-08-28,11.9,12.05,11.66,11.66,11.66,14793800,0.0000,1.0,12.4770,12.5590,33.9372,40.0835,25.2688,-0.5970,-0.0016,-0.5986,22.1046,-93.9334,60.0000,0.0000,13.6285,12.4770,11.3255,-595654292.4757,-213987400.0000
2007-08-27,12.08,12.25,11.95,11.98,11.98,14464100,0.0000,1.0,12.5710,12.6536,36.3021,51.8893,41.2506,-0.5966,0.0045,-0.5921,21.8212,-68.7620,65.0000,0.0000,13.7470,12.5710,11.3950,-580860492.4757,-199193600.0000
