,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowK,SlowD,MACD_Signal,MACD_Hist,MACD,ADX,CCI,Aroon Down,Aroon Up,Real Lower Band,Real Middle Band,Real Upper Band,Chaikin A/D,OBV
2004-08-09,9.7,10.07,9.51,9.85,3.01808185192,13160100,0.0000,1.0,4.4661,4.4751,23.6584,9.7321,22.5615,-0.4095,-0.1003,-0.5098,43.1063,-304.6790,95.0000,5.0000,3.4048,4.4661,5.5275,-838230765.0723,-201476724.0000
2004-08-06,10.1,10.2,9.3,9.43,2.88939206737,42434000,0.0000,1.0,4.5682,4.6285,21.1197,20.8887,40.2416,-0.3844,-0.0498,-0.4342,41.6686,-459.5763,100.0000,0.0000,3.7105,4.5682,5.4259,-846690825.0742,-240957004.0000
2004-08-05,15.05,15.2,14.3,14.56,4.46124586436,7166000,0.0000,1.0,4.6826,4.8116,34.3896,37.0635,58.9677,-0.3720,0.0536,-0.3184,40.1552,-74.5474,65.0000,0.0000,4.2422,4.6826,5.1231,-756165003.9188,-113655068.0000
2004-08-04,14.8,15.11,14.63,14.97,4.58687160642,4231800,0.0000,1.0,4.7301,4.8484,36.1124,62.7727,75.4864,-0.3854,0.0595,-0.3258,39.8137,-57.3371,70.0000,0.0000,4.1997,4.7301,5.2605,-747088075.2299,-92157079.0000
2004-08-03,15.69,15.7,14.69,14.81,4.53784692659,6179500,0.0000,1.0,4.7799,4.8760,34.9034,77.0669,76.8192,-0.4003,0.0568,-0.3435,39.6034,-47.0964,75.0000,0.0000,4.1375,4.7799,5.4223,-752377822.3135,-104852472.0000
2004-08-02,15.43,15.68,15.17,15.62,4.78603436822,3508200,0.0000,1.0,4.8308,4.9116,38.3981,86.6195,68.4360,-0.4145,0.0585,-0.3559,39.4095,-22.8045,80.0000,0.0000,4.1161,4.8308,5.5455,-738244518.0560,-86313982.0000
2004-07-30,15.06,15.7,15.03,15.42,4.72475351843,3366300,0.0000,1.0,4.8865,4.9248,36.9165,66.7712,48.9079,-0.4291,0.0371,-0.3920,39.4311,-35.2977,85.0000,0.0000,4.0338,4.8865,5.7393,-746292736.9979,-96838576.0000
2004-07-29,14.44,15.62,14.44,15.25,4.67266479612,6228000,0.0000,1.0,4.9495,4.9458,35.6671,51.9173,33.5871,-0.4384,0.0123,-0.4260,39.4539,-53.9608,90.0000,0.0000,3.9764,4.9495,5.9226,-747950764.3709,-106937470.0000
2004-07-28,14.65,14.7,13.9,14.31,4.38464480213,4209300,0.0000,1.0,5.0295,4.9746,28.1970,28.0353,22.6895,-0.4415,-0.0165,-0.4580,39.3936,-92.4298,95.0000,0.0000,3.9088,5.0295,6.1502,-754917675.8965,-125621460.0000
2004-07-27,14.06,14.72,13.84,14.68,4.49801437423,6582400,0.0000,1.0,5.1284,5.0367,29.4769,20.8086,19.2871,-0.4373,-0.0255,-0.4628,38.2657,-92.6706,100.0000,5.0000,3.9079,5.1284,6.3490,-755233373.2216,-112993567.0000
2004-07-26,14.8,14.94,14.07,14.21,4.35400437723,4193400,0.0000,1.0,5.2112,5.0934,25.3901,19.2245,22.1156,-0.4310,-0.0428,-0.4738,37.0784,-99.1665,100.0000,10.0000,3.9491,5.2112,6.4732,-773185364.1303,-132740757.0000
2004-07-23,15.12,15.14,14.52,14.62,4.47963011929,3095800,0.0000,1.0,5.3037,5.1712,26.6709,17.8281,23.4114,-0.4203,-0.0459,-0.4662,35.8977,-94.3616,95.0000,0.0000,4.0353,5.3037,6.5721,-764653968.8774,-120160564.0000
2004-07-22,14.79,15.1,14.4,15.02,4.60219181886,4345500,0.0000,1.0,5.3880,5.2440,27.9791,29.2942,24.7974,-0.4088,-0.0537,-0.4625,34.7966,-100.7175,100.0000,5.0000,4.1258,5.3880,6.6501,-758362507.7480,-110873169.0000
2004-07-21,15.9,15.92,14.66,14.71,4.5072065017,5111800,0.0000,1.0,5.4689,5.3116,25.2808,23.1120,17.9773,-0.3954,-0.0682,-0.4636,33.5910,-103.1045,100.0000,10.0000,4.2111,5.4689,6.7266,-768419230.9187,-123909662.0000
2004-07-20,15.34,15.72,15.19,15.66,4.79829053818,2846200,0.0000,1.0,5.5493,5.3963,28.3759,21.9859,12.5373,-0.3783,-0.0703,-0.4486,32.4024,-100.2607,95.0000,15.0000,4.3432,5.5493,6.7554,-754300933.5222,-108574270.0000
2004-07-19,15.4,15.52,15.01,15.35,4.70330522101,3842400,0.0000,1.0,5.6067,5.4592,25.5504,8.8342,8.3344,-0.3607,-0.0917,-0.4525,31.3247,-123.5255,100.0000,20.0000,4.4404,5.6067,6.7731,-760906261.7303,-117112865.0000
2004-07-16,16.1,16.14,15.18,15.18,4.65121649869,3872500,0.0000,1.0,5.6743,5.5388,23.9882,6.7920,8.3004,-0.3378,-0.1034,-0.4412,29.9673,-132.9423,100.0000,25.0000,4.5702,5.6743,6.7784,-764748659.7303,-128640059.0000
2004-07-15,15.91,16.08,15.54,15.64,4.7921624532,5094600,0.0000,1.0,5.7440,5.6322,25.3558,9.3770,8.8826,-0.3120,-0.1032,-0.4152,28.5901,-144.0084,95.0000,30.0000,4.7352,5.7440,6.7529,-753131165.7303,-117022565.0000
2004-07-14,15.9,16.34,15.43,15.75,4.82586692058,7513400,0.0000,1.0,5.8128,5.7206,25.6886,8.7323,7.8489,-0.2862,-0.1040,-0.3902,27.2519,-168.3495,100.0000,35.0000,4.8889,5.8128,6.7367,-743508037.4335,-101738773.0000
2004-07-13,16.71,17.0,16.3,16.48,5.0495420223,4725900,0.0000,1.0,5.8848,5.8148,28.0054,8.5385,7.3602,-0.2601,-0.0959,-0.3561,25.8432,-164.9296,95.0000,40.0000,5.0607,5.8848,6.7089,-736820289.3458,-79198585.0000
2004-07-12,16.43,16.9,16.29,16.51,5.05873414976,5633700,0.0000,1.0,5.9410,5.8954,28.1044,6.2760,6.5932,-0.2362,-0.0940,-0.3301,24.6453,-209.7738,100.0000,0.0000,5.2037,5.9410,6.6784,-729933981.8033,-65020893.0000
2004-07-09,17.65,17.66,16.57,16.9,5.17823180684,9287500,0.0000,1.0,6.0067,5.9834,29.3868,7.2660,7.4590,-0.2127,-0.0804,-0.2931,23.2825,-234.6711,100.0000,0.0000,5.3680,6.0067,6.6455,-725223841.6882,-48119802.0000
2004-07-08,18.05,18.35,17.63,17.66,5.41109903603,3583800,0.0000,1.0,6.0697,6.0682,32.0984,6.2375,7.0898,-0.1926,-0.0612,-0.2538,21.9414,-220.1901,100.0000,0.0000,5.5293,6.0697,6.6101,-714232218.7698,-20257316.0000
2004-07-07,18.36,18.74,18.13,18.22,5.58268541543,2867800,0.0000,1.0,6.1368,6.1374,34.3147,8.8735,12.1634,-0.1773,-0.0464,-0.2236,20.9292,-203.9853,95.0000,0.0000,5.6070,6.1368,6.6666,-704376774.2700,-9505922.0000
2004-07-06,19.03,19.23,17.92,18.13,5.55510903302,4794900,0.0000,1.0,6.2015,6.1957,33.6149,6.1584,25.0157,-0.1657,-0.0337,-0.1994,20.0838,-214.6600,100.0000,5.0000,5.6431,6.2015,6.7598,-698312085.9919,-18109317.0000
2004-07-02,19.729,19.75,19.11,19.26,5.90134583431,2457900,0.0000,1.0,6.2594,6.2632,38.5088,21.4583,43.5606,-0.1572,-0.0055,-0.1627,19.1940,-121.2954,100.0000,0.0000,5.7425,6.2594,6.7763,-688539279.9763,-3724625.0000
2004-07-01,20.7,20.73,19.5,19.53,5.98407498152,4213500,0.0000,1.0,6.3033,6.3013,39.8249,47.4305,57.7074,-0.1559,0.0071,-0.1487,18.8551,-69.0883,60.0000,0.0000,5.7665,6.3033,6.8402,-684622003.9765,3649071.0000
2004-06-30,20.68,20.79,20.22,20.47,6.27209497551,2743900,0.0000,1.0,6.3603,6.3347,44.9003,61.7929,59.2792,-0.1576,0.0205,-0.1372,18.7311,-27.2963,65.0000,5.0000,5.7363,6.3603,6.9844,-672598120.3912,16289564.0000
2004-06-29,20.2,20.8,20.12,20.77,6.36401625019,3032100,0.0000,1.0,6.4057,6.3412,46.7050,63.8988,60.3861,-0.1628,0.0130,-0.1498,19.0833,-28.2884,70.0000,10.0000,5.6889,6.4057,7.1224,-671587210.4787,24521259.0000
2004-06-28,20.54,20.61,20.0,20.08,6.15259731843,2494800,0.0000,1.0,6.4467,6.3388,41.5740,52.1459,60.2720,-0.1660,-0.0071,-0.1730,19.4541,-52.5094,75.0000,15.0000,5.6542,6.4467,7.2393,-679880891.2147,15424964.0000
2004-06-25,20.23,20.49,20.02,20.25,6.20468604075,2742700,0.0000,1.0,6.4849,6.3584,42.5324,65.1135,59.3256,-0.1642,-0.0145,-0.1787,19.6763,-56.1219,80.0000,20.0000,5.6793,6.4849,7.2905,-674359615.4774,22909360.0000
2004-06-24,20.84,20.91,19.97,20.12,6.16485348839,4922100,0.0000,1.0,6.5194,6.3746,41.5535,63.5567,46.9830,-0.1606,-0.0280,-0.1886,19.8045,-57.3365,85.0000,25.0000,5.7057,6.5194,7.3330,-674184549.6269,14681265.0000
2004-06-23,19.9,20.38,19.85,20.3,6.22000625319,2205500,0.0000,1.0,6.5489,6.3967,42.5059,49.3067,29.6976,-0.1536,-0.0408,-0.1945,19.9395,-71.9810,90.0000,30.0000,5.7461,6.5489,7.3518,-664130904.0100,29447557.0000
2004-06-22,19.5,20.05,19.39,19.96,6.11582880856,3585900,0.0000,1.0,6.5616,6.4153,40.0400,28.0858,16.8899,-0.1434,-0.0613,-0.2047,19.6215,-100.3028,95.0000,35.0000,5.7721,6.5616,7.3512,-668749967.2547,22831061.0000
2004-06-21,19.79,20.1,19.28,19.41,5.94730647165,2221400,0.0000,1.0,6.5806,6.4468,35.8091,11.7002,11.0289,-0.1281,-0.0761,-0.2042,18.9808,-124.1813,100.0000,40.0000,5.8170,6.5806,7.3443,-676573744.7096,12073367.0000
2004-06-18,19.81,20.31,19.5,19.76,6.05454795877,4452800,0.0000,1.0,6.6073,6.4994,37.4047,10.8839,10.6569,-0.1090,-0.0744,-0.1835,18.3064,-123.2924,100.0000,45.0000,5.8988,6.6073,7.3159,-672022586.4657,18737563.0000
2004-06-17,20.03,20.49,19.63,19.73,6.0453558313,4019800,0.0000,1.0,6.6333,6.5462,37.1767,10.5027,10.8681,-0.0904,-0.0748,-0.1652,17.6990,-135.2208,100.0000,50.0000,5.9712,6.6333,7.2955,-667239951.9348,5379170.0000
2004-06-16,20.39,20.52,20.05,20.13,6.16791753087,2104800,0.0000,1.0,6.6606,6.5990,38.9745,10.5841,9.3687,-0.0718,-0.0668,-0.1386,17.1198,-130.1038,90.0000,55.0000,6.0551,6.6606,7.2661,-657985068.9345,17438563.0000
2004-06-15,20.5,20.76,20.26,20.45,6.26596689053,3288200,0.0000,1.0,6.6765,6.6443,40.4615,11.5174,8.7116,-0.0550,-0.0600,-0.1151,16.7076,-118.9580,95.0000,60.0000,6.1081,6.6765,7.2450,-653820254.5511,23752959.0000
2004-06-14,20.69,20.69,19.99,20.15,6.17404561585,3539600,0.0000,1.0,6.6928,6.6842,38.3672,6.0047,9.4812,-0.0400,-0.0533,-0.0934,16.3749,-152.7217,100.0000,65.0000,6.1544,6.6928,7.2312,-651452751.7513,13888364.0000
2004-06-10,21.35,21.39,20.61,20.8,6.37320837765,4704300,0.0000,1.0,6.7136,6.7379,41.3620,8.6127,11.8602,-0.0267,-0.0282,-0.0549,15.9718,-105.7201,100.0000,70.0000,6.2274,6.7136,7.1998,-645688263.5800,24507158.0000
2004-06-09,22.17,22.2,20.94,21.01,6.43755326993,4152800,0.0000,1.0,6.7234,6.7763,42.3772,13.8261,12.2216,-0.0196,-0.0057,-0.0253,15.8432,-63.1819,5.0000,75.0000,6.2576,6.7234,7.1893,-638450883.0665,38620050.0000
2004-06-08,22.3,22.35,21.71,22.04,6.75314964632,5125000,0.0000,1.0,6.7346,6.8119,47.8497,13.1419,14.8402,-0.0182,0.0244,0.0062,15.8747,2.6320,10.0000,80.0000,6.2864,6.7346,7.1829,-627376755.9557,51078443.0000
2004-06-07,22.25,22.69,21.99,22.44,6.87571134589,4766300,0.0000,1.0,6.7220,6.8181,50.2434,9.6968,27.7720,-0.0243,0.0386,0.0143,16.3283,40.9919,15.0000,85.0000,6.2626,6.7220,7.1815,-627857224.4551,66453435.0000
2004-06-04,22.58,22.63,21.89,21.91,6.71331709396,5413400,0.0000,1.0,6.7165,6.8120,46.8996,21.6820,52.0662,-0.0340,0.0459,0.0119,16.9701,17.9581,20.0000,90.0000,6.2620,6.7165,7.1710,-631942622.1692,52154543.0000
2004-06-03,23.26,23.31,22.06,22.13,6.78072602873,5840200,0.0000,1.0,6.7165,6.8224,48.1763,51.9373,73.7901,-0.0455,0.0707,0.0252,17.6078,56.6582,25.0000,95.0000,6.2620,6.7165,7.1710,-616580279.3315,68394734.0000
2004-06-02,24.1,24.11,23.23,23.25,7.12389878752,5365000,0.0000,1.0,6.7104,6.8268,55.4806,82.5793,84.6964,-0.0631,0.0981,0.0349,18.3738,173.9146,0.0000,100.0000,6.2562,6.7104,7.1646,-601021994.5240,85915325.0000
2004-06-01,23.11,23.67,23.02,23.43,7.17905155233,2653500,0.0000,1.0,6.6844,6.7955,56.7954,86.8536,84.0669,-0.0876,0.0996,0.0120,18.7812,204.0492,0.0000,100.0000,6.2700,6.6844,7.0987,-585658594.0241,102010316.0000
2004-05-28,22.8,23.58,22.67,23.45,7.18517963731,5316500,0.0000,1.0,6.6358,6.7552,56.9378,84.6563,75.7961,-0.1125,0.0893,-0.0232,19.4599,240.6848,5.0000,100.0000,6.2374,6.6358,7.0342,-587740569.9012,109970812.0000
2004-05-27,22.87,23.21,22.54,22.57,6.91554389825,4637900,0.0000,1.0,6.5909,6.7099,51.8955,80.6907,61.4870,-0.1349,0.0665,-0.0683,20.2259,213.3163,10.0000,100.0000,6.2524,6.5909,6.9294,-599133064.1869,94021320.0000
2004-05-26,21.99,22.8,21.92,22.5,6.89409560083,4371400,0.0000,1.0,6.5736,6.6882,51.4661,62.0413,41.5272,-0.1515,0.0540,-0.0975,21.2448,187.7215,15.0000,35.0000,6.2696,6.5736,6.8776,-586465373.5441,80107627.0000
2004-05-25,21.22,22.15,20.79,22.05,6.75621368881,5677200,0.0000,1.0,6.5667,6.6666,48.6674,41.7291,30.5019,-0.1650,0.0338,-0.1311,22.1645,44.9457,20.0000,0.0000,6.2868,6.5667,6.8466,-590638071.3167,66993434.0000
2004-05-24,21.16,21.37,20.88,21.13,6.4743217798,2513500,0.0000,1.0,6.5681,6.6571,42.1931,20.8111,30.6283,-0.1735,0.0153,-0.1581,22.7185,-66.0051,25.0000,0.0000,6.2842,6.5681,6.8519,-605165016.5816,49961843.0000
2004-05-21,21.4,21.43,20.91,21.2,6.49577007722,2350800,0.0000,1.0,6.5865,6.6764,42.5813,28.9655,39.5628,-0.1773,0.0157,-0.1616,22.7459,-64.3962,30.0000,0.0000,6.2824,6.5865,6.8906,-605318904.2551,57502339.0000
2004-05-20,21.42,21.78,21.04,21.15,6.48044986478,3512400,0.0000,1.0,6.6177,6.6954,42.2205,42.1082,48.1678,-0.1812,0.0154,-0.1658,22.7889,-49.1258,35.0000,5.0000,6.2382,6.6177,6.9972,-606132642.2544,50449943.0000
2004-05-19,21.99,22.3,21.35,21.46,6.57543518195,4152300,0.0000,1.0,6.6421,6.7180,43.8429,47.6147,49.3250,-0.1851,0.0179,-0.1672,22.8937,-3.4005,40.0000,10.0000,6.2391,6.6421,7.0450,-598728127.5516,60987137.0000
2004-05-18,21.36,21.76,21.28,21.51,6.59075539439,1703500,0.0000,1.0,6.6597,6.7330,44.1025,54.7804,48.1674,-0.1896,0.0133,-0.1762,23.1454,-30.8695,45.0000,0.0000,6.2395,6.6597,7.0799,-589155988.7207,73444030.0000
2004-05-17,21.2,21.48,20.85,21.17,6.48657794976,2569500,0.0000,1.0,6.6761,6.7480,41.8788,45.5800,42.5133,-0.1929,0.0061,-0.1868,23.0406,-71.9225,50.0000,5.0000,6.2425,6.6761,7.1096,-588943051.3457,68333533.0000
2004-05-14,21.6,21.98,21.4,21.51,6.59075539439,3825000,0.0000,1.0,6.7130,6.7755,43.5237,44.1418,39.1688,-0.1944,0.0075,-0.1869,22.7315,-32.9302,55.0000,0.0000,6.2276,6.7130,7.1984,-589065408.4255,76042029.0000
2004-05-13,21.26,21.9,21.2,21.51,6.59075539439,2899600,0.0000,1.0,6.7452,6.7950,43.5237,37.8181,40.5386,-0.1963,0.0013,-0.1950,22.6294,-47.1859,60.0000,0.0000,6.2134,6.7452,7.2770,-581942998.3562,76042029.0000
2004-05-12,21.64,21.65,20.69,21.44,6.56930709697,4019400,0.0000,1.0,6.7896,6.8165,43.1085,35.5464,49.3061,-0.1966,-0.0058,-0.2024,22.4674,-75.0301,65.0000,0.0000,6.1749,6.7896,7.4044,-580948850.3564,67343234.0000
2004-05-11,21.49,21.95,21.4,21.74,6.66122837164,3332800,0.0000,1.0,6.8558,6.8425,44.4386,48.2514,64.9621,-0.1952,-0.0116,-0.2068,22.1293,-51.9254,70.0000,0.0000,6.0850,6.8558,7.6266,-587731583.9193,79401427.0000
2004-05-10,21.52,21.72,20.75,21.22,6.5018981622,5575600,0.0000,1.0,6.9154,6.8616,41.4645,64.1205,75.5717,-0.1923,-0.0265,-0.2187,22.0478,-85.1293,75.0000,0.0000,6.0371,6.9154,7.7936,-590094840.9186,69403032.0000
2004-05-07,22.55,22.97,21.96,22.08,6.76540581628,7973100,0.0000,1.0,6.9923,6.8994,45.2720,82.5145,71.8627,-0.1856,-0.0289,-0.2145,21.8118,-31.2344,80.0000,5.0000,6.0092,6.9923,7.9754,-589577517.4850,86129823.0000
2004-05-06,21.5,22.08,21.05,21.91,6.71331709396,5927900,0.0000,1.0,7.0637,6.9135,44.3117,80.0801,52.9535,-0.1784,-0.0545,-0.2329,22.0677,-66.4437,85.0000,10.0000,5.9572,7.0637,8.1701,-571342020.6928,62210535.0000
2004-05-05,21.57,21.92,21.39,21.73,6.65816432916,3869000,0.0000,1.0,7.1264,6.9346,43.3112,52.9935,29.0765,-0.1648,-0.0829,-0.2477,21.7198,-71.3654,90.0000,15.0000,5.9658,7.1264,8.2869,-583255367.0905,44426844.0000
2004-05-04,20.55,21.81,20.5,21.55,6.60301156435,6436500,0.0000,1.0,7.1939,6.9637,42.3268,25.7869,14.0920,-0.1441,-0.1133,-0.2573,21.4954,-92.0505,95.0000,0.0000,5.9936,7.1939,8.3943,-586540365.3932,32819850.0000
2004-05-03,20.74,20.95,19.9,20.26,6.20775008323,5088900,0.0000,1.0,7.2811,7.0017,34.5942,8.4492,9.2476,-0.1158,-0.1445,-0.2603,21.1814,-132.9756,100.0000,5.0000,6.0137,7.2811,8.5485,-598185019.6680,13510360.0000
2004-04-30,21.42,21.45,20.44,20.52,6.28741518796,4274400,0.0000,1.0,7.3736,7.0852,35.5057,8.0399,11.1391,-0.0796,-0.1403,-0.2200,20.2098,-129.8631,100.0000,10.0000,6.1643,7.3736,8.5829,-593386916.4678,28777052.0000
2004-04-29,21.93,22.07,21.15,21.44,6.56930709697,5375400,0.0000,1.0,7.4565,7.1692,38.9560,11.2536,19.4764,-0.0445,-0.1289,-0.1735,19.3791,-116.1610,100.0000,15.0000,6.3321,7.4565,8.5809,-582595120.3791,41600245.0000
