,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowD,SlowK,MACD_Signal,MACD_Hist,MACD,ADX,CCI,Aroon Down,Aroon Up,Real Lower Band,Real Middle Band,Real Upper Band,Chaikin A/D,OBV
2004-07-15,32.65,33.63,32.11,32.93,0.506447229807,31566500,0.0000,1.0,0.4882,0.4754,61.2159,26.9672,46.9727,0.0053,-0.0038,0.0015,23.9438,57.7982,95.0000,40.0000,0.4427,0.4882,0.5338,4256105298.0827,3162731975.0000
2004-07-14,28.86,29.97,28.74,29.58,0.454925874816,14925000,0.0000,1.0,0.4881,0.4721,46.5831,15.8756,21.2223,0.0062,-0.0079,-0.0017,24.2027,-118.5185,100.0000,45.0000,0.4428,0.4881,0.5334,4116548000.7118,1395006208.0000
2004-07-13,29.25,29.6,29.02,29.22,0.449389251593,5646000,0.0000,1.0,0.4889,0.4739,44.4432,14.6938,12.7065,0.0082,-0.0085,-0.0003,24.6140,-137.7157,95.0000,50.0000,0.4455,0.4889,0.5323,3810767207.4536,559205373.0000
2004-07-12,30.01,30.04,28.93,29.14,0.448158890877,9136100,0.0000,1.0,0.4896,0.4765,43.9694,18.5364,13.6981,0.0103,-0.0084,0.0019,24.7784,-140.7384,100.0000,55.0000,0.4484,0.4896,0.5309,3908890891.7539,243029057.0000
2004-07-09,30.27,30.5,30.03,30.03,0.461846653845,3729700,0.0000,1.0,0.4909,0.4795,48.3256,23.7552,17.6770,0.0124,-0.0076,0.0048,24.9514,-104.3039,10.0000,60.0000,0.4533,0.4909,0.5284,4226926258.0496,754651168.0000
2004-07-08,30.13,30.68,29.95,30.14,0.463538399829,4167500,0.0000,1.0,0.4910,0.4813,48.8944,28.9414,24.2343,0.0143,-0.0072,0.0071,25.6844,-101.0125,15.0000,65.0000,0.4539,0.4910,0.5281,4435789666.0496,963514576.0000
2004-07-07,30.81,31.36,30.13,30.39,0.467383277068,7107000,0.0000,1.0,0.4912,0.4832,50.1693,32.3000,29.3542,0.0161,-0.0063,0.0098,26.4560,-77.7565,0.0000,70.0000,0.4545,0.4912,0.5278,4547684298.3161,1196894809.0000
2004-07-06,31.27,31.42,30.8,30.95,0.475995802081,6231800,0.0000,1.0,0.4907,0.4848,53.1166,34.9454,33.2356,0.0177,-0.0051,0.0126,27.3622,-45.1237,0.0000,75.0000,0.4527,0.4907,0.5287,4777419746.9800,1594887206.0000
2004-07-02,30.45,31.18,29.73,31.08,0.477995138245,16262200,0.0000,1.0,0.4890,0.4858,53.8138,34.3110,34.3103,0.0190,-0.0038,0.0152,28.6813,-55.1875,0.0000,80.0000,0.4460,0.4890,0.5321,4957539049.1724,1943868354.0000
2004-07-01,32.08,32.48,31.9,32.3,0.496758139167,6106100,0.0000,1.0,0.4870,0.4866,60.9458,39.0684,37.2902,0.0199,-0.0018,0.0181,29.9260,28.9240,0.0000,85.0000,0.4384,0.4870,0.5355,4172466540.5319,2854552464.0000
2004-06-30,32.509,32.97,31.89,32.54,0.500449221316,6661500,0.0000,1.0,0.4844,0.4855,62.4936,45.3636,31.3325,0.0204,-0.0008,0.0196,30.2778,44.5071,0.0000,90.0000,0.4327,0.4844,0.5360,4042764424.9564,3196494405.0000
2004-06-29,32.1,32.99,31.41,32.5,0.499834040957,10545600,0.0000,1.0,0.4809,0.4840,62.3422,62.3399,48.5826,0.0205,0.0002,0.0208,30.6481,43.5867,5.0000,95.0000,0.4250,0.4809,0.5369,3966773904.4993,2823450032.0000
2004-06-28,33.9,34.19,32.21,32.49,0.499680245868,9305300,0.0000,1.0,0.4775,0.4823,62.3061,72.5402,56.1758,0.0205,0.0016,0.0221,31.0379,74.9516,10.0000,100.0000,0.4184,0.4775,0.5367,3742512819.7018,2232895842.0000
2004-06-25,33.07,33.7,33.0,33.7,0.518289451701,5775500,0.0000,1.0,0.4742,0.4805,70.0328,80.4207,82.2612,0.0201,0.0035,0.0235,30.7744,103.5911,15.0000,90.0000,0.4130,0.4742,0.5354,4116229080.2069,2753993163.0000
2004-06-24,33.52,33.7,32.98,33.18,0.510292107045,4509200,0.0000,1.0,0.4702,0.4765,68.4347,79.0323,79.1836,0.0192,0.0039,0.0231,29.7239,110.3144,0.0000,95.0000,0.4106,0.4702,0.5298,3792800757.2069,2430564840.0000
2004-06-23,33.0,33.83,32.89,33.7,0.518289451701,6979800,0.0000,1.0,0.4665,0.4729,72.0869,79.0570,79.8172,0.0182,0.0048,0.0230,28.6182,133.1264,0.0000,100.0000,0.4083,0.4665,0.5248,3905029847.0100,2683080292.0000
2004-06-22,32.32,33.09,32.29,33.0,0.507523795434,6437700,0.0000,1.0,0.4617,0.4681,70.0423,81.1957,78.0962,0.0170,0.0047,0.0217,27.4542,120.4958,0.0000,95.0000,0.4052,0.4617,0.5181,3622273411.6489,2292211102.0000
2004-06-21,33.1,33.5,32.12,32.33,0.497219524436,6968100,0.0000,1.0,0.4571,0.4640,67.9046,82.2778,79.2576,0.0159,0.0050,0.0209,26.4752,128.6688,0.0000,100.0000,0.4016,0.4571,0.5127,3342876952.6064,1931699542.0000
2004-06-18,32.58,33.409,32.43,32.91,0.506139639628,7254500,0.0000,1.0,0.4528,0.4605,72.1378,80.0837,86.2335,0.0146,0.0060,0.0206,25.4447,157.4372,0.0000,100.0000,0.3969,0.4528,0.5087,3614330163.0084,2321913532.0000
2004-06-17,32.55,33.13,32.21,32.81,0.504601688733,9845000,0.0000,1.0,0.4479,0.4557,71.8504,76.2125,81.3423,0.0131,0.0059,0.0190,24.0737,175.0163,5.0000,95.0000,0.3943,0.4479,0.5014,3622214530.4361,1915661126.0000
2004-06-16,30.62,33.32,30.53,32.74,0.503525123106,16243600,0.0000,1.0,0.4434,0.4505,71.6559,74.6788,72.6753,0.0116,0.0052,0.0168,22.7144,184.9681,0.0000,100.0000,0.3950,0.4434,0.4919,3454421319.2588,1364340575.0000
2004-06-15,30.5,31.14,30.26,30.69,0.471997129753,7939900,0.0000,1.0,0.4387,0.4450,64.9128,80.0278,74.6198,0.0104,0.0035,0.0139,21.2837,132.8101,5.0000,100.0000,0.3967,0.4387,0.4808,2922981430.5069,454698066.0000
2004-06-14,30.65,30.68,29.5,30.12,0.46323080965,4356900,0.0000,1.0,0.4359,0.4421,62.5600,84.9705,76.7414,0.0095,0.0037,0.0132,20.5736,114.0873,10.0000,95.0000,0.3957,0.4359,0.4762,2933086767.9019,10063222.0000
2004-06-10,30.32,30.97,30.2,30.74,0.472766105201,4599600,0.0000,1.0,0.4337,0.4399,67.2176,88.3633,88.7223,0.0085,0.0044,0.0130,20.0473,167.3586,0.0000,100.0000,0.3948,0.4337,0.4726,2920680667.4258,254049865.0000
2004-06-09,30.09,30.71,30.0,30.2,0.464461170367,6235800,0.0000,1.0,0.4310,0.4364,65.0656,82.6569,89.4478,0.0074,0.0041,0.0115,18.7877,172.1459,5.0000,100.0000,0.3962,0.4310,0.4659,2816980491.2333,-3527992.0000
2004-06-08,29.99,30.44,29.83,30.35,0.46676809671,7421800,0.0000,1.0,0.4287,0.4335,66.2126,75.7251,86.9198,0.0064,0.0040,0.0104,17.5726,191.4133,0.0000,100.0000,0.3970,0.4287,0.4604,2969450344.9851,345677157.0000
2004-06-07,29.04,29.98,28.81,29.81,0.458463161875,5283500,0.0000,1.0,0.4256,0.4300,64.0449,67.4511,71.6032,0.0054,0.0032,0.0086,16.4114,165.6580,5.0000,100.0000,0.3973,0.4256,0.4538,2676471455.6589,-69944058.0000
2004-06-04,28.56,29.25,28.51,28.78,0.442622267654,7127000,0.0000,1.0,0.4232,0.4270,59.3152,64.9765,68.6523,0.0046,0.0023,0.0069,15.4003,132.5824,0.0000,100.0000,0.3985,0.4232,0.4478,2466576306.2189,-365820353.0000
2004-06-03,28.72,28.99,28.29,28.4,0.436778054252,4480900,0.0000,1.0,0.4215,0.4253,57.3488,61.9600,62.0977,0.0040,0.0023,0.0064,14.7134,124.1728,5.0000,95.0000,0.3978,0.4215,0.4451,2574444522.1810,-764932752.0000
2004-06-02,28.03,29.17,27.8,28.92,0.444775398907,5691300,0.0000,1.0,0.4201,0.4241,61.1937,65.1987,64.1795,0.0034,0.0027,0.0061,14.1378,153.0726,0.0000,100.0000,0.3970,0.4201,0.4432,2746511253.6009,-514002102.0000
2004-06-01,27.79,28.2,27.61,28.06,0.431549021208,3252400,0.0000,1.0,0.4180,0.4220,56.6246,72.0023,59.6027,0.0028,0.0022,0.0050,13.5319,100.0910,5.0000,85.0000,0.3966,0.4180,0.4394,2544116791.8313,-832715220.0000
2004-05-28,28.08,28.27,27.8,28.06,0.431549021208,2602100,0.0000,1.0,0.4164,0.4210,56.6246,79.4335,71.8139,0.0022,0.0025,0.0047,13.4886,127.7279,0.0000,90.0000,0.3948,0.4164,0.4381,2448418960.6368,-832715220.0000
2004-05-27,28.48,28.6,27.82,28.17,0.433240767193,4213800,0.0000,1.0,0.4147,0.4198,57.4048,80.2919,84.5903,0.0016,0.0027,0.0043,13.2680,169.7857,5.0000,95.0000,0.3925,0.4147,0.4369,2432917072.8820,-686997475.0000
2004-05-26,28.31,28.78,28.0,28.51,0.438469800237,5753000,0.0000,1.0,0.4136,0.4184,59.8254,69.7233,81.8964,0.0009,0.0027,0.0036,13.0176,235.3660,10.0000,100.0000,0.3931,0.4136,0.4341,2457119435.4618,-451024440.0000
2004-05-25,27.5,28.51,27.29,28.41,0.436931849342,5713900,0.0000,1.0,0.4120,0.4163,59.3464,54.0444,74.3890,0.0002,0.0019,0.0021,12.5952,232.7089,15.0000,100.0000,0.3948,0.4120,0.4292,2357990720.9899,-773192762.0000
2004-05-24,27.25,27.9,27.11,27.34,0.420475774762,4207200,0.0000,1.0,0.4109,0.4141,53.7403,39.7142,52.8845,-0.0002,0.0006,0.0003,12.3077,152.2039,20.0000,100.0000,0.3979,0.4109,0.4239,2090467529.6864,-1093171481.0000
2004-05-21,26.9,27.2,26.73,27.11,0.416938487703,3212400,0.0000,1.0,0.4107,0.4135,52.3998,32.1439,34.8598,-0.0004,0.0001,-0.0003,12.3863,65.7870,25.0000,0.0000,0.3982,0.4107,0.4233,2188884154.4421,-1328774916.0000
2004-05-20,26.63,27.0,26.47,26.71,0.410786684122,3505300,0.0000,1.0,0.4112,0.4131,50.0065,36.6744,31.3985,-0.0004,-0.0003,-0.0007,12.9694,-1.0618,30.0000,0.0000,0.3972,0.4112,0.4252,2077885371.6655,-1508669495.0000
2004-05-19,27.4,27.5,26.42,26.47,0.407095601974,6707000,0.0000,1.0,0.4120,0.4134,48.5314,44.0053,30.1736,-0.0003,-0.0003,-0.0006,13.5660,2.8584,35.0000,5.0000,0.3964,0.4120,0.4277,2096403956.2265,-1704966491.0000
2004-05-18,26.97,27.29,26.8,27.06,0.416169512256,3679700,0.0000,1.0,0.4130,0.4140,52.1231,58.0561,48.4513,-0.0003,0.0002,-0.0001,14.1939,34.8870,40.0000,0.0000,0.3963,0.4130,0.4297,2437219259.4509,-1329374116.0000
2004-05-17,26.7,27.06,26.36,26.64,0.409710118496,5365100,0.0000,1.0,0.4135,0.4138,49.6006,67.2733,53.3910,-0.0003,-0.0000,-0.0003,14.7482,-26.3522,45.0000,0.0000,0.3959,0.4135,0.4311,2424603132.5418,-1535437522.0000
2004-05-14,27.25,27.32,26.45,27.06,0.416169512256,4603600,0.0000,1.0,0.4148,0.4142,52.2140,71.2280,72.3261,-0.0003,0.0003,-0.0000,15.4937,-0.9990,50.0000,0.0000,0.3947,0.4148,0.4349,2484692312.5306,-1234991622.0000
2004-05-13,27.1273,27.72,26.9,27.19,0.418168848419,4104500,0.0000,1.0,0.4164,0.4140,53.0357,65.8364,76.1029,-0.0004,0.0001,-0.0002,16.2148,22.8292,55.0000,0.0000,0.3915,0.4164,0.4414,2380978921.7662,-977189765.0000
2004-05-12,26.79,27.34,26.24,27.3,0.419860594404,4382500,0.0000,1.0,0.4181,0.4136,53.7152,59.1747,65.2550,-0.0004,-0.0003,-0.0007,16.6494,-16.3852,60.0000,5.0000,0.3890,0.4181,0.4471,2448252744.8957,-747337536.0000
2004-05-11,26.4,27.19,26.4,27.14,0.417399872972,5449500,0.0000,1.0,0.4176,0.4129,52.8810,60.4777,56.1515,-0.0003,-0.0012,-0.0015,17.3542,-19.3145,65.0000,10.0000,0.3883,0.4176,0.4468,2220681244.9845,-992757781.0000
2004-05-10,26.27,26.6,25.94,26.28,0.404173495273,4463900,0.0000,1.0,0.4174,0.4125,48.1051,63.2866,56.1175,-0.0000,-0.0023,-0.0023,17.9828,-77.8944,70.0000,15.0000,0.3881,0.4174,0.4467,1954138345.6508,-1297930086.0000
2004-05-07,26.57,27.57,26.55,26.67,0.410171503764,7482800,0.0000,1.0,0.4188,0.4133,50.3016,61.1727,69.1642,0.0006,-0.0024,-0.0019,18.8217,-26.5899,75.0000,20.0000,0.3895,0.4188,0.4480,1946563235.0512,-1047951437.0000
2004-05-06,26.41,26.75,25.9,26.58,0.408787347958,4706400,0.0000,1.0,0.4194,0.4137,49.7991,47.6765,64.5780,0.0012,-0.0031,-0.0019,19.4874,-76.4624,80.0000,25.0000,0.3904,0.4194,0.4485,2267003461.3579,-1466988656.0000
2004-05-05,26.2,26.75,25.96,26.65,0.409863913585,4251900,0.0000,1.0,0.4200,0.4142,50.1740,35.3030,49.7760,0.0020,-0.0038,-0.0018,20.2454,-81.0781,85.0000,30.0000,0.3913,0.4200,0.4486,2108868263.5659,-1203429993.0000
2004-05-04,25.97,26.55,25.5,26.14,0.402020364019,4999700,0.0000,1.0,0.4209,0.4146,47.4353,25.2229,28.6755,0.0029,-0.0047,-0.0018,21.0854,-128.1259,90.0000,35.0000,0.3924,0.4209,0.4493,1931041787.0775,-1441536631.0000
2004-05-03,26.0,26.33,25.74,26.07,0.400943798393,5314900,0.0000,1.0,0.4226,0.4160,47.0559,22.5383,27.4574,0.0041,-0.0049,-0.0009,21.8194,-148.5458,95.0000,40.0000,0.3948,0.4226,0.4503,1869712072.6480,-1721520110.0000
2004-04-30,26.71,26.96,25.49,25.78,0.396483740796,8330400,0.0000,1.0,0.4237,0.4175,45.5077,16.9388,19.5357,0.0053,-0.0049,0.0004,22.7494,-175.8566,100.0000,45.0000,0.3978,0.4237,0.4496,1834399481.4352,-2019154807.0000
2004-04-29,26.45,27.0,25.98,26.77,0.411709454659,8228400,0.0000,1.0,0.4247,0.4198,50.2754,17.5640,20.6219,0.0065,-0.0041,0.0024,23.7284,-132.5127,100.0000,50.0000,0.4017,0.4247,0.4477,2116839992.1505,-1552651941.0000
2004-04-28,26.82,27.01,26.34,26.45,0.406788011795,4128000,0.0000,1.0,0.4249,0.4206,48.6226,19.3467,10.6589,0.0075,-0.0041,0.0035,24.8774,-144.7049,50.0000,55.0000,0.4023,0.4249,0.4475,1863856774.9440,-2013442801.0000
2004-04-27,27.24,27.44,26.69,26.94,0.414323971181,5069000,0.0000,1.0,0.4260,0.4221,51.0932,25.2359,21.4112,0.0086,-0.0033,0.0053,25.8400,-103.0492,55.0000,60.0000,0.4050,0.4260,0.4471,2019119019.6341,-1782274570.0000
2004-04-26,27.58,27.635,27.0,27.13,0.417246077882,4127300,0.0000,1.0,0.4268,0.4229,52.0677,28.1176,25.9699,0.0094,-0.0027,0.0067,26.6040,-77.8416,60.0000,65.0000,0.4064,0.4268,0.4472,2113740447.3172,-1498410287.0000
2004-04-23,27.7,28.0,27.05,27.7,0.426012397985,5639800,0.0000,1.0,0.4267,0.4235,55.0609,33.0276,28.3265,0.0100,-0.0019,0.0081,27.1806,-20.9540,0.0000,70.0000,0.4062,0.4267,0.4472,2250233969.5922,-1267281256.0000
2004-04-22,27.56,28.18,27.11,27.78,0.427242758701,6153300,0.0000,1.0,0.4261,0.4232,55.4862,45.0941,30.0564,0.0105,-0.0016,0.0089,27.7512,4.5762,0.0000,75.0000,0.4047,0.4261,0.4474,2133875874.6013,-951452141.0000
2004-04-21,27.6,28.12,27.37,27.73,0.426473783254,5819200,0.0000,1.0,0.4243,0.4228,55.2811,61.9187,40.7000,0.0109,-0.0012,0.0097,28.3098,22.4540,0.0000,80.0000,0.3984,0.4243,0.4502,2046924483.1274,-1296037285.0000
2004-04-20,28.21,28.41,27.56,27.73,0.426473783254,6330700,0.0000,1.0,0.4224,0.4224,55.2811,70.3121,64.5260,0.0112,-0.0006,0.0107,28.7183,46.0331,5.0000,85.0000,0.3923,0.4224,0.4526,2059959504.1116,-1296037285.0000
2004-04-19,28.12,28.75,27.83,28.35,0.436009078804,12720600,0.0000,1.0,0.4210,0.4219,58.2864,61.7749,80.5301,0.0114,0.0004,0.0117,29.0174,89.3960,10.0000,90.0000,0.3891,0.4210,0.4529,2272671236.5116,-941517731.0000
2004-04-16,29.07,29.31,28.5,29.18,0.448774071235,7195200,0.0000,1.0,0.4191,0.4205,62.6156,46.3257,65.8802,0.0113,0.0006,0.0119,29.1469,156.8065,15.0000,95.0000,0.3864,0.4191,0.4517,2179755456.6986,-229163419.0000
2004-04-15,29.0,29.58,28.16,29.3,0.450619612309,31454400,0.0000,1.0,0.4164,0.4175,63.2609,38.3857,38.9144,0.0111,-0.0004,0.0107,28.8009,171.5850,20.0000,100.0000,0.3851,0.4164,0.4477,1906159924.4828,173768183.0000
2004-04-14,26.74,27.07,26.31,26.64,0.409710118496,11423800,0.0000,1.0,0.4140,0.4140,53.0768,43.0519,34.1825,0.0112,-0.0025,0.0088,28.4367,-22.0086,25.0000,70.0000,0.3864,0.4140,0.4415,839367376.3056,-1587679978.0000
2004-04-13,28.0,28.03,26.84,26.93,0.414170176092,7792800,0.0000,1.0,0.4134,0.4144,54.6456,48.3955,42.0602,0.0118,-0.0015,0.0104,29.1499,33.3964,30.0000,75.0000,0.3849,0.4134,0.4418,923542828.7365,-947946539.0000
2004-04-12,27.5,28.1,27.49,28.04,0.431241431029,4116800,0.0000,1.0,0.4130,0.4145,61.2264,57.2326,52.9130,0.0122,-0.0004,0.0118,29.4802,89.1250,35.0000,80.0000,0.3844,0.4130,0.4416,1293930398.7757,-511549303.0000
2004-04-08,27.9,28.0,27.2,27.53,0.423397881463,4302100,0.0000,1.0,0.4126,0.4127,59.0752,65.2082,50.2135,0.0123,-0.0006,0.0117,29.2576,66.1686,40.0000,85.0000,0.3848,0.4126,0.4405,1108741702.5389,-742090333.0000
2004-04-07,27.62,27.7,26.92,27.31,0.420014389494,4555700,0.0000,1.0,0.4123,0.4116,58.1231,70.3752,68.5714,0.0125,-0.0002,0.0122,29.0689,43.5775,45.0000,90.0000,0.3848,0.4123,0.4398,1150902324.5517,-983008173.0000
2004-04-06,27.74,28.15,27.43,27.83,0.428011734149,4607000,0.0000,1.0,0.4126,0.4107,61.3268,64.7138,76.8398,0.0125,0.0005,0.0131,29.0068,85.0624,50.0000,95.0000,0.3847,0.4126,0.4405,1150902324.5304,-727888718.0000
2004-04-05,27.48,28.37,27.44,28.32,0.435547693536,6887000,0.0000,1.0,0.4120,0.4089,64.5100,59.9844,65.7143,0.0124,0.0007,0.0131,28.4852,117.4500,55.0000,100.0000,0.3849,0.4120,0.4392,1122236518.2022,-469896461.0000
2004-04-02,27.74,27.93,27.23,27.5,0.422936496195,4901400,0.0000,1.0,0.4103,0.4060,61.3180,65.7797,51.5873,0.0122,0.0000,0.0122,27.9271,85.5352,0.0000,15.0000,0.3849,0.4103,0.4356,778034282.0956,-855568846.0000
2004-04-01,26.9,27.27,26.62,27.11,0.416938487703,5684500,0.0000,1.0,0.4097,0.4043,59.6795,79.6489,62.6516,0.0122,0.0000,0.0122,27.5150,38.1763,0.0000,20.0000,0.3850,0.4097,0.4343,840772264.7184,-1130047520.0000
2004-03-31,27.86,27.98,26.95,27.04,0.415861922077,6978100,0.0000,1.0,0.4082,0.4029,59.3862,89.6638,83.1001,0.0122,0.0005,0.0126,27.3673,75.2336,0.0000,25.0000,0.3819,0.4082,0.4345,679157395.6201,-1448379838.0000
2004-03-30,27.86,27.95,27.34,27.92,0.429395889955,6422800,0.0000,1.0,0.4058,0.4016,65.0370,83.8811,93.1950,0.0121,0.0010,0.0131,26.9247,117.2928,5.0000,30.0000,0.3744,0.4058,0.4371,1001640785.4120,-1057605848.0000
2004-03-29,27.4,27.99,27.2,27.91,0.429242094865,6263000,0.0000,1.0,0.4026,0.3986,65.0011,65.7360,92.6963,0.0118,0.0003,0.0121,26.1063,124.4078,10.0000,35.0000,0.3688,0.4026,0.4364,677341707.5812,-1417283007.0000
2004-03-26,26.91,27.36,26.91,27.04,0.415861922077,7498100,0.0000,1.0,0.3996,0.3954,61.7503,41.1087,65.7520,0.0117,-0.0011,0.0107,25.2449,87.0570,0.0000,40.0000,0.3652,0.3996,0.4341,397646947.4977,-1768011357.0000
2004-03-25,26.1,26.91,25.89,26.87,0.413247405555,10115100,0.0000,1.0,0.3972,0.3933,61.0793,26.3185,38.7597,0.0120,-0.0020,0.0100,24.5727,53.6860,0.0000,45.0000,0.3610,0.3972,0.4335,574935533.2545,-2187905376.0000
2004-03-24,25.3,25.75,25.27,25.5,0.39217747829,7646700,0.0000,1.0,0.3943,0.3912,55.0404,21.3753,18.8145,0.0125,-0.0031,0.0094,24.0461,-7.1913,0.0000,50.0000,0.3544,0.3943,0.4342,52916517.5206,-2754351542.0000
2004-03-23,25.92,26.0,25.22,25.29,0.38894778141,6884200,0.0000,1.0,0.3922,0.3911,54.0011,22.4242,21.3813,0.0133,-0.0028,0.0105,24.0332,1.3117,0.0000,55.0000,0.3480,0.3922,0.4364,70758835.3515,-3182567170.0000
2004-03-22,25.37,26.17,25.25,25.86,0.397714101513,7482700,0.0000,1.0,0.3900,0.3913,57.4240,21.6904,23.9299,0.0140,-0.0018,0.0122,24.0196,20.4063,0.0000,60.0000,0.3410,0.3900,0.4389,387079315.3309,-2797051585.0000
2004-03-19,25.7,26.94,25.54,25.86,0.397714101513,7296000,0.0000,1.0,0.3871,0.3906,57.4240,22.0598,21.9613,0.0144,-0.0012,0.0132,23.9812,40.8381,5.0000,65.0000,0.3339,0.3871,0.4403,250438569.9945,-2797051585.0000
2004-03-18,25.94,26.06,25.59,25.67,0.394791994812,5733600,0.0000,1.0,0.3845,0.3899,56.5963,28.1457,19.1802,0.0147,-0.0004,0.0144,23.7109,32.5501,10.0000,70.0000,0.3284,0.3845,0.4405,472237191.4683,-3205627993.0000
2004-03-17,25.96,26.38,25.78,26.19,0.402789339467,7347000,0.0000,1.0,0.3820,0.3893,59.6091,41.1374,25.0379,0.0148,0.0011,0.0159,23.8452,50.5465,15.0000,75.0000,0.3237,0.3820,0.4403,684014628.6574,-2884546072.0000
2004-03-16,26.55,26.61,25.39,25.82,0.397098921155,10811300,0.0000,1.0,0.3798,0.3879,58.1015,58.8250,40.2191,0.0146,0.0022,0.0168,23.8362,49.4393,20.0000,80.0000,0.3214,0.3798,0.4382,533156077.9455,-3295978483.0000
2004-03-15,27.03,27.35,26.26,26.45,0.406788011795,8602100,0.0000,1.0,0.3777,0.3870,61.8349,73.0346,58.1551,0.0140,0.0043,0.0183,23.8268,84.6092,25.0000,85.0000,0.3190,0.3777,0.4364,711808558.0809,-2690545078.0000
2004-03-12,27.32,27.78,27.17,27.56,0.423859266732,5879000,0.0000,1.0,0.3751,0.3849,69.2870,80.4047,78.1007,0.0129,0.0060,0.0190,23.1126,130.7957,30.0000,90.0000,0.3171,0.3751,0.4331,1025588225.5176,-2208826997.0000
2004-03-11,27.26,28.04,27.09,27.15,0.417553668061,10640200,0.0000,1.0,0.3721,0.3808,67.9308,80.1923,82.8480,0.0114,0.0064,0.0178,21.4923,154.9369,35.0000,95.0000,0.3185,0.3721,0.4257,933837182.9714,-2538051326.0000
2004-03-10,26.99,28.14,26.94,27.68,0.425704807806,17981500,0.0000,1.0,0.3695,0.3769,71.8257,79.2178,80.2654,0.0098,0.0069,0.0167,19.7867,203.9316,40.0000,100.0000,0.3201,0.3695,0.4190,1454423488.0896,-1942199531.0000
2004-03-09,25.9,27.23,25.75,27.1,0.416784692614,11042200,0.0000,1.0,0.3659,0.3718,70.0398,80.5453,77.4636,0.0081,0.0061,0.0142,17.9913,202.7125,45.0000,90.0000,0.3234,0.3659,0.4085,1219464986.6732,-2949164537.0000
2004-03-08,26.79,26.79,25.8,26.0,0.399867232766,9337000,0.0000,1.0,0.3625,0.3670,66.1772,82.3439,79.9244,0.0066,0.0052,0.0118,16.3800,213.8946,50.0000,95.0000,0.3264,0.3625,0.3987,709732650.2218,-3567528355.0000
2004-03-05,24.95,27.49,24.9,26.74,0.411248069391,27510700,0.0000,1.0,0.3600,0.3636,72.1196,82.2633,84.2478,0.0053,0.0049,0.0102,14.8344,285.4651,0.0000,100.0000,0.3278,0.3600,0.3922,1021343547.1373,-3044655833.0000
2004-03-04,23.96,25.22,23.91,25.16,0.386948445246,11789700,0.0000,1.0,0.3567,0.3585,65.9105,83.0348,82.8595,0.0041,0.0028,0.0068,13.2075,185.8784,0.0000,100.0000,0.3340,0.3567,0.3793,372982617.9186,-4585256573.0000
2004-03-03,23.6,24.19,23.6,23.92,0.367877854145,4020200,0.0000,1.0,0.3541,0.3555,59.1234,85.6682,79.6826,0.0034,0.0016,0.0049,12.4940,107.9531,5.0000,90.0000,0.3342,0.3541,0.3740,-226762720.5652,-5245480433.0000
2004-03-02,24.0,24.1,23.77,23.81,0.36618610816,4583700,0.0000,1.0,0.3528,0.3542,58.4259,85.4437,86.5622,0.0030,0.0014,0.0044,12.4274,120.1388,10.0000,95.0000,0.3333,0.3528,0.3723,-245841654.8965,-5470611858.0000
2004-03-01,24.09,24.3,23.87,24.02,0.36941580504,5744300,0.0000,1.0,0.3517,0.3530,60.2919,75.3212,90.7599,0.0026,0.0012,0.0038,12.1857,161.8847,15.0000,100.0000,0.3328,0.3517,0.3705,-51381460.9510,-5213924402.0000
2004-02-27,22.96,24.02,22.95,23.92,0.367877854145,8372100,0.0000,1.0,0.3505,0.3513,59.7098,55.7994,79.0092,0.0023,0.0004,0.0027,11.8312,128.4956,20.0000,55.0000,0.3334,0.3505,0.3677,45870970.9815,-5535605523.0000
2004-02-26,22.84,23.18,22.8,23.04,0.354343886266,3543000,0.0000,1.0,0.3496,0.3495,54.0821,35.4698,56.1945,0.0022,-0.0008,0.0014,11.6510,45.2788,25.0000,60.0000,0.3344,0.3496,0.3647,-335333813.2935,-6004443591.0000
2004-02-25,22.22,22.9,22.21,22.81,0.350806599207,4933500,0.0000,1.0,0.3492,0.3490,52.4324,20.1551,32.1944,0.0024,-0.0014,0.0010,12.1213,-15.4018,30.0000,65.0000,0.3341,0.3492,0.3642,-387546496.9348,-6202851789.0000
2004-02-24,22.14,22.74,22.0,22.36,0.343885820179,4626000,0.0000,1.0,0.3494,0.3488,49.0287,14.6971,18.0206,0.0028,-0.0018,0.0010,12.6505,-64.7083,35.0000,70.0000,0.3341,0.3494,0.3646,-591750700.9190,-6479128065.0000
2004-02-23,22.45,22.46,21.8899,22.19,0.341271303657,3465700,0.0000,1.0,0.3499,0.3493,47.6852,17.6660,10.2503,0.0032,-0.0017,0.0015,13.0603,-104.2854,40.0000,75.0000,0.3347,0.3499,0.3650,-584749180.4067,-6738184324.0000
2004-02-20,22.5,22.51,22.21,22.4,0.344501000537,4957200,0.0000,1.0,0.3502,0.3502,49.2073,26.5789,15.8205,0.0036,-0.0011,0.0025,13.2281,-76.1870,45.0000,80.0000,0.3355,0.3502,0.3649,-594996136.6704,-6544104930.0000
2004-02-19,23.31,23.64,22.41,22.47,0.345577566164,5769300,0.0000,1.0,0.3500,0.3508,49.7097,39.1672,26.9274,0.0039,-0.0004,0.0034,13.6642,9.4112,50.0000,85.0000,0.3350,0.3500,0.3650,-669023730.5211,-6266501453.0000
