,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowD,SlowK,MACD,MACD_Hist,MACD_Signal,ADX,CCI,Aroon Up,Aroon Down,Real Upper Band,Real Middle Band,Real Lower Band,Chaikin A/D,OBV
2018-03-08,189.05,190.23,186.5699,187.18,187.18,14331400,0.0000,1.0,184.9270,186.3069,51.0513,72.0483,90.8050,-0.0443,0.0454,-0.0897,13.5931,48.2361,60.0000,10.0000,195.6175,184.9270,174.2365,194242076.6116,756502405.0000
2018-03-07,184.37,189.07,184.32,189.05,189.05,13728910,0.0000,1.0,184.5830,186.2150,52.5995,49.4103,75.6658,-0.1439,-0.0429,-0.1010,14.1417,44.8601,65.0000,15.0000,195.4034,184.5830,173.7626,203795690.6822,770833805.0000
2018-03-06,185.19,188.01,184.82,187.37,187.37,17856088,0.0000,1.0,184.3890,185.9166,51.3401,29.2947,49.6742,-0.4594,-0.3691,-0.0903,14.6139,38.0648,70.0000,20.0000,195.0196,184.3890,173.7584,190182392.5559,757104895.0000
2018-03-05,179.41,181.95,177.07,181.6,181.6,15656661,0.0000,1.0,184.0470,185.7636,46.7212,16.8815,22.8908,-0.6844,-0.6864,0.0020,15.0162,-59.3225,0.0000,25.0000,194.7120,184.0470,173.3820,179491129.8349,739248807.0000
2018-03-02,178.01,180.23,175.45,179.76,179.76,18909073,0.0000,1.0,184.3325,186.2019,45.1438,22.2017,15.3191,-0.3741,-0.5477,0.1736,14.8630,-91.5993,0.0000,30.0000,195.0258,184.3325,173.6392,166080301.3554,723592146.0000
2018-03-01,186.18,187.48,180.05,181.99,181.99,17286309,0.0000,1.0,184.9555,186.8799,46.7370,39.7862,12.4345,0.2147,-0.0958,0.3105,14.5254,-31.7227,0.0000,35.0000,195.9581,184.9555,173.9529,150889748.9872,742501219.0000
2018-02-28,187.25,188.24,185.0,186.14,186.14,19367576,0.0000,1.0,186.0705,187.3947,49.8471,63.1450,38.8515,0.7361,0.4017,0.3344,14.4923,0.8493,5.0000,40.0000,199.8215,186.0705,172.3195,159149021.7934,759787528.0000
2018-02-27,192.59,193.5667,187.21,188.26,188.26,23218450,0.0000,1.0,186.7465,187.5267,51.5106,75.1889,68.0726,0.9684,0.7343,0.2340,14.8433,29.5607,10.0000,45.0000,201.7196,186.7465,171.7734,164887562.8304,779155104.0000
2018-02-26,194.46,195.15,190.65,194.19,194.19,19463072,0.0000,1.0,187.4840,187.4496,56.5231,75.5186,82.5108,1.0348,0.9844,0.0504,15.3973,55.7609,15.0000,50.0000,204.0509,187.4840,170.9171,180435563.5407,802373554.0000
2018-02-23,190.18,193.405,189.95,193.29,193.29,16937275,0.0000,1.0,188.0355,186.7400,55.9044,71.3508,74.9832,0.5009,0.6965,-0.1957,16.1348,36.7197,20.0000,55.0000,206.1232,188.0355,169.9478,169276735.5940,782910482.0000
2018-02-22,190.2,190.74,187.77,188.75,188.75,12282843,0.0000,1.0,188.2875,186.0506,52.6773,71.9455,69.0618,-0.0963,0.2735,-0.3698,16.9034,5.2961,25.0000,60.0000,206.7965,188.2875,169.7785,153466978.1773,765973207.0000
2018-02-21,189.37,193.17,188.46,188.82,188.82,22071585,0.0000,1.0,188.6265,185.7664,52.7339,76.5061,70.0073,-0.3949,0.0432,-0.4382,17.4729,11.3069,30.0000,65.0000,207.4034,188.6265,169.8496,157643971.9247,778256050.0000
2018-02-20,183.67,188.83,183.0,187.19,187.19,14854901,0.0000,1.0,188.7995,185.4450,51.5846,80.5733,76.7675,-0.7774,-0.3284,-0.4490,18.1275,-20.7688,35.0000,70.0000,207.6440,188.7995,169.9550,176341556.6700,756184465.0000
2018-02-16,186.75,188.27,183.54,183.68,183.68,16114051,0.0000,1.0,188.6410,185.2613,49.0501,77.7083,82.7434,-1.0883,-0.7215,-0.3669,18.4220,-29.1529,40.0000,75.0000,207.5900,188.6410,169.6920,169844129.9890,741329564.0000
2018-02-15,189.25,189.56,184.431,187.45,187.45,14361054,0.0000,1.0,188.6595,185.4278,51.8179,65.8540,82.2089,-1.1120,-0.9255,-0.1865,18.6798,-11.9691,45.0000,80.0000,207.5898,188.6595,169.7292,185004283.6782,757443615.0000
2018-02-14,179.22,186.93,178.9002,186.76,186.76,21047363,0.0000,1.0,188.5070,185.2149,51.3405,48.8154,68.1726,-1.5098,-1.5547,0.0449,19.0127,-34.8114,50.0000,85.0000,207.5228,188.5070,169.4912,182459109.5534,743082561.0000
2018-02-13,177.42,182.15,177.0,179.25,179.25,15506955,0.0000,1.0,188.3605,185.0522,45.7862,33.8470,47.1804,-1.9254,-2.3590,0.4336,19.1300,-72.3452,55.0000,90.0000,207.4727,188.3605,169.2483,162302939.7861,722035198.0000
2018-02-12,180.44,180.79,175.0861,177.44,177.44,18280259,0.0000,1.0,188.5180,185.6630,44.3313,25.6827,31.0933,-1.6632,-2.6865,1.0233,18.8048,-91.4186,60.0000,95.0000,207.3776,188.5180,169.6584,164260128.2813,706528243.0000
2018-02-09,175.12,177.6164,168.88,176.67,176.67,28049543,0.0000,1.0,189.0355,186.5286,43.7209,22.0904,23.2673,-1.1201,-2.8150,1.6949,18.3297,-132.2852,65.0000,100.0000,207.2062,189.0355,170.8648,167452499.4641,688247984.0000
2018-02-08,182.27,183.1,171.39,173.7,173.7,32051274,0.0000,1.0,189.6395,187.5663,41.3650,18.7087,22.6877,-0.3321,-2.7308,2.3987,17.5153,-134.9250,70.0000,100.0000,206.9065,189.6395,172.3725,145480079.1909,660198441.0000
2018-02-07,183.5,186.83,180.3,180.3,180.3,19672104,0.0000,1.0,190.4440,189.0259,45.3748,12.5012,20.3161,0.9809,-2.1005,3.0814,16.7847,-84.2974,75.0000,95.0000,206.0886,190.4440,174.7994,164886017.0782,692249715.0000
2018-02-06,174.72,185.59,174.17,185.17,185.17,35804470,0.0000,1.0,190.9690,189.9445,48.6829,16.1753,13.1224,1.9704,-1.6361,3.6065,16.5206,-101.5433,80.0000,100.0000,205.9054,190.9690,176.0326,184558121.0782,711921819.0000
2018-02-05,183.7,190.4699,179.9,180.53,180.53,31083967,0.0000,1.0,191.2270,190.4470,45.0573,28.0249,4.0652,2.7089,-1.3066,4.0155,16.1218,-89.0441,85.0000,35.0000,205.9302,191.2270,176.5238,151387254.8260,676117349.0000
2018-02-02,194.79,195.68,186.8,187.31,187.31,32233916,0.0000,1.0,191.7355,191.4909,49.9568,51.8635,31.3383,4.0846,-0.2576,4.3422,16.0621,-20.7702,90.0000,40.0000,205.6035,191.7355,177.8675,178765813.2205,707201316.0000
2018-02-01,192.75,199.49,191.14,192.22,192.22,52628863,0.0000,1.0,191.6555,191.9310,53.9963,68.3603,48.6712,5.0906,0.6840,4.4066,16.4999,32.4430,95.0000,45.0000,205.6426,191.6555,177.6684,207297184.8151,739435232.0000
2018-01-31,202.82,206.2,202.8,204.29,204.29,26982494,0.0000,1.0,191.2445,191.9006,66.5662,83.3391,75.5810,5.8008,1.5652,4.2356,17.3188,155.0657,100.0000,0.0000,205.6188,191.2445,176.8702,246311874.8713,792064095.0000
2018-01-30,198.68,202.54,196.49,199.66,199.66,23377519,0.0000,1.0,190.2125,190.5965,63.4670,88.5387,80.8286,5.3939,1.5496,3.8443,17.0707,126.5546,95.0000,0.0000,203.6237,190.2125,176.8013,249645006.4831,765081601.0000
2018-01-29,204.83,205.69,201.82,203.01,203.01,21908591,0.0000,1.0,188.8510,189.6424,67.7861,91.8919,93.6077,5.2674,1.8105,3.4569,17.1144,190.3268,100.0000,5.0000,203.6103,188.8510,174.0917,248524431.1922,788459120.0000
2018-01-26,200.33,205.23,199.21,205.22,205.22,23768628,0.0000,1.0,187.3155,188.2353,70.8060,84.8606,91.1798,4.6884,1.6841,3.0043,16.4596,204.6912,100.0000,10.0000,202.2520,187.3155,172.3790,256959521.7839,810367711.0000
2018-01-25,196.34,199.59,194.1001,198.33,198.33,23421605,0.0000,1.0,185.7030,186.4475,66.3684,73.9127,90.8881,3.6561,1.0729,2.5832,15.8054,156.1392,100.0000,15.0000,199.4777,185.7030,171.9283,233269859.3255,786599083.0000
2018-01-24,194.71,198.86,192.4,195.53,195.53,34497260,0.0000,1.0,184.4030,185.1967,64.2718,56.5975,72.5139,2.9869,0.6718,2.3150,15.5815,148.4937,100.0000,20.0000,198.0727,184.4030,170.7333,220599350.8117,763177478.0000
2018-01-23,185.28,192.4,183.54,192.28,192.28,31305926,0.0000,1.0,183.4410,184.1089,61.6344,45.2371,58.3362,2.3743,0.2272,2.1471,15.4110,80.7024,55.0000,25.0000,196.5391,183.4410,170.3429,221667377.4371,728680218.0000
2018-01-22,184.975,185.04,181.68,184.02,184.02,16016347,0.0000,1.0,182.5930,183.2488,53.3135,35.0435,38.9426,1.8888,-0.2014,2.0902,15.8718,14.0469,60.0000,0.0000,195.4868,182.5930,169.6992,191209467.4913,697374292.0000
2018-01-19,185.15,185.239,182.8,184.05,184.05,15349322,0.0000,1.0,182.0240,183.1677,53.3535,29.0447,38.4326,2.0828,-0.0578,2.1406,16.1064,24.0642,65.0000,0.0000,195.6019,182.0240,168.4461,184917331.1699,713390639.0000
2018-01-18,184.28,185.845,182.69,184.4,184.4,14190653,0.0000,1.0,181.3855,183.0748,53.8000,23.5779,27.7554,2.2969,0.1419,2.1551,16.4876,31.6368,70.0000,5.0000,195.7031,181.3855,167.0679,184533440.7877,728739961.0000
2018-01-17,183.3,184.8,179.32,183.83,183.83,21346502,0.0000,1.0,180.8340,182.9353,53.1939,28.3866,20.9461,2.5012,0.3816,2.1196,16.8889,19.2651,75.0000,0.0000,195.4904,180.8340,166.1776,183341515.8923,714549308.0000
2018-01-16,190.4,191.74,181.75,182.4,182.4,27428505,0.0000,1.0,180.3200,182.8411,51.6832,42.6082,22.0320,2.7836,0.7595,2.0242,17.1689,48.2019,80.0000,0.0000,195.2388,180.3200,165.4012,169551987.2281,693202806.0000
2018-01-12,189.91,190.2,187.25,187.79,187.79,11789627,0.0000,1.0,179.7875,182.8875,58.4369,62.2563,42.1817,3.2492,1.4149,1.8343,17.7340,82.8165,85.0000,5.0000,195.1256,179.7875,164.4494,193411217.3032,720631311.0000
2018-01-11,189.73,190.43,188.1,188.75,188.75,12400372,0.0000,1.0,179.2215,182.3715,59.7582,78.8815,63.6108,3.2474,1.7668,1.4806,18.3032,100.4427,90.0000,10.0000,194.1671,179.2215,164.2759,200884641.8761,732420938.0000
2018-01-10,188.1,190.39,186.58,189.79,189.79,17943839,0.0000,1.0,178.5160,181.7001,61.1819,88.6889,80.9763,3.1001,2.0612,1.0389,18.7819,114.6496,95.0000,15.0000,192.9181,178.5160,164.1139,206366351.3868,744821310.0000
2018-01-09,191.13,192.49,188.0,190.8,190.8,19495092,0.0000,1.0,177.9910,180.8485,62.5569,92.3753,92.0573,2.7611,2.2375,0.5236,19.2904,150.9591,100.0000,20.0000,191.4452,177.9910,164.5368,194074115.2214,762765149.0000
2018-01-08,190.46,191.66,189.07,190.33,190.33,16230147,0.0000,1.0,177.3320,179.8010,62.1812,92.0088,93.0332,2.1854,2.2212,-0.0358,19.6340,185.0540,100.0000,25.0000,189.4354,177.3320,165.2286,189254615.8629,743270057.0000
2018-01-05,187.17,190.75,186.301,190.7,190.7,18168345,0.0000,1.0,176.5390,178.6926,62.6514,84.0769,92.0354,1.4667,2.0579,-0.5911,19.8505,219.6046,100.0000,0.0000,187.1138,176.5390,165.9642,189693268.4845,759500204.0000
2018-01-04,185.9,187.7472,184.43,185.71,185.71,19473795,0.0000,1.0,175.6355,177.4287,58.6448,68.0278,90.9578,0.4904,1.5960,-1.1056,20.1680,217.4972,100.0000,0.0000,184.0918,175.6355,167.1792,171933292.6686,741331859.0000
2018-01-03,185.19,185.635,181.4,184.0,184.0,20121856,0.0000,1.0,174.7980,176.5570,57.1483,45.7289,69.2375,-0.2548,1.2498,-1.5046,20.8085,217.2455,100.0000,5.0000,182.3688,174.7980,167.2272,176378474.6214,721858064.0000
2018-01-02,176.399,184.1,175.7,183.65,183.65,29916943,0.0000,1.0,174.0770,175.7735,56.8446,31.4553,43.8881,-1.0281,0.7889,-1.8170,21.7114,206.1683,100.0000,10.0000,180.6912,174.0770,167.4628,171793447.2212,701736208.0000
2017-12-29,172.28,173.67,171.2,172.43,172.43,9704583,0.0000,1.0,173.6250,174.9444,44.9684,34.6712,24.0611,-1.9646,0.0496,-2.0142,22.8327,-40.7054,35.0000,15.0000,178.5908,173.6250,168.6592,145081890.9712,671819265.0000
2017-12-28,173.04,173.53,171.67,172.3,172.3,9508057,0.0000,1.0,173.8575,175.2091,44.8012,49.8394,26.4165,-1.9889,0.0377,-2.0267,22.5977,-43.6185,0.0000,20.0000,179.0097,173.8575,168.7053,145121180.7809,662114682.0000
2017-12-27,172.29,173.87,171.73,172.97,172.97,10152340,0.0000,1.0,174.2380,175.5153,45.4777,67.5486,53.5360,-1.9778,0.0583,-2.0361,22.3964,-39.5912,0.0000,25.0000,179.9657,174.2380,168.5103,148188295.9422,671622739.0000
2017-12-26,174.55,175.15,171.73,172.33,172.33,12913823,0.0000,1.0,174.9240,175.7832,44.7202,68.0690,69.5657,-2.0030,0.0476,-2.0507,22.1902,-42.9110,0.0000,30.0000,182.7734,174.9240,167.0746,146575307.3441,661470399.0000
2017-12-22,175.94,176.66,175.04,176.29,176.29,12524722,0.0000,1.0,175.7090,176.1467,48.6973,58.6746,79.5441,-1.9409,0.1216,-2.0626,21.9732,3.1882,0.0000,35.0000,185.3088,175.7090,166.1092,154957964.3792,674384222.0000
2017-12-21,172.85,176.25,172.6508,175.32,175.32,14812355,0.0000,1.0,176.4540,176.1316,47.6131,43.2945,55.0971,-2.2366,-0.1437,-2.0930,22.0495,-26.4640,0.0000,40.0000,188.1929,176.4540,164.7151,148154411.6878,661859500.0000
2017-12-20,171.59,172.9,170.8,172.64,172.64,17121392,0.0000,1.0,177.1800,176.2171,44.5368,35.9176,41.3826,-2.4828,-0.4257,-2.0571,22.0707,-65.4834,5.0000,45.0000,190.2671,177.1800,164.0929,140996807.8269,647047145.0000
2017-12-19,171.6,173.0,170.51,171.28,171.28,23936180,0.0000,1.0,178.0930,176.5936,42.9209,33.7816,33.4037,-2.4880,-0.5373,-1.9506,21.5927,-75.0478,10.0000,50.0000,192.2868,178.0930,163.8992,128114998.6079,629925753.0000
2017-12-18,174.271,174.7,172.37,173.37,173.37,17023342,0.0000,1.0,178.9290,177.1529,44.8276,36.2246,32.9666,-2.3199,-0.5036,-1.8163,21.0896,-59.7953,15.0000,55.0000,193.3863,178.9290,164.4717,137247276.1179,653861933.0000
2017-12-15,172.97,173.55,170.0,173.55,173.55,41356671,0.0000,1.0,179.5170,177.5511,44.9911,46.8364,34.9744,-2.2845,-0.5941,-1.6904,20.7077,-76.4914,20.0000,60.0000,193.9787,179.5170,165.0553,139658307.3883,670885275.0000
2017-12-14,173.28,173.39,169.61,171.75,171.75,32830024,0.0000,1.0,180.1110,177.9723,43.0163,61.3224,40.7327,-2.2244,-0.6825,-1.5419,20.1400,-90.9360,25.0000,65.0000,194.5194,180.1110,165.7026,98301636.3883,629528604.0000
2017-12-13,175.19,177.7,174.3,176.47,176.47,18653366,0.0000,1.0,180.5975,178.6273,47.2411,75.3175,64.8022,-1.9320,-0.5607,-1.3713,19.5200,-50.2865,30.0000,70.0000,194.4917,180.5975,166.7033,93959040.6211,662358628.0000
2017-12-12,178.0,178.16,173.77,174.64,174.64,22656450,0.0000,1.0,180.8635,178.8544,45.2610,77.1062,78.4323,-2.0113,-0.7802,-1.2311,19.2240,-61.8579,35.0000,75.0000,194.6346,180.8635,167.0924,88801933.5505,643705262.0000
2017-12-11,179.19,180.68,178.15,179.29,179.29,15626196,0.0000,1.0,181.3585,179.2980,49.7702,66.7257,82.7180,-1.8970,-0.8610,-1.0360,18.9124,-24.4574,40.0000,80.0000,194.9091,181.3585,167.8079,102478378.3114,666361712.0000
2017-12-08,177.72,178.96,176.37,177.62,177.62,23543371,0.0000,1.0,181.7145,179.2989,48.0028,48.3179,70.1682,-2.1969,-1.3761,-0.8208,18.9453,-47.1341,45.0000,85.0000,195.4025,181.7145,168.0265,104022468.8252,650735516.0000
2017-12-07,173.76,175.82,172.26,174.47,174.47,15697869,0.0000,1.0,182.0900,179.4756,44.5036,28.7225,47.2910,-2.3777,-1.9009,-0.4767,18.7597,-91.9032,50.0000,90.0000,195.7200,182.0900,168.4600,104840578.2422,627192145.0000
2017-12-06,168.3,173.23,167.8653,172.63,172.63,23897802,0.0000,1.0,182.6615,180.0025,42.3507,16.4058,27.4945,-2.2531,-2.2516,-0.0015,18.1429,-140.8798,55.0000,95.0000,195.9190,182.6615,169.4040,101048396.4051,611494276.0000
2017-12-05,165.28,172.96,164.25,168.96,168.96,31609904,0.0000,1.0,183.4555,180.7785,37.7770,13.8391,11.3818,-1.8740,-2.4354,0.5614,17.1230,-202.5645,60.0000,100.0000,196.1028,183.4555,170.8082,82496161.2401,587596474.0000
2017-12-04,177.2,177.58,168.26,169.58,169.58,35895142,0.0000,1.0,184.3995,182.0226,38.2642,16.4286,10.3412,-0.9893,-2.1595,1.1703,16.0105,-210.4173,65.0000,100.0000,195.2719,184.3995,173.5271,79919464.1288,619206378.0000
2017-12-01,175.27,179.8,173.8,174.61,174.61,26782304,0.0000,1.0,185.0810,183.3323,42.4875,20.3065,19.7945,0.0913,-1.6188,1.7101,15.1061,-185.7666,70.0000,90.0000,193.6081,185.0810,176.5539,105646883.5022,655101520.0000
2017-11-30,179.53,179.8,176.32,177.08,177.08,25851122,0.0000,1.0,185.5910,184.2505,44.7939,27.4108,19.1500,0.9570,-1.1578,2.1148,14.5785,-191.7497,75.0000,95.0000,192.6449,185.5910,178.5371,125197965.4222,681883824.0000
2017-11-29,185.25,185.41,173.62,179.91,179.91,40204058,0.0000,1.0,186.0410,185.0052,47.6068,42.9798,21.9751,1.7966,-0.6077,2.4043,14.2400,-186.6995,80.0000,100.0000,191.9153,186.0410,180.1667,139757792.7555,707734946.0000
2017-11-28,188.83,189.1,186.5,186.69,186.69,13378145,0.0000,1.0,186.2900,185.5416,55.5454,65.1554,41.1073,2.5539,-0.0024,2.5562,13.8837,35.6764,85.0000,60.0000,191.4868,186.2900,181.0932,137063882.1686,747939004.0000
2017-11-27,190.49,191.4503,187.55,188.03,188.03,14952763,0.0000,1.0,186.0345,185.4207,57.3407,80.1571,65.8569,2.7930,0.2362,2.5568,14.3059,86.9865,90.0000,0.0000,191.6158,186.0345,180.4532,148486759.8224,761317149.0000
2017-11-24,189.39,191.7,188.7,191.19,191.19,9887763,0.0000,1.0,185.4405,185.1460,61.8168,86.6262,88.5020,2.9211,0.4234,2.4978,14.5995,126.5580,95.0000,0.0000,192.4035,185.4405,178.4775,159759125.8068,776269912.0000
2017-11-22,191.54,191.75,189.37,189.84,189.84,14417615,0.0000,1.0,184.3970,184.5098,60.5676,83.5988,86.1124,2.7205,0.3285,2.3919,14.7428,117.7806,100.0000,5.0000,193.5207,184.3970,175.2733,153233202.2268,766382149.0000
2017-11-21,190.35,191.56,188.8,190.9,190.9,19639467,0.0000,1.0,183.4160,183.9488,62.0827,76.6622,85.2641,2.5622,0.2524,2.3098,14.7977,117.2010,100.0000,10.0000,194.0774,183.4160,172.7546,161956465.0839,780799764.0000
2017-11-20,187.6,190.0,186.611,188.0,188.0,25992271,0.0000,1.0,182.5560,183.2171,59.4460,62.7973,79.4199,2.2150,-0.0317,2.2467,14.8755,86.7703,40.0000,15.0000,193.4365,182.5560,171.6755,151709786.6492,761160297.0000
2017-11-17,185.92,186.5,184.67,185.13,185.13,13418863,0.0000,1.0,181.8125,182.7136,56.6091,46.6136,65.3027,2.0349,-0.2197,2.2546,15.1199,51.3693,45.0000,20.0000,193.1269,181.8125,170.4981,156395911.6362,735168026.0000
2017-11-16,183.31,186.27,183.12,185.43,185.43,18381931,0.0000,1.0,181.4220,182.4592,57.0051,37.1656,43.6692,2.0677,-0.2418,2.3095,15.7653,48.7521,50.0000,25.0000,192.7904,181.4220,170.0536,163068679.5761,748586889.0000
2017-11-15,179.37,181.88,176.736,181.48,181.48,16536376,0.0000,1.0,181.0470,182.1465,52.8824,38.9165,30.8689,2.0489,-0.3211,2.3700,16.4711,-14.6127,55.0000,30.0000,192.3565,181.0470,169.7375,154490445.1094,730204958.0000
2017-11-14,184.3,184.38,181.15,181.79,181.79,14462614,0.0000,1.0,180.9535,182.2167,53.2632,45.1904,36.9589,2.3973,-0.0530,2.4503,16.9320,19.3491,60.0000,35.0000,192.2781,180.9535,169.6289,140525822.7641,746741334.0000
2017-11-13,186.77,187.88,184.0,184.54,184.54,17173912,0.0000,1.0,180.6300,182.2616,56.7041,50.4983,48.9217,2.7755,0.3120,2.4635,17.6984,62.6827,65.0000,40.0000,192.2073,180.6300,169.0527,149257122.2378,761203948.0000
2017-11-10,187.03,187.17,185.4,186.41,186.41,15030991,0.0000,1.0,180.3810,182.0218,59.1736,53.7925,49.6908,2.9379,0.5524,2.3855,18.1181,81.2359,70.0000,45.0000,191.8247,180.3810,168.9373,161650666.9801,778377860.0000
2017-11-09,184.21,185.13,181.05,185.13,185.13,19648355,0.0000,1.0,179.9830,181.5598,57.9837,56.7539,52.8824,2.9121,0.6646,2.2474,18.3596,53.9566,75.0000,50.0000,191.1095,179.9830,168.8565,159527645.6524,763346869.0000
2017-11-08,187.98,188.15,185.1,185.9,185.9,13944586,0.0000,1.0,179.7530,181.1840,58.9659,58.3969,58.8044,2.9670,0.8858,2.0813,18.8433,96.0269,80.0000,55.0000,190.6319,179.7530,168.8741,139879290.6524,782995224.0000
2017-11-07,189.58,189.86,187.0,188.51,188.51,17780967,0.0000,1.0,179.6925,180.6876,62.3675,60.5249,58.5748,2.9156,1.0558,1.8598,18.7484,132.8530,85.0000,60.0000,190.4467,179.6925,168.9383,146508683.9967,796939810.0000
2017-11-06,184.07,188.25,184.0,187.84,187.84,19873148,0.0000,1.0,179.4230,179.8642,61.8305,69.1046,57.8116,2.5419,0.9460,1.5959,18.3365,118.1262,90.0000,65.0000,189.5305,179.4230,169.3155,145513944.5841,779158843.0000
2017-11-03,186.51,186.93,182.06,183.21,183.21,19697343,0.0000,1.0,179.1355,179.0247,57.8854,81.2134,65.1883,2.0961,0.7367,1.3594,18.0620,85.0285,95.0000,70.0000,188.5740,179.1355,169.6970,129475145.1394,759285695.0000
2017-11-02,190.99,191.22,183.31,184.81,184.81,41215971,0.0000,1.0,178.9350,178.5841,59.9185,90.2043,84.3139,1.9680,0.7928,1.1752,17.9066,140.6597,100.0000,75.0000,188.1873,178.9350,169.6827,139869841.5480,778983038.0000
2017-11-01,187.88,188.88,183.58,186.08,186.08,28483511,0.0000,1.0,178.6390,177.9287,61.5487,83.6305,94.1380,1.6129,0.6360,0.9770,17.5471,159.0462,100.0000,80.0000,187.4906,178.6390,169.7874,165453965.1397,820199009.0000
2017-10-31,183.57,185.12,181.811,184.89,184.89,21211678,0.0000,1.0,178.2705,177.0707,60.5944,63.9294,92.1609,1.0070,0.1890,0.8180,17.3978,134.1189,100.0000,85.0000,186.4397,178.2705,170.1013,167066239.3472,791715498.0000
2017-10-30,178.43,181.9,177.59,181.58,181.58,20207867,0.0000,1.0,177.9540,176.2476,57.8287,37.0070,64.5927,0.3402,-0.4305,0.7707,17.6465,61.5466,35.0000,90.0000,185.5427,177.9540,170.3653,148803298.6938,770503820.0000
2017-10-27,173.19,177.0,171.11,176.15,176.15,19712550,0.0000,1.0,177.5555,175.6863,52.6494,17.6325,35.0347,-0.1789,-1.0572,0.8784,18.3013,-68.8398,40.0000,95.0000,185.1777,177.5555,169.9333,131596135.8423,750295953.0000
2017-10-26,170.62,171.45,168.58,170.32,170.32,13527415,0.0000,1.0,177.3835,175.6375,45.8685,11.7757,11.3936,-0.2859,-1.4286,1.1427,18.8346,-169.1440,45.0000,100.0000,185.2753,177.3835,169.4917,117573116.4026,730583403.0000
2017-10-25,174.69,175.44,169.3,170.22,170.22,17368460,0.0000,1.0,177.3795,176.1972,45.7419,17.5506,6.4691,0.1753,-1.3246,1.4998,18.3771,-135.5972,50.0000,100.0000,185.2856,177.3795,169.4734,114697951.5420,717055988.0000
2017-10-24,174.0,175.98,173.26,173.7,173.7,11943954,0.0000,1.0,177.4180,176.8264,49.5755,30.1096,17.4643,0.7715,-1.0595,1.8310,17.9816,-71.6349,55.0000,0.0000,185.1907,177.4180,169.6453,126861531.0208,734424448.0000
2017-10-23,177.8,178.01,173.05,173.13,173.13,17610931,0.0000,1.0,177.0840,177.1555,48.9092,34.3706,28.7183,1.1669,-0.9289,2.0958,18.0863,-49.7410,60.0000,5.0000,185.9625,177.0840,168.2055,134941264.6090,722480494.0000
2017-10-20,179.02,179.52,177.08,177.32,177.32,11953220,0.0000,1.0,176.9070,177.5793,53.8809,32.7148,44.1461,1.7127,-0.6154,2.3281,18.1966,18.6478,65.0000,10.0000,186.2240,176.9070,167.5900,151984101.0606,740091425.0000
2017-10-19,177.001,179.61,175.45,177.93,177.93,13528945,0.0000,1.0,176.9480,177.6066,54.6493,21.4407,30.2474,1.9578,-0.5241,2.4819,18.9310,13.3164,70.0000,15.0000,186.2792,176.9480,167.6168,161585867.9459,752044645.0000
2017-10-18,177.09,180.0,176.28,179.61,179.61,21752927,0.0000,1.0,176.9210,177.5725,56.7672,19.3518,23.7510,2.1801,-0.4329,2.6129,19.7040,32.6113,75.0000,20.0000,186.2438,176.9210,167.5982,158984147.7536,765573590.0000
2017-10-17,179.58,180.12,175.3,175.32,175.32,20121683,0.0000,1.0,176.8380,177.3580,52.2809,27.9016,10.3235,2.2610,-0.4602,2.7212,20.6522,-0.2957,80.0000,25.0000,186.0928,176.8380,167.5832,141792318.3504,743820663.0000
2017-10-16,180.0,180.05,178.51,179.56,179.56,12850335,0.0000,1.0,177.0755,177.5726,57.9246,49.4798,23.9809,2.7682,-0.0681,2.8362,21.6504,43.2883,85.0000,30.0000,186.4058,177.0755,167.7452,161747016.4292,763942346.0000
2017-10-13,180.96,181.4,177.97,178.45,178.45,18102139,0.0000,1.0,177.0965,177.3634,56.7639,71.8246,49.4006,2.9435,0.0903,2.8532,22.3472,41.4411,90.0000,35.0000,186.4509,177.0965,167.7421,157074167.3383,751092011.0000
2017-10-12,184.04,184.39,180.348,180.53,180.53,15441222,0.0000,1.0,177.0090,177.2490,59.6956,84.5127,75.0579,3.2376,0.4069,2.8306,23.0806,91.3282,95.0000,40.0000,186.3439,177.0090,167.6741,170109818.4549,769194150.0000
2017-10-11,183.0,184.7,182.601,184.69,184.69,11958885,0.0000,1.0,176.8375,176.9036,66.1912,89.0825,91.0153,3.3540,0.6251,2.7289,23.4319,143.4886,100.0000,45.0000,186.0323,176.8375,167.6427,184160490.0323,784635372.0000
2017-10-10,181.65,184.46,181.36,183.12,183.12,13194898,0.0000,1.0,176.5515,176.0840,64.8187,88.1753,87.4647,3.0303,0.4576,2.5726,23.3661,136.8240,100.0000,50.0000,185.0835,176.5515,168.0195,172315553.4363,772676487.0000
2017-10-09,178.97,183.132,178.75,182.09,182.09,15011614,0.0000,1.0,176.1610,175.3433,63.9054,89.3860,88.7676,2.7329,0.2746,2.4582,23.3256,114.6973,100.0000,55.0000,184.1525,176.1610,168.1695,170527857.5783,759481589.0000
2017-10-06,177.85,179.87,177.61,179.2,179.2,8749276,0.0000,1.0,175.7595,174.6332,61.2223,89.4693,88.2937,2.4184,0.0288,2.3896,23.4411,71.2325,35.0000,60.0000,183.3140,175.7595,168.2050,162655495.8777,744469975.0000
2017-10-05,179.0,179.73,176.03,178.89,178.89,11895266,0.0000,1.0,175.2495,174.1525,60.9263,86.4157,91.0968,2.2760,-0.1064,2.3824,23.9853,62.5751,40.0000,65.0000,183.1742,175.2495,167.3248,159093843.7007,735720699.0000
