,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowK,SlowD,MACD_Hist,MACD,MACD_Signal,ADX,CCI,Aroon Up,Aroon Down,Real Middle Band,Real Lower Band,Real Upper Band,Chaikin A/D,OBV
2003-09-11,86.75,88.42,86.4,87.92,56.5029728189,9753500,0.0000,1.0,54.3112,54.8024,61.3864,59.9867,74.3739,0.3590,1.0441,0.6851,20.3299,85.3751,90.0000,0.0000,54.3112,50.8232,57.7991,-44558505.9678,-24349600.0000
2003-09-10,88.99,89.0,87.61,87.84,56.4515597408,7322600,0.0000,1.0,54.0952,54.6234,61.2050,76.5915,84.0524,0.4328,1.0282,0.5954,20.5718,113.8069,95.0000,5.0000,54.0952,50.6422,57.5483,-49483540.6219,-34103100.0000
2003-09-09,89.2,89.97,88.93,89.42,57.466968033,8102500,0.0000,1.0,53.8918,54.4309,67.1204,86.5433,87.2541,0.5110,0.9982,0.4872,20.3194,174.5429,100.0000,0.0000,53.8918,50.5402,57.2435,-44584247.0969,-26780500.0000
2003-09-08,88.45,89.66,88.35,89.1,57.2613157207,9213400,0.0000,1.0,53.6219,54.1114,66.4974,89.0225,88.8770,0.4826,0.8420,0.3594,19.4308,207.2533,100.0000,5.0000,53.6219,50.6135,56.6303,-44116795.1735,-34883000.0000
2003-09-05,87.0,88.26,86.75,86.95,55.879589247,7896600,0.0000,1.0,53.3578,53.7798,61.8881,86.1966,83.8357,0.4125,0.6513,0.2388,18.5665,193.2676,95.0000,0.0000,53.3578,50.7766,55.9390,-45453089.8304,-44096400.0000
2003-09-04,86.33,88.29,85.69,87.91,56.4965461841,9889100,0.0000,1.0,53.1566,53.5588,65.7237,91.4121,72.4414,0.4034,0.5391,0.1357,18.0001,234.5950,100.0000,0.0000,53.1566,50.7735,55.5398,-39648304.3996,-36199800.0000
2003-09-03,86.24,87.3,86.0,86.33,55.4811378918,10835700,0.0000,1.0,52.8944,53.2495,62.0458,73.8983,51.0225,0.2904,0.3252,0.0348,17.4040,254.3684,100.0000,5.0000,52.8944,50.9199,54.8689,-46646744.3999,-46088900.0000
2003-09-02,82.4,85.96,82.3,85.76,55.1148197105,12406400,0.0000,1.0,52.6811,53.0146,60.5967,52.0140,34.7311,0.1887,0.1509,-0.0378,17.0345,190.8421,100.0000,10.0000,52.6811,50.9655,54.3966,-41312245.9376,-56924600.0000
2003-08-29,81.95,82.11,81.56,82.01,52.7048316751,4222700,0.0000,1.0,52.5271,52.7935,48.2477,27.1552,24.4912,0.0485,-0.0365,-0.0850,17.0355,14.4636,75.0000,15.0000,52.5271,51.2053,53.8489,-52362755.2274,-69331000.0000
2003-08-28,82.0,82.34,81.27,81.9,52.6341386927,5516300,0.0000,1.0,52.4981,52.8029,47.7917,25.0242,24.4023,0.0674,-0.0297,-0.0971,17.2330,14.1107,80.0000,20.0000,52.4981,51.1677,53.8284,-55049927.9551,-73553700.0000
2003-08-27,82.0,82.53,81.9,82.0,52.6984050403,3834100,0.0000,1.0,52.4719,52.8206,48.1582,21.2941,27.9807,0.1005,-0.0134,-0.1140,17.4408,37.8088,85.0000,25.0000,52.4719,51.1328,53.8111,-56029457.8612,-68037400.0000
2003-08-26,81.65,82.54,81.27,82.5,53.0197367784,5569600,0.0000,1.0,52.4333,52.8335,49.9784,26.8887,40.4214,0.1400,0.0009,-0.1391,17.9198,38.9997,90.0000,30.0000,52.4333,51.0781,53.7886,-53412532.4640,-64203300.0000
2003-08-25,82.85,83.03,81.75,81.96,52.6726985013,5150900,0.0000,1.0,52.4056,52.8139,47.9603,35.7594,54.5900,0.1607,-0.0134,-0.1741,18.4239,50.8075,95.0000,35.0000,52.4056,51.0770,53.7341,-58631291.5197,-69772900.0000
2003-08-22,84.25,84.72,82.96,82.97,53.3217886121,7434900,0.0000,1.0,52.4189,52.8288,51.6638,58.6161,69.4212,0.2181,0.0038,-0.2143,19.1514,143.4550,100.0000,40.0000,52.4189,51.0746,53.7631,-55170530.5824,-64622000.0000
2003-08-21,83.39,83.85,82.85,82.85,53.244668995,5185200,0.0000,1.0,52.4321,52.7769,51.2388,69.3946,77.0130,0.2284,-0.0404,-0.2688,19.8580,125.7888,100.0000,45.0000,52.4321,51.0479,53.8164,-47820118.0816,-72056900.0000
2003-08-20,82.0,83.31,82.0,83.05,53.3732016902,4829900,0.0000,1.0,52.3838,52.7276,51.9622,80.2528,80.6495,0.2375,-0.0884,-0.3259,20.8083,110.7805,95.0000,50.0000,52.3838,51.0499,53.7178,-42634918.0816,-66871700.0000
2003-08-19,83.1,83.81,82.56,82.85,53.244668995,6318300,0.0000,1.0,52.3544,52.6597,51.3092,81.3916,77.3254,0.2239,-0.1614,-0.3853,21.5439,145.0993,100.0000,55.0000,52.3544,51.0846,53.6243,-45547605.8678,-71701600.0000
2003-08-18,82.05,83.68,81.9,83.52,53.675253524,6847200,0.0000,1.0,52.3170,52.5981,53.6294,80.3040,75.8301,0.2021,-0.2392,-0.4413,22.5691,158.0495,100.0000,60.0000,52.3170,51.1119,53.5222,-42160997.0680,-65383300.0000
2003-08-15,81.8,81.98,81.2,81.79,52.5634457103,3623600,0.0000,1.0,52.2790,52.4847,47.8439,70.2807,76.4368,0.1130,-0.3788,-0.4918,23.5869,28.9017,0.0000,65.0000,52.2790,51.2071,53.3508,-47777239.7644,-72230500.0000
2003-08-14,81.0,81.75,80.69,81.56,52.4156331108,4562700,0.0000,1.0,52.3356,52.4764,47.0089,76.9056,82.5932,0.0818,-0.4383,-0.5200,23.7606,-10.9812,5.0000,70.0000,52.3356,51.1021,53.5691,-49635496.1742,-75854100.0000
2003-08-13,81.65,82.19,80.58,81.2,52.1842742594,5138400,0.0000,1.0,52.3871,52.4828,45.7166,82.1242,84.3761,0.0477,-0.4928,-0.5405,23.8061,-17.5849,0.0000,75.0000,52.3871,51.0619,53.7123,-52562511.2681,-80416800.0000
2003-08-12,81.45,81.54,80.65,81.51,52.383499937,4634200,0.0000,1.0,52.5595,52.5142,46.6472,88.7498,78.3432,0.0208,-0.5316,-0.5524,23.8540,-34.9829,5.0000,80.0000,52.5595,50.6266,54.4925,-51381636.7332,-75278400.0000
2003-08-11,80.87,81.5,80.28,81.02,52.0685948338,4261200,0.0000,1.0,52.7124,52.5280,44.9650,82.2543,60.8995,-0.0362,-0.5938,-0.5576,23.5254,-58.0954,10.0000,85.0000,52.7124,50.4110,55.0138,-55703418.7553,-79912600.0000
2003-08-08,81.05,81.27,80.35,80.88,51.9786219471,4613800,0.0000,1.0,52.8483,52.5763,44.4899,64.0256,41.0340,-0.0839,-0.6324,-0.5485,23.1561,-66.9004,15.0000,90.0000,52.8483,50.3988,55.2978,-56611543.3461,-84173800.0000
2003-08-07,79.69,80.82,79.38,80.69,51.8565158866,5298500,0.0000,1.0,52.9717,52.6393,43.8651,36.4187,27.8490,-0.1358,-0.6633,-0.5276,22.6359,-96.3769,20.0000,95.0000,52.9717,50.4619,55.4814,-57313643.3456,-88787600.0000
2003-08-06,79.7,80.68,78.73,79.75,51.2524122191,7472200,0.1600,1.0,53.0736,52.7217,40.7299,22.6576,26.0194,-0.1871,-0.6807,-0.4936,21.8301,-131.3775,25.0000,100.0000,53.0736,50.5878,55.5594,-61655469.7345,-94086100.0000
2003-08-05,81.13,81.33,79.8,79.85,51.213929617,7018100,0.0000,1.0,53.2519,52.8763,40.5289,24.4707,25.8727,-0.1847,-0.6315,-0.4469,20.9019,-121.3949,30.0000,100.0000,53.2519,50.8029,55.7009,-62000340.5034,-101558300.0000
2003-08-04,80.75,81.36,80.06,81.13,52.034891795,5888000,0.0000,1.0,53.4571,53.0513,43.5202,30.9299,22.8527,-0.1549,-0.5556,-0.4007,20.1575,-107.4539,35.0000,95.0000,53.4571,51.0379,55.8764,-55440939.8501,-94540200.0000
2003-08-01,81.15,81.27,80.05,81.27,52.1246845332,6475400,0.0000,1.0,53.6162,53.1583,43.8565,22.2175,20.4559,-0.1723,-0.5343,-0.3620,19.4429,-116.0991,40.0000,100.0000,53.6162,51.1737,56.0587,-59245493.6970,-88652200.0000
2003-07-31,81.8,82.54,81.1,81.25,52.1118569991,8050300,0.0000,1.0,53.7022,53.2671,43.7975,15.4108,29.7915,-0.1895,-0.5083,-0.3189,18.6437,-96.9867,45.0000,95.0000,53.7022,51.3566,56.0477,-65720893.6970,-95127600.0000
2003-07-30,82.45,82.45,80.58,80.96,51.9258577557,6654600,0.0000,1.0,53.8141,53.3887,42.9728,23.7394,39.9510,-0.1951,-0.4666,-0.2715,18.0774,-122.9584,50.0000,100.0000,53.8141,51.5714,56.0568,-59347739.5299,-103177900.0000
2003-07-29,82.55,82.88,81.6,81.8,52.464614185,7282700,0.0000,1.0,53.8984,53.5427,44.7811,50.2242,45.6690,-0.1648,-0.3875,-0.2227,17.4367,-95.8916,55.0000,5.0000,53.8984,51.8257,55.9711,-55397682.8455,-96523300.0000
2003-07-28,83.67,83.7,82.04,82.54,52.9392329441,6423500,0.0000,1.0,53.9209,53.6562,46.4158,45.8894,33.0597,-0.1543,-0.3359,-0.1815,17.0409,-67.3886,60.0000,10.0000,53.9209,51.9017,55.9400,-50390826.5955,-89240600.0000
2003-07-25,81.6,83.74,81.57,83.55,53.5870234127,6204700,0.0000,1.0,53.9491,53.7316,48.7218,40.8933,22.5638,-0.1704,-0.3134,-0.1430,16.7510,-62.1644,65.0000,15.0000,53.9491,51.9702,55.9280,-47836904.9082,-82817100.0000
2003-07-24,82.95,82.99,81.51,81.51,52.2786149415,5859100,0.0000,1.0,53.9747,53.7469,43.3183,12.3964,13.2591,-0.2457,-0.3460,-0.1004,16.4459,-119.3231,70.0000,20.0000,53.9747,52.0020,55.9475,-52955067.5809,-89021800.0000
2003-07-23,82.0,82.77,81.73,82.3,52.7853025358,5326800,0.0000,1.0,54.0062,53.9014,45.0653,14.4019,14.8237,-0.2105,-0.2495,-0.0390,15.7897,-111.0395,75.0000,25.0000,54.0062,52.1246,55.8877,-47095967.5809,-83162700.0000
2003-07-22,82.5,83.26,81.52,81.85,52.4966830201,8744300,0.0000,1.0,54.0488,54.0189,43.8397,12.9791,25.2573,-0.1879,-0.1742,0.0137,15.1538,-123.8344,80.0000,30.0000,54.0488,52.2427,55.8549,-47608159.8890,-88489500.0000
2003-07-21,83.2,83.43,82.21,82.5,52.9135778761,7036100,0.0000,1.0,54.0915,54.1791,45.2243,17.0902,42.5212,-0.1069,-0.0462,0.0607,14.4846,-103.2295,85.0000,35.0000,54.0915,52.3972,55.7858,-42180663.3374,-79745200.0000
2003-07-18,83.85,84.02,83.21,83.72,53.6960574519,8567200,0.0000,1.0,54.1691,54.3123,47.9231,45.7026,62.9846,-0.0120,0.0754,0.0874,13.9447,-52.8933,90.0000,40.0000,54.1691,52.5575,55.7806,-38489594.4858,-72709100.0000
2003-07-17,82.7,83.94,82.5,83.33,53.4459205383,13515700,0.0000,1.0,54.1957,54.3772,46.9618,64.7707,68.5148,0.0594,0.1498,0.0904,13.6281,-84.1228,95.0000,45.0000,54.1957,52.5988,55.7926,-40710720.4111,-81276300.0000
2003-07-16,87.0,87.03,85.85,86.74,55.6330150905,8837600,0.0000,1.0,54.2396,54.4752,55.4655,78.4804,60.2376,0.1926,0.2681,0.0755,13.2642,139.5972,100.0000,50.0000,54.2396,52.6797,55.7995,-42775619.0202,-67760600.0000
2003-07-15,86.15,87.0,85.82,86.44,55.4406020801,7910400,0.0000,1.0,54.1614,54.3534,54.7812,62.2933,47.5466,0.1651,0.1925,0.0274,13.8810,157.0434,100.0000,55.0000,54.1614,52.7379,55.5849,-47269313.9341,-76598200.0000
2003-07-14,86.0,86.58,85.42,85.42,54.7863978445,6455200,0.0000,1.0,54.0992,54.2389,52.4196,39.9390,45.5136,0.1267,0.1128,-0.0139,14.5195,132.9508,80.0000,60.0000,54.0992,52.8015,55.3968,-47671537.6641,-84508600.0000
2003-07-11,84.1,85.28,83.7,84.89,54.4464681927,4534700,0.0000,1.0,54.0135,54.1813,51.1605,40.4074,59.3542,0.1216,0.0760,-0.0456,15.0423,40.0993,85.0000,65.0000,54.0135,52.6830,55.3441,-41216337.6641,-90963800.0000
2003-07-10,85.0,85.22,83.47,84.03,53.8948842294,7509200,0.0000,1.0,53.9834,54.1534,49.0835,56.1945,74.3952,0.1386,0.0626,-0.0760,15.1013,6.7744,90.0000,70.0000,53.9834,52.6662,55.3006,-43512388.2969,-95498500.0000
2003-07-09,86.1,86.35,84.85,85.47,54.8184666796,6709700,0.0000,1.0,53.9815,54.1806,52.6448,81.4606,84.7347,0.2114,0.1007,-0.1106,15.1399,131.9268,95.0000,0.0000,53.9815,52.6637,55.2993,-40809076.2974,-87989300.0000
2003-07-08,86.09,86.75,85.19,86.25,55.3187405068,5873900,0.0000,1.0,53.8609,54.1135,54.6866,85.5305,83.8203,0.2174,0.0539,-0.1635,15.6037,192.6318,100.0000,0.0000,53.8609,52.4346,55.2872,-39646061.6314,-81279600.0000
2003-07-07,84.8,86.45,84.74,86.09,55.2161202345,7614900,0.0000,1.0,53.7246,53.9866,54.3415,87.2131,75.2104,0.1602,-0.0576,-0.2178,16.2027,183.0226,100.0000,5.0000,53.7246,52.3621,55.0871,-41754641.1183,-87153500.0000
2003-07-03,84.25,84.69,83.48,83.95,53.8435740933,3009500,0.0000,1.0,53.5309,53.8572,49.4501,78.7175,60.8794,0.0692,-0.1887,-0.2579,16.7280,46.9486,50.0000,10.0000,53.5309,51.9828,55.0790,-46163267.4333,-94768400.0000
2003-07-02,83.95,84.89,83.75,84.74,54.3502616875,6009700,0.0000,1.0,53.4652,53.8586,51.3805,59.7007,49.8647,0.0617,-0.2134,-0.2752,16.6110,84.7859,55.0000,15.0000,53.4652,51.8650,55.0654,-45491726.1110,-91758900.0000
2003-07-01,81.4,83.66,81.4,83.59,53.6126784807,5785800,0.0000,1.0,53.4494,53.8068,48.6060,44.2198,44.7984,-0.0029,-0.2935,-0.2906,16.5636,-41.6364,60.0000,20.0000,53.4494,51.8784,55.0205,-49919926.1114,-97768600.0000
2003-06-30,83.9,84.2,82.5,82.5,52.9135778761,7950900,0.0000,1.0,53.4568,53.8273,45.8221,45.6736,42.9711,-0.0265,-0.3164,-0.2898,15.9984,-32.0908,0.0000,25.0000,53.4568,51.8814,55.0322,-55347313.7221,-103554400.0000
2003-06-27,84.15,84.65,83.22,83.42,53.5036444415,4532900,0.0000,1.0,53.6117,53.9235,47.9027,44.5018,33.6931,0.0134,-0.2698,-0.2832,15.6950,4.3296,5.0000,30.0000,53.6117,51.7059,55.5175,-47396413.7221,-95603500.0000
2003-06-26,83.7,84.38,82.82,84.35,54.1001247739,6374400,0.0000,1.0,53.7599,53.9677,50.0866,38.7377,33.0275,0.0201,-0.2664,-0.2866,15.5803,-3.7242,10.0000,35.0000,53.7599,51.4856,56.0341,-44131457.7781,-91070600.0000
2003-06-25,83.55,84.16,82.09,82.49,52.907164109,5548000,0.0000,1.0,53.8564,53.9537,45.3529,17.8396,38.8848,-0.0275,-0.3191,-0.2916,15.3478,-58.7157,15.0000,40.0000,53.8564,51.3779,56.3349,-50260688.5479,-97445000.0000
2003-06-24,82.95,84.18,82.85,83.63,53.6383335488,5062800,0.0000,1.0,54.0193,54.0639,48.0037,42.5051,60.5143,0.0246,-0.2601,-0.2847,15.0136,-35.4219,20.0000,45.0000,54.0193,51.3881,56.6505,-46856843.1371,-91897000.0000
2003-06-23,84.79,84.79,82.97,83.18,53.3497140331,6311600,0.0000,1.0,54.1495,54.1087,46.8385,56.3098,72.6136,0.0354,-0.2555,-0.2909,14.8626,-35.3427,25.0000,50.0000,54.1495,51.3541,56.9450,-47732364.9419,-96959800.0000
2003-06-20,85.0,85.24,84.69,84.92,54.4657094938,11900000,0.0000,1.0,54.2162,54.1886,51.0400,82.7280,81.6543,0.0832,-0.2165,-0.2997,14.7355,13.8973,30.0000,55.0000,54.2162,51.4367,56.9958,-42877288.0186,-90648200.0000
2003-06-19,84.95,85.29,84.5,84.55,54.2284001142,7277100,0.0000,1.0,54.2534,54.1594,50.1364,78.8030,78.3956,0.0433,-0.2773,-0.3205,15.0869,4.2976,35.0000,60.0000,54.2534,51.4418,57.0651,-40930015.2958,-102548200.0000
2003-06-18,84.15,84.99,83.22,84.7,54.3246066194,5941400,0.0000,1.0,54.3057,54.1521,50.4953,83.4318,77.0403,0.0048,-0.3266,-0.3314,15.4568,-15.4534,40.0000,65.0000,54.3057,51.4592,57.1522,-34574067.1952,-95271100.0000
2003-06-17,84.95,84.95,83.8,84.3,54.0680559388,5873700,0.0000,1.0,54.3400,54.1340,49.5809,72.9519,74.8561,-0.0621,-0.3946,-0.3325,15.7446,-16.3541,45.0000,70.0000,54.3400,51.4769,57.2031,-38568567.7595,-101212500.0000
2003-06-16,83.1,84.55,82.55,84.5,54.1963312791,6492100,0.0000,1.0,54.4089,54.1409,50.0198,74.7373,73.9460,-0.1325,-0.4496,-0.3170,16.2082,-36.9314,0.0000,75.0000,54.4089,51.5092,57.3087,-37802432.9772,-95338800.0000
2003-06-13,84.15,84.29,82.51,82.75,53.0739220514,5727500,0.0000,1.0,54.5529,54.1351,46.0505,76.8792,68.0245,-0.2423,-0.5262,-0.2839,16.5684,-65.1510,0.0000,80.0000,54.5529,51.4322,57.6737,-43969927.9770,-101830900.0000
2003-06-12,84.8,84.98,83.55,83.95,53.8435740933,7072400,0.0000,1.0,54.7822,54.2468,48.5629,70.2214,51.2311,-0.2788,-0.5021,-0.2233,16.8656,-42.7896,0.0000,85.0000,54.7822,51.4623,58.1022,-39786922.3584,-96103400.0000
2003-06-11,82.75,84.15,82.29,83.97,53.8564016273,9815800,0.0000,1.0,54.9346,54.2892,48.6049,56.9728,32.7852,-0.3888,-0.5424,-0.1536,17.4464,-70.0203,5.0000,90.0000,54.9346,51.5226,58.3465,-36671109.7712,-89031000.0000
2003-06-10,82.35,82.92,81.21,81.71,52.4068902819,8896000,0.0000,1.0,55.1273,54.3348,43.3469,26.4991,16.1957,-0.5309,-0.5873,-0.0564,17.8055,-124.1921,10.0000,95.0000,55.1273,51.5493,58.7053,-44587077.5128,-98846800.0000
2003-06-09,80.0,82.0,79.81,82.0,52.5928895253,9756300,0.0000,1.0,55.3611,54.5377,43.8943,14.8835,10.6152,-0.5647,-0.4884,0.0763,17.7868,-164.2506,15.0000,100.0000,55.3611,51.9161,58.8061,-40893416.6947,-89950800.0000
2003-06-06,82.25,83.23,79.84,80.05,51.3422049573,15160900,0.0000,1.0,55.5391,54.7424,38.9709,7.2045,15.5354,-0.5915,-0.3740,0.2175,17.4508,-208.6328,20.0000,100.0000,55.5391,52.3244,58.7537,-50649716.6947,-99707100.0000
2003-06-05,84.0,84.25,81.75,81.9,52.5287518551,15256300,0.0000,1.0,55.7315,55.1003,42.3178,9.7575,30.4546,-0.4606,-0.0953,0.3653,17.1034,-189.0560,25.0000,100.0000,55.7315,53.1454,58.3175,-37367158.2873,-84546200.0000
2003-06-04,84.0,84.96,83.83,84.25,54.0359871037,10734400,0.0000,1.0,55.8848,55.3710,47.2106,29.6443,50.9770,-0.3394,0.1411,0.4805,17.1596,-146.0456,30.0000,95.0000,55.8848,53.7526,58.0169,-23941614.2868,-69289900.0000
2003-06-03,84.32,85.24,83.24,83.82,53.7601951221,21106600,0.0000,1.0,55.9841,55.5115,46.1278,51.9622,66.1288,-0.2781,0.2873,0.5654,17.7604,-184.0965,35.0000,100.0000,55.9841,54.0279,57.9403,-21186768.2681,-80024300.0000
2003-06-02,89.0,89.08,87.25,87.33,56.0114273444,7697200,0.0000,1.0,56.0656,55.6959,54.8521,71.3247,74.9031,-0.1371,0.4977,0.6349,18.3928,27.2143,40.0000,0.0000,56.0656,54.3681,57.7631,-12321996.2691,-58917700.0000
2003-05-30,87.45,88.68,87.45,88.04,56.4668048025,6184200,0.0000,1.0,56.0681,55.6627,56.9208,75.0994,70.8139,-0.1392,0.5299,0.6692,18.3186,42.1910,45.0000,5.0000,56.0681,54.3708,57.7655,-5297775.5038,-51220500.0000
2003-05-29,87.57,88.59,87.2,87.36,56.0306686455,6898900,0.0000,1.0,55.9941,55.5780,55.3900,78.2851,59.9964,-0.1870,0.5169,0.7040,18.3517,28.5447,50.0000,10.0000,55.9941,54.2444,57.7438,-5046385.2597,-57404700.0000
2003-05-28,87.6,88.7,87.4,87.57,56.1653577528,6539900,0.0000,1.0,55.9102,55.5304,55.9736,59.0572,40.5212,-0.2135,0.5372,0.7507,18.4112,45.6643,55.0000,15.0000,55.9102,54.0203,57.8001,264278.7683,-50505800.0000
2003-05-27,84.51,87.9,84.51,87.69,56.242322957,7163400,0.0000,1.0,55.8439,55.4636,56.2955,42.6468,28.0816,-0.2625,0.5416,0.8041,18.3990,-17.0130,60.0000,0.0000,55.8439,53.9020,57.7857,5093743.3831,-43965900.0000
2003-05-23,85.75,85.95,85.1,85.26,54.6837775723,5187200,0.0000,1.0,55.7564,55.3816,50.8577,19.8597,18.5790,-0.3382,0.5315,0.8697,18.5928,-77.5831,65.0000,5.0000,55.7564,53.7382,57.7746,-1182155.7321,-51129300.0000
2003-05-22,86.25,86.8,85.8,86.08,55.2097064675,6277300,0.0000,1.0,55.7072,55.4550,52.9706,21.7382,20.2087,-0.2847,0.6695,0.9543,19.3611,-30.5817,70.0000,10.0000,55.7072,53.5440,57.8704,2052216.0316,-45942100.0000
2003-05-21,85.77,86.18,85.08,86.18,55.2738441377,6741000,0.0000,1.0,55.6740,55.4809,53.2267,14.1391,29.1599,-0.2430,0.7824,1.0255,19.9246,-46.4449,75.0000,15.0000,55.6740,53.4613,57.8866,4814228.0320,-39664800.0000
2003-05-20,86.58,87.24,84.89,85.77,55.0108796901,7331900,0.0000,1.0,55.6551,55.5026,52.3287,24.7487,47.5817,-0.1776,0.9086,1.0862,20.7061,-37.4035,80.0000,0.0000,55.6551,53.4228,57.8874,-1926771.9680,-46405800.0000
2003-05-19,88.05,88.47,86.41,86.45,55.4470158471,7298400,0.0000,1.0,55.6456,55.5544,53.9611,48.5917,66.9079,-0.0473,1.0833,1.1306,21.5288,19.8197,85.0000,5.0000,55.6456,53.4007,57.8904,-85997.0749,-39073900.0000
2003-05-16,89.67,89.89,88.95,88.99,57.076112669,6831600,0.0000,1.0,55.5415,55.5657,60.6776,69.4045,78.8523,0.1036,1.2460,1.1424,21.8699,117.6855,90.0000,0.0000,55.5415,53.0866,57.9965,6928969.9150,-31775500.0000
2003-05-15,89.5,89.96,89.0,89.9,57.6597654674,7102900,0.0000,1.0,55.3849,55.4067,63.3618,82.7274,85.0499,0.1532,1.2697,1.1165,21.1552,147.0255,95.0000,5.0000,55.3849,52.9417,57.8280,13179157.1482,-24943900.0000
2003-05-14,90.0,90.4,88.3,88.7,56.8901134255,7752200,0.0000,1.0,55.1549,55.1696,61.2122,84.4249,81.0258,0.1439,1.2221,1.0782,20.3791,144.8988,100.0000,0.0000,55.1549,52.7457,57.5640,6964119.6483,-32046800.0000
2003-05-13,88.78,90.1,88.56,89.98,57.7110756035,8668300,0.0000,1.0,54.9604,54.9884,65.0815,87.9975,72.9744,0.1796,1.2219,1.0423,19.5621,182.5581,100.0000,0.0000,54.9604,52.5155,57.4054,11763100.6008,-24294600.0000
2003-05-12,87.55,89.26,87.1,89.0,57.082526436,8445700,0.0000,1.0,54.6379,54.7019,63.3987,70.6551,64.2328,0.1229,1.1203,0.9974,18.7640,147.5351,100.0000,5.0000,54.6379,52.0328,57.2430,4445704.4971,-32962900.0000
2003-05-09,86.9,87.7,86.4,87.55,56.1525302188,6222600,0.0000,1.0,54.3046,54.4513,60.7393,60.2708,62.7269,0.0716,1.0382,0.9667,18.1003,103.5997,85.0000,0.0000,54.3046,51.3528,57.2563,-1966771.4287,-41408600.0000
2003-05-08,86.37,86.78,85.75,86.05,55.1904651665,7188200,0.0000,1.0,54.0260,54.2722,57.7202,61.7724,68.9670,0.0644,1.0132,0.9488,17.7611,70.2701,90.0000,5.0000,54.0260,50.7870,57.2650,-6753386.8138,-47631200.0000
2003-05-07,86.95,87.81,86.5,86.68,55.5945324884,6754600,0.1600,1.0,53.7860,54.1755,59.5472,66.1376,74.7544,0.1317,1.0644,0.9327,17.6387,98.6202,95.0000,10.0000,53.7860,50.2315,57.3404,-3752487.7854,-40443000.0000
2003-05-06,86.3,88.34,86.0,87.51,56.0234631283,7459600,0.0000,1.0,53.5693,54.0261,61.5107,78.9910,77.5634,0.1733,1.0731,0.8997,17.2069,109.0173,100.0000,15.0000,53.5693,49.9544,57.1842,1145886.2616,-33688400.0000
2003-05-05,87.2,88.0,86.52,86.52,55.3896700933,7632500,0.0000,1.0,53.3439,53.8159,59.6427,79.1346,72.8745,0.1685,1.0249,0.8564,16.7523,110.0998,100.0000,20.0000,53.3439,49.8080,56.8798,-1021860.7468,-41148000.0000
2003-05-02,84.45,87.57,84.45,87.57,56.0618748274,8381900,0.0000,1.0,53.1605,53.6502,62.7093,74.5645,67.4421,0.1988,1.0131,0.8143,16.0694,105.7054,100.0000,25.0000,53.1605,49.6881,56.6329,6610639.2532,-33515500.0000
2003-05-01,85.3,86.23,84.47,85.89,54.9863472528,7485700,0.0000,1.0,52.9793,53.3964,59.5479,64.9245,62.6880,0.1503,0.9148,0.7646,15.4424,87.3622,90.0000,30.0000,52.9793,49.7626,56.1960,-1771260.7468,-41897400.0000
2003-04-30,85.66,85.67,84.68,84.9,54.3525542177,8444900,0.0000,1.0,52.8375,53.2290,57.5324,62.8373,62.0691,0.1586,0.8856,0.7270,15.0835,82.5629,95.0000,0.0000,52.8375,49.7394,55.9357,-6364758.4738,-49383100.0000
2003-04-29,85.34,86.49,84.97,85.66,54.8391024063,8682900,0.0000,1.0,52.6400,53.1107,59.7018,60.3022,64.3385,0.2126,0.8999,0.6873,14.8388,110.4493,100.0000,5.0000,52.6400,49.4511,55.8290,-1673147.3609,-40938200.0000
2003-04-28,84.05,85.5,83.62,85.12,54.4933971144,6363600,0.0000,1.0,52.4086,52.9288,58.6493,63.0677,73.7012,0.2214,0.8556,0.6342,14.4787,92.8135,80.0000,10.0000,52.4086,49.2198,55.5974,-873406.5722,-49621100.0000
2003-04-25,85.21,85.28,83.86,83.88,53.6995553332,6790700,0.0000,1.0,52.2719,52.7641,56.1511,69.6456,82.4213,0.2430,0.8218,0.5788,14.3293,91.4392,85.0000,15.0000,52.2719,49.2209,55.3229,-4664487.4228,-55984700.0000
2003-04-24,84.65,85.7,84.63,85.2,54.5446127132,5943500,0.0000,1.0,52.1941,52.6657,59.8050,88.3903,89.5255,0.3294,0.8475,0.5181,14.0918,135.6045,90.0000,20.0000,52.1941,49.2142,55.1741,1934925.2532,-49194000.0000
2003-04-23,85.24,85.97,84.96,85.75,54.8967199549,7084500,0.0000,1.0,52.0773,52.4679,61.3862,89.2280,88.4403,0.3462,0.7819,0.4357,13.5837,173.6776,95.0000,25.0000,52.0773,49.2987,54.8559,1546098.1508,-43250500.0000
2003-04-22,83.36,86.06,82.6,85.63,54.8198965567,9542600,0.0000,1.0,52.0037,52.2122,61.1734,90.9582,88.9468,0.3018,0.6510,0.3492,12.9377,159.4451,100.0000,30.0000,52.0037,49.4597,54.5477,-2452085.0173,-50335000.0000
2003-04-21,84.4,84.51,83.1,83.36,53.366653941,6703400,0.0000,1.0,51.8955,51.9377,56.9061,85.1346,84.8361,0.2086,0.4823,0.2737,12.2576,123.5364,0.0000,35.0000,51.8955,49.6765,54.1145,-9622824.9016,-59877600.0000
2003-04-17,81.89,84.4,81.89,84.26,53.9428294274,8802100,0.0000,1.0,51.9448,51.7873,59.3636,90.7476,75.6934,0.1863,0.4079,0.2216,11.8464,113.1682,5.0000,40.0000,51.9448,49.5597,54.3299,-5391600.7886,-53174200.0000
