,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowD,SlowK,MACD_Hist,MACD,MACD_Signal,ADX,CCI,Aroon Up,Aroon Down,Real Middle Band,Real Upper Band,Real Lower Band,Chaikin A/D,OBV
2009-05-21,17.51,17.6,16.9,17.15,7.08422265571,14052000,0.0000,1.0,6.9964,6.9014,59.6928,77.4597,63.1904,-0.0285,0.3021,0.3306,33.8877,51.9211,95.0000,0.0000,6.9964,7.3920,6.6009,1279543309.0563,1460668500.0000
2009-05-20,17.82,18.35,17.56,17.71,7.31554421181,11827700,0.0000,1.0,6.9855,6.8822,64.5011,79.4851,86.4462,-0.0129,0.3248,0.3378,34.2690,173.2859,100.0000,0.0000,6.9855,7.3829,6.5881,1283558166.1994,1474720500.0000
2009-05-19,17.75,18.06,17.36,17.87,7.38163608499,14503800,0.0000,1.0,6.9250,6.8366,65.9429,63.1011,82.7425,-0.0155,0.3255,0.3410,33.8762,162.7743,100.0000,0.0000,6.9250,7.4507,6.3992,1290894334.5545,1486548200.0000
2009-05-18,17.01,17.7,16.91,17.7,7.31141346974,15705500,0.0000,1.0,6.8510,6.7792,65.1567,47.4426,69.2668,-0.0300,0.3149,0.3449,33.6233,115.6612,100.0000,5.0000,6.8510,7.5005,6.2016,1284264025.9828,1472044400.0000
2009-05-15,16.9,17.065,16.63,16.91,6.98508484595,13384300,0.0000,1.0,6.7759,6.7232,61.2032,38.1782,37.2940,-0.0484,0.3040,0.3524,33.5694,51.6554,65.0000,10.0000,6.7759,7.5338,6.0179,1268558525.9828,1456338900.0000
2009-05-14,16.39,17.08,16.28,16.84,6.95616965144,17886800,0.0000,1.0,6.7238,6.6956,60.8290,48.0431,35.7669,-0.0457,0.3188,0.3645,33.9387,41.4133,70.0000,15.0000,6.7238,7.5564,5.8912,1264712462.7649,1442954600.0000
2009-05-13,16.82,16.91,16.11,16.17,6.67940993253,16903800,0.0000,1.0,6.6736,6.6682,57.0642,57.2878,41.4735,-0.0399,0.3360,0.3759,34.3274,19.8404,75.0000,20.0000,6.6736,7.5632,5.7840,1257557742.7648,1425067800.0000
2009-05-12,17.22,17.45,16.88,17.07,7.05117671912,9471500,0.0000,1.0,6.6354,6.6670,65.0417,64.9334,66.8890,-0.0046,0.3813,0.3859,34.8558,71.6952,80.0000,25.0000,6.6354,7.5844,5.6864,1271925972.7648,1441971600.0000
2009-05-11,17.05,17.49,16.87,17.23,7.1172685923,11211400,0.0000,1.0,6.5799,6.6265,66.6145,65.5957,63.5009,0.0087,0.3957,0.3870,34.4107,79.5126,85.0000,30.0000,6.5799,7.5547,5.6050,1275083139.4317,1451443100.0000
2009-05-08,16.87,17.575,16.8,17.38,7.1792297234,17382100,0.0000,1.0,6.5262,6.5749,68.0808,70.1422,64.4104,0.0167,0.4016,0.3848,33.9422,88.6848,90.0000,35.0000,6.5262,7.4950,5.5573,1273274849.1088,1462654500.0000
2009-05-07,17.45,17.58,16.44,16.74,6.9148622307,19794400,0.0000,1.0,6.4774,6.5113,64.9541,71.6070,68.8757,0.0163,0.3970,0.3807,33.4490,77.2541,95.0000,0.0000,6.4774,7.4072,5.5476,1264639870.3989,1445272400.0000
2009-05-06,17.32,17.62,16.81,17.15,7.08422265571,20788200,0.0000,1.0,6.4198,6.4688,69.0718,65.6140,77.1405,0.0356,0.4122,0.3766,32.9299,100.5368,100.0000,5.0000,6.4198,7.3765,5.4631,1274016165.1364,1465066800.0000
2009-05-05,16.61,17.265,16.56,17.19,7.100745624,19926800,0.0000,1.0,6.3463,6.4040,69.4801,55.6284,68.8047,0.0407,0.4084,0.3677,31.9027,101.0095,100.0000,10.0000,6.3463,7.3134,5.3791,1277352542.9146,1485855000.0000
2009-05-04,16.53,16.85,16.4,16.74,6.9148622307,12596900,0.0000,1.0,6.2808,6.3306,67.4222,51.7142,50.8968,0.0384,0.3959,0.3575,30.9758,93.8545,90.0000,15.0000,6.2808,7.2113,5.3502,1261665487.5956,1465928200.0000
2009-05-01,16.13,16.67,16.07,16.51,6.81985516302,14198700,0.0000,1.0,6.2306,6.2691,66.3196,58.8389,47.1836,0.0453,0.3932,0.3479,30.1955,91.7290,95.0000,0.0000,6.2306,7.1266,5.3346,1255227072.0405,1453331300.0000
2009-04-30,16.7,17.055,16.44,16.47,6.80333219473,18620100,0.0000,1.0,6.1705,6.2112,66.1302,71.4488,57.0621,0.0571,0.3936,0.3366,29.4633,123.4243,100.0000,0.0000,6.1705,7.0616,5.2794,1248601012.0401,1439132600.0000
2009-04-29,16.26,16.8,16.15,16.47,6.80333219473,19843500,0.0000,1.0,6.1015,6.1488,66.1302,82.8171,72.2711,0.0679,0.3902,0.3223,28.1997,134.6034,85.0000,5.0000,6.1015,6.9995,5.2035,1265404516.9181,1439132600.0000
2009-04-28,16.16,16.57,16.11,16.2,6.69180215875,21188900,0.0000,1.0,6.0208,6.0799,64.9287,88.2264,85.0132,0.0747,0.3801,0.3053,26.9785,145.4992,90.0000,0.0000,6.0208,6.9420,5.0995,1265709801.5325,1419289100.0000
2009-04-27,16.21,16.66,16.1,16.47,6.80333219473,19352400,0.0000,1.0,5.9439,6.0155,67.1931,85.3817,91.1671,0.0864,0.3730,0.2867,25.7942,178.3157,95.0000,5.0000,5.9439,6.8846,5.0033,1278607392.8367,1440478000.0000
2009-04-24,16.6,16.94,16.08,16.78,6.931385199,32018100,0.0000,1.0,5.8692,5.9326,69.8501,73.4040,88.4989,0.0822,0.3472,0.2651,24.5475,225.0834,100.0000,10.0000,5.8692,6.7611,4.9772,1272386978.5502,1459830400.0000
2009-04-23,16.03,16.85,15.85,16.62,6.86529332583,60294600,0.0000,1.0,5.7932,5.8275,69.2540,60.8167,76.4791,0.0517,0.2962,0.2445,23.2353,246.2470,100.0000,15.0000,5.7932,6.5605,5.0258,1252282590.1777,1427812300.0000
2009-04-22,14.22,15.1,14.06,14.78,6.10523678434,30776500,0.0000,1.0,5.7122,5.7182,60.7824,49.7154,55.2341,0.0019,0.2335,0.2316,21.8897,92.2217,100.0000,20.0000,5.7122,6.3387,5.0857,1219723506.1760,1367517700.0000
2009-04-21,13.85,14.32,13.67,14.29,5.90283042275,19298700,0.0000,1.0,5.6678,5.6775,57.8438,48.5812,50.7368,-0.0036,0.2275,0.2311,21.3648,42.5791,65.0000,25.0000,5.6678,6.3024,5.0331,1207886390.7907,1336741200.0000
2009-04-20,14.28,14.28,13.79,14.06,5.80782335506,13572500,0.0000,1.0,5.6424,5.6538,56.3865,48.3482,43.1754,0.0051,0.2371,0.2320,21.3964,42.1805,70.0000,0.0000,5.6424,6.2780,5.0067,1190369109.2523,1317442500.0000
2009-04-17,14.32,14.49,13.8,14.39,5.94413784348,17451200,0.0000,1.0,5.6017,5.6376,59.1747,54.8592,51.8314,0.0249,0.2556,0.2307,21.2746,63.9759,75.0000,5.0000,5.6017,6.2916,4.9118,1188984160.2724,1331015000.0000
2009-04-16,14.69,14.72,14.05,14.41,5.95239932763,18653200,0.0000,1.0,5.5573,5.6053,59.3436,63.3460,50.0379,0.0371,0.2617,0.2245,21.1339,84.7181,80.0000,0.0000,5.5573,6.2674,4.8472,1176591279.1126,1348466200.0000
2009-04-15,14.45,14.72,14.24,14.32,5.91522264897,24258200,0.0000,1.0,5.5121,5.5688,58.8413,71.8741,62.7083,0.0495,0.2647,0.2152,20.6715,96.9783,85.0000,0.0000,5.5121,6.2309,4.7932,1175199249.2616,1329813000.0000
2009-04-14,14.52,14.66,14.22,14.38,5.94000710141,12739900,0.0000,1.0,5.4670,5.5323,59.3054,74.1086,77.2917,0.0656,0.2685,0.2029,19.9386,108.9606,90.0000,0.0000,5.4670,6.1920,4.7421,1191371382.5941,1354071200.0000
2009-04-13,14.63,14.72,14.38,14.63,6.04327565324,10879500,0.0000,1.0,5.4088,5.4894,61.2166,68.7368,75.6222,0.0805,0.2669,0.1865,19.2047,140.0779,95.0000,5.0000,5.4088,6.1592,4.6584,1194845900.7752,1366811100.0000
2009-04-09,14.47,15.04,14.25,15.02,6.2043745941,17366700,0.0000,1.0,5.3530,5.4311,64.2870,67.5860,69.4121,0.0842,0.2505,0.1663,18.2316,184.1805,100.0000,10.0000,5.3530,6.0716,4.6345,1189726136.0694,1377690600.0000
2009-04-08,13.68,13.97,13.44,13.95,5.76238519225,11116200,0.0000,1.0,5.2935,5.3497,58.9162,71.0235,61.1762,0.0643,0.2096,0.1453,17.2073,113.4525,85.0000,0.0000,5.2935,5.9101,4.6770,1173238762.6510,1360323900.0000
2009-04-07,13.91,13.93,13.55,13.59,5.61367847762,11801700,0.0000,1.0,5.2456,5.3062,56.8417,76.5817,72.1697,0.0700,0.1992,0.1292,16.8092,115.5726,90.0000,0.0000,5.2456,5.8579,4.6334,1162961521.1419,1349207700.0000
2009-04-06,14.05,14.3,13.75,14.02,5.79130038677,12638500,0.0000,1.0,5.1942,5.2738,60.2966,72.7342,79.7245,0.0865,0.1982,0.1117,16.2544,161.3742,95.0000,0.0000,5.1942,5.8457,4.5427,1172278652.7199,1361009400.0000
2009-04-03,13.8,14.63,13.63,14.31,5.91109190689,18551500,0.0000,1.0,5.1168,5.2194,62.7398,60.6345,77.8507,0.0859,0.1760,0.0901,15.4222,190.6564,100.0000,0.0000,5.1168,5.8312,4.4023,1172508443.6288,1373647900.0000
2009-04-02,13.51,13.98,13.16,13.6,5.61780921969,26666800,0.0000,1.0,5.0366,5.1466,58.8629,48.6493,60.6272,0.0643,0.1329,0.0686,14.5462,146.9525,100.0000,5.0000,5.0366,5.7361,4.3372,1165829903.6292,1355096400.0000
2009-04-01,12.35,13.55,12.28,13.13,5.42366434224,24689800,0.0000,1.0,4.9718,5.0970,55.9826,48.7948,43.4256,0.0533,0.1059,0.0525,14.0597,97.9940,100.0000,10.0000,4.9718,5.6840,4.2595,1163878674.3601,1328429600.0000
2009-03-31,12.57,12.7,12.44,12.56,5.18821204407,13813500,0.0000,1.0,4.9238,5.0626,52.1203,59.1006,41.8952,0.0503,0.0895,0.0392,13.8804,64.1686,85.0000,15.0000,4.9238,5.6370,4.2107,1155519135.7776,1303739800.0000
2009-03-30,12.6,12.77,12.22,12.48,5.15516610748,13087500,0.0000,1.0,4.8796,5.0493,51.5535,69.9868,61.0637,0.0647,0.0913,0.0266,14.4930,61.7918,90.0000,20.0000,4.8796,5.6304,4.1289,1156581712.6998,1289926300.0000
2009-03-27,12.83,13.0425,12.69,12.85,5.30800356419,11170200,0.0000,1.0,4.8388,5.0382,54.3820,75.3106,74.3429,0.0853,0.0957,0.0104,15.1379,97.7284,95.0000,25.0000,4.8388,5.6137,4.0638,1157295576.3356,1303013800.0000
2009-03-26,12.9,13.19,12.78,13.1,5.41127211602,13284500,0.0000,1.0,4.7979,5.0098,56.3672,75.1690,74.5539,0.0952,0.0843,-0.0109,15.2711,120.7955,100.0000,30.0000,4.7979,5.5556,4.0402,1158325452.9316,1314184000.0000
2009-03-25,12.76,13.02,12.34,12.7,5.24604243309,11738200,0.0000,1.0,4.7638,4.9675,53.8040,75.8964,77.0349,0.0928,0.0581,-0.0347,15.2999,106.6575,90.0000,35.0000,4.7638,5.4674,4.0601,1150873172.4440,1300899500.0000
2009-03-24,12.9,12.99,12.54,12.63,5.21712723858,11472200,0.0000,1.0,4.7437,4.9382,53.3483,72.5561,73.9182,0.0984,0.0405,-0.0579,15.4868,120.0485,95.0000,40.0000,4.7437,5.4133,4.0741,1150182690.0912,1289161300.0000
2009-03-23,12.46,13.06,12.25,13.06,5.39474914773,13764100,0.0000,1.0,4.7268,4.9089,56.6064,74.0222,76.7361,0.1029,0.0204,-0.0825,15.4449,140.6997,100.0000,45.0000,4.7268,5.3640,4.0896,1157066010.0912,1300633500.0000
2009-03-20,12.36,12.45,11.9808,12.09,4.99406716662,15271000,0.0000,1.0,4.6952,4.8577,50.0719,73.2753,67.0139,0.0847,-0.0235,-0.1082,15.4008,88.0148,90.0000,50.0000,4.6952,5.2547,4.1357,1143301910.0912,1286869400.0000
2009-03-19,12.37,12.38,12.04,12.24,5.05602829772,12392800,0.0000,1.0,4.6971,4.8434,51.2047,77.2583,78.3167,0.0909,-0.0385,-0.1294,15.9085,93.2785,0.0000,55.0000,4.6971,5.2608,4.1334,1151464669.6821,1302140400.0000
2009-03-18,12.0,12.5,11.85,12.22,5.04776681357,12559200,0.0000,1.0,4.6954,4.8210,51.0645,78.1134,74.4953,0.0887,-0.0634,-0.1521,16.5119,88.6867,5.0000,60.0000,4.6954,5.2551,4.1358,1149277704.9763,1289747600.0000
2009-03-17,11.57,12.17,11.57,12.14,5.01472087699,11851300,0.0000,1.0,4.7010,4.7971,50.5242,83.8006,78.9630,0.0809,-0.0934,-0.1743,17.1471,61.2859,10.0000,65.0000,4.7010,5.2766,4.1254,1147538738.8229,1277188400.0000
2009-03-16,12.0,12.07,11.54,11.56,4.77513783674,12929600,0.0000,1.0,4.7047,4.7742,46.4522,89.3021,80.8818,0.0676,-0.1270,-0.1945,17.9673,32.2330,0.0000,70.0000,4.7047,5.2892,4.1202,1136872568.8229,1265337100.0000
2009-03-13,12.25,12.25,11.64,11.93,4.92797529345,16183400,0.0000,1.0,4.7384,4.7741,48.8908,87.0948,91.5571,0.0679,-0.1436,-0.2114,18.7321,42.5527,5.0000,75.0000,4.7384,5.4068,4.0699,1148826349.9546,1278266700.0000
2009-03-12,11.9,12.21,11.56,12.14,5.01472087699,19549000,0.0000,1.0,4.7683,4.7579,50.3150,76.2923,95.4675,0.0502,-0.1782,-0.2284,19.6277,36.3509,0.0000,80.0000,4.7683,5.5169,4.0197,1149622254.8720,1294450100.0000
2009-03-11,11.26,11.75,11.0,11.63,4.80405303125,18048800,0.0000,1.0,4.7933,4.7309,46.7352,55.5233,74.2598,0.0123,-0.2287,-0.2409,20.5340,-13.4824,0.0000,85.0000,4.7933,5.6039,3.9827,1134283808.7178,1274901100.0000
2009-03-10,10.6,11.15,10.46,11.1,4.58512370136,18487500,0.0000,1.0,4.8288,4.7232,42.6562,41.4131,59.1497,-0.0243,-0.2683,-0.2440,21.0541,-60.8624,0.0000,90.0000,4.8288,5.6984,3.9593,1122010624.7178,1256852300.0000
2009-03-09,10.29,10.84,10.22,10.27,4.24227210928,14741100,0.0000,1.0,4.8856,4.7377,35.2831,27.8215,33.1605,-0.0548,-0.2927,-0.2379,20.9564,-98.6522,5.0000,95.0000,4.8856,5.8293,3.9420,1106202472.5443,1238364800.0000
2009-03-06,10.54,10.6,9.91,10.43,4.30836398245,22854600,0.0000,1.0,4.9550,4.7899,36.1340,22.2003,31.9290,-0.0605,-0.2847,-0.2242,20.4815,-117.1309,10.0000,100.0000,4.9550,5.9034,4.0067,1118565975.7697,1253105900.0000
2009-03-05,10.61,10.79,10.42,10.46,4.32075620867,22896200,0.0000,1.0,5.0124,4.8406,36.2899,15.9676,18.3751,-0.0680,-0.2771,-0.2091,19.6795,-115.7028,15.0000,85.0000,5.0124,5.9359,4.0890,1106973062.7268,1275960500.0000
2009-03-04,10.62,10.99,10.42,10.81,4.46533218124,22134100,0.0000,1.0,5.0566,4.8953,38.1121,14.6312,16.2967,-0.0724,-0.2645,-0.1921,19.1665,-118.3844,20.0000,90.0000,5.0566,5.9266,4.1867,1124918732.9980,1298856700.0000
2009-03-03,10.43,10.73,10.3699,10.42,4.30423324038,20786700,0.0000,1.0,5.0986,4.9406,34.6378,15.7321,13.2311,-0.0854,-0.2594,-0.1740,18.6264,-157.5888,25.0000,95.0000,5.0986,5.9304,4.2667,1116764064.5769,1276722600.0000
2009-03-02,10.69,10.97,10.28,10.5,4.33727917697,25090100,0.0000,1.0,5.1360,5.0075,35.0209,19.2611,14.3659,-0.0801,-0.2327,-0.1527,17.7367,-179.1002,30.0000,100.0000,5.1360,5.8847,4.3872,1131766739.7497,1297509300.0000
2009-02-27,11.25,11.28,10.5,10.87,4.49011663368,29937400,0.0000,1.0,5.1674,5.0781,36.8098,21.8000,19.5993,-0.0660,-0.1986,-0.1326,16.8002,-175.3787,35.0000,100.0000,5.1674,5.8269,4.5078,1140857355.6906,1322599400.0000
2009-02-26,11.89,12.0682,11.4,11.45,4.72969967393,11582600,0.0000,1.0,5.1959,5.1400,39.8405,21.1706,23.8182,-0.0516,-0.1678,-0.1161,15.9411,-115.0926,40.0000,90.0000,5.1959,5.7809,4.6108,1142392606.9724,1352536800.0000
2009-02-25,11.65,12.15,11.59,11.73,4.84536045198,19479200,0.0000,1.0,5.2221,5.1832,41.4038,16.0745,21.9827,-0.0471,-0.1503,-0.1032,15.6346,-107.4944,45.0000,95.0000,5.2221,5.7668,4.6773,1152241803.7994,1364119400.0000
2009-02-24,11.6481,11.88,11.34,11.81,4.87840638857,17063200,0.0000,1.0,5.2295,5.2187,41.8496,13.8242,17.7110,-0.0462,-0.1377,-0.0915,15.4573,-130.3552,50.0000,100.0000,5.2295,5.7573,4.7017,1161981403.8002,1383598600.0000
2009-02-23,12.25,12.31,11.46,11.53,4.76274561052,14188700,0.0000,1.0,5.2308,5.2546,39.6907,11.6479,8.5300,-0.0430,-0.1229,-0.0799,14.9575,-121.8018,55.0000,0.0000,5.2308,5.7553,4.7062,1149341996.3923,1366535400.0000
2009-02-20,12.05,12.35,11.95,12.18,5.03124384528,14079600,0.0000,1.0,5.2405,5.3063,43.2302,14.8981,15.2318,-0.0213,-0.0905,-0.0692,14.5166,-69.1126,60.0000,5.0000,5.2405,5.7365,4.7445,1161193734.0388,1380724100.0000
2009-02-19,12.64,12.76,12.08,12.16,5.02298236113,10753200,0.0000,1.0,5.2299,5.3353,43.0818,18.0205,11.1819,-0.0112,-0.0751,-0.0638,14.4207,-40.6244,65.0000,10.0000,5.2299,5.7515,4.7083,1159081794.0389,1366644500.0000
2009-02-18,12.33,12.695,12.1,12.49,5.15929684955,10217700,0.0000,1.0,5.2531,5.3681,44.9221,29.0578,18.2807,0.0075,-0.0535,-0.0610,14.4235,-32.5770,70.0000,15.0000,5.2531,5.7769,4.7292,1167304829.3334,1377397700.0000
2009-02-17,12.7,12.72,12.28,12.32,5.08907423431,11482400,0.0000,1.0,5.2543,5.3901,43.7461,41.5881,24.5988,0.0238,-0.0391,-0.0629,14.3583,-33.8976,75.0000,20.0000,5.2543,5.7774,4.7312,1164127897.4005,1367180000.0000
2009-02-13,13.39,13.52,13.06,13.19,5.44844879468,8636900,0.0000,1.0,5.2737,5.4218,48.8132,57.4003,44.2939,0.0559,-0.0129,-0.0689,14.4258,64.9394,80.0000,25.0000,5.2737,5.7997,4.7478,1173522588.3088,1378662400.0000
2009-02-12,13.23,13.38,12.9,13.38,5.52693289408,17631600,0.0000,1.0,5.2789,5.4190,50.0151,70.5369,55.8717,0.0669,-0.0160,-0.0829,15.1580,59.9055,85.0000,30.0000,5.2789,5.8135,4.7442,1177277762.2220,1387299300.0000
2009-02-11,13.44,13.63,13.23,13.35,5.51454066786,14735700,0.0000,1.0,5.2694,5.4077,49.8298,83.5850,72.0352,0.0719,-0.0276,-0.0996,15.7951,84.0948,0.0000,35.0000,5.2694,5.7927,4.7461,1159646162.2220,1369667700.0000
2009-02-10,13.69,13.88,13.27,13.35,5.51454066786,21811600,0.0000,1.0,5.2855,5.3964,49.8298,87.4494,83.7037,0.0767,-0.0408,-0.1176,16.4812,86.4521,0.0000,40.0000,5.2855,5.8557,4.7152,1165540442.2219,1369667700.0000
2009-02-09,13.54,13.98,13.4,13.85,5.72107777152,9465900,0.0000,1.0,5.2991,5.3840,52.7725,86.6048,95.0160,0.0796,-0.0571,-0.1367,17.1658,105.8332,0.0000,45.0000,5.2991,5.9027,4.6956,1181630966.8114,1391479300.0000
2009-02-06,13.0,13.69,13.0,13.63,5.63020144591,12356400,0.0000,1.0,5.3061,5.3485,51.5772,75.5305,83.6284,0.0586,-0.0980,-0.1566,17.7670,64.7439,0.0000,50.0000,5.3061,5.9320,4.6803,1176408401.2939,1382013400.0000
2009-02-05,12.48,13.27,12.34,13.21,5.45671027883,15096800,0.0000,1.0,5.3276,5.3188,49.2475,65.1214,81.1700,0.0317,-0.1396,-0.1713,18.6417,4.6721,5.0000,55.0000,5.3276,6.0222,4.6330,1166200940.4244,1369657000.0000
2009-02-04,12.89,13.07,12.46,12.6,5.20473501236,11862800,0.0000,1.0,5.3561,5.3043,45.6390,51.9290,61.7930,0.0062,-0.1730,-0.1792,19.3092,-22.6463,0.0000,60.0000,5.3561,6.1135,4.5987,1153052114.6179,1354560200.0000
2009-02-03,12.25,12.92,12.14,12.84,5.30387282212,16805900,0.0000,1.0,5.4094,5.3148,46.8850,50.5747,52.4013,-0.0067,-0.1874,-0.1808,19.8243,-35.3271,5.0000,65.0000,5.4094,6.2608,4.5580,1159469694.9454,1366423000.0000
2009-02-02,11.97,12.39,11.93,12.23,5.05189755565,10888300,0.0000,1.0,5.4493,5.3160,43.1365,53.1524,41.5928,-0.0341,-0.2132,-0.1791,20.2250,-72.6701,10.0000,70.0000,5.4493,6.3504,4.5482,1146111159.0474,1349617100.0000
2009-01-30,12.32,12.41,11.97,12.02,4.96515197211,12249700,0.0000,1.0,5.4995,5.3438,41.7930,56.0080,57.7299,-0.0468,-0.2174,-0.1706,20.1166,-83.0881,15.0000,75.0000,5.4995,6.4181,4.5808,1142797328.6123,1338728800.0000
2009-01-29,12.55,12.77,12.21,12.25,5.06015903979,12877300,0.0000,1.0,5.5395,5.3836,42.8463,47.0789,60.1345,-0.0519,-0.2107,-0.1588,20.0291,-71.2401,20.0000,80.0000,5.5395,6.4310,4.6481,1152263005.8847,1350978500.0000
2009-01-28,12.4,12.95,12.29,12.72,5.25430391724,13704700,0.0000,1.0,5.5748,5.4177,45.0504,34.2729,50.1597,-0.0629,-0.2088,-0.1459,20.0947,-60.5533,25.0000,85.0000,5.5748,6.4432,4.7065,1163300691.5993,1363855800.0000
2009-01-27,11.92,12.18,11.8,12.09,4.99406716662,11454500,0.0000,1.0,5.5889,5.4348,41.1985,28.7856,30.9426,-0.0929,-0.2231,-0.1301,20.2164,-115.5921,30.0000,90.0000,5.5889,6.4450,4.7328,1159147752.2050,1350151100.0000
2009-01-26,12.0,12.18,11.61,11.87,4.90319084101,11715900,0.0000,1.0,5.6201,5.4812,39.7986,26.7665,21.7164,-0.1046,-0.2116,-0.1069,19.5595,-145.1594,35.0000,95.0000,5.6201,6.4316,4.8086,1153119067.9944,1338696600.0000
2009-01-23,11.43,12.15,11.33,12.0,4.95689048796,19939400,0.0000,1.0,5.6568,5.5421,40.3377,29.9893,33.6978,-0.1038,-0.1845,-0.0808,18.8681,-180.3082,40.0000,100.0000,5.6568,6.3987,4.9150,1154146778.5204,1350412500.0000
2009-01-22,11.97,11.97,11.44,11.67,4.82057599954,43396300,0.0000,1.0,5.6903,5.6037,38.3229,25.9904,24.8855,-0.0980,-0.1528,-0.0548,18.1090,-237.0648,45.0000,100.0000,5.6903,6.3597,5.0209,1141502280.9594,1330473100.0000
2009-01-21,12.8,13.34,12.72,13.28,5.48562547334,18134600,0.0000,1.0,5.7405,5.6861,45.4342,25.5086,31.3846,-0.0660,-0.0963,-0.0303,17.1265,-104.1055,50.0000,95.0000,5.7405,6.2793,5.2017,1147233867.7534,1373869400.0000
2009-01-20,13.21,13.32,12.52,12.55,5.18408130199,14502800,0.0000,1.0,5.7647,5.7072,40.6938,22.8430,21.7012,-0.0765,-0.0904,-0.0138,16.8065,-159.5308,55.0000,100.0000,5.7647,6.2989,5.2304,1132609190.3341,1355734800.0000
2009-01-16,13.69,13.71,12.9,13.26,5.4773639892,19358900,0.0000,1.0,5.8072,5.7623,44.2454,20.2277,23.4400,-0.0561,-0.0508,0.0053,16.4489,-112.0024,60.0000,90.0000,5.8072,6.2820,5.3324,1146024280.3341,1370237600.0000
2009-01-15,13.09,13.6,12.83,13.44,5.55171734652,18509900,0.0000,1.0,5.8436,5.7923,45.1954,17.2084,23.3880,-0.0488,-0.0295,0.0194,16.3187,-123.4153,65.0000,95.0000,5.8436,6.3230,5.3641,1148175269.2225,1389596500.0000
2009-01-14,13.69,13.73,12.78,12.92,5.3369187587,20385400,0.0000,1.0,5.8793,5.8176,41.7638,16.6534,13.8552,-0.0409,-0.0094,0.0316,16.0745,-158.5693,70.0000,100.0000,5.8793,6.3728,5.3858,1137357795.1961,1371086600.0000
2009-01-13,14.1,14.27,13.85,14.13,5.83673854957,16952600,0.0000,1.0,5.8997,5.8682,48.4733,24.6631,14.3819,-0.0035,0.0383,0.0418,15.8174,-29.9219,75.0000,50.0000,5.8997,6.3317,5.4678,1151734866.7756,1391472000.0000
2009-01-12,14.34,14.4,13.93,14.01,5.78716964469,10488900,0.0000,1.0,5.9026,5.8715,47.6814,41.0830,21.7230,0.0051,0.0477,0.0427,16.2829,-24.3945,80.0000,55.0000,5.9026,6.3336,5.4716,1146084000.1096,1374519400.0000
2009-01-09,14.62,14.735,14.07,14.19,5.86152300201,9306100,0.0000,1.0,5.8981,5.8804,48.7491,59.8138,37.8845,0.0227,0.0641,0.0414,16.8351,12.6758,85.0000,60.0000,5.8981,6.3357,5.4605,1153002210.7485,1385008300.0000
2009-01-08,14.46,14.8,14.28,14.67,6.05979862153,10289500,0.0000,1.0,5.8898,5.8824,51.6806,77.8938,63.6416,0.0407,0.0764,0.0357,17.5237,54.0273,90.0000,65.0000,5.8898,6.3360,5.4436,1158949718.2673,1394314400.0000
2009-01-07,14.54,14.76,14.37,14.59,6.02675268495,9716900,0.0000,1.0,5.8797,5.8637,51.2161,86.2147,77.9153,0.0454,0.0709,0.0256,18.4094,57.5255,95.0000,70.0000,5.8797,6.3192,5.4402,1153804968.2671,1384024900.0000
2009-01-06,14.78,15.48,14.74,15.18,6.27046646727,12891000,0.0000,1.0,5.8729,5.8466,54.9146,87.0392,92.1245,0.0520,0.0662,0.0142,19.3464,154.0838,100.0000,0.0000,5.8729,6.3072,5.4385,1152559211.8560,1393741800.0000
2009-01-05,14.63,14.87,14.25,14.77,6.10110604226,10398100,0.0000,1.0,5.8477,5.8019,52.6576,74.6373,88.6042,0.0332,0.0344,0.0012,20.0468,91.3405,45.0000,5.0000,5.8477,6.2436,5.4518,1150120374.0181,1380850800.0000
2009-01-02,14.03,14.72,13.81,14.66,6.05566787946,9000400,0.0000,1.0,5.8194,5.7704,52.0457,57.2092,80.3889,0.0177,0.0106,-0.0071,20.9631,61.6520,50.0000,10.0000,5.8194,6.2197,5.4191,1143076499.8250,1370452700.0000
2008-12-31,13.74,14.24,13.56,13.96,5.76651593433,10360800,0.0000,1.0,5.7981,5.7404,47.9815,36.6594,54.9188,-0.0039,-0.0154,-0.0115,21.8085,-14.4220,55.0000,0.0000,5.7981,6.1911,5.4052,1135262965.7591,1361452300.0000
2008-12-30,13.48,13.96,13.37,13.96,5.76651593433,9494600,0.0000,1.0,5.7837,5.7377,47.9815,23.8914,36.3199,-0.0083,-0.0188,-0.0105,22.3019,-30.9568,60.0000,0.0000,5.7837,6.2007,5.3666,1133434589.2885,1361452300.0000
2008-12-29,13.66,13.7599,13.11,13.4,5.53519437822,7363600,0.0000,1.0,5.7479,5.7346,44.5909,17.4126,18.7396,-0.0145,-0.0229,-0.0085,22.5759,-66.0245,65.0000,5.0000,5.7479,6.2732,5.2227,1123939989.2885,1351957700.0000
2008-12-26,13.7,13.97,13.53,13.6,5.61780921969,3441400,0.0000,1.0,5.7424,5.7556,45.5993,19.3701,16.6147,0.0005,-0.0043,-0.0049,22.6859,-24.5571,70.0000,10.0000,5.7424,6.2788,5.2059,1124731981.3490,1359321300.0000
