,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowD,SlowK,MACD_Signal,MACD,MACD_Hist,ADX,CCI,Aroon Down,Aroon Up,Real Lower Band,Real Upper Band,Real Middle Band,Chaikin A/D,OBV
2005-04-28,11.31,11.58,11.27,11.51,1.64428407,457200,0.0000,1.0,1.6411,1.6152,54.4000,35.7303,44.6089,0.0459,0.0378,-0.0082,26.0270,-2.0302,0.0000,55.0000,1.5307,1.7515,1.6411,-571064352.1868,-191754317.0000
2005-04-27,11.27,11.7,11.27,11.5,1.6428555,617000,0.0000,1.0,1.6364,1.6122,54.3154,34.0346,33.8936,0.0480,0.0401,-0.0079,25.7528,12.4869,0.0000,60.0000,1.5191,1.7537,1.6364,-572819411.8965,-194954720.0000
2005-04-26,11.45,11.54,11.29,11.3,1.6142841,603000,0.0000,1.0,1.6275,1.6089,52.6458,34.5096,28.6885,0.0500,0.0426,-0.0074,25.4641,3.2938,0.0000,65.0000,1.4884,1.7666,1.6275,-573120737.7570,-199273724.0000
2005-04-25,11.3,11.5,11.1,11.5,1.6428555,1207800,0.0000,1.0,1.6189,1.6084,54.5393,37.9447,39.5217,0.0518,0.0481,-0.0037,25.2856,10.4155,0.0000,70.0000,1.4582,1.7797,1.6189,-569237414.0770,-195052720.0000
2005-04-22,11.36,11.43,11.03,11.2,1.5999984,2427600,0.0000,1.0,1.6066,1.6047,52.0834,33.9951,35.3187,0.0527,0.0515,-0.0012,25.1288,1.2498,0.0000,75.0000,1.4196,1.7936,1.6066,-577692022.0770,-203507328.0000
2005-04-21,11.75,12.22,11.5,12.05,1.72142685,2430400,0.0000,1.0,1.5911,1.6052,60.9457,29.8665,38.9937,0.0530,0.0595,0.0065,25.0166,81.2724,5.0000,80.0000,1.3587,1.8236,1.5911,-575143039.6770,-186514112.0000
2005-04-20,11.6,11.65,11.15,11.45,1.63571265,787600,0.0000,1.0,1.5707,1.5930,55.9155,27.5074,27.6730,0.0514,0.0565,0.0050,24.2422,41.0096,10.0000,85.0000,1.3168,1.8246,1.5707,-584122026.4270,-203526929.0000
2005-04-19,11.39,11.67,11.04,11.62,1.65999834,661400,0.0000,1.0,1.5543,1.5885,57.9236,35.7952,22.9329,0.0502,0.0605,0.0103,23.8307,48.9962,15.0000,90.0000,1.2778,1.8308,1.5543,-585224667.4270,-198013724.0000
2005-04-18,11.79,11.89,10.88,11.33,1.61856981,949700,0.0000,1.0,1.5378,1.5810,55.3233,51.3115,31.9163,0.0476,0.0623,0.0147,23.3976,47.9733,20.0000,95.0000,1.2494,1.8262,1.5378,-589119581.9032,-202643528.0000
2005-04-15,12.58,13.0,11.55,11.69,1.66999833,2095800,0.0000,1.0,1.5226,1.5770,59.6723,66.1975,52.5363,0.0439,0.0679,0.0240,22.9416,104.5784,25.0000,100.0000,1.2210,1.8241,1.5226,-588395552.5368,-195995622.0000
2005-04-14,12.23,12.23,11.78,11.98,1.71142686,876800,0.0000,1.0,1.5048,1.5672,63.4919,75.0185,69.4820,0.0379,0.0688,0.0309,21.4392,107.2965,30.0000,95.0000,1.1982,1.8114,1.5048,-576557884.6885,-181325008.0000
2005-04-13,11.73,12.35,11.7,12.11,1.72999827,1364900,0.0000,1.0,1.4847,1.5521,65.2711,80.5665,76.5743,0.0302,0.0647,0.0345,20.3462,122.6844,35.0000,100.0000,1.1823,1.7871,1.4847,-575875928.4663,-175187402.0000
2005-04-12,11.71,11.9,11.63,11.67,1.66714119,592400,0.0000,1.0,1.4639,1.5333,61.8320,84.4549,78.9992,0.0216,0.0567,0.0351,19.1957,115.2712,40.0000,90.0000,1.1750,1.7529,1.4639,-578374747.7432,-184741711.0000
2005-04-11,12.04,12.04,11.5,11.89,1.69856973,1072600,0.0000,1.0,1.4484,1.5192,64.8840,86.7878,86.1259,0.0128,0.0521,0.0393,18.3261,138.8816,45.0000,95.0000,1.1718,1.7251,1.4484,-575456626.4099,-180594907.0000
2005-04-08,11.38,12.17,11.38,12.01,1.71571257,3469300,0.0000,1.0,1.4309,1.5004,66.5871,88.0692,88.2396,0.0030,0.0422,0.0392,17.4107,166.5843,50.0000,100.0000,1.1762,1.6855,1.4309,-578793607.2988,-173086700.0000
2005-04-07,11.04,11.37,10.931,11.24,1.60571268,1068200,0.0000,1.0,1.4157,1.4777,60.2224,88.5563,85.9979,-0.0068,0.0272,0.0340,16.4472,133.5202,55.0000,100.0000,1.1972,1.6343,1.4157,-593241719.0456,-197371824.0000
2005-04-06,10.93,11.2,10.8,11.1,1.5857127,1294100,0.0000,1.0,1.4069,1.4642,58.8691,91.6089,89.9700,-0.0154,0.0189,0.0342,16.1313,138.6055,60.0000,100.0000,1.2062,1.6076,1.4069,-596290593.4260,-204849231.0000
2005-04-05,10.52,10.92,10.51,10.82,1.54571274,659100,0.0000,1.0,1.3999,1.4514,56.0266,92.7797,89.7010,-0.0239,0.0100,0.0339,15.9763,118.8114,65.0000,95.0000,1.2156,1.5843,1.3999,-600819947.9260,-213907940.0000
2005-04-04,10.96,11.0,10.61,10.96,1.56571272,890400,0.0000,1.0,1.3983,1.4415,57.9282,93.2446,95.1556,-0.0324,0.0026,0.0350,16.1240,134.5266,70.0000,100.0000,1.2186,1.5780,1.3983,-603183064.6090,-209294236.0000
2005-04-01,10.9,11.0,10.75,10.83,1.54714131,1453600,0.0000,1.0,1.3964,1.4284,56.6296,90.2574,93.4825,-0.0411,-0.0089,0.0323,16.1282,138.8617,75.0000,100.0000,1.2231,1.5698,1.3964,-608137346.3013,-215527042.0000
2005-03-31,10.26,10.85,10.25,10.85,1.54999845,1952200,0.0000,1.0,1.3945,1.4160,56.8863,79.8899,91.0959,-0.0492,-0.0215,0.0277,15.9192,115.5554,80.0000,0.0000,1.2271,1.5619,1.3945,-604474270.7013,-205351832.0000
2005-03-30,10.13,10.31,9.9,10.25,1.46428425,805800,0.0000,1.0,1.3933,1.4018,50.4926,64.7184,86.1939,-0.0562,-0.0376,0.0185,15.8543,48.0683,85.0000,5.0000,1.2301,1.5564,1.3933,-618139683.7013,-219017245.0000
2005-03-29,9.83,10.37,9.75,10.1,1.4428557,1451100,0.0000,1.0,1.3971,1.3953,48.6853,43.0927,62.3800,-0.0608,-0.0489,0.0119,16.4156,31.3258,90.0000,0.0000,1.2241,1.5702,1.3971,-622129379.9208,-224657850.0000
2005-03-28,9.65,9.93,9.5,9.78,1.39714146,1787900,0.0000,1.0,1.4014,1.3903,44.5853,31.6322,45.5814,-0.0638,-0.0604,0.0033,17.0066,-13.2929,95.0000,5.0000,1.2200,1.5828,1.4014,-623440052.1789,-234815560.0000
2005-03-24,9.11,9.22,8.91,9.03,1.28999871,968000,0.0000,1.0,1.4101,1.3895,32.5940,24.0239,21.3167,-0.0646,-0.0696,-0.0051,17.5818,-90.9891,100.0000,10.0000,1.2144,1.6057,1.4101,-627223751.1556,-247330872.0000
2005-03-23,9.1,9.25,9.05,9.19,1.31285583,837500,0.0000,1.0,1.4199,1.4000,34.0890,24.3509,27.9986,-0.0633,-0.0694,-0.0061,16.9439,-89.8480,100.0000,15.0000,1.2297,1.6100,1.4199,-625693685.2846,-240554866.0000
2005-03-22,9.35,9.39,9.15,9.15,1.30714155,613900,0.0000,1.0,1.4270,1.4092,33.3631,18.7419,22.7564,-0.0618,-0.0705,-0.0087,16.4335,-92.9117,80.0000,20.0000,1.2428,1.6112,1.4270,-628038687.2846,-246417371.0000
2005-03-21,9.25,9.5,9.16,9.31,1.32999867,884900,0.0000,1.0,1.4346,1.4199,34.8204,13.9646,22.2976,-0.0596,-0.0702,-0.0106,16.0138,-93.2984,85.0000,25.0000,1.2584,1.6107,1.4346,-623741383.2846,-242120067.0000
2005-03-18,9.25,9.25,9.15,9.2,1.3142844,997600,0.0000,1.0,1.4443,1.4294,32.9063,9.2598,11.1717,-0.0569,-0.0712,-0.0143,15.5836,-121.8216,90.0000,30.0000,1.2709,1.6177,1.4443,-623012641.4023,-248314373.0000
2005-03-17,9.22,9.24,9.15,9.2,1.3142844,650700,0.0000,1.0,1.4536,1.4415,32.9063,7.9449,8.4244,-0.0534,-0.0698,-0.0165,14.6471,-143.6906,95.0000,0.0000,1.2894,1.6178,1.4536,-623012641.4023,-248314373.0000
2005-03-16,9.11,9.32,9.1,9.17,1.30999869,1037200,0.0000,1.0,1.4661,1.4549,32.4178,8.4692,8.1833,-0.0493,-0.0671,-0.0178,13.6416,-168.0280,100.0000,0.0000,1.3083,1.6239,1.4661,-623518741.8467,-252869277.0000
2005-03-15,9.47,9.62,9.12,9.2,1.3142844,1505100,0.0000,1.0,1.4809,1.4702,32.6436,10.6725,7.2269,-0.0448,-0.0621,-0.0173,12.5832,-175.4933,100.0000,5.0000,1.3288,1.6330,1.4809,-620878593.8467,-245608870.0000
2005-03-14,9.42,9.75,9.4,9.5,1.3571415,884400,0.0000,1.0,1.4949,1.4866,34.9565,13.4081,9.9975,-0.0405,-0.0553,-0.0148,11.4869,-166.6724,95.0000,10.0000,1.3558,1.6341,1.4949,-613714311.0467,-235073160.0000
2005-03-11,9.99,9.999,9.37,9.43,1.34714151,1364300,0.0000,1.0,1.5067,1.5002,33.9187,15.3212,14.7929,-0.0368,-0.0502,-0.0134,10.5887,-191.4174,100.0000,0.0000,1.3766,1.6368,1.5067,-611061108.4753,-241263966.0000
2005-03-10,9.97,10.099,9.86,9.89,1.41285573,736200,0.0000,1.0,1.5203,1.5163,37.6712,16.5855,15.4338,-0.0335,-0.0419,-0.0084,9.6432,-153.9053,95.0000,0.0000,1.4037,1.6369,1.5203,-603332959.8569,-231713857.0000
2005-03-09,10.1,10.24,9.72,10.01,1.42999857,1388800,0.0000,1.0,1.5316,1.5272,38.7332,18.0739,15.7369,-0.0314,-0.0374,-0.0061,9.1379,-160.9654,100.0000,0.0000,1.4150,1.6481,1.5316,-599473296.6979,-226560452.0000
2005-03-08,10.58,10.62,10.06,10.12,1.44571284,1096900,0.0000,1.0,1.5422,1.5374,39.7080,24.4729,18.5859,-0.0298,-0.0329,-0.0030,8.6060,-115.0914,60.0000,0.0000,1.4258,1.6586,1.5422,-600595020.8132,-216838843.0000
2005-03-07,10.69,10.82,10.5,10.59,1.51285563,605500,0.0000,1.0,1.5523,1.5471,44.2259,34.1695,19.8990,-0.0291,-0.0282,0.0009,8.4237,-51.2990,65.0000,0.0000,1.4362,1.6684,1.5523,-594562065.3132,-209160536.0000
2005-03-04,10.6,10.81,10.5,10.7,1.5285699,785700,0.0000,1.0,1.5625,1.5507,45.3738,49.3510,34.9337,-0.0293,-0.0287,0.0006,8.7992,-50.9395,70.0000,5.0000,1.4276,1.6974,1.5625,-592707719.8132,-204922032.0000
2005-03-03,10.69,10.89,10.5,10.56,1.50856992,1047400,0.0000,1.0,1.5711,1.5530,43.6040,62.8677,47.6758,-0.0294,-0.0305,-0.0011,9.1803,-59.6044,75.0000,10.0000,1.4246,1.7175,1.5711,-594304466.4261,-210421937.0000
2005-03-02,10.8,11.05,10.6,10.68,1.52571276,2058800,0.0000,1.0,1.5758,1.5577,44.7855,68.2357,65.4434,-0.0292,-0.0303,-0.0012,9.5815,-45.4160,80.0000,15.0000,1.4317,1.7199,1.5758,-589228600.0415,-203090130.0000
2005-03-01,10.7,10.95,10.61,10.79,1.54142703,636000,0.0000,1.0,1.5815,1.5610,45.8678,61.4343,75.4837,-0.0289,-0.0314,-0.0025,10.0406,-49.6518,85.0000,20.0000,1.4367,1.7263,1.5815,-579941115.4638,-188678516.0000
2005-02-28,11.08,11.1,10.5,10.7,1.5285699,944000,0.0000,1.0,1.5866,1.5631,44.8315,41.6033,63.7800,-0.0283,-0.0339,-0.0057,10.4897,-58.1753,90.0000,25.0000,1.4406,1.7325,1.5866,-580202998.0520,-193130520.0000
2005-02-25,10.69,11.08,10.65,10.99,1.56999843,4209900,0.0000,1.0,1.5919,1.5667,47.6222,24.1160,45.0390,-0.0268,-0.0353,-0.0085,10.9624,-42.4761,95.0000,30.0000,1.4471,1.7367,1.5919,-578000329.3853,-186522514.0000
2005-02-24,10.15,10.47,10.01,10.4,1.4857128,758800,0.0000,1.0,1.5934,1.5664,40.4588,12.7179,15.9909,-0.0247,-0.0408,-0.0161,11.4456,-152.2752,100.0000,35.0000,1.4489,1.7379,1.5934,-595133660.1993,-215991843.0000
2005-02-23,10.27,10.38,10.11,10.19,1.45571283,636800,0.0000,1.0,1.5979,1.5749,37.5718,11.8601,11.3180,-0.0207,-0.0387,-0.0180,11.3760,-195.8848,100.0000,0.0000,1.4618,1.7341,1.5979,-598828689.7645,-221303448.0000
2005-02-22,10.6,10.75,10.15,10.21,1.45856997,927700,0.0000,1.0,1.6061,1.5874,37.7374,13.5657,10.8449,-0.0162,-0.0323,-0.0161,11.4111,-201.8322,100.0000,5.0000,1.4864,1.7257,1.6061,-597012628.8756,-216845844.0000
2005-02-18,10.5,10.75,10.43,10.67,1.52428419,1347600,0.0000,1.0,1.6127,1.6010,41.7577,16.1072,13.4175,-0.0122,-0.0240,-0.0118,11.4906,-179.3346,100.0000,10.0000,1.5136,1.7119,1.6127,-591817504.0756,-210351938.0000
2005-02-17,11.08,11.08,10.44,10.5,1.4999985,1278200,0.0000,1.0,1.6154,1.6091,39.4946,17.2099,16.4347,-0.0093,-0.0197,-0.0104,11.8781,-187.6728,100.0000,15.0000,1.5232,1.7075,1.6154,-596534108.5756,-219785147.0000
2005-02-16,11.17,11.24,10.86,10.95,1.56428415,800700,0.0000,1.0,1.6196,1.6206,43.7716,15.8006,18.4694,-0.0067,-0.0115,-0.0048,12.2970,-108.8838,25.0000,20.0000,1.5424,1.6967,1.6196,-589264339.5756,-210837739.0000
2005-02-15,11.25,11.5,11.09,11.25,1.60714125,1130000,0.0000,1.0,1.6204,1.6265,46.9947,15.8649,16.7256,-0.0054,-0.0074,-0.0019,12.6690,-33.0124,30.0000,25.0000,1.5454,1.6955,1.6204,-586314389.5756,-205232834.0000
2005-02-14,11.14,11.35,11.11,11.16,1.59428412,639000,0.0000,1.0,1.6208,1.6285,45.8585,19.0738,12.2066,-0.0050,-0.0064,-0.0014,12.7720,-54.0631,35.0000,30.0000,1.5459,1.6956,1.6208,-584578046.5756,-213142841.0000
2005-02-11,11.33,11.39,11.08,11.15,1.59285555,1177400,0.0000,1.0,1.6220,1.6321,45.7357,25.4640,18.6624,-0.0046,-0.0037,0.0009,13.0372,-53.4319,0.0000,35.0000,1.5481,1.6959,1.6220,-581968794.2423,-217615845.0000
