,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowD,SlowK,MACD_Hist,MACD_Signal,MACD,ADX,CCI,Aroon Up,Aroon Down,Real Middle Band,Real Lower Band,Real Upper Band,Chaikin A/D,OBV
2009-12-21,9.04,9.31,9.0,9.31,9.31,36713500,0.0000,1.0,8.3290,8.4461,67.2312,53.5478,58.6288,0.0601,0.3142,0.3743,16.7443,115.4325,100.0000,0.0000,8.3290,7.1656,9.4924,-663119009.0187,-392670350.0000
2009-12-18,8.82,8.85,8.67,8.78,8.78,22744900,0.0000,1.0,8.2265,8.3551,61.6106,59.9395,46.4331,0.0419,0.2992,0.3411,16.0159,67.9044,90.0000,0.0000,8.2265,7.0657,9.3873,-699832509.0187,-429383850.0000
2009-12-17,8.72,8.88,8.7,8.73,8.73,11748200,0.0000,1.0,8.1435,8.3104,61.0112,70.6978,55.5815,0.0590,0.2887,0.3477,15.8230,73.6238,95.0000,5.0000,8.1435,6.9173,9.3697,-704886931.2410,-452128750.0000
2009-12-16,8.89,9.05,8.79,8.8,8.8,25443900,0.0000,1.0,8.0810,8.2662,62.3050,80.5707,77.8038,0.0822,0.2739,0.3561,15.5581,93.5200,100.0000,10.0000,8.0810,6.8534,9.3086,-697054797.9076,-440380550.0000
2009-12-15,8.95,9.0,8.73,8.81,8.81,21625100,0.0000,1.0,8.0270,8.2101,62.4848,79.4286,78.7082,0.1011,0.2534,0.3545,15.0959,100.5246,100.0000,15.0000,8.0270,6.8361,9.2179,-673568120.9846,-414936650.0000
2009-12-14,8.69,8.99,8.58,8.99,8.99,14678400,0.0000,1.0,7.9685,8.1469,65.7287,79.3245,85.2000,0.1183,0.2281,0.3464,14.6709,114.7460,100.0000,20.0000,7.9685,6.8232,9.1138,-664757895.0586,-393311550.0000
2009-12-11,8.73,8.73,8.57,8.64,8.64,10835200,0.0000,1.0,7.8945,8.0582,62.0935,75.5351,74.3775,0.1141,0.1985,0.3126,14.2355,104.7519,70.0000,25.0000,7.8945,6.8347,8.9543,-679436295.0586,-407989950.0000
2009-12-10,8.61,8.78,8.3667,8.72,8.72,17202400,0.0000,1.0,7.8430,7.9969,63.5574,76.1469,78.3960,0.1306,0.1700,0.3006,14.0950,118.3262,75.0000,30.0000,7.8430,6.8342,8.8518,-678081895.0586,-397154750.0000
2009-12-09,8.62,8.69,8.5,8.59,8.59,14077600,0.0000,1.0,7.7830,7.9208,62.1810,74.9259,73.8318,0.1353,0.1374,0.2727,13.9472,136.5356,80.0000,35.0000,7.7830,6.8501,8.7159,-690289647.1032,-414357150.0000
2009-12-08,8.62,8.72,8.52,8.6,8.6,23356200,0.0000,1.0,7.7235,7.8504,62.3531,77.2582,76.2128,0.1429,0.1036,0.2464,13.5600,172.4009,85.0000,40.0000,7.7235,6.8545,8.5925,-689548720.7874,-400279550.0000
2009-12-07,8.44,8.68,8.37,8.53,8.53,16339600,0.0000,1.0,7.6690,7.7715,61.6472,81.4585,74.7332,0.1404,0.0678,0.2083,13.1180,201.6073,90.0000,45.0000,7.6690,6.8952,8.4428,-684877480.7874,-423635750.0000
2009-12-04,8.59,8.62,8.21,8.45,8.45,27532900,0.0000,1.0,7.5965,7.6916,60.8502,86.5659,80.8287,0.1309,0.0327,0.1636,12.6952,231.7358,95.0000,0.0000,7.5965,6.8902,8.3028,-685404564.6583,-439975350.0000
2009-12-03,8.1,8.84,8.07,8.37,8.37,69296100,0.0000,1.0,7.5360,7.6118,60.0618,84.7706,88.8137,0.1124,0.0000,0.1125,12.3124,296.4393,100.0000,0.0000,7.5360,6.9327,8.1393,-690105303.6827,-467508250.0000
2009-12-02,7.8,8.23,7.74,8.16,8.16,41423100,0.0000,1.0,7.4540,7.5320,57.9499,77.7567,90.0554,0.0817,-0.0281,0.0536,11.9094,208.2842,100.0000,0.0000,7.4540,6.8814,8.0266,-674806164.7217,-536804350.0000
2009-12-01,7.63,7.78,7.56,7.77,7.77,15331200,0.0000,1.0,7.3785,7.4659,53.6235,71.0872,75.4429,0.0477,-0.0485,-0.0008,12.1562,98.5312,100.0000,5.0000,7.3785,6.8000,7.9570,-704394093.2931,-578227450.0000
2009-11-30,7.39,7.53,7.3,7.52,7.52,15458200,0.0000,1.0,7.3190,7.4338,50.5234,72.2643,67.7717,0.0298,-0.0605,-0.0306,12.5623,37.4072,55.0000,10.0000,7.3190,6.6729,7.9651,-718331547.8386,-593558650.0000
2009-11-27,7.13,7.46,7.05,7.3,7.3,7287600,0.0000,1.0,7.2825,7.4248,47.5949,72.4950,70.0470,0.0251,-0.0679,-0.0428,12.5993,-1.4370,60.0000,15.0000,7.2825,6.6043,7.9607,-732445556.5342,-609016850.0000
2009-11-25,7.52,7.57,7.39,7.46,7.46,11280300,0.0000,1.0,7.2800,7.4379,49.6243,65.8271,78.9741,0.0390,-0.0742,-0.0352,12.5249,47.6546,65.0000,20.0000,7.2800,6.6017,7.9583,-734045273.6074,-601729250.0000
2009-11-24,7.53,7.6567,7.43,7.53,7.53,21344800,0.0000,1.0,7.2485,7.4356,50.5196,50.6077,68.4639,0.0425,-0.0839,-0.0414,12.8880,67.7209,70.0000,25.0000,7.2485,6.5484,7.9486,-731538540.2741,-590448950.0000
2009-11-23,7.35,7.57,7.29,7.52,7.52,25303000,0.0000,1.0,7.2245,7.4257,50.3982,43.4783,50.0433,0.0388,-0.0946,-0.0558,13.3249,56.6030,75.0000,30.0000,7.2245,6.5318,7.9172,-729024618.0861,-611793750.0000
2009-11-20,7.05,7.31,6.94,7.26,7.26,22980400,0.0000,1.0,7.2175,7.4157,47.1969,47.2633,33.3158,0.0319,-0.1043,-0.0723,13.6571,-12.4849,0.0000,35.0000,7.2175,6.5341,7.9009,-745290832.3719,-637096750.0000
2009-11-19,7.27,7.28,6.85,7.12,7.12,28498000,0.0000,1.0,7.2270,7.4321,45.3942,60.0218,47.0758,0.0463,-0.1122,-0.0659,13.6076,-35.7183,5.0000,40.0000,7.2270,6.5363,7.9177,-762060313.4529,-660077150.0000
2009-11-18,7.62,7.64,7.39,7.48,7.48,26648100,0.0000,1.0,7.2510,7.4650,49.5246,67.7560,61.3984,0.0813,-0.1238,-0.0425,13.5084,51.9509,0.0000,45.0000,7.2510,6.5436,7.9584,-769350499.4994,-631579150.0000
2009-11-17,7.62,7.72,7.52,7.72,7.72,12501600,0.0000,1.0,7.2590,7.4634,52.5531,71.1702,71.5911,0.0954,-0.1441,-0.0487,14.0912,78.3517,0.0000,50.0000,7.2590,6.5380,7.9800,-761889031.4994,-604931050.0000
2009-11-16,7.54,7.78,7.54,7.64,7.64,13330500,0.0000,1.0,7.2745,7.4364,51.6162,72.5860,70.2787,0.0876,-0.1680,-0.0803,14.7729,69.0577,5.0000,55.0000,7.2745,6.5029,8.0461,-774390631.4994,-617432650.0000
2009-11-13,7.51,7.6,7.37,7.51,7.51,19330300,0.0000,1.0,7.2950,7.4149,50.0949,75.6880,71.6410,0.0785,-0.1899,-0.1114,15.4618,31.8911,0.0000,60.0000,7.2950,6.4660,8.1240,-772168881.4994,-630763150.0000
2009-11-12,7.51,7.68,7.46,7.61,7.61,17636100,0.0000,1.0,7.3170,7.4049,51.2730,78.0243,75.8385,0.0734,-0.2095,-0.1361,16.1145,40.0275,0.0000,65.0000,7.3170,6.4442,8.1898,-776371120.6299,-611432850.0000
2009-11-11,7.52,7.74,7.4,7.52,7.52,17682100,0.0000,1.0,7.3690,7.3833,50.2731,81.9115,79.5845,0.0519,-0.2279,-0.1759,16.9213,22.5672,0.0000,70.0000,7.3690,6.3254,8.4126,-782784247.9026,-629068950.0000
2009-11-10,7.58,7.7,7.28,7.4,7.4,16333600,0.0000,1.0,7.4385,7.3690,48.9461,80.0967,78.6497,0.0258,-0.2408,-0.2150,17.7704,-2.0788,5.0000,75.0000,7.4385,6.1974,8.6796,-777583630.2555,-646751050.0000
2009-11-09,7.27,7.62,7.2,7.51,7.51,25064700,0.0000,1.0,7.5015,7.3657,50.1106,75.5276,87.5003,-0.0023,-0.2473,-0.2496,18.6139,-11.2293,0.0000,80.0000,7.5015,6.1515,8.8515,-770583515.9698,-630417450.0000
2009-11-06,7.21,7.43,7.04,7.08,7.08,18512900,0.0000,1.0,7.5700,7.3505,45.2754,59.2005,74.1401,-0.0545,-0.2467,-0.3012,19.4034,-45.0022,5.0000,85.0000,7.5700,6.0922,9.0478,-782519087.3984,-655482150.0000
2009-11-05,6.88,7.25,6.82,7.24,7.24,27340800,0.0000,1.0,7.6550,7.3790,46.8815,42.5421,64.9425,-0.0859,-0.2331,-0.3190,19.9986,-57.6530,10.0000,90.0000,7.6550,6.1059,9.2041,-767803705.3471,-636969250.0000
2009-11-04,6.85,7.065,6.7,6.73,6.73,27511800,0.0000,1.0,7.7040,7.3936,40.4887,29.2369,38.5190,-0.1417,-0.2116,-0.3533,20.3946,-90.5389,15.0000,95.0000,7.7040,6.1485,9.2595,-793872840.2308,-664310050.0000
2009-11-03,6.31,6.67,6.12,6.65,6.65,39987000,0.0000,1.0,7.7785,7.4635,39.4019,24.1604,24.1648,-0.1639,-0.1762,-0.3401,20.5678,-138.7903,20.0000,100.0000,7.7785,6.2749,9.2821,-770883527.9021,-691821850.0000
2009-11-02,6.88,6.95,6.3878,6.58,6.58,28297800,0.0000,1.0,7.8405,7.5491,38.4678,23.0162,25.0269,-0.1748,-0.1352,-0.3100,20.1884,-144.8037,25.0000,100.0000,7.8405,6.4287,9.2523,-807962382.4475,-731808850.0000
2009-10-30,7.28,7.28,6.76,6.79,6.79,26209200,0.0000,1.0,7.9100,7.6511,40.2354,16.9832,23.2895,-0.1686,-0.0915,-0.2601,20.0261,-130.9901,30.0000,90.0000,7.9100,6.6218,9.1982,-799012989.2778,-703511050.0000
2009-10-29,6.94,7.28,6.9,7.25,7.25,30576900,0.0000,1.0,7.9435,7.7417,44.4894,11.7134,20.7322,-0.1646,-0.0493,-0.2140,20.2175,-113.2163,35.0000,95.0000,7.9435,6.7416,9.1454,-775827927.7394,-677301850.0000
2009-10-28,7.03,7.03,6.69,6.83,6.83,37956100,0.0000,1.0,7.9565,7.7935,38.8847,9.8442,6.9279,-0.1906,-0.0082,-0.1988,20.5648,-167.9852,40.0000,100.0000,7.9565,6.7795,9.1335,-801576896.1604,-707878750.0000
2009-10-27,7.39,7.5,7.03,7.05,7.05,23846700,0.0000,1.0,8.0250,7.8949,40.9417,11.9022,7.4800,-0.1733,0.0395,-0.1338,20.5743,-143.3043,45.0000,100.0000,8.0250,6.9645,9.0855,-794878760.8663,-669922650.0000
2009-10-26,7.45,7.74,7.37,7.38,7.38,23192400,0.0000,1.0,8.0925,7.9839,44.2797,13.7326,15.1249,-0.1540,0.0828,-0.0712,20.9335,-110.7730,50.0000,20.0000,8.0925,7.1207,9.0643,-773061567.2493,-646075950.0000
2009-10-23,7.81,7.85,7.4,7.45,7.45,23726400,0.0000,1.0,8.1455,8.0474,45.0194,11.9273,13.1018,-0.1453,0.1213,-0.0240,21.7018,-109.8536,55.0000,25.0000,8.1455,7.2204,9.0706,-751122810.4925,-622883550.0000
2009-10-22,7.76,7.78,7.31,7.6,7.6,41535000,0.0000,1.0,8.1780,8.1103,46.6041,11.4136,12.9711,-0.1281,0.1576,0.0295,22.5463,-123.7086,60.0000,30.0000,8.1780,7.3090,9.0470,-732668943.8259,-599157150.0000
2009-10-21,8.01,8.11,7.63,7.64,7.64,42083500,0.0000,1.0,8.2035,8.1640,47.0235,15.1310,9.7090,-0.1075,0.1896,0.0822,23.3443,-92.6505,65.0000,35.0000,8.2035,7.3748,9.0322,-742389901.2727,-557622150.0000
2009-10-20,8.15,8.33,7.97,8.03,8.03,24048700,0.0000,1.0,8.2485,8.2192,51.2989,26.8859,11.5608,-0.0724,0.2165,0.1441,24.5570,-33.4237,70.0000,40.0000,8.2485,7.4499,9.0471,-702059880.4393,-515538650.0000
2009-10-19,8.09,8.13,7.95,8.05,8.05,29843600,0.0000,1.0,8.2785,8.2391,51.5271,44.4120,24.1232,-0.0533,0.2346,0.1813,25.4268,-51.1243,75.0000,45.0000,8.2785,7.4700,9.0870,-686027413.7727,-491489950.0000
2009-10-16,8.44,8.48,7.87,7.95,7.95,55528600,0.0000,1.0,8.2925,8.2590,50.4806,61.0561,44.9735,-0.0239,0.2480,0.2241,26.5795,-42.7847,80.0000,50.0000,8.2925,7.4906,9.0944,-689343369.3282,-521333550.0000
2009-10-15,8.75,8.89,8.43,8.65,8.65,25642900,0.0000,1.0,8.3050,8.2915,58.9434,73.0785,64.1392,0.0317,0.2539,0.2856,27.7930,79.2672,85.0000,55.0000,8.3050,7.5172,9.0928,-648379648.0168,-465804950.0000
2009-10-14,9.04,9.07,8.745,8.91,8.91,21572100,0.0000,1.0,8.2835,8.2538,62.6493,81.5054,74.0555,0.0428,0.2460,0.2888,28.3001,147.9496,90.0000,60.0000,8.2835,7.5112,9.0558,-647264739.3211,-440162050.0000
2009-10-13,8.75,8.88,8.58,8.66,8.66,25274200,0.0000,1.0,8.2630,8.1847,60.3735,88.4550,81.0409,0.0269,0.2353,0.2621,28.3257,119.0857,95.0000,65.0000,8.2630,7.5380,8.9880,-647596617.7826,-461734150.0000
2009-10-12,8.81,9.13,8.76,8.88,8.88,20192900,0.0000,1.0,8.2375,8.1347,63.6139,88.3809,89.4199,0.0212,0.2286,0.2498,28.5393,188.8863,100.0000,70.0000,8.2375,7.5346,8.9404,-635801991.1160,-436459950.0000
2009-10-09,8.17,8.8,8.15,8.78,8.78,27846500,0.0000,1.0,8.1895,8.0563,62.7506,81.8865,94.9042,-0.0153,0.2233,0.2079,28.4616,111.8406,100.0000,75.0000,8.1895,7.5396,8.8394,-628707188.4133,-456652850.0000
2009-10-08,8.28,8.35,8.16,8.22,8.22,23987600,0.0000,1.0,8.1440,7.9801,57.3694,65.0148,80.8184,-0.0654,0.2271,0.1617,28.7025,29.2024,45.0000,80.0000,8.1440,7.5400,8.7480,-654840057.6440,-484499350.0000
2009-10-07,7.85,8.25,7.83,8.22,8.22,21986100,0.0000,1.0,8.1395,7.9548,57.3694,46.9817,69.9368,-0.0861,0.2435,0.1574,29.4691,-8.3539,50.0000,85.0000,8.1395,7.5365,8.7425,-646002520.8019,-484499350.0000
2009-10-06,8.08,8.145,7.84,7.89,7.89,28888900,0.0000,1.0,8.1185,7.9269,53.8216,30.6451,44.2892,-0.1155,0.2650,0.1495,30.4016,-39.9302,55.0000,90.0000,8.1185,7.4991,8.7379,-664847749.3734,-506485450.0000
2009-10-05,7.53,8.02,7.46,7.97,7.97,34334800,0.0000,1.0,8.1115,7.9308,54.8733,26.7772,26.7192,-0.1229,0.2938,0.1710,31.5155,-68.5190,60.0000,95.0000,8.1115,7.4789,8.7441,-645430619.8652,-477596550.0000
2009-10-02,7.4,7.57,7.17,7.46,7.46,29244600,0.0000,1.0,8.0805,7.9267,48.8159,35.0393,20.9269,-0.1369,0.3246,0.1877,32.8472,-149.1296,65.0000,0.0000,8.0805,7.3676,8.7934,-673634205.5795,-511931350.0000
2009-10-01,8.12,8.16,7.47,7.51,7.51,45492000,0.0000,1.0,8.0660,7.9758,49.4339,43.3723,32.6855,-0.1006,0.3588,0.2582,34.2684,-72.1187,70.0000,5.0000,8.0660,7.2938,8.8382,-686794275.5795,-482686750.0000
2009-09-30,8.4,8.45,8.08,8.2,8.2,46518200,0.0000,1.0,8.0400,8.0248,59.2716,43.0194,51.5055,-0.0445,0.3839,0.3394,35.9404,41.7097,75.0000,10.0000,8.0400,7.1664,8.9136,-646576710.3621,-437194750.0000
2009-09-29,8.55,8.59,8.18,8.4,8.4,42728900,0.0000,1.0,7.9810,8.0064,62.7079,37.1339,45.9259,-0.0273,0.3951,0.3678,36.5857,70.8815,80.0000,15.0000,7.9810,7.0052,8.9568,-630232477.9296,-390676550.0000
2009-09-28,8.22,8.6,8.19,8.44,8.44,28150900,0.0000,1.0,7.9295,7.9649,63.4064,41.2294,31.6268,-0.0235,0.4019,0.3784,37.0487,79.6867,85.0000,20.0000,7.9295,6.9389,8.9201,-633358982.8077,-347947650.0000
2009-09-25,8.03,8.31,7.9,8.1,8.1,18743600,0.0000,1.0,7.8855,7.9149,59.7898,56.3154,33.8490,-0.0255,0.4078,0.3823,37.5147,37.5134,90.0000,0.0000,7.8855,6.9115,8.8595,-639538448.6613,-376098550.0000
2009-09-24,8.67,8.67,8.01,8.11,8.11,29943400,0.0000,1.0,7.8405,7.8955,59.9554,69.8504,58.2125,0.0022,0.4141,0.4164,38.3666,66.6340,95.0000,5.0000,7.8405,6.8279,8.8531,-639081287.6857,-357354950.0000
2009-09-23,8.77,8.8,8.51,8.54,8.54,21233500,0.0000,1.0,7.7975,7.8729,67.6023,71.5027,76.8846,0.0392,0.4136,0.4527,39.0354,125.4873,100.0000,10.0000,7.7975,6.7616,8.8334,-618211645.2615,-327411550.0000
2009-09-22,8.42,8.66,8.25,8.63,8.63,22049700,0.0000,1.0,7.7305,7.8027,69.3613,70.4115,74.4541,0.0451,0.4038,0.4488,38.5345,125.3865,100.0000,15.0000,7.7305,6.7224,8.7386,-601371283.1925,-306178050.0000
2009-09-21,8.19,8.44,8.02,8.33,8.33,14153700,0.0000,1.0,7.6535,7.7156,66.6101,73.5006,63.1693,0.0356,0.3925,0.4281,38.1452,101.7712,90.0000,0.0000,7.6535,6.6981,8.6089,-620194197.8267,-328227750.0000
2009-09-18,8.34,8.43,8.15,8.2,8.2,26965600,0.0000,1.0,7.5940,7.6509,65.3284,80.4143,73.6111,0.0424,0.3836,0.4260,37.9695,113.2731,95.0000,0.0000,7.5940,6.6667,8.5213,-626934054.9695,-342381450.0000
2009-09-17,8.4,8.59,8.21,8.22,8.22,28145300,0.0000,1.0,7.5235,7.5931,65.6970,80.1437,83.7214,0.0574,0.3730,0.4304,37.4239,141.7083,100.0000,5.0000,7.5235,6.5770,8.4700,-609599026.3981,-315415850.0000
2009-09-16,8.21,8.5,8.07,8.5,8.5,32824000,0.0000,1.0,7.4465,7.5271,71.0265,76.9523,83.9104,0.0690,0.3586,0.4277,36.6802,166.5207,100.0000,0.0000,7.4465,6.4887,8.4043,-582935057.9770,-287270550.0000
2009-09-15,7.98,8.18,7.76,8.15,8.15,22076300,0.0000,1.0,7.3610,7.4247,67.9378,77.4290,72.7993,0.0481,0.3414,0.3894,35.9788,135.4067,90.0000,0.0000,7.3610,6.4936,8.2284,-615759057.9770,-320094550.0000
2009-09-14,7.81,7.98,7.63,7.92,7.92,19574500,0.0000,1.0,7.2820,7.3483,65.6519,85.1792,74.1473,0.0413,0.3294,0.3706,35.5582,118.3397,95.0000,5.0000,7.2820,6.4287,8.1353,-634681600.8342,-342170850.0000
2009-09-11,8.22,8.22,7.71,7.87,7.87,29072400,0.0000,1.0,7.2220,7.2882,65.1386,90.3967,85.3404,0.0456,0.3190,0.3647,35.3433,156.3830,100.0000,10.0000,7.2220,6.3881,8.0559,-647544843.6913,-361745350.0000
2009-09-10,7.83,8.21,7.77,8.13,8.13,31124800,0.0000,1.0,7.1790,7.2269,70.3307,85.3630,96.0499,0.0492,0.3076,0.3568,34.8948,213.3605,100.0000,15.0000,7.1790,6.3960,7.9620,-636713949.5737,-332672950.0000
2009-09-09,7.72,7.84,7.54,7.8,7.8,23055400,0.0000,1.0,7.1105,7.1319,67.1760,67.2529,89.7999,0.0198,0.2953,0.3152,34.2559,171.8628,100.0000,20.0000,7.1105,6.4408,7.7802,-656520640.4828,-363797750.0000
2009-09-08,7.66,7.76,7.43,7.75,7.75,21123000,0.0000,1.0,7.0605,7.0615,66.6658,44.8536,70.2394,0.0006,0.2904,0.2910,33.9963,174.8084,100.0000,25.0000,7.0605,6.4583,7.6627,-673427933.8161,-386853150.0000
2009-09-04,7.19,7.39,7.17,7.35,7.35,15770300,0.0000,1.0,7.0045,6.9891,62.2008,32.5515,41.7195,-0.0292,0.2902,0.2610,33.8236,93.9255,75.0000,30.0000,7.0045,6.4640,7.5450,-693270751.9979,-407976150.0000
2009-09-03,7.13,7.21,6.93,7.17,7.17,24841400,0.0000,1.0,6.9785,6.9511,59.9049,39.0699,22.6018,-0.0379,0.2975,0.2597,34.1697,42.5840,80.0000,35.0000,6.9785,6.4573,7.4997,-703306397.4525,-423746450.0000
2009-09-02,7.03,7.16,6.96,6.99,6.99,19699000,0.0000,1.0,6.9595,6.9280,57.4496,59.4017,33.3333,-0.0345,0.3070,0.2725,34.8398,26.5922,85.0000,40.0000,6.9595,6.4399,7.4791,-721050254.5953,-448587850.0000
2009-09-01,7.37,7.49,7.0,7.02,7.02,18832700,0.0000,1.0,6.9470,6.9215,58.0121,79.4168,61.2745,-0.0124,0.3156,0.3033,35.6340,71.4432,90.0000,45.0000,6.9470,6.4190,7.4750,-707260954.5953,-428888850.0000
2009-08-31,7.45,7.47,7.28,7.37,7.37,11537900,0.0000,1.0,6.9340,6.9111,65.0735,89.5769,83.5973,0.0163,0.3187,0.3350,36.3653,145.7094,95.0000,50.0000,6.9340,6.4010,7.4670,-689965617.8606,-410056150.0000
2009-08-28,7.37,7.58,7.3,7.56,7.56,26349200,0.0000,1.0,6.9040,6.8628,69.4321,91.3521,93.3786,0.0204,0.3147,0.3351,36.3386,213.1439,100.0000,0.0000,6.9040,6.4062,7.4018,-689358359.9659,-398518250.0000
2009-08-27,7.28,7.28,6.9,7.2,7.2,24094100,0.0000,1.0,6.8455,6.7894,65.2415,89.7492,91.7548,0.0014,0.3096,0.3109,36.2493,124.7224,100.0000,0.0000,6.8455,6.3973,7.2937,-711943388.5373,-424867450.0000
2009-08-26,7.18,7.26,7.15,7.25,7.25,16188100,0.0000,1.0,6.7935,6.7462,66.4433,85.3889,88.9228,0.0030,0.3092,0.3122,36.6051,176.1232,100.0000,5.0000,6.7935,6.2846,7.3024,-725892604.3268,-400773350.0000
2009-08-25,7.13,7.25,6.99,7.2,7.2,16126600,0.0000,1.0,6.7400,6.6932,65.8456,78.2535,88.5698,-0.0042,0.3085,0.3043,36.1442,162.5763,100.0000,10.0000,6.7400,6.2098,7.2702,-739137413.4177,-416961450.0000
2009-08-24,7.11,7.25,7.06,7.09,7.09,10647500,0.0000,1.0,6.7000,6.6398,64.5250,66.9491,78.6740,-0.0148,0.3095,0.2948,35.6725,169.2112,100.0000,15.0000,6.7000,6.1945,7.2055,-749061474.9562,-433088050.0000
2009-08-21,6.83,7.16,6.76,7.14,7.14,20194100,0.0000,1.0,6.6620,6.5925,65.6206,54.9402,67.5166,-0.0237,0.3132,0.2895,34.9307,132.1604,100.0000,0.0000,6.6620,6.1653,7.1587,-741776343.3772,-422440550.0000
2009-08-20,6.66,6.82,6.61,6.79,6.79,16099000,0.0000,1.0,6.6185,6.5348,61.2443,45.3976,54.6569,-0.0456,0.3192,0.2736,34.2577,43.5592,75.0000,5.0000,6.6185,6.1451,7.0919,-759951033.3772,-442634650.0000
2009-08-19,6.73,6.78,6.61,6.68,6.68,18508700,0.0000,1.0,6.5890,6.5080,59.7131,43.4096,42.6471,-0.0457,0.3305,0.2849,34.0219,33.3431,80.0000,0.0000,6.5890,6.0892,7.0888,-771450319.0915,-458733650.0000
2009-08-18,6.63,6.83,6.58,6.79,6.79,14723400,0.0000,1.0,6.5630,6.4899,62.0417,47.7747,38.8889,-0.0356,0.3420,0.3063,33.8368,50.1373,85.0000,0.0000,6.5630,6.0317,7.0943,-768184077.9150,-440224950.0000
2009-08-17,6.45,6.67,6.39,6.57,6.57,18909400,0.0000,1.0,6.5160,6.4583,59.0042,56.2558,48.6928,-0.0328,0.3509,0.3181,33.6420,9.6827,90.0000,0.0000,6.5160,5.9120,7.1200,-778195989.9150,-454948350.0000
2009-08-14,6.92,7.03,6.66,6.72,6.72,21905600,0.0000,1.0,6.4820,6.4465,62.2298,53.5170,55.7423,-0.0083,0.3591,0.3508,33.6867,72.4076,95.0000,0.0000,6.4820,5.8202,7.1438,-783598675.6293,-436038950.0000
2009-08-13,6.775,7.07,6.65,7.01,7.01,28545200,0.0000,1.0,6.4335,6.4177,69.1753,51.0432,64.3324,0.0111,0.3611,0.3722,32.7641,101.9736,100.0000,0.0000,6.4335,5.7094,7.1576,-768797594.5482,-414133350.0000
2009-08-12,6.8,6.93,6.74,6.76,6.76,18726000,0.0000,1.0,6.3705,6.3554,66.0743,47.8935,40.4762,0.0063,0.3584,0.3646,31.7928,93.9278,85.0000,5.0000,6.3705,5.6387,7.1023,-789187023.1197,-442678550.0000
2009-08-11,6.8,6.88,6.65,6.8,6.8,19848200,0.0000,1.0,6.3115,6.3128,67.1003,59.7029,48.3211,0.0183,0.3568,0.3751,30.9488,97.1864,90.0000,0.0000,6.3115,5.5265,7.0965,-774403338.9091,-423952550.0000
2009-08-10,6.82,6.84,6.56,6.63,6.63,17633200,0.0000,1.0,6.2375,6.2615,64.8996,70.8142,54.8833,0.0267,0.3522,0.3789,30.1266,85.9638,95.0000,0.0000,6.2375,5.3754,7.0996,-780444095.4309,-443800750.0000
2009-08-07,6.93,6.98,6.67,6.83,6.83,16418400,0.0000,1.0,6.1665,6.2227,70.1436,81.1854,75.9043,0.0500,0.3456,0.3956,29.3136,116.3194,100.0000,5.0000,6.1665,5.2161,7.1169,-771627495.4309,-426167550.0000
2009-08-06,6.88,6.98,6.64,6.79,6.79,26835900,0.0000,1.0,6.0790,6.1588,69.6781,84.0240,81.6549,0.0576,0.3331,0.3907,28.0647,118.5702,100.0000,0.0000,6.0790,5.0687,7.0893,-772157121.2373,-442585950.0000
2009-08-05,6.77,6.89,6.65,6.74,6.74,17496900,0.0000,1.0,5.9915,6.0923,69.1061,79.6101,85.9969,0.0643,0.3187,0.3829,26.7501,119.1746,100.0000,0.0000,5.9915,4.9403,7.0427,-768999956.5315,-469421850.0000
2009-08-04,6.67,6.76,6.61,6.76,6.76,15276000,0.0000,1.0,5.8905,6.0242,69.6050,68.6795,84.4203,0.0699,0.3026,0.3725,25.4636,119.7608,95.0000,5.0000,5.8905,4.7612,7.0198,-764625731.5315,-451924950.0000
2009-08-03,6.47,6.84,6.46,6.77,6.77,25368500,0.0000,1.0,5.7875,5.9467,69.8446,59.8370,68.4132,0.0666,0.2851,0.3517,24.2562,126.0288,100.0000,10.0000,5.7875,4.6191,6.9559,-779901731.5315,-436648950.0000
2009-07-31,6.16,6.44,6.16,6.39,6.39,24461400,0.0000,1.0,5.6935,5.8600,65.5668,61.8959,53.2051,0.0506,0.2685,0.3191,22.9852,89.7022,85.0000,15.0000,5.6935,4.5542,6.8328,-795923942.0578,-462017450.0000
2009-07-30,6.34,6.38,6.15,6.16,6.16,19606700,0.0000,1.0,5.6240,5.8042,62.5087,74.8679,57.8926,0.0557,0.2558,0.3115,22.1593,84.2865,90.0000,20.0000,5.6240,4.4936,6.7544,-811649127.7721,-486478850.0000
2009-07-29,6.43,6.43,6.15,6.18,6.18,18631700,0.0000,1.0,5.5750,5.7668,62.9707,86.0435,74.5898,0.0788,0.2419,0.3207,21.3790,96.0210,95.0000,25.0000,5.5750,4.4569,6.6931,-793747358.2068,-466872150.0000
2009-07-28,6.28,6.47,6.21,6.4,6.4,17324000,0.0000,1.0,5.5190,5.7233,68.2413,92.2671,92.1214,0.1035,0.2222,0.3257,20.5577,121.5246,100.0000,30.0000,5.5190,4.4156,6.6224,-779108165.3497,-448240450.0000
2009-07-27,6.27,6.39,6.17,6.33,6.33,12301900,0.0000,1.0,5.4545,5.6521,67.4170,88.8971,91.4194,0.1087,0.1963,0.3050,19.5089,129.6307,100.0000,35.0000,5.4545,4.4157,6.4933,-787103857.6574,-465564450.0000
