,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowK,SlowD,MACD,MACD_Signal,MACD_Hist,ADX,CCI,Aroon Down,Aroon Up,Real Middle Band,Real Lower Band,Real Upper Band,Chaikin A/D,OBV
2012-07-02,229.3,229.34,226.34,229.32,229.32,2330700,0.0000,1.0,220.5653,221.5781,60.6910,78.2177,72.8291,3.0808,2.3616,0.7192,17.2580,154.6258,0.0000,100.0000,220.5653,211.6861,229.4444,1409035073.1137,735934053.0000
2012-06-29,224.7,228.35,223.71,228.35,228.35,3614400,0.0000,1.0,219.8278,220.7631,60.0016,71.6842,68.6112,2.7336,2.1818,0.5518,16.9877,142.0726,5.0000,100.0000,219.8278,211.5499,228.1056,1406735449.1137,733603353.0000
2012-06-28,223.92,224.62,218.75,221.31,221.31,2994800,0.0000,1.0,218.8213,219.9645,54.4999,68.5853,64.1463,2.3495,2.0439,0.3056,16.7947,54.4701,10.0000,95.0000,218.8213,210.0524,227.5901,1403121049.1137,729988953.0000
2012-06-27,225.01,227.5,223.3,225.62,225.62,2799200,0.0000,1.0,218.4013,219.8229,59.2389,65.5640,56.5087,2.5419,1.9675,0.5744,16.9557,130.6663,15.0000,100.0000,218.4013,209.3494,227.4531,1403503689.6588,732983753.0000
2012-06-26,221.45,226.39,221.45,225.61,225.61,3754100,0.0000,1.0,217.5818,219.2127,59.2311,58.2895,56.2087,2.3116,1.8239,0.4877,16.4522,127.4450,20.0000,100.0000,217.5818,208.3270,226.8365,1403210440.1350,730184553.0000
2012-06-25,220.3,221.59,218.0,220.07,220.07,2382300,0.0000,1.0,217.0388,218.5393,54.6563,45.6725,61.9288,1.9850,1.7020,0.2830,16.0257,57.4876,25.0000,90.0000,217.0388,208.4839,225.5936,1400641845.3981,726430453.0000
2012-06-22,221.83,222.51,219.35,222.16,222.16,2187500,0.0000,1.0,216.6798,218.3781,56.9465,64.6642,76.0019,2.1034,1.6312,0.4722,16.0669,90.7719,30.0000,95.0000,216.6798,208.0615,225.2980,1400276869.0750,728812753.0000
2012-06-21,223.84,226.03,220.52,220.575,220.575,2843000,0.0000,1.0,216.3338,217.9800,55.6063,75.4497,82.2913,2.0112,1.5132,0.4980,15.9035,123.0225,35.0000,100.0000,216.3338,208.0752,224.5923,1398573941.8598,726625253.0000
2012-06-20,224.51,224.74,220.84,223.02,223.02,2444400,0.0000,1.0,216.1690,217.7069,58.2642,87.8918,77.4300,2.0255,1.3887,0.6369,15.5502,153.6547,40.0000,95.0000,216.1690,208.1269,224.2111,1401360185.0540,729468253.0000
2012-06-19,223.26,225.2,221.66,224.03,224.03,2716600,0.0000,1.0,215.7845,217.1476,59.3779,83.5324,60.0884,1.7655,1.2295,0.5360,15.3054,203.0983,45.0000,100.0000,215.7845,208.3792,223.1898,1401071871.2079,731912653.0000
2012-06-18,217.28,223.76,216.73,222.66,222.66,3369600,0.0000,1.0,215.4885,216.4232,58.3520,60.8658,39.4870,1.3050,1.0955,0.2095,14.9262,169.2194,50.0000,100.0000,215.4885,209.0100,221.9670,1400150989.8519,729196053.0000
2012-06-15,215.29,219.33,214.46,218.35,218.35,3785200,0.0000,1.0,215.0480,215.7666,54.9518,35.8669,29.6580,0.8378,1.0431,-0.2053,14.6620,78.7066,55.0000,0.0000,215.0480,209.4403,220.6557,1397835887.7182,725826453.0000
2012-06-14,215.26,216.5,212.56,214.45,214.45,3060900,0.0000,1.0,215.0485,215.4947,51.5516,21.7284,35.3742,0.6681,1.0944,-0.4263,14.8354,-18.1572,60.0000,0.0000,215.0485,209.4396,220.6574,1395574094.6997,722041253.0000
2012-06-13,215.52,217.38,213.52,214.73,214.73,2325200,0.0000,1.0,215.5290,215.6047,51.8184,31.3786,51.9086,0.8389,1.2010,-0.3621,15.3424,-10.4087,65.0000,0.0000,215.5290,208.6948,222.3632,1395698395.2074,725102153.0000
2012-06-12,217.65,218.0,214.5222,216.42,216.42,2833300,0.0000,1.0,216.0120,215.6968,53.4029,53.0155,69.8918,1.0162,1.2915,-0.2754,15.7491,3.2116,70.0000,5.0000,216.0120,208.1795,223.8445,1396565827.3317,727427353.0000
2012-06-11,217.49,220.87,215.2,216.5,216.5,3749100,0.0000,1.0,216.3375,215.6206,53.4765,71.3319,79.0085,1.0556,1.3604,-0.3048,16.0454,17.9213,75.0000,0.0000,216.3375,207.9433,224.7317,1396306921.4889,730260653.0000
2012-06-08,218.61,219.42,216.66,218.48,218.48,2877000,0.0000,1.0,216.8965,215.5281,55.2658,85.3280,81.8353,1.0824,1.4366,-0.3542,16.2694,17.4991,80.0000,5.0000,216.8965,207.1529,226.6401,1398336857.4678,734009753.0000
2012-06-07,219.65,221.49,218.11,218.8,218.8,3503900,0.0000,1.0,217.3070,215.2173,55.5512,80.3655,70.8942,0.8993,1.5251,-0.6258,16.3166,28.3055,85.0000,10.0000,217.3070,206.6794,227.9346,1397419553.1199,736886753.0000
2012-06-06,214.63,218.4,214.52,217.64,217.64,2710100,0.0000,1.0,217.5160,214.8402,54.7465,79.8125,60.4707,0.6199,1.6816,-1.0617,16.1770,-10.7086,90.0000,15.0000,217.5160,206.6182,228.4138,1399492866.7294,733382853.0000
2012-06-05,213.85,216.86,211.16,213.21,213.21,3543900,0.0000,1.0,217.8290,214.5455,51.5650,52.5045,42.9389,0.3724,1.9470,-1.5746,16.3173,-53.7465,95.0000,20.0000,217.8290,206.5810,229.0770,1397844455.3892,730672753.0000
2012-06-04,207.4,215.35,206.37,214.57,214.57,4299600,0.0000,1.0,218.4265,214.6861,52.6444,49.0950,38.3616,0.5021,2.3406,-1.8385,16.6151,-79.1132,100.0000,25.0000,218.4265,206.9561,229.8969,1398839234.3366,734216653.0000
2012-06-01,208.44,211.23,207.3,208.22,208.22,3951500,0.0000,1.0,218.8975,214.6983,47.7972,27.2173,30.9714,0.5219,2.8003,-2.2783,17.0774,-125.9167,95.0000,0.0000,218.8975,207.3260,230.4690,1395286558.1673,729917053.0000
2012-05-31,209.48,213.7878,207.11,212.91,212.91,4944000,0.0000,1.0,219.9590,215.3802,51.4956,38.7725,34.3425,1.1862,3.3698,-2.1837,17.9546,-111.5261,100.0000,5.0000,219.9590,208.6073,231.3107,1397387992.0096,733868553.0000
2012-05-30,212.14,212.98,207.752,209.23,209.23,4078200,0.0000,1.0,220.8260,215.6402,48.5267,26.9243,33.2771,1.5392,3.9157,-2.3765,18.8780,-142.3201,100.0000,0.0000,220.8260,209.1171,232.5349,1393743774.3331,728924553.0000
