,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowK,SlowD,MACD_Signal,MACD,MACD_Hist,ADX,CCI,Aroon Down,Aroon Up,Real Lower Band,Real Middle Band,Real Upper Band,Chaikin A/D,OBV
2015-11-30,231.79,234.28,229.08,230.26,46.052,2659813,0.0000,1.0,44.1764,44.3868,53.4176,89.7302,75.4208,-0.2784,0.1606,0.4389,20.9624,105.0767,0.0000,20.0000,41.0083,44.1764,47.3445,371290000.3728,1281134955.0000
2015-11-27,231.06,232.25,227.01,231.61,46.322,1949353,0.0000,1.0,43.9431,44.2115,54.2240,77.2057,62.6821,-0.3881,0.0267,0.4148,21.9405,111.4035,5.0000,25.0000,40.6762,43.9431,47.2100,378553335.8728,1294434020.0000
2015-11-25,221.34,230.825,220.375,229.64,45.928,3990779,0.0000,1.0,43.7433,43.9893,53.2456,59.3265,58.1796,-0.4918,-0.1720,0.3198,23.0861,92.4030,10.0000,30.0000,40.5962,43.7433,46.8904,371187460.0331,1284687255.0000
2015-11-24,215.37,221.0,215.0,218.25,43.65,2480293,0.0000,1.0,43.5765,43.7853,47.0261,51.5140,65.7565,-0.5717,-0.3829,0.1888,24.1983,3.3410,15.0000,35.0000,40.5593,43.5765,46.5937,355758993.8513,1264733360.0000
2015-11-23,217.35,219.18,214.6798,217.75,43.55,2526199,0.0000,1.0,43.4975,43.7995,46.7306,63.6984,74.8542,-0.6189,-0.4147,0.2042,24.6629,-2.9287,20.0000,40.0000,40.4102,43.4975,46.5848,354725538.4346,1252331895.0000
2015-11-20,223.49,225.0,213.58,220.01,44.002,4400722,0.0000,1.0,43.4726,43.8258,47.8774,82.0570,76.4541,-0.6700,-0.4391,0.2309,25.0080,23.9910,25.0000,45.0000,40.3794,43.4726,46.5658,350121885.7083,1264962890.0000
2015-11-19,220.54,226.19,220.3,221.8,44.36,2504375,0.0000,1.0,43.3634,43.8072,48.7782,78.8072,61.3255,-0.7277,-0.5098,0.2180,25.3712,62.1389,30.0000,50.0000,40.1992,43.3634,46.5276,347347349.9465,1286966500.0000
2015-11-18,214.5,221.38,212.52,221.07,44.214,2811900,0.0000,1.0,43.2626,43.7490,48.4021,68.4979,40.7705,-0.7822,-0.6291,0.1532,26.1233,21.7259,35.0000,55.0000,40.1034,43.2626,46.4218,353491359.9210,1274444625.0000
2015-11-17,215.2,216.0,211.4,214.0,42.8,2148326,0.0000,1.0,43.1528,43.7001,44.6638,36.6715,21.2592,-0.8205,-0.7573,0.0632,26.5528,-23.6676,0.0000,60.0000,39.9809,43.1528,46.3247,340415707.5508,1260385125.0000
2015-11-16,206.09,214.98,205.8,214.31,42.862,2925395,0.0000,1.0,43.1431,43.7948,44.7990,17.1419,12.3278,-0.8363,-0.7660,0.0703,26.5675,-47.1221,5.0000,65.0000,39.9658,43.1431,46.3204,339014625.3769,1271126755.0000
2015-11-13,212.95,212.99,206.52,207.19,41.438,3430327,0.0000,1.0,43.2810,43.8930,40.8953,9.9643,17.0351,-0.8539,-0.7723,0.0816,26.4976,-78.4643,10.0000,70.0000,39.9298,43.2810,46.6322,326522742.5882,1256499780.0000
2015-11-12,217.85,219.0,212.66,212.94,42.588,2915900,0.0000,1.0,43.4792,44.1515,43.2414,9.8771,31.4531,-0.8743,-0.6241,0.2502,26.2597,-27.0288,15.0000,75.0000,40.1186,43.4792,46.8398,340122106.9700,1273651415.0000
2015-11-11,217.77,219.48,213.63,219.08,43.816,3347806,0.0000,1.0,43.5629,44.3160,45.9134,31.2640,55.7402,-0.9368,-0.5430,0.3939,26.2889,-5.0543,20.0000,80.0000,40.2118,43.5629,46.9140,353413827.7902,1288230915.0000
2015-11-10,223.48,223.7,216.08,216.5,43.3,4617007,0.0000,1.0,43.5409,44.3687,44.5455,53.2181,76.3028,-1.0353,-0.5565,0.4788,26.3655,7.7598,25.0000,85.0000,40.1910,43.5409,46.8908,338963895.9098,1271491885.0000
2015-11-09,232.99,232.99,224.31,225.33,45.066,3850860,0.0000,1.0,43.5684,44.4812,48.5366,82.7386,83.5003,-1.1550,-0.5132,0.6418,26.5604,92.5697,30.0000,90.0000,40.2178,43.5684,46.9190,359504123.9020,1294576920.0000
2015-11-06,230.7,233.359,229.5,232.36,46.472,2445293,0.0000,1.0,43.4709,44.4196,52.0647,92.9517,79.0922,-1.3154,-0.6302,0.6852,27.1787,149.6046,35.0000,95.0000,40.1875,43.4709,46.7543,374233219.7545,1313831220.0000
2015-11-05,230.58,234.5843,229.19,231.77,46.354,4496843,0.0000,1.0,43.3542,44.2036,51.7853,74.8104,63.1531,-1.4868,-0.9136,0.5732,28.1199,171.9699,40.0000,100.0000,40.3519,43.3542,46.3565,368337015.7211,1301604755.0000
