,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowK,SlowD,MACD_Signal,MACD_Hist,MACD,ADX,CCI,Aroon Down,Aroon Up,Real Lower Band,Real Upper Band,Real Middle Band,Chaikin A/D,OBV
2002-06-19,28.79,29.38,27.97,28.13,9.63480351193,15060200,0.0000,1.0,10.6491,10.5335,40.3979,16.5608,28.4878,-0.1069,-0.1050,-0.2118,17.7415,-195.0830,85.0000,80.0000,9.8106,11.4877,10.6491,-101662736.8131,-186674450.0000
2002-06-18,29.02,29.67,28.77,28.88,9.89168593759,13382200,0.0000,1.0,10.7260,10.6281,42.0271,25.9788,45.2823,-0.0806,-0.0699,-0.1505,16.9290,-184.3571,90.0000,85.0000,9.9991,11.4530,10.7260,-78378172.2745,-156554050.0000
2002-06-17,30.06,30.19,28.91,29.22,10.0081393039,21389200,0.0000,1.0,10.7776,10.7057,42.7699,42.9239,61.9842,-0.0631,-0.0330,-0.0962,16.2340,-190.1756,95.0000,90.0000,10.1560,11.3992,10.7776,-58156181.1620,-129789650.0000
2002-06-14,28.36,30.35,27.7,29.91,10.2444711355,41564100,0.0000,1.0,10.8336,10.7791,44.2788,66.9443,72.7335,-0.0549,0.0176,-0.0373,15.5305,-233.8784,100.0000,95.0000,10.3045,11.3627,10.8336,-36098568.6609,-87011250.0000
2002-06-13,32.56,34.0,32.36,32.39,11.0938956897,21186100,0.0000,1.0,10.8752,10.8353,50.3431,76.0845,70.2430,-0.0593,0.0736,0.0143,14.7900,147.1215,80.0000,100.0000,10.4110,11.3394,10.8752,-91621932.4327,-3883050.0000
2002-06-12,30.6,33.17,30.31,33.0,11.3028267292,23467000,0.0000,1.0,10.8697,10.8081,52.0075,75.1718,58.8681,-0.0777,0.0712,-0.0065,15.1139,69.9521,85.0000,15.0000,10.4135,11.3260,10.8697,-50799934.8678,38489150.0000
2002-06-11,31.71,32.58,31.01,31.31,10.7239849967,15240200,0.0000,1.0,10.8300,10.7561,47.4334,59.4726,50.4157,-0.0955,0.0413,-0.0542,15.1515,7.9774,0.0000,20.0000,10.3936,11.2664,10.8300,-92154368.4293,-8444850.0000
2002-06-10,30.76,32.3,29.8,31.49,10.7856367789,16826200,0.0000,1.0,10.7920,10.7594,47.8953,41.9598,50.2037,-0.1058,0.0504,-0.0554,15.3911,-22.3809,0.0000,25.0000,10.2153,11.3687,10.7920,-73322528.9312,22035550.0000
2002-06-07,28.85,31.35,28.71,30.87,10.5732806404,18785800,0.0000,1.0,10.7117,10.7567,46.1804,49.8147,58.1625,-0.1184,0.0560,-0.0624,15.5434,-71.0642,5.0000,30.0000,9.8023,11.6210,10.7117,-85168173.7322,-11616850.0000
2002-06-06,32.32,32.45,30.5,30.76,10.5356045513,15710500,0.0000,1.0,10.6683,10.7760,45.8802,58.8366,59.0780,-0.1324,0.0836,-0.0488,15.3570,7.4300,0.0000,35.0000,9.6596,11.6771,10.6683,-109077373.7346,-49188450.0000
2002-06-05,32.39,32.87,31.64,32.84,11.2480251451,11170300,0.0000,1.0,10.6456,10.8013,50.9896,65.8363,53.5645,-0.1533,0.1264,-0.0269,15.6594,83.3605,0.0000,40.0000,9.6058,11.6853,10.6456,-86035307.0736,-17767450.0000
2002-06-04,30.64,32.65,30.64,32.44,11.1110211847,14941400,0.0000,1.0,10.5079,10.7543,49.9717,52.5612,46.3787,-0.1849,0.1137,-0.0712,16.3405,56.2629,5.0000,45.0000,9.1446,11.8711,10.5079,-107286121.7106,-40108050.0000
2002-06-03,32.46,33.11,31.02,31.17,10.6760336106,12731600,0.0000,1.0,10.4053,10.7167,46.6285,42.2959,41.9477,-0.2133,0.1007,-0.1126,16.9807,53.1430,10.0000,50.0000,8.9345,11.8760,10.4053,-130924754.5445,-69990850.0000
2002-05-31,31.75,32.95,31.48,31.64,10.837013264,15194000,0.0000,1.0,10.3311,10.7210,47.7504,44.2789,38.4492,-0.2385,0.1190,-0.1196,17.7747,65.6998,15.0000,55.0000,8.7754,11.8869,10.3311,-109116559.3271,-44527650.0000
2002-05-30,30.51,31.51,30.3,31.18,10.6794587096,9675800,0.0000,1.0,10.2762,10.7088,46.5548,39.2684,34.3853,-0.2683,0.1251,-0.1431,18.6645,35.3576,20.0000,60.0000,8.7181,11.8342,10.2762,-85343634.1520,-74915650.0000
2002-05-29,30.45,31.4,30.41,31.14,10.6657583136,10085900,0.0000,1.0,10.2522,10.7119,46.4535,31.8001,31.3344,-0.2995,0.1445,-0.1550,19.2158,37.7847,25.0000,65.0000,8.7049,11.7994,10.2522,-94139815.9677,-94267250.0000
2002-05-28,31.42,31.82,30.41,31.41,10.7582359868,10087000,0.0000,1.0,10.2354,10.7167,47.0246,32.0874,35.7284,-0.3357,0.1691,-0.1666,19.7580,48.6353,30.0000,70.0000,8.6992,11.7716,10.2354,-103716327.0831,-74095450.0000
2002-05-24,31.22,31.46,30.85,31.01,10.6212320265,5913900,0.0000,1.0,10.1979,10.7123,46.0919,30.1158,41.3718,-0.3779,0.1896,-0.1884,20.3288,49.0460,35.0000,75.0000,8.6781,11.7177,10.1979,-112157929.9181,-94269450.0000
2002-05-23,31.09,32.24,30.66,31.67,10.8472885611,12491400,0.0000,1.0,10.1917,10.7219,47.4001,44.9819,53.0619,-0.4253,0.2259,-0.1995,21.0480,62.9609,40.0000,80.0000,8.6778,11.7056,10.1917,-106534877.4640,-82441650.0000
2002-05-22,32.16,32.61,30.28,31.37,10.7445355908,14727100,0.0000,1.0,10.2042,10.7087,46.7474,49.0177,61.9136,-0.4818,0.2481,-0.2337,21.8050,55.9405,45.0000,85.0000,8.6650,11.7435,10.2042,-113492112.9075,-107424450.0000
2002-05-21,32.67,33.46,32.29,32.62,11.1726729669,16622800,0.0000,1.0,10.2371,10.7050,49.1620,65.1861,73.0545,-0.5438,0.2802,-0.2636,22.6019,98.9626,50.0000,0.0000,8.6266,11.8476,10.2371,-111595919.7757,-77970250.0000
2002-05-20,31.84,32.35,31.38,31.89,10.9226407393,9924800,0.0000,1.0,10.2308,10.6557,47.6622,71.5370,80.0757,-0.6138,0.2723,-0.3415,23.6162,66.0934,55.0000,0.0000,8.6341,11.8274,10.2308,-97104247.9791,-111215850.0000
2002-05-17,33.5,33.96,31.43,32.49,11.1281466798,15845500,0.0000,1.0,10.2845,10.6276,48.7860,82.4405,85.4291,-0.6819,0.2714,-0.4105,24.7316,79.2206,60.0000,0.0000,8.5334,12.0357,10.2845,-98127423.2401,-91366250.0000
2002-05-16,31.84,32.55,31.25,32.34,11.0767701947,14348900,0.0000,1.0,10.3662,10.5750,48.4976,86.2496,82.8721,-0.7498,0.2363,-0.5135,25.9189,46.4793,65.0000,0.0000,8.3352,12.3973,10.3662,-92991727.5863,-123057250.0000
2002-05-15,31.81,33.24,29.83,32.07,10.9842925214,21700100,0.0000,1.0,10.4700,10.5221,47.9968,87.5973,77.4737,-0.8089,0.1766,-0.6323,26.7737,24.4537,70.0000,0.0000,8.1177,12.8224,10.4700,-112417930.6732,-151755050.0000
2002-05-14,30.53,31.24,29.95,30.68,10.5082037592,18328800,0.0000,1.0,10.6024,10.4735,45.4003,74.7694,72.0731,-0.8530,0.0877,-0.7653,27.6735,-9.7186,75.0000,5.0000,7.8803,13.3245,10.6024,-126036175.2453,-195155250.0000
2002-05-13,28.6,29.25,27.24,29.09,9.96361301678,17104800,0.0000,1.0,10.7555,10.4698,42.2678,70.0542,66.3752,-0.8749,-0.0005,-0.8754,28.0216,-54.6032,80.0000,10.0000,7.7428,13.7682,10.7555,-130867021.7604,-231812850.0000
2002-05-10,28.58,29.03,26.52,26.8,9.17926534375,18755300,0.0000,1.0,10.8773,10.5231,37.3499,71.3956,54.4579,-0.8748,-0.0731,-0.9479,27.6952,-78.9415,85.0000,15.0000,7.8062,13.9483,10.8773,-159630317.2848,-266022450.0000
2002-05-09,28.93,29.27,27.09,28.34,9.70673059111,19223000,0.0000,1.0,11.0298,10.6646,39.4995,57.6758,32.8874,-0.8565,-0.0901,-0.9466,27.2699,-72.9101,90.0000,20.0000,8.0085,14.0512,11.0298,-130488616.0897,-228511850.0000
2002-05-08,26.63,29.55,25.88,29.43,10.0800663831,22119100,0.0000,1.0,11.1377,10.7654,41.0897,34.3024,15.9475,-0.8340,-0.1510,-0.9850,26.9211,-79.9888,95.0000,25.0000,8.1593,14.1162,11.1377,-136132065.6327,-190065850.0000
2002-05-07,26.77,27.21,24.63,24.8,8.49424554198,20880800,0.0000,1.0,11.2383,10.8376,29.6634,6.6842,8.9834,-0.7962,-0.2614,-1.0577,26.5541,-141.4701,100.0000,30.0000,8.2737,14.2028,11.2383,-177477304.3252,-234304050.0000
2002-05-06,26.65,27.45,26.29,26.45,9.05938687844,10842800,0.0000,1.0,11.4129,11.0842,31.7481,6.8559,13.2475,-0.7309,-0.2427,-0.9735,25.3104,-138.3733,95.0000,35.0000,8.7161,14.1098,11.4129,-141219170.9919,-192542450.0000
2002-05-03,28.29,28.41,26.21,26.84,9.19296573979,20488800,0.0000,1.0,11.5785,11.2974,32.2572,13.4101,18.1561,-0.6702,-0.2394,-0.9096,24.2355,-151.4830,100.0000,40.0000,9.0807,14.0763,11.5785,-125515805.4744,-170856850.0000
2002-05-02,29.69,29.7,28.25,28.43,9.73755648219,12618400,0.0000,1.0,11.7339,11.5189,34.3931,19.4764,18.2098,-0.6104,-0.2179,-0.8283,23.1039,-139.4412,100.0000,45.0000,9.4737,13.9940,11.7339,-108007194.5655,-129879250.0000
2002-05-01,29.76,30.4,28.75,29.78,10.1999448484,13252800,0.0000,1.0,11.8738,11.7064,36.3336,21.5818,14.5206,-0.5559,-0.2121,-0.7679,22.2268,-142.4079,90.0000,50.0000,9.7854,13.9622,11.8738,-89036082.8407,-104642450.0000
2002-04-30,29.44,30.75,29.25,30.16,10.3300986107,14685900,0.0000,1.0,12.0084,11.8650,36.8902,13.5713,11.7397,-0.5029,-0.2240,-0.7268,21.3868,-157.1439,95.0000,55.0000,10.0244,13.9924,12.0084,-95622322.8439,-78136850.0000
2002-04-29,30.67,31.54,28.56,29.22,10.0081393039,17138800,0.0000,1.0,12.1302,12.0265,34.5335,8.4088,12.1729,-0.4469,-0.2302,-0.6770,20.5858,-197.3682,100.0000,60.0000,10.2787,13.9817,12.1302,-101888306.8382,-107508650.0000
2002-04-26,32.64,33.45,30.6,30.65,10.4979284622,13573400,0.0000,1.0,12.3035,12.2390,36.5035,13.2389,13.6845,-0.3893,-0.1815,-0.5708,19.7427,-162.5723,100.0000,65.0000,10.6395,13.9674,12.3035,-82794073.2808,-73231050.0000
2002-04-25,31.83,33.2,31.8,32.4,11.0973207887,17355200,0.0000,1.0,12.4232,12.4222,39.0966,14.8711,16.1814,-0.3439,-0.1329,-0.4769,19.2024,-151.4980,95.0000,70.0000,10.9642,13.8822,12.4232,-56599792.5822,-46084250.0000
2002-04-24,33.63,33.89,31.3,33.29,11.4021546005,30562900,0.0000,1.0,12.5169,12.5617,40.4860,12.9434,25.1327,-0.3107,-0.1003,-0.4110,18.8611,-157.8999,100.0000,0.0000,11.1745,13.8592,12.5169,-51641164.0087,-11373850.0000
2002-04-23,34.69,35.31,31.75,32.25,11.0459443036,25518800,0.0000,1.0,12.6295,12.6838,38.0416,20.7296,43.8879,-0.2856,-0.0664,-0.3520,18.5018,-163.8421,100.0000,0.0000,11.3021,13.9570,12.6295,-84446130.0364,-72499650.0000
2002-04-22,36.0,36.05,34.52,35.03,11.998121828,14074500,0.0000,1.0,12.7532,12.8562,42.4715,41.7250,65.8268,-0.2690,0.0337,-0.2354,18.2070,-92.8517,70.0000,0.0000,11.5880,13.9183,12.7532,-47744934.5350,-21462050.0000
2002-04-19,38.87,38.87,37.26,37.26,12.761918907,7242500,0.0000,1.0,12.8463,12.9465,46.6075,69.2090,80.6497,-0.2774,0.0975,-0.1800,18.4663,11.4556,75.0000,0.0000,11.6403,14.0524,12.8463,-38361934.5314,6686950.0000
2002-04-18,38.05,39.5,37.7,38.4,13.152380194,10734800,0.0000,1.0,12.9236,12.9659,48.9211,86.5463,81.9485,-0.3018,0.1174,-0.1844,19.4311,34.6041,80.0000,0.0000,11.5614,14.2858,12.9236,-23876934.5314,21171950.0000
2002-04-17,40.02,40.35,38.6,39.8,13.6318940553,13725200,0.0000,1.0,12.9546,12.9463,51.9285,86.1936,67.9632,-0.3311,0.1040,-0.2272,20.3192,68.7685,85.0000,0.0000,11.5455,14.3636,12.9546,-19105912.3076,42641550.0000
2002-04-16,37.37,39.64,37.32,39.62,13.5702422731,14676800,0.0000,1.0,13.0101,12.8741,51.5648,73.1055,49.5448,-0.3571,0.0299,-0.3272,20.9881,30.5821,90.0000,0.0000,11.4226,14.5975,13.0101,-29301775.1650,15191150.0000
2002-04-15,35.99,36.45,34.45,36.2,12.3988584121,12124800,0.0000,1.0,13.0801,12.8009,43.9046,44.5905,30.9592,-0.3646,-0.0793,-0.4440,21.8786,-77.2835,95.0000,5.0000,11.2894,14.8709,13.0801,-58149278.6146,-14162450.0000
2002-04-12,34.83,36.14,34.1,35.71,12.2310285606,11446200,0.0000,1.0,13.1793,12.8432,42.6704,30.9384,23.8727,-0.3448,-0.1224,-0.4672,22.2558,-95.0450,100.0000,10.0000,11.3317,15.0269,13.1793,-76336478.6163,-38412050.0000
2002-04-11,34.9,35.0,34.22,34.64,11.8645429667,7580200,0.0000,1.0,13.2599,12.9076,39.9288,17.3486,19.2473,-0.3142,-0.1588,-0.4730,22.5418,-125.2130,100.0000,15.0000,11.4444,15.0755,13.2599,-89578160.9679,-61304450.0000
2002-04-10,35.45,36.29,34.94,35.3,12.0905995013,9968900,0.0000,1.0,13.3683,13.0174,41.0800,23.3309,20.1806,-0.2745,-0.1616,-0.4361,22.4202,-112.7772,90.0000,20.0000,11.6423,15.0944,13.3683,-90744345.5859,-46144050.0000
2002-04-09,36.8,37.2,34.95,35.0,11.987846531,10077400,0.0000,1.0,13.4930,13.1150,40.3372,17.0624,18.8930,-0.2341,-0.1717,-0.4058,22.4624,-120.0755,95.0000,0.0000,11.7941,15.1919,13.4930,-81440038.9175,-66081850.0000
2002-04-08,34.93,36.31,34.55,36.12,12.37145762,11305500,0.0000,1.0,13.6411,13.2336,42.2252,20.1484,20.0666,-0.1912,-0.1595,-0.3507,22.5092,-138.3173,100.0000,5.0000,11.9768,15.3055,13.6411,-62181007.8041,-45927050.0000
2002-04-05,36.64,37.2,35.59,35.91,12.2995305408,9156600,0.0000,1.0,13.7727,13.3244,41.7395,19.4682,24.7264,-0.1513,-0.1631,-0.3143,22.2357,-137.7298,100.0000,10.0000,12.1147,15.4306,13.7727,-79910087.3475,-68538050.0000
2002-04-04,36.75,37.35,35.83,36.6,12.5358623724,15644100,0.0000,1.0,13.8674,13.4322,42.8643,20.5832,27.5249,-0.1105,-0.1455,-0.2560,22.1735,-149.8160,100.0000,15.0000,12.3460,15.3887,13.8674,-68876668.7141,-50224850.0000
2002-04-03,38.4,38.58,37.05,37.64,12.8920726694,12266800,0.0000,1.0,13.9247,13.5266,44.5847,34.1277,29.5301,-0.0741,-0.1278,-0.2020,22.1611,-124.6933,90.0000,20.0000,12.5271,15.3224,13.9247,-69288355.5492,-18936650.0000
2002-04-02,38.5,39.45,37.25,37.27,12.765344006,10128800,0.0000,1.0,13.9456,13.5934,43.8227,27.8639,24.4272,-0.0422,-0.1241,-0.1663,22.4254,-121.0853,0.0000,25.0000,12.5988,15.2925,13.9456,-63676094.1169,-43470250.0000
2002-04-01,37.1,39.6,36.8,39.34,13.4743395009,12563400,0.0000,1.0,13.9730,13.6805,47.2783,26.5986,21.1915,-0.0111,-0.0943,-0.1054,22.7503,-94.5803,0.0000,30.0000,12.7032,15.2428,13.9730,-43786814.1159,-23212650.0000
2002-03-28,38.26,38.38,37.13,37.64,12.8920726694,10125100,0.0000,1.0,13.9153,13.7022,43.8221,18.8192,20.7761,0.0124,-0.1108,-0.0984,23.0922,-110.5876,0.0000,35.0000,12.4677,15.3630,13.9153,-64247208.4033,-48339450.0000
2002-03-27,38.43,38.8,37.55,37.87,12.9708499466,15035600,0.0000,1.0,13.8401,13.7875,44.1945,18.1567,24.8984,0.0401,-0.0689,-0.0287,23.0695,-77.4182,5.0000,40.0000,12.0679,15.6124,13.8401,-60521171.6082,-28089250.0000
2002-03-26,39.04,40.95,38.58,39.87,13.6558697483,11806500,0.0000,1.0,13.7665,13.8735,47.5309,25.3524,28.3617,0.0574,-0.0048,0.0526,23.1297,-9.5875,10.0000,45.0000,11.7503,15.7827,13.7665,-45846426.0107,1981950.0000
2002-03-25,40.45,40.96,39.47,39.47,13.518865788,9038000,0.0000,1.0,13.6792,13.8964,46.7673,31.1862,34.3394,0.0585,0.0274,0.0859,23.4031,2.4159,15.0000,50.0000,11.5061,15.8522,13.6792,-47938717.1475,-21631050.0000
2002-03-22,41.41,41.68,40.2,40.47,13.8613756889,8885000,0.0000,1.0,13.6182,13.9361,48.4416,28.5465,42.4528,0.0517,0.0894,0.1411,23.8801,27.9287,0.0000,55.0000,11.3637,15.8727,13.6182,-29862717.1475,-3555050.0000
2002-03-21,39.62,41.8,39.02,41.77,14.30663856,15310500,0.0000,1.0,13.4851,13.9440,50.6824,43.2854,55.4584,0.0294,0.1453,0.1746,24.5416,35.1512,5.0000,60.0000,11.0013,15.9690,13.4851,-18576365.8005,14214950.0000
2002-03-20,41.49,42.0,40.16,40.21,13.7723231146,11267300,0.0000,1.0,13.3264,13.9058,47.9369,55.5266,55.4551,-0.0070,0.1765,0.1696,25.2379,38.4671,10.0000,65.0000,10.6728,15.9800,13.3264,-48536480.9101,-16406050.0000
2002-03-19,43.88,43.9,42.66,43.04,14.7416261341,10187600,0.0000,1.0,13.2527,13.9199,53.0241,67.5632,43.8532,-0.0511,0.2661,0.2150,26.2156,90.0737,15.0000,70.0000,10.5711,15.9343,13.2527,-27226587.4287,6128550.0000
2002-03-18,42.73,44.0,42.61,43.71,14.9711077677,14468200,0.0000,1.0,13.1548,13.8334,54.3206,43.2756,31.1933,-0.1176,0.2889,0.1712,27.3437,105.5647,20.0000,75.0000,10.5560,15.7535,13.1548,-19339413.2316,26503750.0000
2002-03-15,40.62,41.99,40.42,41.99,14.3819907382,12985300,0.0000,1.0,13.0467,13.7136,51.4239,20.7207,36.0893,-0.1898,0.2793,0.0895,28.5312,76.3226,25.0000,80.0000,10.5828,15.5106,13.0467,-36201631.9306,-2432650.0000
2002-03-14,41.9,41.9,40.4,40.42,13.8442501938,11152200,0.0000,1.0,13.0135,13.6433,48.5972,29.5835,56.4924,-0.2597,0.3035,0.0438,29.7951,65.4599,30.0000,85.0000,10.6052,15.4218,13.0135,-62172231.9306,-28403250.0000
2002-03-13,41.87,42.05,40.6,40.97,14.0326306393,10805000,0.0000,1.0,13.0388,13.6221,49.5569,57.9638,77.8170,-0.3356,0.3752,0.0397,31.1025,70.6648,35.0000,90.0000,10.5859,15.4918,13.0388,-40462615.9291,-6098850.0000
2002-03-12,41.64,42.7,41.45,42.58,14.5840715797,11795200,0.0000,1.0,13.0308,13.5789,52.4366,81.9300,90.5295,-0.4294,0.4440,0.0146,32.5233,95.4251,40.0000,95.0000,10.5899,15.4717,13.0308,-29881167.6505,15511150.0000
2002-03-11,43.51,44.65,42.15,43.65,14.9505571737,11988900,0.0000,1.0,13.0085,13.4731,54.4337,93.5573,94.4984,-0.5404,0.4666,-0.0738,34.2066,129.2772,45.0000,100.0000,10.6171,15.4000,13.0085,-48942210.8511,39101550.0000
2002-03-08,42.6,44.1,42.41,43.8,15.0019336588,17516700,0.0000,1.0,12.9025,13.3176,54.7112,96.1012,94.5836,-0.6570,0.4343,-0.2228,35.8784,148.2368,50.0000,100.0000,10.6830,15.1220,12.9025,-53737770.8500,63079350.0000
2002-03-07,40.57,41.53,39.79,41.44,14.1936102927,14636600,0.0000,1.0,12.8222,13.1403,50.9757,93.8366,92.2294,-0.7656,0.3506,-0.4150,37.7559,95.5970,55.0000,25.0000,10.8054,14.8390,12.8222,-76333277.3548,28045950.0000
2002-03-06,39.1,40.45,38.9,39.95,13.6832705404,15832900,0.0000,1.0,12.8078,13.0294,48.4241,93.8131,85.0107,-0.8532,0.2813,-0.5720,39.1599,65.8254,60.0000,30.0000,10.8266,14.7890,12.8078,-102578215.2836,-1227250.0000
2002-03-05,37.9,39.55,37.7,38.86,13.3099347484,15427200,0.0000,1.0,12.8054,12.9606,46.4885,89.0384,71.7547,-0.9236,0.2115,-0.7120,40.3614,35.3985,65.0000,0.0000,10.8283,14.7825,12.8054,-113814466.8988,-32893050.0000
2002-03-04,36.26,38.94,36.25,38.87,13.3133598474,16732700,0.0000,1.0,12.8385,12.9238,46.5037,72.1806,57.2160,-0.9765,0.1340,-0.8424,41.3880,11.7947,70.0000,0.0000,10.8074,14.8696,12.8385,-121653152.3039,-2038650.0000
2002-03-01,33.8,36.06,33.48,35.97,12.3200811349,14612400,0.0000,1.0,12.9000,12.8828,41.2038,54.0452,51.6535,-1.0100,0.0129,-0.9970,42.3052,-63.5884,75.0000,0.0000,10.7445,15.0554,12.9000,-153376858.6209,-35504050.0000
2002-02-28,34.04,34.88,33.05,33.25,11.3884542045,11960800,0.0000,1.0,13.0383,12.9420,35.5109,45.4221,49.1310,-1.0132,-0.0655,-1.0786,42.4212,-103.8301,80.0000,0.0000,10.7018,15.3749,13.0383,-180562719.0847,-64728850.0000
2002-02-27,35.46,35.68,33.57,33.57,11.4980573727,13553900,0.0000,1.0,13.2342,13.1056,35.8994,55.4931,43.6118,-0.9968,-0.0755,-1.0723,42.1497,-102.6868,85.0000,0.0000,10.8279,15.6406,13.2342,-161869884.1140,-40807250.0000
2002-02-26,36.6,36.75,34.1,34.77,11.9090692538,22324000,0.0000,1.0,13.3988,13.2748,37.3553,46.4778,29.1986,-0.9780,-0.0818,-1.0598,41.9269,-94.4773,90.0000,0.0000,11.0402,15.7575,13.3988,-134762084.1140,-13699450.0000
2002-02-25,34.93,35.95,34.3,35.91,12.2995305408,26693200,0.0000,1.0,13.5807,13.4185,38.7744,28.8646,18.4065,-0.9575,-0.1127,-1.0702,41.7563,-103.4595,95.0000,5.0000,11.1497,16.0117,13.5807,-112690808.6416,30948550.0000
2002-02-22,32.72,33.56,31.03,32.7,11.200073759,29613200,0.0000,1.0,13.7543,13.5363,31.8486,12.2535,14.9734,-0.9293,-0.1783,-1.1077,41.3204,-189.6740,100.0000,10.0000,11.2202,16.2884,13.7543,-163488777.1144,-22437850.0000
2002-02-21,35.69,35.75,32.48,32.5,11.1315717788,26785800,0.0000,1.0,13.9429,13.7823,31.3893,14.1013,23.0233,-0.8848,-0.1427,-1.0275,40.0306,-193.3982,100.0000,15.0000,11.6471,16.2387,13.9429,-182450588.9787,-81664250.0000
2002-02-20,38.08,38.08,34.44,35.91,12.2995305408,23089700,0.0000,1.0,14.1320,14.0613,35.2364,18.5656,38.7277,-0.8491,-0.0542,-0.9032,38.7889,-153.1262,100.0000,20.0000,12.1993,16.0646,14.1320,-129534299.0687,-28092650.0000
2002-02-19,36.91,38.1,35.9,37.32,12.7824695011,17521200,0.0000,1.0,14.2260,14.2467,37.0187,36.4031,61.2043,-0.8355,-0.0149,-0.8504,37.6551,-147.8025,70.0000,25.0000,12.4857,15.9663,14.2260,-120653645.2231,18086750.0000
2002-02-15,40.08,40.65,36.66,37.4,12.8098702931,20026800,0.0000,1.0,14.3566,14.4008,37.1199,61.2143,80.7185,-0.8318,0.0120,-0.8198,36.6042,-126.5903,75.0000,0.0000,12.6781,16.0351,14.3566,-130847797.9512,53129150.0000
2002-02-14,42.0,42.0,40.03,40.05,13.7175215305,9817400,0.0000,1.0,14.5257,14.5683,40.6138,85.9955,84.9164,-0.8348,0.0633,-0.7715,35.5761,-59.0944,80.0000,5.0000,12.8236,16.2278,14.5257,-105651172.3844,93182750.0000
2002-02-13,40.95,42.1,40.8,41.9,14.3511648471,10940500,0.0000,1.0,14.6190,14.6579,43.3178,94.9456,71.7458,-0.8507,0.0595,-0.7912,34.8930,-36.8504,85.0000,10.0000,12.8998,16.3382,14.6190,-86415048.5256,112817550.0000
2002-02-12,40.67,41.25,40.3,40.5,13.8716509859,12568900,0.0000,1.0,14.6986,14.6902,40.4683,73.8081,47.9201,-0.8655,-0.0037,-0.8692,34.2794,-71.2793,90.0000,0.0000,12.8911,16.5062,14.6986,-101563433.1379,90936550.0000
2002-02-11,38.81,41.31,38.74,41.28,14.1388087086,26293700,0.0000,1.0,14.8125,14.7763,41.5745,46.4836,28.7672,-0.8646,-0.0428,-0.9074,33.3047,-86.3762,95.0000,5.0000,12.9419,16.6832,14.8125,-87009969.9817,116074350.0000
2002-02-08,39.5,40.15,34.59,37.46,12.8304208872,56683600,0.0000,1.0,14.9021,14.8434,33.0612,23.4686,18.4468,-0.8539,-0.1162,-0.9701,32.2788,-191.1698,100.0000,10.0000,12.9978,16.8064,14.9021,-138369648.5841,63486950.0000
2002-02-07,40.5,40.8,39.05,39.11,13.3955622237,12544900,0.0000,1.0,15.0602,15.0553,35.1637,16.3493,13.2069,-0.8248,-0.0780,-0.9029,30.7533,-157.8372,95.0000,0.0000,13.3556,16.7647,15.0602,-142039809.7317,176854150.0000
2002-02-06,40.19,41.1,38.8,40.6,13.905901976,13140800,0.0000,1.0,15.1818,15.2300,37.1928,15.5225,13.8576,-0.8053,-0.0561,-0.8614,29.6647,-159.6920,100.0000,5.0000,13.6294,16.7341,15.1818,-118670453.1640,201943950.0000
2002-02-05,39.93,41.24,39.1,39.81,13.6353191543,16735700,0.0000,1.0,15.3117,15.3694,35.3126,7.7491,20.7261,-0.7913,-0.0567,-0.8480,28.5189,-187.0008,100.0000,0.0000,13.7732,16.8503,15.3117,-133525270.5577,175662350.0000
2002-02-04,42.4,43.05,40.6,40.79,13.9709788571,12206800,0.0000,1.0,15.4383,15.5520,36.6040,18.3013,33.1108,-0.7771,-0.0137,-0.7909,27.3528,-156.7879,100.0000,0.0000,14.0645,16.8120,15.4383,-122263864.9504,209133750.0000
2002-02-01,43.99,43.99,42.12,42.46,14.5429703916,9944700,0.0000,1.0,15.6030,15.7184,38.9072,36.1278,45.2735,-0.7737,0.0330,-0.7407,26.3336,-115.5447,60.0000,0.0000,14.1832,17.0229,15.6030,-101636864.1300,233547350.0000
2002-01-31,44.5,44.7,43.41,44.05,15.087561134,9881200,0.0000,1.0,15.7661,15.8421,41.2553,44.9032,54.9294,-0.7820,0.0578,-0.7241,25.4957,-77.7532,65.0000,5.0000,14.1371,17.3950,15.7661,-88979973.2204,253436750.0000
2002-01-30,43.66,44.75,43.0,44.69,15.3067674706,15559700,0.0000,1.0,15.9029,15.9215,42.2298,54.7895,62.3627,-0.7964,0.0485,-0.7479,24.8338,-82.0631,70.0000,10.0000,14.0770,17.7288,15.9029,-88826776.3170,273199150.0000
2002-01-29,45.78,46.04,42.98,43.18,14.7895775203,14265200,0.0000,1.0,16.0024,15.9862,39.0001,65.0954,62.4107,-0.8085,0.0189,-0.7896,24.1370,-90.8528,75.0000,15.0000,14.1020,17.9028,16.0024,-117812274.5981,242079750.0000
2002-01-28,46.6,46.85,44.15,45.39,15.5465244012,14940200,0.0000,1.0,16.1500,16.1122,42.2872,67.2031,49.5107,-0.8133,0.0345,-0.7788,23.4035,-53.2259,80.0000,20.0000,14.1916,18.1085,16.1500,-93011338.6516,270610150.0000
2002-01-25,41.84,46.36,41.83,46.05,15.7725809358,28246100,0.0000,1.0,16.2649,16.1718,43.3231,54.9335,31.8637,-0.8219,-0.0088,-0.8307,22.8259,-77.0104,85.0000,25.0000,14.1951,18.3348,16.2649,-90576639.3922,300490550.0000
