,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI,SlowK,SlowD,MACD,MACD_Hist,MACD_Signal,ADX,CCI,Aroon Up,Aroon Down,Real Middle Band,Real Lower Band,Real Upper Band,Chaikin A/D,OBV
2013-11-15,49.11,49.48,48.71,49.01,49.01,42453000,0.0000,1.0,49.6730,48.9457,52.2084,80.7644,57.5760,-0.2526,-0.2376,-0.0149,25.3968,-29.4210,0.0000,80.0000,49.6730,45.6637,53.6822,-961157700.9746,1626319200.0000
2013-11-14,48.7,49.57,48.03,48.99,48.99,75117000,0.0000,1.0,49.9335,48.9389,52.1567,58.4715,34.7930,-0.3090,-0.3535,0.0445,25.8776,-42.2308,5.0000,85.0000,49.9335,45.4781,54.3888,-951784960.7149,1583866200.0000
2013-11-13,46.23,48.74,46.06,48.71,48.71,79245000,0.0000,1.0,50.0945,48.9335,51.4585,33.4921,17.9842,-0.3744,-0.5073,0.1329,26.3837,-82.3699,10.0000,90.0000,50.0945,45.5552,54.6337,-970320324.3512,1508749200.0000
2013-11-12,46.0,47.37,45.83,46.605,46.605,68196000,0.0000,1.0,50.2157,48.9570,45.8106,12.4153,13.6032,-0.4240,-0.6837,0.2597,26.6157,-137.1730,15.0000,95.0000,50.2157,45.7014,54.7300,-1047791182.5602,1429504200.0000
2013-11-11,47.04,47.53,45.73,46.2,46.2,80910000,0.0000,1.0,50.3605,49.2046,44.6331,8.0452,22.4412,-0.2668,-0.6974,0.4306,26.3238,-162.1629,20.0000,100.0000,50.3605,46.1426,54.5783,-1048234013.7290,1361308200.0000
2013-11-08,47.81,48.65,47.25,47.53,47.53,70731000,0.0000,1.0,50.5260,49.5209,47.8787,20.3491,35.5515,-0.0210,-0.6260,0.6049,26.0166,-121.5065,25.0000,70.0000,50.5260,46.7360,54.3159,-1009577013.7290,1442218200.0000
2013-11-07,49.24,49.87,47.3,47.56,47.56,97128000,0.0000,1.0,50.6050,49.7305,47.9535,38.9292,45.8128,0.1576,-0.6039,0.7614,26.0190,-110.0472,30.0000,75.0000,50.6050,47.0071,54.2028,-967138413.7290,1512949200.0000
2013-11-06,50.26,50.45,48.71,49.12,49.12,67889000,0.0000,1.0,50.6795,49.9589,51.9594,47.3763,48.8230,0.3801,-0.5322,0.9124,26.0326,-59.3221,35.0000,0.0000,50.6795,47.2807,54.0782,-889662771.7057,1610077200.0000
2013-11-05,47.79,50.18,47.51,50.105,50.105,76835000,0.0000,1.0,50.5620,50.0472,54.7004,51.1330,46.2421,0.4999,-0.5456,1.0455,26.3712,-56.0072,40.0000,5.0000,50.5620,46.8114,54.3125,-853767438.3723,1677966200.0000
2013-11-04,49.365,49.75,48.02,48.22,48.22,80371000,0.0000,1.0,50.4137,50.0412,49.8951,47.9597,36.3527,0.5451,-0.6367,1.1818,26.6311,-77.4347,45.0000,10.0000,50.4137,46.3790,54.4484,-926285865.3386,1601131200.0000
2013-11-01,50.85,52.09,49.72,49.75,49.75,95033000,0.0000,1.0,50.5285,50.2329,54.3399,39.6335,22.7489,0.7869,-0.5541,1.3410,27.0216,-5.2630,50.0000,15.0000,50.5285,46.6213,54.4356,-864497755.5120,1681502200.0000
2013-10-31,47.155,52.0,46.5,50.205,50.205,248809000,0.0000,1.0,50.5930,50.2837,55.7428,21.4650,13.7528,0.9283,-0.5513,1.4796,27.8508,-46.6950,55.0000,20.0000,50.5930,46.6967,54.4892,-771870654.2462,1776535200.0000
2013-10-30,50.0,50.21,48.75,49.01,49.01,127073000,0.0000,1.0,50.5419,50.2920,52.6957,7.1480,14.3634,1.0489,-0.5685,1.6174,28.6945,-57.6511,60.0000,25.0000,50.5419,46.6001,54.4836,-858275234.2462,1527726200.0000
2013-10-29,50.73,50.79,49.25,49.395,49.395,102143000,0.0000,1.0,50.6054,50.4269,53.8300,12.6454,21.1349,1.3092,-0.4503,1.7595,30.2039,-40.1759,65.0000,30.0000,50.6054,46.7239,54.4868,-776461110.9586,1654799200.0000
2013-10-28,51.54,51.7,49.61,50.229,50.229,73472000,0.0000,1.0,50.6566,50.5356,56.3252,23.2969,29.8587,1.5832,-0.2888,1.8721,31.6414,-9.8936,70.0000,35.0000,50.6566,46.8135,54.4997,-693552831.7378,1756942200.0000
2013-10-25,53.18,53.24,51.88,51.95,51.95,45085000,0.0000,1.0,50.6566,50.5678,61.9551,27.4625,40.2696,1.8251,-0.1192,1.9443,33.0447,74.2300,75.0000,40.0000,50.6566,46.8136,54.4997,-663601566.6660,1830414200.0000
2013-10-24,52.38,52.84,51.5928,52.445,52.445,46775000,0.0000,1.0,50.6212,50.4223,63.6946,38.8166,56.7071,1.9320,-0.0421,1.9741,33.7572,79.5604,80.0000,45.0000,50.6212,46.8136,54.4287,-623157669.6072,1875499200.0000
2013-10-23,51.75,52.25,51.13,51.9,51.9,57207000,0.0000,1.0,50.5184,50.2094,62.5962,54.5298,74.1845,1.9899,0.0053,1.9846,34.6076,62.2537,85.0000,50.0000,50.5184,46.8035,54.2333,-640304502.5129,1828724200.0000
2013-10-22,54.33,54.76,52.2,52.675,52.675,83204000,0.0000,1.0,50.3964,50.0315,65.2638,76.7747,88.0012,2.0904,0.1071,1.9833,35.6519,143.6112,90.0000,55.0000,50.3964,46.7108,54.0820,-661757127.5129,1885931200.0000
2013-10-21,54.68,54.81,53.51,53.85,53.85,58235000,0.0000,1.0,50.1852,49.7532,69.5318,91.2490,92.4715,2.1093,0.1528,1.9565,36.3710,209.5148,95.0000,60.0000,50.1852,46.5624,53.8079,-609429611.8879,1969135200.0000
2013-10-18,54.18,54.825,53.6,54.22,54.22,88260000,0.0000,1.0,49.8522,49.3219,70.9192,95.9799,89.8747,1.9832,0.0648,1.9184,36.6206,243.5103,100.0000,65.0000,49.8522,46.4187,53.2856,-581655996.5033,2027370200.0000
2013-10-17,51.12,52.22,50.95,52.21,52.21,71522000,0.0000,1.0,49.5157,48.8064,67.5808,90.1855,82.0262,1.7557,-0.1465,1.9021,36.8474,135.2645,100.0000,0.0000,49.5157,46.5770,52.4543,-582736731.1971,1939110200.0000
2013-10-16,50.04,51.24,49.9,51.135,51.135,64678000,0.0000,1.0,49.2042,48.4481,65.5728,83.4588,74.8853,1.6444,-0.2944,1.9388,37.6783,86.4951,40.0000,0.0000,49.2042,46.1552,52.2531,-653132400.4885,1867588200.0000
2013-10-15,49.99,51.0,49.18,49.5,49.5,81167000,0.0000,1.0,48.9089,48.1653,62.1888,72.4343,63.9258,1.5879,-0.4245,2.0124,38.8154,48.2550,45.0000,0.0000,48.9089,45.5384,52.2794,-707674296.0109,1802910200.0000
2013-10-14,48.31,49.63,47.91,49.51,49.51,68781000,0.0000,1.0,48.6874,48.0248,62.2243,68.7626,49.7054,1.6592,-0.4593,2.1185,40.0781,16.5921,50.0000,5.0000,48.6874,44.9402,52.4346,-655049537.7691,1884077200.0000
2013-10-11,49.18,49.87,48.79,49.11,49.11,58428000,0.0000,1.0,48.3374,47.8684,61.3858,50.5804,36.9748,1.7250,-0.5083,2.2333,41.8017,32.1223,55.0000,10.0000,48.3374,43.7495,52.9253,-714233188.9319,1815296200.0000
2013-10-10,47.865,49.68,47.83,49.05,49.05,99774000,0.0000,1.0,48.0974,47.7377,61.2633,29.7730,36.1841,1.8246,-0.5358,2.3604,43.2956,24.1454,60.0000,15.0000,48.0974,43.2043,52.9905,-690429188.9319,1756868200.0000
2013-10-09,47.375,47.84,45.26,46.77,46.77,147297000,0.0000,1.0,47.8824,47.5996,56.2520,30.5711,42.7089,1.9314,-0.5630,2.4943,44.9217,-37.3884,65.0000,20.0000,47.8824,42.8013,52.9635,-722249005.1481,1657094200.0000
2013-10-08,50.6,50.6,47.08,47.14,47.14,136081000,0.0000,1.0,47.7959,47.6869,57.3968,48.2082,46.0074,2.2717,-0.3634,2.6351,47.1935,13.7919,70.0000,25.0000,47.7959,42.5848,53.0070,-747369423.7528,1804391200.0000
2013-10-07,50.73,51.29,50.4,50.515,50.515,57204000,0.0000,1.0,47.6189,47.7445,69.6854,49.3473,41.7010,2.6353,-0.0906,2.7259,48.8947,82.8478,75.0000,30.0000,47.6189,42.0993,53.1385,-615927548.7528,1940472200.0000
2013-10-04,49.77,51.16,49.57,51.04,51.04,74447000,0.0000,1.0,47.2952,47.4528,71.9623,40.4666,43.1630,2.7175,-0.0311,2.7486,48.9473,88.4093,80.0000,0.0000,47.2952,41.7336,52.8567,-573506604.9326,1997676200.0000
2013-10-03,50.47,50.72,49.06,49.183,49.183,82045000,0.0000,1.0,46.9407,47.0752,68.5043,35.2892,54.3178,2.7294,-0.0270,2.7563,49.0324,74.0888,85.0000,0.0000,46.9407,41.4761,52.4052,-636716321.9137,1923229200.0000
2013-10-02,50.13,51.1,49.95,50.28,50.28,62834000,0.0000,1.0,46.6145,46.8534,73.5983,53.7332,70.8938,2.8939,0.1308,2.7631,49.2217,102.8073,90.0000,0.0000,46.6145,40.9493,52.2797,-566829797.8173,2005274200.0000
2013-10-01,49.97,51.03,49.45,50.42,50.42,98114000,0.0000,1.0,46.1895,46.4927,74.2679,73.9311,85.2453,2.9501,0.2197,2.7304,48.8520,112.4455,95.0000,5.0000,46.1895,40.4137,51.9653,-540057049.9912,2068108200.0000
2013-09-30,50.14,51.6,49.8,50.23,50.23,100095000,0.0000,1.0,45.7620,46.0793,73.9625,85.0173,90.3997,2.9647,0.2893,2.6755,48.4757,136.5642,100.0000,0.0000,45.7620,40.0366,51.4874,-562412138.5988,1969994200.0000
2013-09-27,50.29,51.28,49.86,51.24,51.24,81410500,0.0000,1.0,45.3152,45.6424,78.6781,96.7876,91.4576,2.9596,0.3565,2.6031,47.8557,168.3774,100.0000,0.0000,45.3152,39.6599,50.9705,-510140305.2655,2070089200.0000
2013-09-26,50.01,50.6,49.5,50.39,50.39,98220100,0.0000,1.0,44.8172,45.0531,77.5329,89.3941,88.8573,2.8072,0.2931,2.5140,47.2539,181.4509,100.0000,0.0000,44.8172,39.5993,50.0351,-586964298.2232,1988678700.0000
2013-09-25,49.23,49.54,48.46,49.46,49.46,87879700,0.0000,1.0,44.3251,44.4914,76.2044,88.1910,91.0601,2.6583,0.2176,2.4407,46.7307,178.2207,95.0000,0.0000,44.3251,39.4577,49.1925,-647682178.2232,1890458600.0000
2013-09-24,48.505,49.66,48.16,48.45,48.45,136716100,0.0000,1.0,43.8341,43.9683,74.6584,88.9867,93.1868,2.5243,0.1380,2.3863,46.3658,184.7414,100.0000,5.0000,43.8341,39.1604,48.5078,-722542663.4084,1802578900.0000
2013-09-23,47.28,47.55,46.29,47.19,47.19,75177000,0.0000,1.0,43.4786,43.4966,72.5444,96.0028,93.3689,2.4195,0.0676,2.3518,45.9817,142.3380,95.0000,0.0000,43.4786,39.1983,47.7589,-638690122.0751,1665862800.0000
2013-09-20,46.32,47.6,45.74,47.49,47.49,115508400,0.0000,1.0,43.1466,43.1078,73.9396,94.5710,80.5948,2.3787,0.0438,2.3349,46.0018,152.4447,100.0000,0.0000,43.1466,39.0429,47.2503,-670908836.3608,1741039800.0000
2013-09-19,45.51,46.05,45.23,45.98,45.98,63972400,0.0000,1.0,42.6996,42.6465,71.3003,89.5331,63.8572,2.2616,-0.0625,2.3240,46.0229,119.8040,100.0000,0.0000,42.6996,38.6383,46.7609,-772754952.4898,1625531400.0000
2013-09-18,44.84,45.47,44.395,45.23,45.23,79317000,0.0000,1.0,42.3166,42.2956,69.8600,57.6803,47.7127,2.2329,-0.1068,2.3396,46.4186,104.2275,80.0000,0.0000,42.3166,38.1224,46.5108,-825805235.4166,1561559000.0000
2013-09-17,42.5,45.44,42.43,45.07,45.07,91934600,0.0000,1.0,41.9756,41.9867,69.5503,44.3584,52.8508,2.2401,-0.1262,2.3663,46.9924,88.2798,85.0000,0.0000,41.9756,37.6767,46.2745,-869706272.6259,1482242000.0000
2013-09-16,44.85,44.94,42.43,42.51,42.51,70424200,0.0000,1.0,41.6126,41.6622,63.9143,41.0993,64.2817,2.2331,-0.1647,2.3978,47.6046,60.2326,90.0000,0.0000,41.6126,37.1957,46.0295,-939039010.8319,1390307400.0000
2013-09-13,45.04,45.08,43.93,44.31,44.31,52765300,0.0000,1.0,41.3411,41.5729,72.9313,73.0947,77.3134,2.4523,0.0133,2.4390,48.3830,105.0416,95.0000,0.0000,41.3411,36.5284,46.1538,-873104002.8638,1460731600.0000
2013-09-12,45.53,45.62,44.65,44.75,44.75,68072300,0.0000,1.0,40.9536,41.2848,75.4015,78.6510,77.7816,2.5132,0.0774,2.4357,48.3180,129.6340,100.0000,5.0000,40.9536,35.9167,45.9905,-855209683.7334,1513496900.0000
2013-09-11,43.39,45.09,43.11,45.04,45.04,72328300,0.0000,1.0,40.5486,40.9201,77.0353,80.1945,79.7509,2.5095,0.0931,2.4164,47.7674,123.9486,100.0000,10.0000,40.5486,35.4953,45.6019,-801172909.5066,1581569200.0000
2013-09-10,44.24,44.26,43.23,43.6,43.6,54540300,0.0000,1.0,40.1476,40.4864,74.4208,74.4993,81.4524,2.4387,0.0457,2.3931,47.2849,114.9158,95.0000,15.0000,40.1476,35.3154,44.9797,-869848265.0621,1509240900.0000
2013-09-09,44.36,44.79,43.7,44.04,44.04,75794700,0.0000,1.0,39.8786,40.1587,76.9643,84.5590,85.5922,2.4596,0.0779,2.3817,46.9386,144.6253,100.0000,20.0000,39.8786,35.2504,44.5067,-854492258.2660,1563781200.0000
2013-09-06,43.09,44.61,42.4,43.95,43.95,117535700,0.0000,1.0,39.6016,39.7501,76.8103,85.2990,83.1932,2.4056,0.0435,2.3622,46.2511,147.1646,100.0000,25.0000,39.6016,35.3555,43.8476,-825982325.2385,1487986500.0000
2013-09-05,41.79,42.765,41.77,42.66,42.66,50035400,0.0000,1.0,39.3311,39.3080,74.4878,86.9187,80.3520,2.3110,-0.0404,2.3513,45.5585,122.7950,100.0000,30.0000,39.3311,35.5654,43.0967,-873315706.6864,1370450800.0000
2013-09-04,42.01,42.17,41.44,41.78,41.78,42581900,0.0000,1.0,39.1416,38.9552,72.7170,77.3618,74.2005,2.2878,-0.0736,2.3614,45.1869,116.8846,90.0000,35.0000,39.1416,35.6974,42.5857,-912790871.5106,1320415400.0000
2013-09-03,41.84,42.165,41.51,41.87,41.87,48774900,0.0000,1.0,38.9801,38.6578,73.2107,76.7755,68.2799,2.3146,-0.0652,2.3798,44.9305,140.4110,95.0000,40.0000,38.9801,35.7496,42.2105,-909874303.0174,1362997300.0000
2013-08-30,42.025,42.26,41.06,41.294,41.294,67735100,0.0000,1.0,38.8460,38.3197,72.0572,68.4641,63.4225,2.3060,-0.0901,2.3961,44.6126,154.0065,100.0000,45.0000,38.8460,35.8960,41.7960,-914714560.2693,1314222400.0000
2013-08-29,40.89,41.78,40.8,41.28,41.28,58303400,0.0000,1.0,38.6838,38.0066,72.0294,59.6001,65.3771,2.3201,-0.0985,2.4186,44.2780,173.3250,85.0000,50.0000,38.6838,35.9406,41.4270,-873396149.2693,1246487300.0000
2013-08-28,39.96,40.85,39.88,40.548,40.548,57918200,0.0000,1.0,38.4943,37.6620,70.5748,62.2032,75.3110,2.3058,-0.1374,2.4432,44.0266,148.2504,90.0000,55.0000,38.4943,35.9805,41.0080,-872206283.9632,1188183900.0000
2013-08-27,40.68,41.2,39.42,39.64,39.64,72695100,0.0000,1.0,38.3069,37.3582,68.6538,74.3280,83.8649,2.3285,-0.1491,2.4776,43.9699,141.6873,95.0000,0.0000,38.3069,35.8760,40.7377,-894059955.3034,1130265700.0000
2013-08-26,40.9,41.94,40.62,41.34,41.34,94162400,0.0000,1.0,38.2062,37.1180,77.6729,89.4018,87.8940,2.4161,-0.0988,2.5149,43.9101,258.1088,100.0000,0.0000,38.2062,35.8386,40.5738,-839334430.5843,1202960800.0000
2013-08-23,39.0,40.63,38.93,40.55,40.55,86442300,0.0000,1.0,37.9107,36.6736,76.2983,87.8648,86.1440,2.3196,-0.2199,2.5396,43.0895,176.1822,100.0000,0.0000,37.9107,35.7122,40.1092,-847894648.7661,1108798400.0000
2013-08-22,38.37,38.75,38.34,38.55,38.55,21931200,0.0000,1.0,37.5837,36.2656,72.1787,86.4153,80.6250,2.2432,-0.3513,2.5945,42.4702,71.2863,35.0000,0.0000,37.5837,35.1229,40.0445,-926201202.8838,1022356100.0000
2013-08-21,38.38,38.85,38.145,38.32,38.32,46116900,0.0000,1.0,37.3742,36.0251,71.6402,84.1519,67.4216,2.3167,-0.3657,2.6824,42.2586,68.3857,40.0000,0.0000,37.3742,34.5861,40.1622,-926736110.2008,1000424900.0000
2013-08-20,38.35,38.58,37.69,38.41,38.41,57995200,0.0000,1.0,36.7837,35.7836,72.1594,71.3080,46.4551,2.4002,-0.3736,2.7738,42.0360,56.6975,45.0000,0.0000,36.7837,31.3242,42.2431,-903514125.0945,1046541800.0000
2013-08-19,37.43,38.28,37.14,37.81,37.81,57609600,0.0000,1.0,36.1697,35.5071,70.8200,46.8049,26.1642,2.4627,-0.4045,2.8672,41.8709,43.1682,50.0000,0.0000,36.1697,29.0655,43.2738,-939353855.4315,988546600.0000
2013-08-16,36.97,37.49,36.9,37.08,37.08,45840800,0.0000,1.0,35.5814,35.2647,69.1018,21.2523,15.5632,2.5678,-0.4005,2.9683,41.7741,34.1731,55.0000,0.0000,35.5814,27.2719,43.8909,-949460802.8000,930937000.0000
2013-08-15,36.36,37.07,36.0201,36.56,36.56,56521100,0.0000,1.0,35.0214,35.0736,67.8196,10.4355,18.8369,2.7388,-0.3296,3.0684,41.8841,28.1516,60.0000,5.0000,35.0214,25.7390,44.3039,-931590660.4271,885096200.0000
2013-08-14,36.83,37.55,36.62,36.65,36.65,48423900,0.0000,1.0,34.5024,34.9171,68.2855,15.0017,30.9221,2.9703,-0.1806,3.1508,42.1188,38.9338,65.0000,10.0000,34.5024,24.4901,44.5148,-933200319.3374,941617300.0000
2013-08-13,38.24,38.32,36.77,37.019,37.019,65379200,0.0000,1.0,34.0024,34.7347,70.1631,31.0735,46.7855,3.2133,0.0173,3.1960,41.9784,49.2382,70.0000,15.0000,34.0024,23.4831,44.5218,-887900541.9181,990041200.0000
2013-08-12,38.2,38.5,38.1,38.22,38.22,31161000,0.0000,1.0,33.4675,34.4943,76.6824,46.6913,60.0544,3.4392,0.2476,3.1916,41.7324,64.9141,75.0000,20.0000,33.4675,22.5360,44.3990,-843527046.1762,1055420400.0000
2013-08-09,38.59,38.74,38.01,38.5,38.5,43532300,0.0000,1.0,32.8705,34.1021,78.2936,62.5919,72.5154,3.5552,0.4255,3.1297,40.5336,71.4647,80.0000,0.0000,32.8705,21.7401,44.0009,-831062646.1762,1086581400.0000
2013-08-08,39.13,39.19,38.43,38.54,38.54,41301000,0.0000,1.0,32.2410,33.6392,78.5175,70.8801,80.6682,3.6230,0.5997,3.0234,39.2717,81.2950,85.0000,0.0000,32.2410,21.0315,43.4505,-845970968.0940,1130113700.0000
2013-08-07,38.61,38.94,37.7,38.87,38.87,68854800,0.0000,1.0,31.6045,33.1233,80.3177,84.0742,86.9992,3.6529,0.7794,2.8735,37.6320,86.7731,90.0000,5.0000,31.6045,20.4525,42.7565,-816625520.7255,1171414700.0000
